index,season,matchday,team1,team2
1598,2526,8,Lazio,Juventus
1599,2526,8,Sassuolo,Roma
1600,2526,8,Torino,Genoa
1601,2526,9,Atalanta,Milan
1602,2526,9,Lecce,Napoli
1603,2526,9,Bologna,Torino
1604,2526,9,Como,Verona
1605,2526,9,Genoa,Cremonese
1606,2526,9,Inter,Fiorentina
1607,2526,9,Juventus,Udinese
1608,2526,9,Roma,Parma
1609,2526,9,Cagliari,Sassuolo
1610,2526,9,Pisa,Lazio
1611,2526,10,Cremonese,Juventus
1612,2526,10,Napoli,Como
1613,2526,10,Udinese,Atalanta
1614,2526,10,Fiorentina,Lecce
1615,2526,10,Verona,Inter
1616,2526,10,Milan,Roma
1617,2526,10,Parma,Bologna
1618,2526,10,Torino,Pisa
1619,2526,10,Lazio,Cagliari
1620,2526,10,Sassuolo,Genoa
1621,2526,11,Pisa,Cremonese
1622,2526,11,Como,Cagliari
1623,2526,11,Juventus,Torino
1624,2526,11,Lecce,Verona
1625,2526,11,Parma,Milan
1626,2526,11,Atalanta,Sassuolo
1627,2526,11,Bologna,Napoli
1628,2526,11,Genoa,Fiorentina
1629,2526,11,Inter,Lazio
1630,2526,11,Roma,Udinese
1631,2526,12,Cagliari,Genoa
1632,2526,12,Fiorentina,Juventus
1633,2526,12,Napoli,Atalanta
1634,2526,12,Udinese,Bologna
1635,2526,12,Cremonese,Roma
1636,2526,12,Verona,Parma
1637,2526,12,Inter,Milan
1638,2526,12,Lazio,Lecce
1639,2526,12,Sassuolo,Pisa
1640,2526,12,Torino,Como
1641,2526,13,Atalanta,Fiorentina
1642,2526,13,Bologna,Cremonese
1643,2526,13,Como,Sassuolo
1644,2526,13,Genoa,Verona
1645,2526,13,Juventus,Cagliari
1646,2526,13,Lecce,Torino
1647,2526,13,Milan,Lazio
1648,2526,13,Parma,Udinese
1649,2526,13,Pisa,Inter
1650,2526,13,Roma,Napoli
1651,2526,14,Cagliari,Roma
1652,2526,14,Cremonese,Lecce
1653,2526,14,Verona,Atalanta
1654,2526,14,Inter,Como
1655,2526,14,Lazio,Bologna
1656,2526,14,Napoli,Juventus
1657,2526,14,Pisa,Parma
1658,2526,14,Sassuolo,Fiorentina
1659,2526,14,Torino,Milan
1660,2526,14,Udinese,Genoa
1661,2526,15,Atalanta,Cagliari
1662,2526,15,Bologna,Juventus
1663,2526,15,Fiorentina,Verona
1664,2526,15,Genoa,Inter
1665,2526,15,Lecce,Pisa
1666,2526,15,Milan,Sassuolo
1667,2526,15,Parma,Lazio
1668,2526,15,Roma,Como
1669,2526,15,Torino,Cremonese
1670,2526,15,Udinese,Napoli
1671,2526,16,Cagliari,Pisa
1672,2526,16,Como,Milan
1673,2526,16,Fiorentina,Udinese
1674,2526,16,Genoa,Atalanta
1675,2526,16,Verona,Bologna
1676,2526,16,Inter,Lecce
1677,2526,16,Juventus,Roma
1678,2526,16,Lazio,Cremonese
1679,2526,16,Napoli,Parma
1680,2526,16,Sassuolo,Torino
1681,2526,17,Atalanta,Inter
1682,2526,17,Bologna,Sassuolo
1683,2526,17,Cremonese,Napoli
1684,2526,17,Lecce,Como
1685,2526,17,Milan,Verona
1686,2526,17,Parma,Fiorentina
1687,2526,17,Pisa,Juventus
1688,2526,17,Roma,Genoa
1689,2526,17,Torino,Cagliari
1690,2526,17,Udinese,Lazio
1691,2526,18,Atalanta,Roma
1692,2526,18,Cagliari,Milan
1693,2526,18,Como,Udinese
1694,2526,18,Fiorentina,Cremonese
1695,2526,18,Genoa,Pisa
1696,2526,18,Verona,Torino
1697,2526,18,Inter,Bologna
1698,2526,18,Juventus,Lecce
1699,2526,18,Lazio,Napoli
1700,2526,18,Sassuolo,Parma
1701,2526,19,Bologna,Atalanta
1702,2526,19,Cremonese,Cagliari
1703,2526,19,Lazio,Fiorentina
1704,2526,19,Lecce,Roma
1705,2526,19,Milan,Genoa
1706,2526,19,Napoli,Verona
1707,2526,19,Parma,Inter
1708,2526,19,Pisa,Como
1709,2526,19,Sassuolo,Juventus
1710,2526,19,Torino,Udinese
1711,2526,20,Atalanta,Torino
1712,2526,20,Como,Bologna
1713,2526,20,Fiorentina,Milan
1714,2526,20,Genoa,Cagliari
1715,2526,20,Verona,Lazio
1716,2526,20,Inter,Napoli
1717,2526,20,Juventus,Cremonese
1718,2526,20,Lecce,Parma
1719,2526,20,Roma,Sassuolo
1720,2526,20,Udinese,Pisa
1721,2526,21,Bologna,Fiorentina
1722,2526,21,Cagliari,Juventus
1723,2526,21,Cremonese,Verona
1724,2526,21,Lazio,Como
1725,2526,21,Milan,Lecce
1726,2526,21,Napoli,Sassuolo
1727,2526,21,Parma,Genoa
1728,2526,21,Pisa,Atalanta
1729,2526,21,Torino,Roma
1730,2526,21,Udinese,Inter
1731,2526,22,Atalanta,Parma
1732,2526,22,Como,Torino
1733,2526,22,Fiorentina,Cagliari
1734,2526,22,Genoa,Bologna
1735,2526,22,Verona,Udinese
1736,2526,22,Inter,Pisa
1737,2526,22,Juventus,Napoli
1738,2526,22,Lecce,Lazio
1739,2526,22,Roma,Milan
1740,2526,22,Sassuolo,Cremonese
1741,2526,23,Bologna,Milan
1742,2526,23,Cagliari,Verona
1743,2526,23,Como,Atalanta
1744,2526,23,Cremonese,Inter
1745,2526,23,Lazio,Genoa
1746,2526,23,Napoli,Fiorentina
1747,2526,23,Parma,Juventus
1748,2526,23,Pisa,Sassuolo
1749,2526,23,Torino,Lecce
1750,2526,23,Udinese,Roma
1751,2526,24,Atalanta,Cremonese
1752,2526,24,Bologna,Parma
1753,2526,24,Fiorentina,Torino
1754,2526,24,Genoa,Napoli
1755,2526,24,Verona,Pisa
1756,2526,24,Juventus,Lazio
1757,2526,24,Lecce,Udinese
1758,2526,24,Milan,Como
1759,2526,24,Roma,Cagliari
1760,2526,24,Sassuolo,Inter
1761,2526,25,Cagliari,Lecce
1762,2526,25,Como,Fiorentina
1763,2526,25,Cremonese,Genoa
1764,2526,25,Inter,Juventus
1765,2526,25,Lazio,Atalanta
1766,2526,25,Napoli,Roma
1767,2526,25,Parma,Verona
1768,2526,25,Pisa,Milan
1769,2526,25,Torino,Bologna
1770,2526,25,Udinese,Sassuolo
1771,2526,26,Atalanta,Napoli
1772,2526,26,Bologna,Udinese
1773,2526,26,Cagliari,Lazio
1774,2526,26,Fiorentina,Pisa
1775,2526,26,Genoa,Torino
1776,2526,26,Juventus,Como
1777,2526,26,Lecce,Inter
1778,2526,26,Milan,Parma
1779,2526,26,Roma,Cremonese
1780,2526,26,Sassuolo,Verona
1781,2526,27,Como,Lecce
1782,2526,27,Cremonese,Milan
1783,2526,27,Verona,Napoli
1784,2526,27,Inter,Genoa
1785,2526,27,Parma,Cagliari
1786,2526,27,Pisa,Bologna
1787,2526,27,Roma,Juventus
1788,2526,27,Sassuolo,Atalanta
1789,2526,27,Torino,Lazio
1790,2526,27,Udinese,Fiorentina
1791,2526,28,Atalanta,Udinese
1792,2526,28,Bologna,Verona
1793,2526,28,Cagliari,Como
1794,2526,28,Fiorentina,Parma
1795,2526,28,Genoa,Roma
1796,2526,28,Juventus,Pisa
1797,2526,28,Lazio,Sassuolo
1798,2526,28,Lecce,Cremonese
1799,2526,28,Milan,Inter
1800,2526,28,Napoli,Torino
1801,2526,29,Como,Roma
1802,2526,29,Cremonese,Fiorentina
1803,2526,29,Verona,Genoa
1804,2526,29,Inter,Atalanta
1805,2526,29,Lazio,Milan
1806,2526,29,Napoli,Lecce
1807,2526,29,Pisa,Cagliari
1808,2526,29,Sassuolo,Bologna
1809,2526,29,Torino,Parma
1810,2526,29,Udinese,Juventus
1811,2526,30,Atalanta,Verona
1812,2526,30,Bologna,Lazio
1813,2526,30,Cagliari,Napoli
1814,2526,30,Como,Pisa
1815,2526,30,Fiorentina,Inter
1816,2526,30,Genoa,Udinese
1817,2526,30,Juventus,Sassuolo
1818,2526,30,Milan,Torino
1819,2526,30,Parma,Cremonese
1820,2526,30,Roma,Lecce
1821,2526,31,Cremonese,Bologna
1822,2526,31,Verona,Fiorentina
1823,2526,31,Inter,Roma
1824,2526,31,Juventus,Genoa
1825,2526,31,Lazio,Parma
1826,2526,31,Lecce,Atalanta
1827,2526,31,Napoli,Milan
1828,2526,31,Pisa,Torino
1829,2526,31,Sassuolo,Cagliari
1830,2526,31,Udinese,Como
1831,2526,32,Atalanta,Juventus
1832,2526,32,Bologna,Lecce
1833,2526,32,Cagliari,Cremonese
1834,2526,32,Como,Inter
1835,2526,32,Fiorentina,Lazio
1836,2526,32,Genoa,Sassuolo
1837,2526,32,Milan,Udinese
1838,2526,32,Parma,Napoli
1839,2526,32,Roma,Pisa
1840,2526,32,Torino,Verona
1841,2526,33,Cremonese,Torino
1842,2526,33,Verona,Milan
1843,2526,33,Inter,Cagliari
1844,2526,33,Juventus,Bologna
1845,2526,33,Lecce,Fiorentina
1846,2526,33,Napoli,Lazio
1847,2526,33,Pisa,Genoa
1848,2526,33,Roma,Atalanta
1849,2526,33,Sassuolo,Como
1850,2526,33,Udinese,Parma
1851,2526,34,Bologna,Roma
1852,2526,34,Cagliari,Atalanta
1853,2526,34,Fiorentina,Sassuolo
1854,2526,34,Genoa,Como
1855,2526,34,Verona,Lecce
1856,2526,34,Lazio,Udinese
1857,2526,34,Milan,Juventus
1858,2526,34,Napoli,Cremonese
1859,2526,34,Parma,Pisa
1860,2526,34,Torino,Inter
1861,2526,35,Atalanta,Genoa
1862,2526,35,Bologna,Cagliari
1863,2526,35,Como,Napoli
1864,2526,35,Cremonese,Lazio
1865,2526,35,Inter,Parma
1866,2526,35,Juventus,Verona
1867,2526,35,Pisa,Lecce
1868,2526,35,Roma,Fiorentina
1869,2526,35,Sassuolo,Milan
1870,2526,35,Udinese,Torino
1871,2526,36,Cagliari,Udinese
1872,2526,36,Cremonese,Pisa
1873,2526,36,Fiorentina,Genoa
1874,2526,36,Verona,Como
1875,2526,36,Lazio,Inter
1876,2526,36,Lecce,Juventus
1877,2526,36,Milan,Atalanta
1878,2526,36,Napoli,Bologna
1879,2526,36,Parma,Roma
1880,2526,36,Torino,Sassuolo
1881,2526,37,Atalanta,Bologna
1882,2526,37,Cagliari,Torino
1883,2526,37,Como,Parma
1884,2526,37,Genoa,Milan
1885,2526,37,Inter,Verona
1886,2526,37,Juventus,Fiorentina
1887,2526,37,Pisa,Napoli
1888,2526,37,Roma,Lazio
1889,2526,37,Sassuolo,Lecce
1890,2526,37,Udinese,Cremonese
1891,2526,38,Bologna,Inter
1892,2526,38,Cremonese,Como
1893,2526,38,Fiorentina,Atalanta
1894,2526,38,Verona,Roma
1895,2526,38,Lazio,Pisa
1896,2526,38,Lecce,Genoa
1897,2526,38,Milan,Cagliari
1898,2526,38,Napoli,Udinese
1899,2526,38,Parma,Sassuolo
1900,2526,38,Torino,Juventus
