index,season,matchday,team1,team2
803,2324,5,Lazio,Monza
804,2324,5,Milan,Verona
805,2324,5,Sassuolo,Juventus
806,2324,5,Atalanta,Cagliari
807,2324,5,Bologna,Napoli
808,2324,5,Empoli,Inter
809,2324,5,Torino,Roma
810,2324,5,Udinese,Fiorentina
811,2324,6,Juventus,Lecce
812,2324,6,Cagliari,Milan
813,2324,6,Empoli,Salernitana
814,2324,6,Verona,Atalanta
815,2324,6,Inter,Sassuolo
816,2324,6,Lazio,Torino
817,2324,6,Napoli,Udinese
818,2324,6,Frosinone,Fiorentina
819,2324,6,Genoa,Roma
820,2324,6,Monza,Bologna
821,2324,7,Lecce,Napoli
822,2324,7,Milan,Lazio
823,2324,7,Salernitana,Inter
824,2324,7,Atalanta,Juventus
825,2324,7,Bologna,Empoli
826,2324,7,Roma,Frosinone
827,2324,7,Udinese,Genoa
828,2324,7,Fiorentina,Cagliari
829,2324,7,Sassuolo,Monza
830,2324,7,Torino,Verona
831,2324,8,Empoli,Udinese
832,2324,8,Lecce,Sassuolo
833,2324,8,Genoa,Milan
834,2324,8,Inter,Bologna
835,2324,8,Juventus,Torino
836,2324,8,Cagliari,Roma
837,2324,8,Frosinone,Verona
838,2324,8,Lazio,Atalanta
839,2324,8,Monza,Salernitana
840,2324,8,Napoli,Fiorentina
841,2324,9,Verona,Napoli
842,2324,9,Sassuolo,Lazio
843,2324,9,Torino,Inter
844,2324,9,Atalanta,Genoa
845,2324,9,Bologna,Frosinone
846,2324,9,Milan,Juventus
847,2324,9,Roma,Monza
848,2324,9,Salernitana,Cagliari
849,2324,9,Fiorentina,Empoli
850,2324,9,Udinese,Lecce
851,2324,10,Genoa,Salernitana
852,2324,10,Juventus,Verona
853,2324,10,Lecce,Torino
854,2324,10,Sassuolo,Bologna
855,2324,10,Cagliari,Frosinone
856,2324,10,Inter,Roma
857,2324,10,Monza,Udinese
858,2324,10,Napoli,Milan
859,2324,10,Empoli,Atalanta
860,2324,10,Lazio,Fiorentina
861,2324,11,Bologna,Lazio
862,2324,11,Atalanta,Inter
863,2324,11,Milan,Udinese
864,2324,11,Salernitana,Napoli
865,2324,11,Cagliari,Genoa
866,2324,11,Fiorentina,Juventus
867,2324,11,Verona,Monza
868,2324,11,Roma,Lecce
869,2324,11,Frosinone,Empoli
870,2324,11,Torino,Sassuolo
871,2324,12,Genoa,Verona
872,2324,12,Sassuolo,Salernitana
873,2324,12,Juventus,Cagliari
874,2324,12,Lecce,Milan
875,2324,12,Monza,Torino
876,2324,12,Fiorentina,Bologna
877,2324,12,Inter,Frosinone
878,2324,12,Lazio,Roma
879,2324,12,Napoli,Empoli
880,2324,12,Udinese,Atalanta
881,2324,13,Atalanta,Napoli
882,2324,13,Milan,Fiorentina
883,2324,13,Salernitana,Lazio
884,2324,13,Cagliari,Monza
885,2324,13,Empoli,Sassuolo
886,2324,13,Frosinone,Genoa
887,2324,13,Juventus,Inter
888,2324,13,Roma,Udinese
889,2324,13,Bologna,Torino
890,2324,13,Verona,Lecce
891,2324,14,Monza,Juventus
892,2324,14,Genoa,Empoli
893,2324,14,Lazio,Cagliari
894,2324,14,Milan,Frosinone
895,2324,14,Fiorentina,Salernitana
896,2324,14,Lecce,Bologna
897,2324,14,Napoli,Inter
898,2324,14,Sassuolo,Roma
899,2324,14,Udinese,Verona
900,2324,14,Torino,Atalanta
901,2324,15,Juventus,Napoli
902,2324,15,Atalanta,Milan
903,2324,15,Verona,Lazio
904,2324,15,Inter,Udinese
905,2324,15,Frosinone,Torino
906,2324,15,Monza,Genoa
907,2324,15,Roma,Fiorentina
908,2324,15,Salernitana,Bologna
909,2324,15,Cagliari,Sassuolo
910,2324,15,Empoli,Lecce
911,2324,16,Genoa,Juventus
912,2324,16,Lecce,Frosinone
913,2324,16,Napoli,Cagliari
914,2324,16,Torino,Empoli
915,2324,16,Bologna,Roma
916,2324,16,Fiorentina,Verona
917,2324,16,Lazio,Inter
918,2324,16,Milan,Monza
919,2324,16,Udinese,Sassuolo
920,2324,16,Atalanta,Salernitana
921,2324,17,Empoli,Lazio
922,2324,17,Monza,Fiorentina
923,2324,17,Salernitana,Milan
924,2324,17,Sassuolo,Genoa
925,2324,17,Bologna,Atalanta
926,2324,17,Frosinone,Juventus
927,2324,17,Verona,Cagliari
928,2324,17,Inter,Lecce
929,2324,17,Roma,Napoli
930,2324,17,Torino,Udinese
931,2324,18,Fiorentina,Torino
932,2324,18,Genoa,Inter
933,2324,18,Lazio,Frosinone
934,2324,18,Napoli,Monza
935,2324,18,Atalanta,Lecce
936,2324,18,Cagliari,Empoli
937,2324,18,Verona,Salernitana
938,2324,18,Juventus,Roma
939,2324,18,Milan,Sassuolo
940,2324,18,Udinese,Bologna
941,2324,19,Bologna,Genoa
942,2324,19,Frosinone,Monza
943,2324,19,Inter,Verona
944,2324,19,Lecce,Cagliari
945,2324,19,Sassuolo,Fiorentina
946,2324,19,Empoli,Milan
947,2324,19,Roma,Atalanta
948,2324,19,Salernitana,Juventus
949,2324,19,Torino,Napoli
950,2324,19,Udinese,Lazio
951,2324,20,Genoa,Torino
952,2324,20,Verona,Empoli
953,2324,20,Monza,Inter
954,2324,20,Napoli,Salernitana
955,2324,20,Cagliari,Bologna
956,2324,20,Fiorentina,Udinese
957,2324,20,Lazio,Lecce
958,2324,20,Milan,Roma
959,2324,20,Atalanta,Frosinone
960,2324,20,Juventus,Sassuolo
961,2324,21,Roma,Verona
962,2324,21,Udinese,Milan
963,2324,21,Empoli,Monza
964,2324,21,Frosinone,Cagliari
965,2324,21,Lecce,Juventus
966,2324,21,Salernitana,Genoa
967,2324,22,Cagliari,Torino
968,2324,22,Atalanta,Udinese
969,2324,22,Juventus,Empoli
970,2324,22,Milan,Bologna
971,2324,22,Fiorentina,Inter
972,2324,22,Genoa,Lecce
973,2324,22,Verona,Frosinone
974,2324,22,Lazio,Napoli
975,2324,22,Monza,Sassuolo
976,2324,22,Salernitana,Roma
977,2324,23,Lecce,Fiorentina
978,2324,23,Bologna,Sassuolo
979,2324,23,Empoli,Genoa
980,2324,23,Frosinone,Milan
981,2324,23,Udinese,Monza
982,2324,23,Atalanta,Lazio
983,2324,23,Inter,Juventus
984,2324,23,Napoli,Verona
985,2324,23,Torino,Salernitana
986,2324,23,Roma,Cagliari
987,2324,24,Salernitana,Empoli
988,2324,24,Cagliari,Lazio
989,2324,24,Roma,Inter
990,2324,24,Sassuolo,Torino
991,2324,24,Bologna,Lecce
992,2324,24,Fiorentina,Frosinone
993,2324,24,Genoa,Atalanta
994,2324,24,Milan,Napoli
995,2324,24,Monza,Verona
996,2324,24,Juventus,Udinese
997,2324,21,Bologna,Fiorentina
998,2324,25,Inter,Salernitana
999,2324,25,Torino,Lecce
1000,2324,25,Atalanta,Sassuolo
1001,2324,25,Verona,Juventus
1002,2324,25,Napoli,Genoa
1003,2324,25,Empoli,Fiorentina
1004,2324,25,Frosinone,Roma
1005,2324,25,Lazio,Bologna
1006,2324,25,Monza,Milan
1007,2324,25,Udinese,Cagliari
1008,2324,21,Torino,Lazio
1009,2324,26,Bologna,Verona
1010,2324,26,Genoa,Udinese
1011,2324,26,Salernitana,Monza
1012,2324,26,Sassuolo,Empoli
1013,2324,26,Cagliari,Napoli
1014,2324,26,Juventus,Frosinone
1015,2324,26,Lecce,Inter
1016,2324,26,Milan,Atalanta
1017,2324,26,Fiorentina,Lazio
1018,2324,26,Roma,Torino
1019,2324,21,Inter,Atalanta
1020,2324,21,Sassuolo,Napoli
1021,2324,27,Lazio,Milan
1022,2324,27,Monza,Roma
1023,2324,27,Torino,Fiorentina
1024,2324,27,Udinese,Salernitana
1025,2324,27,Atalanta,Bologna
1026,2324,27,Empoli,Cagliari
1027,2324,27,Frosinone,Lecce
1028,2324,27,Verona,Sassuolo
1029,2324,27,Napoli,Juventus
1030,2324,27,Inter,Genoa
1031,2324,28,Napoli,Torino
1032,2324,28,Bologna,Inter
1033,2324,28,Cagliari,Salernitana
1034,2324,28,Genoa,Monza
1035,2324,28,Sassuolo,Frosinone
1036,2324,28,Fiorentina,Roma
1037,2324,28,Juventus,Atalanta
1038,2324,28,Lecce,Verona
1039,2324,28,Milan,Empoli
1040,2324,28,Lazio,Udinese
1041,2324,29,Empoli,Bologna
1042,2324,29,Frosinone,Lazio
1043,2324,29,Monza,Cagliari
1044,2324,29,Salernitana,Lecce
1045,2324,29,Udinese,Torino
1046,2324,29,Verona,Milan
1047,2324,29,Inter,Napoli
1048,2324,29,Juventus,Genoa
1049,2324,29,Roma,Sassuolo
1050,2324,30,Fiorentina,Milan
1051,2324,30,Genoa,Frosinone
1052,2324,30,Lazio,Juventus
1053,2324,30,Napoli,Atalanta
1054,2324,30,Torino,Monza
1055,2324,30,Bologna,Salernitana
1056,2324,30,Cagliari,Verona
1057,2324,30,Inter,Empoli
1058,2324,30,Lecce,Roma
1059,2324,30,Sassuolo,Udinese
1060,2324,31,Salernitana,Sassuolo
1061,2324,31,Empoli,Torino
1062,2324,31,Milan,Lecce
1063,2324,31,Roma,Lazio
1064,2324,31,Cagliari,Atalanta
1065,2324,31,Frosinone,Bologna
1066,2324,31,Verona,Genoa
1067,2324,31,Juventus,Fiorentina
1068,2324,31,Monza,Napoli
1069,2324,31,Udinese,Inter
1070,2324,32,Lazio,Salernitana
1071,2324,32,Bologna,Monza
1072,2324,32,Lecce,Empoli
1073,2324,32,Torino,Juventus
1074,2324,32,Inter,Cagliari
1075,2324,32,Napoli,Frosinone
1076,2324,32,Sassuolo,Milan
1077,2324,32,Atalanta,Verona
1078,2324,32,Fiorentina,Genoa
1079,2324,33,Cagliari,Juventus
1080,2324,33,Genoa,Lazio
1081,2324,33,Empoli,Napoli
1082,2324,33,Verona,Udinese
1083,2324,33,Monza,Atalanta
1084,2324,33,Salernitana,Fiorentina
1085,2324,33,Sassuolo,Lecce
1086,2324,33,Torino,Frosinone
1087,2324,33,Milan,Inter
1088,2324,33,Roma,Bologna
1089,2324,32,Udinese,Roma
1090,2324,34,Frosinone,Salernitana
1091,2324,34,Juventus,Milan
1092,2324,34,Lazio,Verona
1093,2324,34,Lecce,Monza
1094,2324,34,Atalanta,Empoli
1095,2324,34,Bologna,Udinese
1096,2324,34,Fiorentina,Sassuolo
1097,2324,34,Inter,Torino
1098,2324,34,Napoli,Roma
1099,2324,34,Genoa,Cagliari
1100,2324,35,Torino,Bologna
1101,2324,35,Monza,Lazio
1102,2324,35,Sassuolo,Inter
1103,2324,35,Cagliari,Lecce
1104,2324,35,Empoli,Frosinone
1105,2324,35,Verona,Fiorentina
1106,2324,35,Milan,Genoa
1107,2324,35,Roma,Juventus
1108,2324,35,Salernitana,Atalanta
1109,2324,35,Udinese,Napoli
1110,2324,36,Frosinone,Inter
1111,2324,36,Milan,Cagliari
1112,2324,36,Napoli,Bologna
1113,2324,36,Atalanta,Roma
1114,2324,36,Genoa,Sassuolo
1115,2324,36,Verona,Torino
1116,2324,36,Juventus,Salernitana
1117,2324,36,Lazio,Empoli
1118,2324,36,Fiorentina,Monza
1119,2324,36,Lecce,Udinese
1120,2324,37,Fiorentina,Napoli
1121,2324,37,Lecce,Atalanta
1122,2324,37,Torino,Milan
1123,2324,37,Inter,Lazio
1124,2324,37,Monza,Frosinone
1125,2324,37,Roma,Genoa
1126,2324,37,Sassuolo,Cagliari
1127,2324,37,Udinese,Empoli
1128,2324,37,Bologna,Juventus
1129,2324,37,Salernitana,Verona
1130,2324,38,Cagliari,Fiorentina
1131,2324,38,Genoa,Bologna
1132,2324,38,Juventus,Monza
1133,2324,38,Milan,Salernitana
1134,2324,38,Atalanta,Torino
1135,2324,38,Empoli,Roma
1136,2324,38,Frosinone,Udinese
1137,2324,38,Verona,Inter
1138,2324,38,Lazio,Sassuolo
1139,2324,38,Napoli,Lecce
1140,2324,29,Atalanta,Fiorentina
1141,2425,1,Empoli,Monza
1142,2425,1,Genoa,Inter
1143,2425,1,Milan,Torino
1144,2425,1,Parma,Fiorentina
1145,2425,1,Bologna,Udinese
1146,2425,1,Cagliari,Roma
1147,2425,1,Verona,Napoli
1148,2425,1,Lazio,Venezia
1149,2425,1,Juventus,Como
1150,2425,1,Lecce,Atalanta
1151,2425,2,Inter,Lecce
1152,2425,2,Monza,Genoa
1153,2425,2,Parma,Milan
1154,2425,2,Udinese,Lazio
1155,2425,2,Fiorentina,Venezia
1156,2425,2,Napoli,Bologna
1157,2425,2,Roma,Empoli
1158,2425,2,Torino,Atalanta
1159,2425,2,Cagliari,Como
1160,2425,2,Verona,Juventus
1161,2425,3,Inter,Atalanta
1162,2425,3,Venezia,Torino
1163,2425,3,Bologna,Empoli
1164,2425,3,Lazio,Milan
1165,2425,3,Lecce,Cagliari
1166,2425,3,Napoli,Parma
1167,2425,3,Fiorentina,Monza
1168,2425,3,Genoa,Verona
1169,2425,3,Juventus,Roma
1170,2425,3,Udinese,Como
1171,2425,4,Como,Bologna
1172,2425,4,Empoli,Juventus
1173,2425,4,Milan,Venezia
1174,2425,4,Atalanta,Fiorentina
1175,2425,4,Cagliari,Napoli
1176,2425,4,Genoa,Roma
1177,2425,4,Monza,Inter
1178,2425,4,Torino,Lecce
1179,2425,4,Lazio,Verona
1180,2425,4,Parma,Udinese
1181,2425,5,Cagliari,Empoli
1182,2425,5,Verona,Torino
1183,2425,5,Juventus,Napoli
1184,2425,5,Lecce,Parma
1185,2425,5,Venezia,Genoa
1186,2425,5,Fiorentina,Lazio
1187,2425,5,Inter,Milan
1188,2425,5,Monza,Bologna
1189,2425,5,Roma,Udinese
1190,2425,5,Atalanta,Como
1191,2425,6,Milan,Lecce
1192,2425,6,Bologna,Atalanta
1193,2425,6,Genoa,Juventus
1194,2425,6,Udinese,Inter
1195,2425,6,Como,Verona
1196,2425,6,Empoli,Fiorentina
1197,2425,6,Napoli,Monza
1198,2425,6,Roma,Venezia
1199,2425,6,Torino,Lazio
1200,2425,6,Parma,Cagliari
1201,2425,7,Verona,Venezia
1202,2425,7,Napoli,Como
1203,2425,7,Atalanta,Genoa
1204,2425,7,Inter,Torino
1205,2425,7,Udinese,Lecce
1206,2425,7,Bologna,Parma
1207,2425,7,Fiorentina,Milan
1208,2425,7,Juventus,Cagliari
1209,2425,7,Lazio,Empoli
1210,2425,7,Monza,Roma
1211,2425,8,Como,Parma
1212,2425,8,Genoa,Bologna
1213,2425,8,Juventus,Lazio
1214,2425,8,Milan,Udinese
1215,2425,8,Cagliari,Torino
1216,2425,8,Empoli,Napoli
1217,2425,8,Lecce,Fiorentina
1218,2425,8,Roma,Inter
1219,2425,8,Venezia,Atalanta
1220,2425,8,Verona,Monza
1221,2425,9,Torino,Como
1222,2425,9,Udinese,Cagliari
1223,2425,9,Atalanta,Verona
1224,2425,9,Napoli,Lecce
1225,2425,9,Fiorentina,Roma
1226,2425,9,Inter,Juventus
1227,2425,9,Lazio,Genoa
1228,2425,9,Monza,Venezia
1229,2425,9,Parma,Empoli
1230,2425,10,Cagliari,Bologna
1231,2425,10,Lecce,Verona
1232,2425,10,Milan,Napoli
1233,2425,10,Atalanta,Monza
1234,2425,10,Empoli,Inter
1235,2425,10,Juventus,Parma
1236,2425,10,Venezia,Udinese
1237,2425,10,Como,Lazio
1238,2425,10,Genoa,Fiorentina
1239,2425,10,Roma,Torino
1240,2425,11,Bologna,Lecce
1241,2425,11,Monza,Milan
1242,2425,11,Udinese,Juventus
1243,2425,11,Verona,Roma
1244,2425,11,Inter,Venezia
1245,2425,11,Napoli,Atalanta
1246,2425,11,Torino,Fiorentina
1247,2425,11,Empoli,Como
1248,2425,11,Lazio,Cagliari
1249,2425,11,Parma,Genoa
1250,2425,12,Genoa,Como
1251,2425,12,Lecce,Empoli
1252,2425,12,Cagliari,Milan
1253,2425,12,Juventus,Torino
1254,2425,12,Venezia,Parma
1255,2425,12,Atalanta,Udinese
1256,2425,12,Fiorentina,Verona
1257,2425,12,Inter,Napoli
1258,2425,12,Monza,Lazio
1259,2425,12,Roma,Bologna
1260,2425,13,Verona,Inter
1261,2425,13,Milan,Juventus
1262,2425,13,Parma,Atalanta
1263,2425,13,Como,Fiorentina
1264,2425,13,Genoa,Cagliari
1265,2425,13,Lazio,Bologna
1266,2425,13,Napoli,Roma
1267,2425,13,Torino,Monza
1268,2425,13,Empoli,Udinese
1269,2425,13,Venezia,Lecce
1270,2425,14,Cagliari,Verona
1271,2425,14,Bologna,Venezia
1272,2425,14,Como,Monza
1273,2425,14,Milan,Empoli
1274,2425,14,Lecce,Juventus
1275,2425,14,Parma,Lazio
1276,2425,14,Torino,Napoli
1277,2425,14,Udinese,Genoa
1278,2425,14,Roma,Atalanta
1279,2425,15,Atalanta,Milan
1280,2425,15,Inter,Parma
1281,2425,15,Genoa,Torino
1282,2425,15,Juventus,Bologna
1283,2425,15,Roma,Lecce
1284,2425,15,Fiorentina,Cagliari
1285,2425,15,Verona,Empoli
1286,2425,15,Napoli,Lazio
1287,2425,15,Venezia,Como
1288,2425,15,Monza,Udinese
1289,2425,16,Empoli,Torino
1290,2425,16,Cagliari,Atalanta
1291,2425,16,Juventus,Venezia
1292,2425,16,Udinese,Napoli
1293,2425,16,Bologna,Fiorentina
1294,2425,16,Como,Roma
1295,2425,16,Lecce,Monza
1296,2425,16,Milan,Genoa
1297,2425,16,Parma,Verona
1298,2425,16,Lazio,Inter
1299,2425,17,Verona,Milan
1300,2425,17,Genoa,Napoli
1301,2425,17,Lecce,Lazio
1302,2425,17,Torino,Bologna
1303,2425,17,Atalanta,Empoli
1304,2425,17,Monza,Juventus
1305,2425,17,Roma,Parma
1306,2425,17,Venezia,Cagliari
1307,2425,17,Fiorentina,Udinese
1308,2425,17,Inter,Como
1309,2425,18,Cagliari,Inter
1310,2425,18,Empoli,Genoa
1311,2425,18,Lazio,Atalanta
1312,2425,18,Parma,Monza
1313,2425,18,Juventus,Fiorentina
1314,2425,18,Milan,Roma
1315,2425,18,Napoli,Venezia
1316,2425,18,Udinese,Torino
1317,2425,18,Bologna,Verona
1318,2425,18,Como,Lecce
1319,2425,19,Fiorentina,Napoli
1320,2425,19,Verona,Udinese
1321,2425,19,Venezia,Empoli
1322,2425,19,Lecce,Genoa
1323,2425,19,Monza,Cagliari
1324,2425,19,Roma,Lazio
1325,2425,19,Torino,Parma
1326,2425,20,Lazio,Como
1327,2425,20,Empoli,Lecce
1328,2425,20,Milan,Cagliari
1329,2425,20,Torino,Juventus
1330,2425,20,Udinese,Atalanta
1331,2425,20,Bologna,Roma
1332,2425,20,Genoa,Parma
1333,2425,20,Napoli,Verona
1334,2425,20,Venezia,Inter
1335,2425,20,Monza,Fiorentina
1336,2425,19,Atalanta,Juventus
1337,2425,19,Como,Milan
1338,2425,19,Inter,Bologna
1339,2425,21,Roma,Genoa
1340,2425,21,Atalanta,Napoli
1341,2425,21,Bologna,Monza
1342,2425,21,Juventus,Milan
1343,2425,21,Cagliari,Lecce
1344,2425,21,Fiorentina,Torino
1345,2425,21,Verona,Lazio
1346,2425,21,Inter,Empoli
1347,2425,21,Parma,Venezia
1348,2425,21,Como,Udinese
1349,2425,22,Torino,Cagliari
1350,2425,22,Como,Atalanta
1351,2425,22,Empoli,Bologna
1352,2425,22,Napoli,Juventus
1353,2425,22,Lazio,Fiorentina
1354,2425,22,Lecce,Inter
1355,2425,22,Milan,Parma
1356,2425,22,Udinese,Roma
1357,2425,22,Genoa,Monza
1358,2425,22,Venezia,Verona
1359,2425,23,Parma,Lecce
1360,2425,23,Atalanta,Torino
1361,2425,23,Bologna,Como
1362,2425,23,Monza,Verona
1363,2425,23,Udinese,Venezia
1364,2425,23,Fiorentina,Genoa
1365,2425,23,Juventus,Empoli
1366,2425,23,Milan,Inter
1367,2425,23,Roma,Napoli
1368,2425,23,Cagliari,Lazio
1369,2425,14,Fiorentina,Inter
1370,2425,24,Como,Juventus
1371,2425,24,Empoli,Milan
1372,2425,24,Verona,Atalanta
1373,2425,24,Torino,Genoa
1374,2425,24,Cagliari,Parma
1375,2425,24,Lazio,Monza
1376,2425,24,Lecce,Bologna
1377,2425,24,Napoli,Udinese
1378,2425,24,Venezia,Roma
1379,2425,24,Inter,Fiorentina
1380,2425,25,Bologna,Torino
1381,2425,25,Atalanta,Cagliari
1382,2425,25,Lazio,Napoli
1383,2425,25,Milan,Verona
1384,2425,25,Fiorentina,Como
1385,2425,25,Juventus,Inter
1386,2425,25,Monza,Lecce
1387,2425,25,Parma,Roma
1388,2425,25,Udinese,Empoli
1389,2425,25,Genoa,Venezia
1390,2425,26,Lecce,Udinese
1391,2425,26,Inter,Genoa
1392,2425,26,Parma,Bologna
1393,2425,26,Torino,Milan
1394,2425,26,Venezia,Lazio
1395,2425,26,Cagliari,Juventus
1396,2425,26,Como,Napoli
1397,2425,26,Empoli,Atalanta
1398,2425,26,Verona,Fiorentina
1399,2425,26,Roma,Monza
1400,2425,9,Bologna,Milan
1401,2425,27,Fiorentina,Lecce
1402,2425,27,Atalanta,Venezia
1403,2425,27,Napoli,Inter
1404,2425,27,Udinese,Parma
1405,2425,27,Bologna,Cagliari
1406,2425,27,Genoa,Empoli
1407,2425,27,Milan,Lazio
1408,2425,27,Monza,Torino
1409,2425,27,Roma,Como
1410,2425,27,Juventus,Verona
1411,2425,28,Cagliari,Genoa
1412,2425,28,Como,Venezia
1413,2425,28,Inter,Monza
1414,2425,28,Lecce,Milan
1415,2425,28,Parma,Torino
1416,2425,28,Empoli,Roma
1417,2425,28,Verona,Bologna
1418,2425,28,Juventus,Atalanta
1419,2425,28,Napoli,Fiorentina
1420,2425,28,Lazio,Udinese
1421,2425,29,Genoa,Lecce
1422,2425,29,Milan,Como
1423,2425,29,Monza,Parma
1424,2425,29,Torino,Empoli
1425,2425,29,Udinese,Verona
1426,2425,29,Atalanta,Inter
1427,2425,29,Bologna,Lazio
1428,2425,29,Fiorentina,Juventus
1429,2425,29,Roma,Cagliari
1430,2425,29,Venezia,Napoli
1431,2425,30,Como,Empoli
1432,2425,30,Juventus,Genoa
1433,2425,30,Lecce,Roma
1434,2425,30,Venezia,Bologna
1435,2425,30,Cagliari,Monza
1436,2425,30,Fiorentina,Atalanta
1437,2425,30,Inter,Udinese
1438,2425,30,Napoli,Milan
1439,2425,30,Verona,Parma
1440,2425,30,Lazio,Torino
1441,2425,31,Genoa,Udinese
1442,2425,31,Milan,Fiorentina
1443,2425,31,Monza,Como
1444,2425,31,Parma,Inter
1445,2425,31,Atalanta,Lazio
1446,2425,31,Empoli,Cagliari
1447,2425,31,Lecce,Venezia
1448,2425,31,Roma,Juventus
1449,2425,31,Torino,Verona
1450,2425,31,Bologna,Napoli
1451,2425,32,Udinese,Milan
1452,2425,32,Inter,Cagliari
1453,2425,32,Juventus,Lecce
1454,2425,32,Venezia,Monza
1455,2425,32,Atalanta,Bologna
1456,2425,32,Como,Torino
1457,2425,32,Fiorentina,Parma
1458,2425,32,Verona,Genoa
1459,2425,32,Lazio,Roma
1460,2425,32,Napoli,Empoli
1461,2425,33,Lecce,Como
1462,2425,33,Monza,Napoli
1463,2425,33,Roma,Verona
1464,2425,33,Bologna,Inter
1465,2425,33,Empoli,Venezia
1466,2425,33,Milan,Atalanta
1467,2425,33,Cagliari,Fiorentina
1468,2425,33,Genoa,Lazio
1469,2425,33,Parma,Juventus
1470,2425,33,Torino,Udinese
1471,2425,34,Atalanta,Lecce
1472,2425,34,Como,Genoa
1473,2425,34,Fiorentina,Empoli
1474,2425,34,Inter,Roma
1475,2425,34,Juventus,Monza
1476,2425,34,Napoli,Torino
1477,2425,34,Venezia,Milan
1478,2425,34,Verona,Cagliari
1479,2425,34,Lazio,Parma
1480,2425,34,Udinese,Bologna
1481,2425,35,Torino,Venezia
1482,2425,35,Cagliari,Udinese
1483,2425,35,Inter,Verona
1484,2425,35,Lecce,Napoli
1485,2425,35,Parma,Como
1486,2425,35,Bologna,Juventus
1487,2425,35,Empoli,Lazio
1488,2425,35,Monza,Atalanta
1489,2425,35,Roma,Fiorentina
1490,2425,35,Genoa,Milan
1491,2425,36,Milan,Bologna
1492,2425,36,Como,Cagliari
1493,2425,36,Empoli,Parma
1494,2425,36,Lazio,Juventus
1495,2425,36,Verona,Lecce
1496,2425,36,Napoli,Genoa
1497,2425,36,Torino,Inter
1498,2425,36,Udinese,Monza
1499,2425,36,Atalanta,Roma
1500,2425,36,Venezia,Fiorentina
1501,2425,37,Genoa,Atalanta
1502,2425,37,Cagliari,Venezia
1503,2425,37,Fiorentina,Bologna
1504,2425,37,Verona,Como
1505,2425,37,Inter,Lazio
1506,2425,37,Juventus,Udinese
1507,2425,37,Lecce,Torino
1508,2425,37,Monza,Empoli
1509,2425,37,Parma,Napoli
1510,2425,37,Roma,Milan
1511,2425,38,Como,Inter
1512,2425,38,Napoli,Cagliari
1513,2425,38,Bologna,Genoa
1514,2425,38,Milan,Monza
1515,2425,38,Atalanta,Parma
1516,2425,38,Empoli,Verona
1517,2425,38,Lazio,Lecce
1518,2425,38,Torino,Roma
1519,2425,38,Udinese,Fiorentina
1520,2425,38,Venezia,Juventus
1521,2526,1,Genoa,Lecce
1522,2526,1,Milan,Cremonese
1523,2526,1,Roma,Bologna
1524,2526,1,Sassuolo,Napoli
1525,2526,1,Atalanta,Pisa
1526,2526,1,Cagliari,Fiorentina
1527,2526,1,Como,Lazio
1528,2526,1,Juventus,Parma
1529,2526,1,Inter,Torino
1530,2526,1,Udinese,Verona
1531,2526,2,Cremonese,Sassuolo
1532,2526,2,Lecce,Milan
1533,2526,2,Bologna,Como
1534,2526,2,Napoli,Cagliari
1535,2526,2,Parma,Atalanta
1536,2526,2,Pisa,Roma
1537,2526,2,Genoa,Juventus
1538,2526,2,Inter,Udinese
1539,2526,2,Lazio,Verona
1540,2526,2,Torino,Fiorentina
1541,2526,3,Cagliari,Parma
1542,2526,3,Fiorentina,Napoli
1543,2526,3,Juventus,Inter
1544,2526,3,Atalanta,Lecce
1545,2526,3,Milan,Bologna
1546,2526,3,Pisa,Udinese
1547,2526,3,Roma,Torino
1548,2526,3,Sassuolo,Lazio
1549,2526,3,Como,Genoa
1550,2526,3,Verona,Cremonese
1551,2526,4,Lecce,Cagliari
1552,2526,4,Bologna,Genoa
1553,2526,4,Verona,Juventus
1554,2526,4,Udinese,Milan
1555,2526,4,Cremonese,Parma
1556,2526,4,Fiorentina,Como
1557,2526,4,Inter,Sassuolo
1558,2526,4,Lazio,Roma
1559,2526,4,Torino,Atalanta
1560,2526,4,Napoli,Pisa
1561,2526,5,Cagliari,Inter
1562,2526,5,Como,Cremonese
1563,2526,5,Juventus,Atalanta
1564,2526,5,Lecce,Bologna
1565,2526,5,Milan,Napoli
1566,2526,5,Pisa,Fiorentina
1567,2526,5,Roma,Verona
1568,2526,5,Sassuolo,Udinese
1569,2526,5,Genoa,Lazio
1570,2526,5,Parma,Torino
1571,2526,6,Verona,Sassuolo
1572,2526,6,Atalanta,Como
1573,2526,6,Inter,Cremonese
1574,2526,6,Lazio,Torino
1575,2526,6,Parma,Lecce
1576,2526,6,Bologna,Pisa
1577,2526,6,Fiorentina,Roma
1578,2526,6,Juventus,Milan
1579,2526,6,Napoli,Genoa
1580,2526,6,Udinese,Cagliari
1581,2526,7,Lecce,Sassuolo
1582,2526,7,Pisa,Verona
1583,2526,7,Roma,Inter
1584,2526,7,Torino,Napoli
1585,2526,7,Atalanta,Lazio
1586,2526,7,Cagliari,Bologna
1587,2526,7,Como,Juventus
1588,2526,7,Genoa,Parma
1589,2526,7,Milan,Fiorentina
1590,2526,7,Cremonese,Udinese
1591,2526,8,Milan,Pisa
1592,2526,8,Cremonese,Atalanta
1593,2526,8,Napoli,Inter
1594,2526,8,Parma,Como
1595,2526,8,Udinese,Lecce
1596,2526,8,Fiorentina,Bologna
1597,2526,8,Verona,Cagliari
