league,season,team,player,nationality,position,age,birth_year,minutes_90s,goals_against_gk,pens_allowed,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
ITA-Serie A,2425,Empoli,Devis Vásquez,COL,GK,26,1998,32.0,45,1,0,4,0,40.2,0.31,-4.8,-0.15,161,560,28.8,953,104,48.5,39.0,150,65.3,52.0,490,36,7.3,15,0.47,10.9
ITA-Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,19,2005,1.0,3,0,0,0,0,1.9,0.31,-1.1,-1.12,3,9,33.3,16,5,37.5,33.8,5,60.0,39.0,4,0,0.0,1,1.0,26.0
ITA-Serie A,2425,Empoli,Marco Silvestri,ITA,GK,33,1991,5.0,11,0,0,3,1,8.0,0.32,-2.0,-0.41,35,85,41.2,135,16,60.7,41.8,13,23.1,25.2,62,1,1.6,4,0.8,12.6
ITA-Serie A,2425,Fiorentina,David de Gea,ESP,GK,33,1990,35.0,38,1,0,3,1,37.7,0.26,0.7,0.02,218,490,44.5,886,129,40.1,35.8,241,56.0,45.1,478,13,2.7,28,0.8,14.5
ITA-Serie A,2425,Fiorentina,Pietro Terracciano,ITA,GK,34,1990,3.0,3,0,0,0,0,3.1,0.24,0.1,0.03,8,25,32.0,78,14,28.2,28.8,11,27.3,26.5,20,1,5.0,3,1.0,17.0
ITA-Serie A,2425,Genoa,Benjamin Siegrist,SUI,GK,32,1992,1.7,2,0,0,0,0,2.4,0.2,0.4,0.23,6,30,20.0,54,9,33.3,35.9,19,63.2,46.7,26,1,3.8,1,0.59,6.2
ITA-Serie A,2425,Genoa,Daniele Sommariva,ITA,GK,27,1997,0.3,1,0,0,0,0,0.9,0.3,-0.1,-0.36,1,10,10.0,9,0,66.7,42.3,6,66.7,47.5,19,0,0.0,0,0.0,3.3
ITA-Serie A,2425,Genoa,Nicola Leali,ITA,GK,31,1993,29.0,31,3,0,4,3,34.3,0.29,6.3,0.22,150,391,38.4,722,112,39.3,33.9,214,50.0,41.1,390,21,5.4,14,0.48,11.2
ITA-Serie A,2425,Genoa,Pierluigi Gollini,ITA,GK,29,1995,7.0,15,3,0,1,0,12.2,0.29,-2.8,-0.39,33,75,44.0,198,21,24.7,30.4,52,50.0,44.4,92,2,2.2,2,0.29,9.6
ITA-Serie A,2425,Hellas Verona,Lorenzo Montipò,ITA,GK,28,1996,36.0,64,2,0,6,1,50.8,0.31,-12.2,-0.34,210,720,29.2,760,91,59.9,43.6,298,88.9,59.3,498,30,6.0,23,0.64,11.6
ITA-Serie A,2425,Hellas Verona,Simone Perilli,ITA,GK,29,1995,2.0,2,0,0,0,0,3.0,0.3,1.0,0.51,7,41,17.1,34,2,82.4,55.4,14,92.9,63.4,46,2,4.3,3,1.5,20.3
ITA-Serie A,2425,Inter,Josep Martinez,ESP,GK,26,1998,5.0,3,0,0,0,0,4.1,0.31,1.1,0.23,23,51,45.1,216,15,20.4,28.6,25,28.0,32.1,81,3,3.7,3,0.6,15.8
ITA-Serie A,2425,Inter,Yann Sommer,SUI,GK,35,1988,33.0,32,3,0,3,1,31.7,0.24,0.7,0.02,91,226,40.3,1199,136,16.9,26.6,126,18.3,27.5,356,14,3.9,14,0.42,13.2
ITA-Serie A,2425,Juventus,Mattia Perin,ITA,GK,31,1992,5.0,3,0,0,0,0,3.7,0.23,0.7,0.14,11,44,25.0,170,30,22.4,29.4,12,50.0,40.8,50,3,6.0,3,0.6,14.0
ITA-Serie A,2425,Juventus,Michele Di Gregorio,ITA,GK,27,1997,33.0,32,5,0,6,0,28.1,0.24,-3.9,-0.12,128,333,38.4,848,126,30.0,31.4,146,54.1,44.0,469,29,6.2,30,0.91,13.1
ITA-Serie A,2425,Lazio,Christos Mandas,GRE,GK,22,2001,9.0,7,0,0,1,0,7.9,0.29,0.9,0.1,42,124,33.9,308,36,36.4,35.9,25,48.0,41.8,130,20,15.4,22,2.44,16.8
ITA-Serie A,2425,Lazio,Ivan Provedel,ITA,GK,30,1994,29.0,42,4,0,3,2,31.5,0.32,-8.5,-0.29,146,374,39.0,1009,96,30.8,33.3,106,59.4,46.1,366,29,7.9,32,1.1,14.5
ITA-Serie A,2425,Lecce,Wladimiro Falcone,ITA,GK,29,1995,38.0,58,8,3,5,3,53.8,0.26,-1.2,-0.03,220,656,33.5,1017,120,51.9,39.1,178,71.9,50.2,590,29,4.9,19,0.5,11.0
ITA-Serie A,2425,Milan,Marco Sportiello,ITA,GK,32,1992,1.4,2,0,0,0,0,2.2,0.36,0.2,0.12,5,13,38.5,46,8,21.7,27.8,14,21.4,30.6,15,1,6.7,3,2.14,25.5
ITA-Serie A,2425,Milan,Mike Maignan,FRA,GK,29,1995,36.6,41,1,1,3,3,36.8,0.26,-1.2,-0.03,118,306,38.6,1355,174,17.4,27.8,194,36.1,38.6,447,26,5.8,68,1.86,18.7
ITA-Serie A,2425,Monza,Andrea Mazza,ITA,GK,20,2004,0.1,0,0,0,0,0,0.0,,0.0,0.0,1,2,50.0,5,1,20.0,24.0,2,50.0,40.0,1,0,0.0,0,0.0,
ITA-Serie A,2425,Monza,Semuel Pizzignacco,ITA,GK,22,2001,8.2,17,0,1,2,1,12.4,0.33,-3.6,-0.44,39,113,34.5,273,30,33.7,31.4,49,42.9,38.4,119,4,3.4,7,0.86,12.8
ITA-Serie A,2425,Monza,Stefano Turati,ITA,GK,22,2001,29.7,52,2,1,8,2,47.4,0.31,-2.6,-0.09,177,442,40.0,942,126,38.3,33.7,131,61.8,46.9,414,22,5.3,26,0.87,13.3
ITA-Serie A,2425,Napoli,Alex Meret,ITA,GK,27,1997,33.4,25,1,1,0,2,25.3,0.27,2.3,0.07,88,214,41.1,1041,117,15.4,27.7,181,29.8,34.9,378,21,5.6,47,1.41,16.5
ITA-Serie A,2425,Napoli,Elia Caprile,ITA,GK,22,2001,3.6,1,0,0,0,0,2.2,0.27,1.2,0.32,11,25,44.0,82,9,25.6,31.7,15,26.7,30.7,31,3,9.7,3,0.83,13.7
ITA-Serie A,2425,Napoli,Simone Scuffet,ITA,GK,28,1996,1.0,1,0,0,0,0,1.6,0.4,0.6,0.6,3,12,25.0,35,5,25.7,29.3,9,33.3,32.7,29,1,3.4,0,0.0,7.0
ITA-Serie A,2425,Parma,Leandro Chichizola,ARG,GK,34,1990,1.0,3,0,0,0,0,2.5,0.43,-0.5,-0.54,3,16,18.8,41,5,31.7,33.9,8,37.5,34.4,21,2,9.5,2,2.0,16.3
ITA-Serie A,2425,Parma,Zion Suzuki,JPN,GK,21,2002,36.8,53,5,3,5,2,51.4,0.32,0.4,0.01,204,669,30.5,1272,184,41.4,37.5,223,63.7,52.4,614,64,10.4,38,1.03,12.1
ITA-Serie A,2425,Roma,Mile Svilar,SRB,GK,24,1999,38.0,35,4,0,4,1,42.5,0.26,8.5,0.22,124,413,30.0,1258,170,23.8,30.6,200,56.5,45.5,495,30,6.1,33,0.87,13.7
ITA-Serie A,2425,Torino,Alberto Paleari,ITA,GK,31,1992,1.0,3,0,0,0,0,2.2,0.32,-0.8,-0.77,8,12,66.7,26,5,34.6,31.0,6,50.0,42.0,12,0,0.0,5,5.0,27.3
ITA-Serie A,2425,Torino,Vanja Milinković-Savić,SRB,GK,27,1997,37.0,42,3,1,7,2,51.4,0.27,11.4,0.31,223,702,31.8,1352,191,40.0,37.6,271,59.4,51.1,585,37,6.3,46,1.24,13.7
ITA-Serie A,2425,Udinese,Daniele Padelli,ITA,GK,38,1985,1.0,0,0,0,0,0,0.8,0.26,0.8,0.77,3,7,42.9,18,2,33.3,30.5,2,50.0,32.0,11,1,9.1,0,0.0,15.0
ITA-Serie A,2425,Udinese,Maduka Okoye,NGA,GK,24,1999,25.0,40,4,2,4,3,37.0,0.32,0.0,0.0,120,292,41.1,776,80,29.9,30.2,99,60.6,47.3,315,14,4.4,23,0.92,14.1
ITA-Serie A,2425,Udinese,Razvan Sava,ROU,GK,22,2002,12.0,16,3,1,4,2,14.5,0.24,0.5,0.04,44,148,29.7,337,26,33.2,32.2,55,65.5,47.5,202,4,2.0,13,1.08,14.8
ITA-Serie A,2425,Venezia,Filip Stankovic,SRB,GK,22,2002,15.2,23,4,0,3,1,25.2,0.26,3.2,0.21,48,161,29.8,439,51,29.4,31.6,73,43.8,34.3,249,12,4.8,13,0.86,10.8
ITA-Serie A,2425,Venezia,Ionuț Radu,ROU,GK,27,1997,15.0,18,3,0,2,0,19.2,0.26,1.2,0.08,67,275,24.4,470,61,47.7,40.2,73,69.9,55.3,215,13,6.0,3,0.2,9.1
ITA-Serie A,2425,Venezia,Jesse Joronen,FIN,GK,31,1993,7.8,15,3,0,3,2,12.6,0.26,-0.4,-0.05,20,84,23.8,260,46,28.1,31.0,41,26.8,34.9,125,6,4.8,5,0.64,9.4
ITA-Serie A,2526,Atalanta,Marco Carnesecchi,ITA,GK,25-080,2000,3.0,3,0,0,0,1,2.4,0.32,0.4,0.14,14,31,45.2,86,12,27.9,30.9,12,58.3,48.2,39,1,2.6,5,1.67,20.7
ITA-Serie A,2526,Bologna,Łukasz Skorupski,POL,GK,34-137,1991,3.0,2,0,0,0,0,2.3,0.26,0.3,0.11,20,49,40.8,163,21,26.4,31.7,16,37.5,38.4,27,2,7.4,0,0.0,9.1
ITA-Serie A,2526,Cagliari,Elia Caprile,ITA,GK,24-025,2001,3.0,2,0,0,1,0,2.7,0.22,0.7,0.22,17,50,34.0,95,16,44.2,37.1,13,61.5,40.7,63,10,15.9,1,0.33,8.6
ITA-Serie A,2526,Como,Jean Butez,FRA,GK,30-103,1995,3.0,2,0,0,0,0,2.3,0.33,0.3,0.11,20,33,60.6,135,12,23.7,27.6,3,33.3,39.0,32,5,15.6,5,1.67,16.5
ITA-Serie A,2526,Cremonese,Emil Audero,IDN,GK,28-244,1997,3.0,3,1,0,0,0,4.8,0.2,1.8,0.6,9,52,17.3,117,19,37.6,35.1,16,50.0,42.4,48,4,8.3,0,0.0,10.7
ITA-Serie A,2526,Fiorentina,David de Gea,ESP,GK,34-316,1990,3.0,4,1,0,1,0,5.5,0.3,1.5,0.51,10,29,34.5,89,12,25.8,30.6,11,54.5,48.1,34,1,2.9,3,1.0,13.0
ITA-Serie A,2526,Genoa,Nicola Leali,ITA,GK,32-214,1993,3.0,2,0,0,1,0,2.3,0.34,0.3,0.11,10,39,25.6,74,7,39.2,34.1,11,90.9,60.8,36,1,2.8,3,1.0,14.0
ITA-Serie A,2526,Hellas Verona,Lorenzo Montipò,ITA,GK,29-211,1996,3.0,5,0,0,1,0,4.7,0.39,-0.3,-0.09,17,51,33.3,70,14,44.3,38.9,22,90.9,60.8,38,3,7.9,3,1.0,13.5
ITA-Serie A,2526,Inter,Yann Sommer,SUI,GK,36-276,1988,3.0,6,1,0,1,0,4.0,0.29,-2.0,-0.65,6,13,46.2,76,11,14.5,25.2,16,12.5,23.8,31,1,3.2,3,1.0,19.3
ITA-Serie A,2526,Juventus,Michele Di Gregorio,ITA,GK,28-054,1997,3.0,3,0,0,1,0,1.3,0.22,-1.7,-0.57,9,30,30.0,90,13,27.8,31.8,8,62.5,49.4,57,5,8.8,1,0.33,8.4
ITA-Serie A,2526,Lazio,Ivan Provedel,ITA,GK,31-186,1994,3.0,3,0,1,1,0,4.4,0.34,1.4,0.47,5,16,31.3,75,13,17.3,27.9,12,25.0,30.2,24,2,8.3,3,1.0,14.4
ITA-Serie A,2526,Lecce,Wladimiro Falcone,ITA,GK,30-160,1995,3.0,6,0,0,1,0,5.5,0.34,-0.5,-0.17,17,56,30.4,72,6,65.3,44.6,12,75.0,52.1,40,1,2.5,7,2.33,15.4
ITA-Serie A,2526,Milan,Mike Maignan,FRA,GK,30-078,1995,2.6,2,0,0,1,0,1.8,0.36,-0.2,-0.07,6,17,35.3,84,12,17.9,30.3,4,50.0,37.8,30,6,20.0,0,0.0,7.1
ITA-Serie A,2526,Milan,Pietro Terracciano,ITA,GK,35-195,1990,0.4,0,0,0,0,0,0.0,,0.0,0.0,3,3,100.0,6,0,33.3,34.0,1,100.0,73.0,8,0,0.0,0,0.0,
ITA-Serie A,2526,Napoli,Alex Meret,ITA,GK,28-181,1997,2.0,0,0,0,0,0,0.1,0.02,0.1,0.03,1,5,20.0,47,6,10.6,22.6,15,0.0,20.7,7,1,14.3,3,1.5,21.0
ITA-Serie A,2526,Napoli,Vanja Milinković-Savić,SRB,GK,28-211,1997,1.0,1,0,0,1,0,0.4,0.14,-0.6,-0.57,4,19,21.1,29,4,44.8,40.2,6,100.0,76.2,22,3,13.6,0,0.0,9.0
ITA-Serie A,2526,Parma,Zion Suzuki,JPN,GK,23-029,2002,3.0,5,0,0,2,0,4.1,0.27,-0.9,-0.29,17,60,28.3,93,12,47.3,41.3,23,69.6,50.5,33,1,3.0,4,1.33,16.0
ITA-Serie A,2526,Pisa,Adrian Šemper,CRO,GK,27-250,1998,3.0,3,0,0,0,0,3.6,0.26,0.6,0.2,33,65,50.8,100,9,60.0,43.1,9,55.6,49.6,52,2,3.8,0,0.0,6.7
ITA-Serie A,2526,Roma,Mile Svilar,SRB,GK,26-023,1999,3.0,1,0,0,0,0,2.9,0.32,1.9,0.64,10,34,29.4,94,16,23.4,32.3,16,75.0,54.4,29,1,3.4,2,0.67,14.4
ITA-Serie A,2526,Sassuolo,Arijanet Muric,KVX,GK,26-316,1998,2.0,3,1,0,1,0,4.2,0.39,1.2,0.62,11,23,47.8,58,8,32.8,30.3,6,66.7,55.2,30,1,3.3,1,0.5,15.8
ITA-Serie A,2526,Sassuolo,Stefano Turati,ITA,GK,24-014,2001,1.0,2,0,1,0,0,1.2,0.31,-0.8,-0.76,0,16,0.0,23,4,56.5,40.7,3,100.0,67.3,9,1,11.1,1,1.0,10.0
ITA-Serie A,2526,Torino,Franco Israel,URU,GK,25-150,2000,3.0,5,0,0,1,0,3.8,0.23,-1.2,-0.39,23,63,36.5,107,14,50.5,41.5,9,100.0,66.3,42,1,2.4,5,1.67,19.1
ITA-Serie A,2526,Udinese,Razvan Sava,ROU,GK,23-090,2002,3.0,2,0,0,1,0,2.5,0.31,0.5,0.15,9,39,23.1,84,10,33.3,32.2,16,68.8,49.3,50,0,0.0,2,0.67,16.8
