season,matchday,player,team,oppteam,home,vote,goals,assists,cards_malus,fantavote
2023_24,10,Arthur Melo,Fiorentina,Lecce,1,5.5,0,0,0.0,5.5
2023_24,10,Ikone',Fiorentina,Lecce,1,5.5,0,0,0.5,5.0
2023_24,10,Lopez M.,Fiorentina,Lecce,1,6.0,0,0,0.0,6.0
2023_24,10,Gonzalez N.,Fiorentina,Lecce,1,6.0,0,0,0.0,6.0
2023_24,10,Nzola,Fiorentina,Lecce,1,5.5,0,0,0.0,5.5
2023_24,10,Beltran L.,Fiorentina,Lecce,1,6.0,0,0,0.0,6.0
2023_24,10,Turati,Frosinone,Cagliari,0,6.0,-4,0,0.0,2.0
2023_24,10,Romagnoli S.,Frosinone,Cagliari,0,5.0,0,0,0.5,4.5
2023_24,10,Lirola,Frosinone,Cagliari,0,6.5,0,1,0.0,7.5
2023_24,10,Marchizza,Frosinone,Cagliari,0,5.0,0,0,0.5,4.5
2023_24,10,Okoli,Frosinone,Cagliari,0,6.0,0,0,0.5,5.5
2023_24,10,Monterisi,Frosinone,Cagliari,0,5.5,0,0,0.0,5.5
2023_24,10,Oyono,Frosinone,Cagliari,0,5.5,0,0,0.0,5.5
2023_24,10,Baez,Frosinone,Cagliari,0,6.0,0,0,0.0,6.0
2023_24,10,Garritano,Frosinone,Cagliari,0,5.5,0,0,0.0,5.5
2023_24,10,Bourabia,Frosinone,Cagliari,0,5.5,0,0,0.5,5.0
2023_24,10,Brescianini,Frosinone,Cagliari,0,6.0,1,0,0.0,9.0
2023_24,10,Reinier,Frosinone,Cagliari,0,6.5,0,1,0.0,7.5
2023_24,10,Barrenechea,Frosinone,Cagliari,0,5.0,0,0,0.0,5.0
2023_24,10,Soule',Frosinone,Cagliari,0,7.5,2,0,0.0,13.5
2023_24,10,Cuni,Frosinone,Cagliari,0,5.5,0,0,0.0,5.5
2023_24,10,Cheddira,Frosinone,Cagliari,0,5.5,0,0,0.0,5.5
2023_24,10,Martinez Jo.,Genoa,Sassuolo,0,6.0,0,0,0.0,6.0
2023_24,10,Sabelli,Genoa,Sassuolo,0,6.0,0,0,0.0,6.0
2023_24,10,Bani,Genoa,Sassuolo,0,6.0,0,0,0.5,5.5
2023_24,10,Martin,Genoa,Sassuolo,0,6.0,0,0,0.0,6.0
2023_24,10,Dragusin,Genoa,Sassuolo,0,7.0,0,0,0.0,7.0
2023_24,10,Vasquez,Genoa,Sassuolo,0,6.0,0,0,0.0,6.0
2023_24,10,De Winter,Genoa,Sassuolo,0,6.0,0,0,0.5,5.5
2023_24,10,Badelj,Genoa,Sassuolo,0,6.5,0,0,0.0,6.5
2023_24,10,Strootman,Genoa,Sassuolo,0,5.5,0,0,0.0,5.5
2023_24,10,Malinovskyi,Genoa,Sassuolo,0,7.0,0,1,0.5,7.5
2023_24,10,Frendrup,Genoa,Sassuolo,0,6.5,0,0,0.0,6.5
2023_24,10,Gudmundsson A.,Genoa,Sassuolo,0,7.5,1,0,0.0,10.5
2023_24,10,Kutlu,Genoa,Sassuolo,0,6.5,0,0,0.0,6.5
2023_24,10,Ekuban,Genoa,Sassuolo,0,5.5,0,0,0.0,5.5
2023_24,10,Retegui,Genoa,Sassuolo,0,6.0,0,0,0.0,6.0
2023_24,10,Sommer,Inter,Verona,0,6.5,0,0,0.0,6.5
2023_24,10,Dimarco,Inter,Verona,0,7.0,0,1,0.0,8.0
2023_24,10,Acerbi,Inter,Verona,0,6.0,0,0,0.0,6.0
2023_24,10,Bastoni,Inter,Verona,0,6.0,0,0,0.5,5.5
2023_24,10,Darmian,Inter,Verona,0,6.0,0,0,0.0,6.0
2023_24,10,Pavard,Inter,Verona,0,6.0,0,0,0.5,5.5
2023_24,10,Dumfries,Inter,Verona,0,6.5,0,0,0.0,6.5
2023_24,10,Barella,Inter,Verona,0,6.0,0,0,0.0,6.0
2023_24,10,Calhanoglu,Inter,Verona,0,6.0,0,0,0.5,5.5
2023_24,10,Mkhitaryan,Inter,Verona,0,6.5,0,0,0.0,6.5
2023_24,10,Frattesi,Inter,Verona,0,6.0,0,0,0.0,6.0
2023_24,10,Asllani,Inter,Verona,0,6.0,0,0,0.0,6.0
2023_24,10,Martinez L.,Inter,Verona,0,5.5,0,0,0.0,5.5
2023_24,10,Thuram,Inter,Verona,0,7.5,1,0,0.0,10.5
2023_24,10,Szczesny,Juventus,Cremonese,0,6.0,0,0,0.0,6.0
2023_24,10,Rugani,Juventus,Cremonese,0,6.0,0,0,0.5,5.5
2023_24,10,Bremer,Juventus,Cremonese,0,6.5,0,0,0.0,6.5
2023_24,10,Cambiaso,Juventus,Cremonese,0,7.0,1,0,0.5,9.5
2023_24,10,Gatti,Juventus,Cremonese,0,6.5,0,0,0.0,6.5
2023_24,10,Locatelli,Juventus,Cremonese,0,6.0,0,0,0.0,6.0
2023_24,10,Rabiot,Juventus,Cremonese,0,6.0,0,0,0.0,6.0
2023_24,10,Weah,Juventus,Cremonese,0,6.0,0,0,0.0,6.0
2023_24,10,Kostic,Juventus,Cremonese,0,6.0,0,0,0.0,6.0
2023_24,10,Mckennie,Juventus,Cremonese,0,6.0,0,0,0.0,6.0
2023_24,10,Miretti,Juventus,Cremonese,0,6.5,0,0,0.0,6.5
2023_24,10,Chiesa,Juventus,Cremonese,0,6.0,0,0,0.0,6.0
2023_24,10,Kean,Juventus,Cremonese,0,6.0,0,0,0.5,5.5
2023_24,10,Vlahovic,Juventus,Cremonese,0,6.0,0,0,0.0,6.0
2023_24,10,Provedel,Lazio,Cagliari,1,6.5,0,0,0.0,6.5
2023_24,10,Patric,Lazio,Cagliari,1,6.5,0,0,0.0,6.5
2023_24,10,Romagnoli,Lazio,Cagliari,1,6.5,0,0,0.0,6.5
2023_24,10,Marusic,Lazio,Cagliari,1,6.0,0,0,0.0,6.0
2023_24,10,Lazzari,Lazio,Cagliari,1,6.0,0,0,0.5,5.5
2023_24,10,Vecino,Lazio,Cagliari,1,6.0,0,0,0.0,6.0
2023_24,10,Cataldi,Lazio,Cagliari,1,6.0,0,0,0.0,6.0
2023_24,10,Felipe Anderson,Lazio,Cagliari,1,6.0,0,0,0.0,6.0
2023_24,10,Zaccagni,Lazio,Cagliari,1,5.5,0,0,0.5,5.0
2023_24,10,Luis Alberto,Lazio,Cagliari,1,6.0,0,0,0.0,6.0
2023_24,10,Guendouzi,Lazio,Cagliari,1,5.5,0,0,0.0,5.5
2023_24,10,Rovella,Lazio,Cagliari,1,5.5,0,0,0.5,5.0
2023_24,10,Kamada,Lazio,Cagliari,1,6.0,0,0,0.0,6.0
2023_24,10,Immobile,Lazio,Cagliari,1,7.0,1,0,0.0,10.0
2023_24,10,Pedro,Lazio,Cagliari,1,6.0,0,0,0.0,6.0
2023_24,10,Castellanos,Lazio,Cagliari,1,5.5,0,0,0.0,5.5
2023_24,10,Falcone,Lecce,Fiorentina,0,6.0,-1,0,0.0,5.0
2023_24,10,Gallo,Lecce,Fiorentina,0,5.5,0,0,0.5,5.0
2023_24,10,Pongracic,Lecce,Fiorentina,0,5.5,0,0,0.0,5.5
2023_24,10,Baschirotto,Lecce,Fiorentina,0,5.5,0,0,0.0,5.5
2023_24,10,Gendrey,Lecce,Fiorentina,0,5.5,0,0,0.5,5.0
2023_24,10,Strefezza,Lecce,Fiorentina,0,6.0,0,0,0.0,6.0
2023_24,10,Gonzalez J.,Lecce,Fiorentina,0,5.5,0,0,0.0,5.5
2023_24,10,Oudin,Lecce,Fiorentina,0,6.0,0,0,0.0,6.0
2023_24,10,Rafia,Lecce,Fiorentina,0,5.5,0,0,0.5,5.0
2023_24,10,Ramadani,Lecce,Fiorentina,0,6.0,0,0,0.0,6.0
2023_24,10,Sansone,Lecce,Fiorentina,0,6.0,0,0,0.0,6.0
2023_24,10,Piccoli,Lecce,Fiorentina,0,5.5,0,0,0.0,5.5
2023_24,10,Banda,Lecce,Fiorentina,0,5.5,0,0,0.0,5.5
2023_24,10,Almqvist,Lecce,Fiorentina,0,5.5,0,0,0.0,5.5
2023_24,10,Krstovic,Lecce,Fiorentina,0,5.5,0,0,0.0,5.5
2023_24,10,Maignan,Milan,Roma,1,5.5,-2,0,0.0,3.5
2023_24,10,Calabria,Milan,Roma,1,7.0,0,1,0.0,8.0
2023_24,10,Hernandez T.,Milan,Roma,1,6.5,0,0,0.0,6.5
2023_24,10,Tomori,Milan,Roma,1,6.5,0,0,0.0,6.5
2023_24,10,Kalulu,Milan,Roma,1,6.0,0,0,0.0,6.0
2023_24,10,Pellegrino,Milan,Roma,1,5.0,0,0,0.0,5.0
2023_24,10,Krunic,Milan,Roma,1,6.0,0,0,0.0,6.0
2023_24,10,Pulisic,Milan,Roma,1,6.5,0,1,0.0,7.5
2023_24,10,Musah,Milan,Roma,1,5.5,0,0,0.5,5.0
2023_24,10,Romero L.,Milan,Roma,1,5.5,0,0,0.5,5.0
2023_24,10,Reijnders,Milan,Roma,1,5.5,0,0,0.5,5.0
2023_24,10,Jovic,Milan,Roma,1,6.0,0,0,0.0,6.0
2023_24,10,Giroud,Milan,Roma,1,7.5,2,0,0.0,13.5
2023_24,10,Rafael Leao,Milan,Roma,1,6.0,0,0,0.0,6.0
2023_24,10,Di Gregorio,Monza,Atalanta,0,6.5,-1,0,0.0,5.5
2023_24,10,Kyriakopoulos,Monza,Atalanta,0,7.0,0,1,0.0,8.0
2023_24,10,Mari',Monza,Atalanta,0,6.5,0,0,0.5,6.0
2023_24,10,Carboni A.,Monza,Atalanta,0,6.0,0,0,0.0,6.0
2023_24,10,Caldirola,Monza,Atalanta,0,6.0,0,0,0.0,6.0
2023_24,10,Birindelli,Monza,Atalanta,0,6.0,0,0,0.0,6.0
2023_24,10,Gagliardini,Monza,Atalanta,0,6.0,0,0,0.0,6.0
2023_24,10,Pessina,Monza,Atalanta,0,6.0,0,0,0.5,5.5
2023_24,10,Colpani,Monza,Atalanta,0,7.0,1,0,0.0,10.0
2023_24,10,Vignato S.,Monza,Atalanta,0,5.5,0,0,0.0,5.5
2023_24,10,Ciurria,Monza,Atalanta,0,6.0,0,0,0.0,6.0
2023_24,10,Bondo,Monza,Atalanta,0,6.0,0,0,0.0,6.0
2023_24,10,Colombo,Monza,Atalanta,0,5.5,0,0,0.0,5.5
2023_24,10,Mota,Monza,Atalanta,0,6.0,0,0,0.0,6.0
2023_24,10,Maric,Monza,Atalanta,0,6.0,0,0,0.0,6.0
2023_24,10,Meret,Napoli,Como,1,6.0,-2,0,0.0,4.0
2023_24,10,Mario Rui,Napoli,Como,1,5.5,0,0,0.0,5.5
2023_24,10,Di Lorenzo,Napoli,Como,1,6.5,0,1,0.5,7.0
2023_24,10,Rrahmani,Napoli,Como,1,5.0,0,0,0.0,5.0
2023_24,10,Ostigard,Napoli,Como,1,6.0,0,0,0.0,6.0
2023_24,10,Olivera,Napoli,Como,1,6.0,0,0,0.0,6.0
2023_24,10,Natan,Napoli,Como,1,5.0,0,0,1.0,4.0
2023_24,10,Zielinski,Napoli,Como,1,6.0,0,0,0.0,6.0
2023_24,10,Politano,Napoli,Como,1,7.0,1,0,0.0,10.0
2023_24,10,Zambo Anguissa,Napoli,Como,1,6.0,0,0,0.0,6.0
2023_24,10,Lobotka,Napoli,Como,1,6.0,0,0,0.0,6.0
2023_24,10,Elmas,Napoli,Como,1,5.5,0,0,0.0,5.5
2023_24,10,Simeone,Napoli,Como,1,5.5,0,0,0.0,5.5
2023_24,10,Raspadori,Napoli,Como,1,7.0,1,0,0.0,10.0
2023_24,10,Kvaratskhelia,Napoli,Como,1,6.0,0,0,0.0,6.0
2023_24,10,Rui Patricio,Roma,Milan,0,6.5,-1,0,0.0,5.5
2023_24,10,Mancini,Roma,Milan,0,6.0,0,0,0.5,5.5
2023_24,10,N'Dicka,Roma,Milan,0,6.0,0,0,0.5,5.5
2023_24,10,Celik,Roma,Milan,0,5.5,0,0,0.0,5.5
2023_24,10,Llorente D.,Roma,Milan,0,6.0,0,0,0.0,6.0
2023_24,10,Kristensen,Roma,Milan,0,5.0,0,0,0.0,5.0
2023_24,10,Paredes,Roma,Milan,0,6.0,0,0,0.5,5.5
2023_24,10,Cristante,Roma,Milan,0,5.5,0,0,0.5,5.0
2023_24,10,El Shaarawy,Roma,Milan,0,5.5,0,0,0.0,5.5
2023_24,10,Zalewski,Roma,Milan,0,5.5,0,0,0.0,5.5
2023_24,10,Bove,Roma,Milan,0,5.5,0,0,0.0,5.5
2023_24,10,Lukaku,Roma,Milan,0,5.0,0,0,0.0,5.0
2023_24,10,Ochoa,Salernitana,Genoa,0,7.0,-1,0,0.0,6.0
2023_24,10,Gyomber,Salernitana,Genoa,0,5.5,0,0,0.5,5.0
2023_24,10,Pirola,Salernitana,Genoa,0,6.0,0,0,0.0,6.0
2023_24,10,Lovato,Salernitana,Genoa,0,5.5,0,0,0.0,5.5
2023_24,10,Mazzocchi,Salernitana,Genoa,0,6.0,0,0,0.0,6.0
2023_24,10,Bradaric,Salernitana,Genoa,0,5.0,0,0,0.5,4.5
2023_24,10,Sambia,Salernitana,Genoa,0,5.5,0,0,0.0,5.5
2023_24,10,Candreva,Salernitana,Genoa,0,5.5,0,0,0.0,5.5
2023_24,10,Maggiore,Salernitana,Genoa,0,5.0,0,0,0.5,4.5
2023_24,10,Coulibaly L.,Salernitana,Genoa,0,5.5,0,0,0.0,5.5
2023_24,10,Bohinen,Salernitana,Genoa,0,5.5,0,0,0.0,5.5
2023_24,10,Tchaouna,Salernitana,Genoa,0,6.0,0,0,0.0,6.0
2023_24,10,Legowski,Salernitana,Genoa,0,6.0,0,0,0.0,6.0
2023_24,10,Dia,Salernitana,Genoa,0,5.5,0,0,0.0,5.5
2023_24,10,Jovane,Salernitana,Genoa,0,6.0,0,0,0.0,6.0
2023_24,10,Ikwuemesi,Salernitana,Genoa,0,5.5,0,0,0.5,5.0
2023_24,10,Consigli,Sassuolo,Genoa,1,6.0,-1,0,0.0,5.0
2023_24,10,Ferrari G.,Sassuolo,Genoa,1,6.0,0,0,0.0,6.0
2023_24,10,Toljan,Sassuolo,Genoa,1,6.5,0,1,0.0,7.5
2023_24,10,Erlic,Sassuolo,Genoa,1,5.5,0,0,0.0,5.5
2023_24,10,Vina,Sassuolo,Genoa,1,5.5,0,0,0.0,5.5
2023_24,10,Racic,Sassuolo,Genoa,1,6.5,0,0,0.0,6.5
2023_24,10,Bajrami,Sassuolo,Genoa,1,6.0,0,0,0.0,6.0
2023_24,10,Volpato,Sassuolo,Genoa,1,6.0,0,0,0.0,6.0
2023_24,10,Thorstvedt,Sassuolo,Genoa,1,5.5,0,0,0.0,5.5
2023_24,10,Boloca,Sassuolo,Genoa,1,7.0,1,0,0.0,10.0
2023_24,10,Berardi,Sassuolo,Genoa,1,6.5,0,0,0.5,6.0
2023_24,10,Pinamonti,Sassuolo,Genoa,1,6.0,0,0,0.0,6.0
2023_24,10,Ceide,Sassuolo,Genoa,1,6.0,0,0,0.0,6.0
2023_24,10,Lauriente',Sassuolo,Genoa,1,6.0,0,0,0.0,6.0
2023_24,10,Milinkovic-Savic V.,Torino,Pisa,1,6.5,0,0,0.0,6.5
2023_24,10,Rodriguez R.,Torino,Pisa,1,6.0,0,0,0.5,5.5
2023_24,10,Buongiorno,Torino,Pisa,1,7.5,1,0,0.0,10.5
2023_24,10,Lazaro,Torino,Pisa,1,6.5,0,0,0.5,6.0
2023_24,10,Bellanova,Torino,Pisa,1,6.5,0,0,0.0,6.5
2023_24,10,Vojvoda,Torino,Pisa,1,6.0,0,0,0.0,6.0
2023_24,10,Linetty,Torino,Pisa,1,6.5,0,0,0.5,6.0
2023_24,10,Ricci S.,Torino,Pisa,1,6.5,0,0,0.0,6.5
2023_24,10,Gineitis,Torino,Pisa,1,6.0,0,0,0.5,5.5
2023_24,10,Sanabria,Torino,Pisa,1,6.0,0,0,0.0,6.0
2023_24,10,Zapata D.,Torino,Pisa,1,5.5,0,0,0.0,5.5
2023_24,10,Pellegri,Torino,Pisa,1,5.5,0,0,0.0,5.5
2023_24,10,Silvestri,Udinese,Atalanta,1,6.5,-1,0,0.0,5.5
2023_24,10,Kabasele,Udinese,Atalanta,1,6.5,0,0,0.0,6.5
2023_24,10,Kamara H.,Udinese,Atalanta,1,6.0,0,0,0.0,6.0
2023_24,10,Perez N.,Udinese,Atalanta,1,6.5,0,0,0.0,6.5
2023_24,10,Bijol,Udinese,Atalanta,1,6.0,0,0,0.0,6.0
2023_24,10,Ebosele,Udinese,Atalanta,1,5.0,0,0,0.0,5.0
2023_24,10,Zemura,Udinese,Atalanta,1,5.0,0,0,0.0,5.0
2023_24,10,Ferreira J.,Udinese,Atalanta,1,5.5,0,0,0.5,5.0
2023_24,10,Pereyra,Udinese,Atalanta,1,5.5,0,0,0.0,5.5
2023_24,10,Walace,Udinese,Atalanta,1,6.0,0,0,0.0,6.0
2023_24,10,Samardzic,Udinese,Atalanta,1,5.5,0,0,0.0,5.5
2023_24,10,Lovric,Udinese,Atalanta,1,6.0,0,0,0.0,6.0
2023_24,10,Payero,Udinese,Atalanta,1,5.5,0,0,0.0,5.5
2023_24,10,Success,Udinese,Atalanta,1,5.5,0,0,0.0,5.5
2023_24,10,Lucca,Udinese,Atalanta,1,7.0,1,0,0.0,10.0
2023_24,10,Montipo',Verona,Inter,1,6.0,-1,0,0.0,5.0
2023_24,10,Faraoni,Verona,Inter,1,6.0,0,0,0.0,6.0
2023_24,10,Magnani,Verona,Inter,1,6.0,0,0,0.0,6.0
2023_24,10,Dawidowicz,Verona,Inter,1,5.5,0,0,0.0,5.5
2023_24,10,Terracciano F.,Verona,Inter,1,6.0,0,0,0.0,6.0
2023_24,10,Doig,Verona,Inter,1,5.5,0,0,0.0,5.5
2023_24,10,Lazovic,Verona,Inter,1,5.5,0,0,0.0,5.5
2023_24,10,Duda,Verona,Inter,1,5.5,0,0,0.0,5.5
2023_24,10,Hongla,Verona,Inter,1,6.0,0,0,0.0,6.0
2023_24,10,Folorunsho,Verona,Inter,1,5.5,0,0,0.5,5.0
2023_24,10,Tchatchoua,Verona,Inter,1,6.0,0,0,0.0,6.0
2023_24,10,Suslov,Verona,Inter,1,6.0,0,0,0.0,6.0
2023_24,10,Bonazzoli,Verona,Inter,1,5.5,0,0,0.0,5.5
2023_24,10,Djuric,Verona,Inter,1,5.5,0,0,0.5,5.0
2023_24,11,Musso,Atalanta,Sassuolo,1,5.5,-2,0,0.0,3.5
2023_24,11,Zappacosta,Atalanta,Sassuolo,1,6.0,0,0,0.0,6.0
2023_24,11,Toloi,Atalanta,Sassuolo,1,4.5,0,0,1.0,3.5
2023_24,11,Djimsiti,Atalanta,Sassuolo,1,5.5,0,0,0.0,5.5
2023_24,11,Hateboer,Atalanta,Sassuolo,1,5.0,0,0,0.0,5.0
2023_24,11,Kolasinac,Atalanta,Sassuolo,1,5.5,0,0,0.5,5.0
2023_24,11,Ruggeri,Atalanta,Sassuolo,1,5.5,0,0,0.0,5.5
2023_24,11,Scalvini,Atalanta,Sassuolo,1,5.0,0,0,0.0,5.0
2023_24,11,De Roon,Atalanta,Sassuolo,1,5.5,0,0,0.5,5.0
2023_24,11,Pasalic,Atalanta,Sassuolo,1,5.5,0,0,0.0,5.5
2023_24,11,Koopmeiners,Atalanta,Sassuolo,1,5.5,0,0,0.0,5.5
2023_24,11,Ederson D.s.,Atalanta,Sassuolo,1,5.0,0,0,0.0,5.0
2023_24,11,De Ketelaere,Atalanta,Sassuolo,1,6.0,0,0,0.0,6.0
2023_24,11,Muriel,Atalanta,Sassuolo,1,6.5,0,0,0.0,6.5
2023_24,11,Scamacca,Atalanta,Sassuolo,1,7.0,1,0,0.0,10.0
2023_24,11,Lookman,Atalanta,Sassuolo,1,7.0,0,1,0.0,8.0
2023_24,11,Skorupski,Bologna,Napoli,1,6.0,0,0,0.0,6.0
2023_24,11,Lykogiannis,Bologna,Napoli,1,6.0,0,0,0.0,6.0
2023_24,11,Calafiori,Bologna,Napoli,1,7.0,0,0,0.0,7.0
2023_24,11,Posch,Bologna,Napoli,1,6.5,0,0,0.0,6.5
2023_24,11,Kristiansen,Bologna,Napoli,1,6.0,0,0,0.0,6.0
2023_24,11,Beukema,Bologna,Napoli,1,6.5,0,0,0.5,6.0
2023_24,11,Freuler,Bologna,Napoli,1,6.5,0,0,0.0,6.5
2023_24,11,Orsolini,Bologna,Napoli,1,6.0,0,0,0.0,6.0
2023_24,11,Saelemaekers,Bologna,Napoli,1,5.5,0,0,0.0,5.5
2023_24,11,Aebischer,Bologna,Napoli,1,6.5,0,0,0.0,6.5
2023_24,11,Ferguson,Bologna,Napoli,1,7.0,1,0,0.5,9.5
2023_24,11,Moro N.,Bologna,Napoli,1,6.0,0,0,0.0,6.0
2023_24,11,Zirkzee,Bologna,Napoli,1,6.5,0,1,0.0,7.5
2023_24,11,Scuffet,Cagliari,Como,0,6.5,-1,0,0.5,5.0
2023_24,11,Goldaniga,Cagliari,Como,0,5.0,0,0,0.5,4.5
2023_24,11,Augello,Cagliari,Como,0,6.0,0,0,0.0,6.0
2023_24,11,Zappa,Cagliari,Como,0,7.0,1,0,0.0,10.0
2023_24,11,Dossena,Cagliari,Como,0,6.5,0,0,0.0,6.5
2023_24,11,Azzi,Cagliari,Como,0,6.0,0,0,0.0,6.0
2023_24,11,Hatzidiakos,Cagliari,Como,0,6.0,0,0,0.0,6.0
2023_24,11,Mancosu,Cagliari,Como,0,5.0,0,0,0.0,5.0
2023_24,11,Viola,Cagliari,Como,0,7.0,1,0,0.5,9.5
2023_24,11,Jankto,Cagliari,Como,0,6.0,0,0,0.0,6.0
2023_24,11,Oristanio,Cagliari,Como,0,7.0,0,1,0.0,8.0
2023_24,11,Makoumbou,Cagliari,Como,0,6.0,0,0,0.0,6.0
2023_24,11,Prati,Cagliari,Como,0,6.5,0,0,0.0,6.5
2023_24,11,Petagna,Cagliari,Como,0,6.5,0,1,0.5,7.0
2023_24,11,Luvumbo,Cagliari,Como,0,5.5,0,0,0.0,5.5
2023_24,11,Berisha,Empoli,Como,1,5.5,-2,0,0.0,3.5
2023_24,11,Luperto,Empoli,Como,1,5.5,0,0,0.0,5.5
2023_24,11,Bereszynski,Empoli,Como,1,5.5,0,0,0.0,5.5
2023_24,11,Ismajli,Empoli,Como,1,5.0,0,0,0.0,5.0
2023_24,11,Bastoni S.,Empoli,Como,1,6.0,0,0,0.0,6.0
2023_24,11,Cacace,Empoli,Como,1,6.0,0,0,0.0,6.0
2023_24,11,Grassi,Empoli,Como,1,5.5,0,0,0.0,5.5
2023_24,11,Marin,Empoli,Como,1,5.0,0,0,0.0,5.0
2023_24,11,Gyasi,Empoli,Como,1,4.5,0,0,0.5,4.0
2023_24,11,Kovalenko,Empoli,Como,1,6.0,0,0,0.0,6.0
2023_24,11,Baldanzi,Empoli,Como,1,5.5,0,0,0.0,5.5
2023_24,11,Ranocchia F.,Empoli,Como,1,5.5,0,0,0.5,5.0
2023_24,11,Fazzini,Empoli,Como,1,5.0,0,0,0.0,5.0
2023_24,11,Caputo,Empoli,Como,1,7.0,1,0,0.0,10.0
2023_24,11,Cambiaghi,Empoli,Como,1,6.5,0,1,0.0,7.5
2023_24,11,Cancellieri,Empoli,Como,1,5.5,0,0,0.0,5.5
2023_24,11,Terracciano,Fiorentina,Genoa,0,6.0,-1,0,0.0,5.0
2023_24,11,Biraghi,Fiorentina,Genoa,0,5.5,0,0,0.0,5.5
2023_24,11,Ranieri L.,Fiorentina,Genoa,0,6.0,0,0,0.5,5.5
2023_24,11,Martinez Quarta,Fiorentina,Genoa,0,5.0,0,0,0.0,5.0
2023_24,11,Parisi,Fiorentina,Genoa,0,5.0,0,0,0.0,5.0
2023_24,11,Bonaventura,Fiorentina,Genoa,0,5.5,0,0,0.0,5.5
2023_24,11,Mandragora,Fiorentina,Genoa,0,5.0,0,0,0.0,5.0
2023_24,11,Barak,Fiorentina,Genoa,0,5.5,0,0,0.0,5.5
2023_24,11,Sottil,Fiorentina,Genoa,0,5.5,0,0,0.0,5.5
2023_24,11,Arthur Melo,Fiorentina,Genoa,0,5.5,0,0,0.0,5.5
2023_24,11,Ikone',Fiorentina,Genoa,0,5.5,0,0,0.0,5.5
2023_24,11,Kouame',Fiorentina,Genoa,0,5.5,0,0,0.0,5.5
2023_24,11,Gonzalez N.,Fiorentina,Genoa,0,6.0,0,0,0.0,6.0
2023_24,11,Nzola,Fiorentina,Genoa,0,5.5,0,0,0.0,5.5
2023_24,11,Beltran L.,Fiorentina,Genoa,0,5.5,0,0,0.0,5.5
2023_24,11,Turati,Frosinone,Empoli,1,6.0,-1,0,0.0,5.0
2023_24,11,Lirola,Frosinone,Empoli,1,6.0,0,0,0.5,5.5
2023_24,11,Marchizza,Frosinone,Empoli,1,6.5,0,1,0.0,7.5
2023_24,11,Okoli,Frosinone,Empoli,1,6.0,0,0,0.0,6.0
2023_24,11,Monterisi,Frosinone,Empoli,1,6.5,0,0,0.0,6.5
2023_24,11,Mazzitelli,Frosinone,Empoli,1,6.5,0,0,0.0,6.5
2023_24,11,Reinier,Frosinone,Empoli,1,6.5,0,0,0.5,6.0
2023_24,11,Barrenechea,Frosinone,Empoli,1,6.5,0,0,0.5,6.0
2023_24,11,Ibrahimovic A.,Frosinone,Empoli,1,7.5,1,1,0.0,11.5
2023_24,11,Caso,Frosinone,Empoli,1,6.0,0,0,0.0,6.0
2023_24,11,Kaio Jorge,Frosinone,Empoli,1,6.0,0,0,0.0,6.0
2023_24,11,Soule',Frosinone,Empoli,1,6.5,0,0,0.0,6.5
2023_24,11,Cuni,Frosinone,Empoli,1,7.0,1,0,0.0,10.0
2023_24,11,Martinez Jo.,Genoa,Fiorentina,1,6.5,-2,0,0.0,4.5
2023_24,11,Sabelli,Genoa,Fiorentina,1,5.5,0,0,0.0,5.5
2023_24,11,Martin,Genoa,Fiorentina,1,5.5,0,0,0.0,5.5
2023_24,11,Dragusin,Genoa,Fiorentina,1,5.0,0,0,0.0,5.0
2023_24,11,Vasquez,Genoa,Fiorentina,1,5.5,0,0,0.0,5.5
2023_24,11,Haps,Genoa,Fiorentina,1,5.5,0,0,0.0,5.5
2023_24,11,De Winter,Genoa,Fiorentina,1,5.5,0,0,0.0,5.5
2023_24,11,Badelj,Genoa,Fiorentina,1,5.5,0,0,0.0,5.5
2023_24,11,Strootman,Genoa,Fiorentina,1,5.5,0,0,0.0,5.5
2023_24,11,Thorsby,Genoa,Fiorentina,1,6.0,0,0,0.0,6.0
2023_24,11,Malinovskyi,Genoa,Fiorentina,1,6.0,0,0,0.5,5.5
2023_24,11,Frendrup,Genoa,Fiorentina,1,5.5,0,0,0.0,5.5
2023_24,11,Gudmundsson A.,Genoa,Fiorentina,1,7.0,1,0,0.5,9.5
2023_24,11,Puscas,Genoa,Fiorentina,1,5.0,0,0,0.0,5.0
2023_24,11,Sommer,Inter,Lazio,1,6.5,-1,0,0.0,5.5
2023_24,11,Dimarco,Inter,Lazio,1,5.5,0,0,0.0,5.5
2023_24,11,De Vrij,Inter,Lazio,1,6.5,0,0,0.0,6.5
2023_24,11,Acerbi,Inter,Lazio,1,6.0,0,0,0.0,6.0
2023_24,11,Darmian,Inter,Lazio,1,6.5,0,0,0.0,6.5
2023_24,11,Pavard,Inter,Lazio,1,6.0,0,0,0.0,6.0
2023_24,11,Dumfries,Inter,Lazio,1,6.0,0,0,0.5,5.5
2023_24,11,Carlos Augusto,Inter,Lazio,1,6.0,0,0,0.0,6.0
2023_24,11,Barella,Inter,Lazio,1,5.5,0,0,0.0,5.5
2023_24,11,Calhanoglu,Inter,Lazio,1,7.5,1,0,0.0,10.5
2023_24,11,Mkhitaryan,Inter,Lazio,1,7.0,0,1,0.0,8.0
2023_24,11,Frattesi,Inter,Lazio,1,6.0,0,0,0.0,6.0
