season,matchday,player,team,oppteam,home,vote,goals,assists,cards_malus,fantavote
2021_22,24,Maehle,Atalanta,Cremonese,1,4.5,0,0,0.0,4.5
2021_22,24,Freuler,Atalanta,Cremonese,1,5.5,0,0,0.0,5.5
2021_22,24,Pasalic,Atalanta,Cremonese,1,5.0,0,0,0.0,5.0
2021_22,24,Pessina,Atalanta,Cremonese,1,5.5,0,0,0.0,5.5
2021_22,24,Malinovskyi,Atalanta,Cremonese,1,5.5,0,0,0.0,5.5
2021_22,24,Koopmeiners,Atalanta,Cremonese,1,5.5,0,0,0.0,5.5
2021_22,24,Muriel,Atalanta,Cremonese,1,5.0,0,0,0.0,5.0
2021_22,24,Zapata D.,Atalanta,Cremonese,1,6.5,0,0,0.0,6.5
2021_22,24,Boga,Atalanta,Cremonese,1,6.0,0,0,0.0,6.0
2021_22,24,Mihaila,Atalanta,Cremonese,1,5.5,0,0,0.0,5.5
2021_22,24,Skorupski,Bologna,Parma,1,6.5,0,0,0.0,6.5
2021_22,24,De Silvestri,Bologna,Parma,1,6.0,0,0,0.5,5.5
2021_22,24,Soumaoro,Bologna,Parma,1,6.5,0,0,0.0,6.5
2021_22,24,Theate,Bologna,Parma,1,6.5,0,0,0.0,6.5
2021_22,24,Kasius,Bologna,Parma,1,6.0,0,0,0.0,6.0
2021_22,24,Medel,Bologna,Parma,1,6.5,0,0,0.0,6.5
2021_22,24,Vignato,Bologna,Parma,1,6.0,0,0,0.0,6.0
2021_22,24,Orsolini,Bologna,Parma,1,6.0,0,0,0.0,6.0
2021_22,24,Soriano,Bologna,Parma,1,6.0,0,0,0.0,6.0
2021_22,24,Svanberg,Bologna,Parma,1,5.5,0,0,0.0,5.5
2021_22,24,Schouten,Bologna,Parma,1,6.0,0,0,0.5,5.5
2021_22,24,Barrow,Bologna,Parma,1,5.5,0,0,0.0,5.5
2021_22,24,Arnautovic,Bologna,Parma,1,6.5,0,0,0.0,6.5
2021_22,24,Cragno,Cagliari,Roma,0,7.0,-1,0,0.5,5.5
2021_22,24,Goldaniga,Cagliari,Roma,0,7.0,0,0,0.5,6.5
2021_22,24,Dalbert,Cagliari,Roma,0,6.5,0,1,0.5,7.0
2021_22,24,Lykogiannis,Cagliari,Roma,0,6.5,0,0,0.0,6.5
2021_22,24,Bellanova,Cagliari,Roma,0,7.0,0,1,0.0,8.0
2021_22,24,Lovato,Cagliari,Roma,0,7.0,0,0,0.0,7.0
2021_22,24,Obert,Cagliari,Roma,0,6.5,0,0,0.0,6.5
2021_22,24,Grassi,Cagliari,Roma,0,7.0,0,0,0.5,6.5
2021_22,24,Baselli,Cagliari,Roma,0,6.0,0,0,0.0,6.0
2021_22,24,Deiola,Cagliari,Roma,0,6.0,0,0,0.5,5.5
2021_22,24,Pereiro,Cagliari,Roma,0,8.0,2,0,0.0,14.0
2021_22,24,Marin,Cagliari,Roma,0,6.5,0,0,0.0,6.5
2021_22,24,Vicario,Empoli,Milan,1,6.0,0,0,0.0,6.0
2021_22,24,Romagnoli S.,Empoli,Milan,1,6.5,0,0,0.0,6.5
2021_22,24,Parisi,Empoli,Milan,1,6.0,0,0,0.5,5.5
2021_22,24,Stojanovic,Empoli,Milan,1,6.5,0,0,0.0,6.5
2021_22,24,Viti,Empoli,Milan,1,6.5,0,0,0.0,6.5
2021_22,24,Cacace,Empoli,Milan,1,6.0,0,0,0.5,5.5
2021_22,24,Benassi,Empoli,Milan,1,6.0,0,0,0.0,6.0
2021_22,24,Verre,Empoli,Milan,1,6.0,0,0,0.0,6.0
2021_22,24,Bandinelli,Empoli,Milan,1,6.0,0,0,0.5,5.5
2021_22,24,Zurkowski,Empoli,Milan,1,6.0,0,0,0.0,6.0
2021_22,24,Henderson L.,Empoli,Milan,1,6.0,0,0,0.0,6.0
2021_22,24,Bajrami,Empoli,Milan,1,6.0,0,0,0.0,6.0
2021_22,24,Asllani,Empoli,Milan,1,6.0,0,0,0.5,5.5
2021_22,24,Di Francesco F.,Empoli,Milan,1,6.0,0,0,0.0,6.0
2021_22,24,Pinamonti,Empoli,Milan,1,5.5,0,0,0.0,5.5
2021_22,24,Terracciano,Fiorentina,Torino,1,6.5,-3,0,0.0,3.5
2021_22,24,Biraghi,Fiorentina,Torino,1,5.0,0,0,0.0,5.0
2021_22,24,Milenkovic,Fiorentina,Torino,1,5.5,0,0,0.0,5.5
2021_22,24,Venuti,Fiorentina,Torino,1,5.5,0,0,0.0,5.5
2021_22,24,Nastasic,Fiorentina,Torino,1,4.5,0,0,0.0,4.5
2021_22,24,Bonaventura,Fiorentina,Torino,1,5.5,0,0,0.5,5.0
2021_22,24,Callejon,Fiorentina,Torino,1,5.0,0,0,0.0,5.0
2021_22,24,Duncan,Fiorentina,Torino,1,5.0,0,0,0.0,5.0
2021_22,24,Torreira,Fiorentina,Torino,1,5.0,0,0,1.0,4.0
2021_22,24,Sottil,Fiorentina,Torino,1,6.5,0,0,0.0,6.5
2021_22,24,Castrovilli,Fiorentina,Torino,1,5.5,0,0,0.0,5.5
2021_22,24,Ikone',Fiorentina,Torino,1,6.0,0,0,0.0,6.0
2021_22,24,Piatek,Fiorentina,Torino,1,6.0,0,0,0.0,6.0
2021_22,24,Gonzalez N.,Fiorentina,Torino,1,5.5,0,0,0.0,5.5
2021_22,24,Cabral,Fiorentina,Torino,1,5.5,0,0,0.0,5.5
2021_22,24,Sirigu,Genoa,Napoli,1,6.0,0,0,0.0,6.0
2021_22,24,Maksimovic,Genoa,Napoli,1,6.0,0,0,0.0,6.0
2021_22,24,Bani,Genoa,Napoli,1,6.5,0,0,0.0,6.5
2021_22,24,Vanheusden,Genoa,Napoli,1,6.5,0,0,0.5,6.0
2021_22,24,Vasquez,Genoa,Napoli,1,6.0,0,0,0.5,5.5
2021_22,24,Hefti,Genoa,Napoli,1,6.0,0,0,0.0,6.0
2021_22,24,Ostigard,Genoa,Napoli,1,4.5,0,0,1.0,3.5
2021_22,24,Badelj,Genoa,Napoli,1,6.5,0,0,0.0,6.5
2021_22,24,Sturaro,Genoa,Napoli,1,6.5,0,0,0.0,6.5
2021_22,24,Melegoni,Genoa,Napoli,1,6.0,0,0,0.0,6.0
2021_22,24,Portanova,Genoa,Napoli,1,6.5,0,0,0.0,6.5
2021_22,24,Amiri,Genoa,Napoli,1,6.0,0,0,0.0,6.0
2021_22,24,Destro,Genoa,Napoli,1,5.0,0,0,0.0,5.0
2021_22,24,Piccoli,Genoa,Napoli,1,6.0,0,0,0.0,6.0
2021_22,24,Ekuban,Genoa,Napoli,1,6.0,0,0,0.0,6.0
2021_22,24,Yeboah,Genoa,Napoli,1,5.5,0,0,0.0,5.5
2021_22,24,Handanovic,Inter,Sassuolo,0,5.5,-2,0,0.0,3.5
2021_22,24,Dimarco,Inter,Sassuolo,0,5.5,0,0,0.0,5.5
2021_22,24,De Vrij,Inter,Sassuolo,0,5.0,0,0,0.0,5.0
2021_22,24,Skriniar,Inter,Sassuolo,0,5.5,0,0,0.5,5.0
2021_22,24,Bastoni,Inter,Sassuolo,0,6.5,0,0,0.0,6.5
2021_22,24,Dumfries,Inter,Sassuolo,0,6.0,0,0,0.0,6.0
2021_22,24,Brozovic,Inter,Sassuolo,0,6.5,0,0,0.0,6.5
2021_22,24,Perisic,Inter,Sassuolo,0,7.5,1,0,0.0,10.5
2021_22,24,Barella,Inter,Sassuolo,0,6.0,0,0,0.0,6.0
2021_22,24,Calhanoglu,Inter,Sassuolo,0,6.5,0,1,0.5,7.0
2021_22,24,Vidal,Inter,Sassuolo,0,6.0,0,0,0.0,6.0
2021_22,24,Dzeko,Inter,Sassuolo,0,6.0,0,0,0.0,6.0
2021_22,24,Sanchez,Inter,Sassuolo,0,5.0,0,0,0.0,5.0
2021_22,24,Martinez L.,Inter,Sassuolo,0,5.5,0,0,0.0,5.5
2021_22,24,Szczesny,Juventus,Lazio,1,6.0,0,0,0.0,6.0
2021_22,24,Chiellini,Juventus,Lazio,1,6.5,0,0,0.0,6.5
2021_22,24,Rugani,Juventus,Lazio,1,6.0,0,0,0.0,6.0
2021_22,24,De Sciglio,Juventus,Lazio,1,6.0,0,0,0.0,6.0
2021_22,24,Cuadrado,Juventus,Lazio,1,6.0,0,0,0.0,6.0
2021_22,24,Danilo,Juventus,Lazio,1,6.5,0,0,0.0,6.5
2021_22,24,De Ligt,Juventus,Lazio,1,6.5,0,0,0.0,6.5
2021_22,24,Rabiot,Juventus,Lazio,1,6.5,0,0,0.0,6.5
2021_22,24,Zakaria,Juventus,Lazio,1,7.0,1,0,0.0,10.0
2021_22,24,Arthur,Juventus,Lazio,1,6.0,0,0,0.0,6.0
2021_22,24,Dybala,Juventus,Lazio,1,6.5,0,1,0.0,7.5
2021_22,24,Morata,Juventus,Lazio,1,7.0,0,1,0.5,7.5
2021_22,24,Vlahovic,Juventus,Lazio,1,7.0,1,0,0.0,10.0
2021_22,24,Strakosha,Lazio,Juventus,0,6.5,0,0,0.5,6.0
2021_22,24,Hysaj,Lazio,Juventus,0,6.0,0,0,0.0,6.0
2021_22,24,Patric,Lazio,Juventus,0,6.5,0,1,0.5,7.0
2021_22,24,Marusic,Lazio,Juventus,0,6.0,0,0,0.0,6.0
2021_22,24,Lazzari,Lazio,Juventus,0,5.5,0,0,0.5,5.0
2021_22,24,Luiz Felipe,Lazio,Juventus,0,6.5,0,0,0.0,6.5
2021_22,24,Cataldi,Lazio,Juventus,0,6.0,0,0,0.0,6.0
2021_22,24,Felipe Anderson,Lazio,Juventus,0,6.0,0,0,0.0,6.0
2021_22,24,Zaccagni,Lazio,Juventus,0,7.5,0,1,0.0,8.5
2021_22,24,Milinkovic-Savic,Lazio,Juventus,0,7.0,1,0,0.0,10.0
2021_22,24,Luis Alberto,Lazio,Juventus,0,6.5,0,0,0.0,6.5
2021_22,24,Lucas Leiva,Lazio,Juventus,0,6.0,0,0,0.5,5.5
2021_22,24,Basic,Lazio,Juventus,0,6.0,0,0,0.0,6.0
2021_22,24,Immobile,Lazio,Juventus,0,7.5,1,0,0.0,10.5
2021_22,24,Pedro,Lazio,Juventus,0,5.5,0,0,0.5,5.0
2021_22,24,Maignan,Milan,Como,1,7.5,-1,0,0.0,6.5
2021_22,24,Calabria,Milan,Como,1,6.0,0,1,0.0,7.0
2021_22,24,Romagnoli,Milan,Como,1,6.0,0,0,0.5,5.5
2021_22,24,Hernandez T.,Milan,Como,1,5.5,0,0,1.0,4.5
2021_22,24,Kalulu,Milan,Como,1,6.5,0,0,0.0,6.5
2021_22,24,Kessie',Milan,Como,1,5.5,0,0,0.0,5.5
2021_22,24,Bennacer,Milan,Como,1,6.5,0,0,0.5,6.0
2021_22,24,Tonali,Milan,Como,1,6.5,0,0,0.0,6.5
2021_22,24,Diaz B.,Milan,Como,1,6.5,0,0,0.5,6.0
2021_22,24,Saelemaekers,Milan,Como,1,5.5,0,0,0.0,5.5
2021_22,24,Messias,Milan,Como,1,5.5,0,0,0.0,5.5
2021_22,24,Giroud,Milan,Como,1,8.0,2,0,0.0,14.0
2021_22,24,Rafael Leao,Milan,Como,1,5.5,0,0,0.0,5.5
2021_22,24,Ospina,Napoli,Genoa,0,6.5,0,0,0.0,6.5
2021_22,24,Mario Rui,Napoli,Genoa,0,5.5,0,0,0.5,5.0
2021_22,24,Juan Jesus,Napoli,Genoa,0,6.0,0,0,0.0,6.0
2021_22,24,Di Lorenzo,Napoli,Genoa,0,6.0,0,0,0.0,6.0
2021_22,24,Rrahmani,Napoli,Genoa,0,6.0,0,0,0.0,6.0
2021_22,24,Zielinski,Napoli,Genoa,0,6.0,0,0,0.0,6.0
2021_22,24,Ruiz,Napoli,Genoa,0,6.0,0,0,0.0,6.0
2021_22,24,Lobotka,Napoli,Genoa,0,6.5,0,0,0.5,6.0
2021_22,24,Petagna,Napoli,Genoa,0,6.5,1,0,0.0,9.5
2021_22,24,Insigne,Napoli,Genoa,0,5.5,0,0,0.0,5.5
2021_22,24,Politano,Napoli,Genoa,0,6.5,0,1,0.0,7.5
2021_22,24,Osimhen,Napoli,Genoa,0,7.0,1,0,0.0,10.0
2021_22,24,Rui Patricio,Roma,Cagliari,1,6.0,0,0,0.0,6.0
2021_22,24,Karsdorp,Roma,Cagliari,1,6.5,0,0,0.0,6.5
2021_22,24,Mancini,Roma,Cagliari,1,6.0,0,0,0.5,5.5
2021_22,24,Maitland-Niles,Roma,Cagliari,1,5.5,0,0,0.0,5.5
2021_22,24,Smalling,Roma,Cagliari,1,6.5,0,0,0.0,6.5
2021_22,24,Ibanez,Roma,Cagliari,1,6.5,0,0,0.0,6.5
2021_22,24,Cristante,Roma,Cagliari,1,5.5,0,0,0.0,5.5
2021_22,24,Veretout,Roma,Cagliari,1,6.0,0,0,0.0,6.0
2021_22,24,Mkhitaryan,Roma,Cagliari,1,6.0,0,0,0.0,6.0
2021_22,24,Zaniolo,Roma,Cagliari,1,5.5,0,0,1.0,4.5
2021_22,24,Oliveira,Roma,Cagliari,1,5.5,0,0,0.0,5.5
2021_22,24,El Shaarawy,Roma,Cagliari,1,6.0,0,0,0.0,6.0
2021_22,24,Abraham,Roma,Cagliari,1,5.5,0,0,0.5,5.0
2021_22,24,Afena-Gyan,Roma,Cagliari,1,6.0,0,0,0.0,6.0
2021_22,24,Sepe,Salernitana,Empoli,1,6.0,-2,0,0.0,4.0
2021_22,24,Radovanovic,Salernitana,Empoli,1,5.5,0,0,0.5,5.0
2021_22,24,Fazio,Salernitana,Empoli,1,5.0,0,0,0.5,4.5
2021_22,24,Ranieri L.,Salernitana,Empoli,1,5.5,0,0,0.0,5.5
2021_22,24,Dragusin,Salernitana,Empoli,1,6.0,0,0,0.0,6.0
2021_22,24,Mazzocchi,Salernitana,Empoli,1,6.5,0,0,0.0,6.5
2021_22,24,Perotti,Salernitana,Empoli,1,6.0,0,0,0.0,6.0
2021_22,24,Verdi,Salernitana,Empoli,1,7.5,2,0,0.0,13.5
2021_22,24,Kastanos,Salernitana,Empoli,1,5.5,0,0,0.0,5.5
2021_22,24,Coulibaly L.,Salernitana,Empoli,1,5.5,0,0,0.0,5.5
2021_22,24,Bohinen,Salernitana,Empoli,1,5.5,0,0,0.0,5.5
2021_22,24,Ribery,Salernitana,Empoli,1,5.5,0,0,0.0,5.5
2021_22,24,Djuric,Salernitana,Empoli,1,6.0,0,0,0.0,6.0
2021_22,24,Mousset,Salernitana,Empoli,1,5.0,0,0,0.5,4.5
2021_22,24,Mikael,Salernitana,Empoli,1,6.0,0,0,0.0,6.0
2021_22,24,Falcone,Sampdoria,Lazio,0,7.0,0,0,0.5,6.5
2021_22,24,Conti,Sampdoria,Lazio,0,7.0,1,0,0.0,10.0
2021_22,24,Ferrari A.,Sampdoria,Lazio,0,6.5,0,0,0.0,6.5
2021_22,24,Murru,Sampdoria,Lazio,0,6.0,0,0,0.0,6.0
2021_22,24,Bereszynski,Sampdoria,Lazio,0,6.5,0,0,0.0,6.5
2021_22,24,Colley,Sampdoria,Lazio,0,7.0,0,0,0.0,7.0
2021_22,24,Augello,Sampdoria,Lazio,0,6.0,0,0,0.0,6.0
2021_22,24,Rincon,Sampdoria,Lazio,0,6.5,0,0,0.0,6.5
2021_22,24,Candreva,Sampdoria,Lazio,0,8.0,1,2,0.5,12.5
2021_22,24,Sensi,Sampdoria,Lazio,0,7.0,1,0,0.0,10.0
2021_22,24,Vieira,Sampdoria,Lazio,0,6.0,0,0,0.0,6.0
2021_22,24,Thorsby,Sampdoria,Lazio,0,6.5,0,0,0.0,6.5
2021_22,24,Gabbiadini,Sampdoria,Lazio,0,6.0,0,0,0.0,6.0
2021_22,24,Caputo,Sampdoria,Lazio,0,7.0,1,0,0.0,10.0
2021_22,24,Supryaga,Sampdoria,Lazio,0,5.5,0,0,0.0,5.5
2021_22,24,Consigli,Sassuolo,Inter,1,5.0,-4,0,0.0,1.0
2021_22,24,Chiriches,Sassuolo,Inter,1,5.0,0,0,0.0,5.0
2021_22,24,Ferrari G.,Sassuolo,Inter,1,5.0,0,0,0.0,5.0
2021_22,24,Muldur,Sassuolo,Inter,1,5.0,0,0,0.0,5.0
2021_22,24,Kyriakopoulos,Sassuolo,Inter,1,4.5,0,0,0.0,4.5
2021_22,24,Frattesi,Sassuolo,Inter,1,5.5,0,0,0.0,5.5
2021_22,24,Traore' Hj.,Sassuolo,Inter,1,6.0,0,0,0.0,6.0
2021_22,24,Lopez M.,Sassuolo,Inter,1,5.5,0,0,0.0,5.5
2021_22,24,Matheus Henrique,Sassuolo,Inter,1,6.0,0,0,0.0,6.0
2021_22,24,Harroui,Sassuolo,Inter,1,5.5,0,0,0.0,5.5
2021_22,24,Berardi,Sassuolo,Inter,1,6.0,0,0,0.0,6.0
2021_22,24,Defrel,Sassuolo,Inter,1,5.5,0,0,0.0,5.5
2021_22,24,Scamacca,Sassuolo,Inter,1,5.0,0,0,0.5,4.5
2021_22,24,Raspadori,Sassuolo,Inter,1,6.0,0,0,0.5,5.5
2021_22,24,Provedel,Spezia,Udinese,0,6.0,-2,0,0.0,4.0
2021_22,24,Sala,Spezia,Udinese,0,5.5,0,0,0.0,5.5
2021_22,24,Reca,Spezia,Udinese,0,5.5,0,0,0.0,5.5
2021_22,24,Nikolaou,Spezia,Udinese,0,6.0,0,0,0.0,6.0
2021_22,24,Erlic,Spezia,Udinese,0,6.5,0,0,0.0,6.5
2021_22,24,Amian,Spezia,Udinese,0,5.5,0,0,0.5,5.0
2021_22,24,Kiwior,Spezia,Udinese,0,6.0,0,0,0.5,5.5
2021_22,24,Agudelo,Spezia,Udinese,0,6.5,0,0,0.0,6.5
2021_22,24,Maggiore,Spezia,Udinese,0,5.5,0,0,0.0,5.5
2021_22,24,Nguiamba,Spezia,Udinese,0,6.0,0,0,0.5,5.5
2021_22,24,Verde,Spezia,Udinese,0,7.0,1,0,0.0,10.0
2021_22,24,Manaj,Spezia,Udinese,0,7.0,1,0,0.0,10.0
2021_22,24,Gyasi,Spezia,Udinese,0,6.0,0,0,0.0,6.0
2021_22,24,Nzola,Spezia,Udinese,0,5.5,0,0,0.0,5.5
2021_22,24,Milinkovic-Savic V.,Torino,Fiorentina,0,4.0,-2,0,0.0,2.0
2021_22,24,Rodriguez R.,Torino,Fiorentina,0,6.0,0,0,0.0,6.0
2021_22,24,Buongiorno,Torino,Fiorentina,0,6.5,0,0,0.0,6.5
2021_22,24,Singo,Torino,Fiorentina,0,5.5,0,0,0.5,5.0
2021_22,24,Vojvoda,Torino,Fiorentina,0,6.0,0,0,0.0,6.0
2021_22,24,Zima,Torino,Fiorentina,0,5.5,0,0,0.0,5.5
2021_22,24,Mandragora,Torino,Fiorentina,0,5.0,0,0,1.0,4.0
2021_22,24,Lukic,Torino,Fiorentina,0,6.0,0,0,0.5,5.5
2021_22,24,Praet,Torino,Fiorentina,0,6.0,0,0,0.5,5.5
2021_22,24,Pobega,Torino,Fiorentina,0,6.0,0,0,0.0,6.0
2021_22,24,Sanabria,Torino,Fiorentina,0,5.0,0,0,0.0,5.0
2021_22,24,Pellegri,Torino,Fiorentina,0,6.0,0,0,0.0,6.0
2021_22,24,Brekalo,Torino,Fiorentina,0,5.5,0,0,0.0,5.5
2021_22,24,Silvestri,Udinese,Lecce,0,6.5,0,0,0.0,6.5
2021_22,24,Zeegelaar,Udinese,Lecce,0,6.5,0,0,0.0,6.5
2021_22,24,Rodrigo Becao,Udinese,Lecce,0,6.5,0,0,0.0,6.5
2021_22,24,Mari',Udinese,Lecce,0,6.5,0,0,0.0,6.5
2021_22,24,Molina N.,Udinese,Lecce,0,7.0,1,0,0.0,10.0
2021_22,24,Udogie,Udinese,Lecce,0,6.0,0,0,0.0,6.0
2021_22,24,Soppy,Udinese,Lecce,0,6.0,0,0,0.5,5.5
2021_22,24,Jajalo,Udinese,Lecce,0,6.0,0,0,0.5,5.5
2021_22,24,Arslan,Udinese,Lecce,0,6.0,0,0,0.5,5.5
2021_22,24,Makengo,Udinese,Lecce,0,6.0,0,0,0.0,6.0
2021_22,24,Pussetto,Udinese,Lecce,0,7.0,1,0,0.0,10.0
2021_22,24,Success,Udinese,Lecce,0,6.0,0,0,0.0,6.0
2021_22,24,Beto,Udinese,Lecce,0,6.0,0,0,0.0,6.0
2021_22,24,Lezzerini,Venezia,Roma,1,6.0,-2,0,0.0,4.0
2021_22,24,Caldara,Venezia,Roma,1,5.5,0,0,0.0,5.5
2021_22,24,Ampadu,Venezia,Roma,1,6.0,0,0,0.0,6.0
2021_22,24,Ceccaroni,Venezia,Roma,1,6.0,0,0,0.5,5.5
2021_22,24,Ebuehi,Venezia,Roma,1,4.5,0,0,1.0,3.5
2021_22,24,Haps,Venezia,Roma,1,6.0,0,0,0.0,6.0
2021_22,24,Aramu,Venezia,Roma,1,6.0,0,0,0.0,6.0
2021_22,24,Cuisance,Venezia,Roma,1,6.0,0,0,0.0,6.0
2021_22,24,Crnigoj,Venezia,Roma,1,5.5,0,0,0.0,5.5
2021_22,24,Fiordilino,Venezia,Roma,1,6.0,0,0,0.0,6.0
2021_22,24,Busio,Venezia,Roma,1,6.0,0,0,0.5,5.5
2021_22,24,Nani,Venezia,Roma,1,5.5,0,0,0.0,5.5
2021_22,24,Johnsen,Venezia,Roma,1,5.0,0,0,0.0,5.0
2021_22,24,Okereke,Venezia,Roma,1,6.0,0,0,0.0,6.0
2021_22,24,Henry,Venezia,Roma,1,5.5,0,0,0.0,5.5
2021_22,24,Nsame,Venezia,Roma,1,6.0,0,0,0.0,6.0
2021_22,24,Montipo',Verona,Pisa,1,6.0,-2,0,0.0,4.0
2021_22,24,Ceccherini,Verona,Pisa,1,5.5,0,0,0.0,5.5
2021_22,24,Depaoli,Verona,Pisa,1,5.5,0,0,0.5,5.0
2021_22,24,Retsos,Verona,Pisa,1,6.0,0,0,0.0,6.0
2021_22,24,Gunter,Verona,Pisa,1,5.5,0,0,0.0,5.5
2021_22,24,Casale,Verona,Pisa,1,4.5,0,0,0.0,4.5
2021_22,24,Lazovic,Verona,Pisa,1,6.0,0,0,0.0,6.0
2021_22,24,Bessa,Verona,Pisa,1,5.5,0,0,0.0,5.5
2021_22,24,Miguel Veloso,Verona,Pisa,1,5.0,0,0,0.0,5.0
2021_22,24,Barak,Verona,Pisa,1,5.5,0,0,0.0,5.5
2021_22,24,Tameze,Verona,Pisa,1,6.0,0,0,0.0,6.0
2021_22,24,Ilic,Verona,Pisa,1,5.0,0,0,0.0,5.0
2021_22,24,Lasagna,Verona,Pisa,1,5.5,0,0,0.0,5.5
2021_22,24,Kalinic,Verona,Pisa,1,6.0,0,0,0.0,6.0
2021_22,25,Sportiello,Atalanta,Lazio,0,6.5,-1,0,0.0,5.5
2021_22,25,Zappacosta,Atalanta,Lazio,0,6.0,0,0,0.0,6.0
2021_22,25,Toloi,Atalanta,Lazio,0,6.0,0,0,0.0,6.0
2021_22,25,Djimsiti,Atalanta,Lazio,0,6.0,0,0,0.5,5.5
2021_22,25,Hateboer,Atalanta,Lazio,0,5.0,0,0,0.5,4.5
2021_22,25,Demiral,Atalanta,Lazio,0,7.0,0,0,0.0,7.0
2021_22,25,Maehle,Atalanta,Lazio,0,6.0,0,0,0.0,6.0
2021_22,25,De Roon,Atalanta,Lazio,0,6.0,0,0,0.0,6.0
2021_22,25,Freuler,Atalanta,Lazio,0,6.5,0,0,0.0,6.5
2021_22,25,Malinovskyi,Atalanta,Lazio,0,7.5,1,0,0.0,10.5
2021_22,25,Koopmeiners,Atalanta,Lazio,0,7.0,0,0,0.0,7.0
2021_22,25,Muriel,Atalanta,Lazio,0,5.0,0,0,0.0,5.0
2021_22,25,Boga,Atalanta,Lazio,0,6.0,0,0,0.0,6.0
2021_22,25,Skorupski,Bologna,Torino,0,6.0,-3,0,0.0,3.0
2021_22,25,Bonifazi,Bologna,Torino,0,5.5,0,0,0.0,5.5
2021_22,25,Dijks,Bologna,Torino,0,5.0,0,0,0.0,5.0
2021_22,25,Soumaoro,Bologna,Torino,0,4.5,0,0,0.0,4.5
2021_22,25,Hickey,Bologna,Torino,0,5.5,0,0,0.0,5.5
2021_22,25,Theate,Bologna,Torino,0,5.5,0,0,0.0,5.5
2021_22,25,Kasius,Bologna,Torino,0,6.0,0,0,0.0,6.0
2021_22,25,Medel,Bologna,Torino,0,5.5,0,0,0.5,5.0
2021_22,25,Vignato,Bologna,Torino,0,6.0,0,0,0.0,6.0
2021_22,25,Orsolini,Bologna,Torino,0,5.0,0,0,0.0,5.0
2021_22,25,Soriano,Bologna,Torino,0,5.0,0,0,0.0,5.0
2021_22,25,Svanberg,Bologna,Torino,0,5.5,0,0,0.5,5.0
2021_22,25,Schouten,Bologna,Torino,0,5.0,0,0,0.0,5.0
2021_22,25,Aebischer,Bologna,Torino,0,6.0,0,0,0.0,6.0
2021_22,25,Barrow,Bologna,Torino,0,6.0,0,0,0.0,6.0
2021_22,25,Arnautovic,Bologna,Torino,0,5.5,0,0,0.0,5.5
2021_22,25,Cragno,Cagliari,Lecce,1,6.0,-1,0,0.0,5.0
2021_22,25,Goldaniga,Cagliari,Lecce,1,6.0,0,0,0.0,6.0
2021_22,25,Ceppitelli,Cagliari,Lecce,1,6.0,0,0,0.0,6.0
2021_22,25,Dalbert,Cagliari,Lecce,1,6.0,0,0,0.0,6.0
2021_22,25,Lykogiannis,Cagliari,Lecce,1,5.5,0,0,0.0,5.5
2021_22,25,Bellanova,Cagliari,Lecce,1,6.0,0,0,0.0,6.0
2021_22,25,Lovato,Cagliari,Lecce,1,6.0,0,0,0.0,6.0
2021_22,25,Altare,Cagliari,Lecce,1,6.0,0,0,0.0,6.0
2021_22,25,Obert,Cagliari,Lecce,1,5.0,0,0,0.0,5.0
2021_22,25,Grassi,Cagliari,Lecce,1,6.0,0,0,0.0,6.0
2021_22,25,Baselli,Cagliari,Lecce,1,6.0,0,0,0.0,6.0
2021_22,25,Pereiro,Cagliari,Lecce,1,6.5,0,0,0.0,6.5
2021_22,25,Marin,Cagliari,Lecce,1,5.5,0,0,0.5,5.0
2021_22,25,Pavoletti,Cagliari,Lecce,1,7.0,1,0,0.0,10.0
2021_22,25,Joao Pedro,Cagliari,Lecce,1,5.5,0,0,0.5,5.0
2021_22,25,Vicario,Empoli,Udinese,0,6.5,-1,0,0.0,5.5
2021_22,25,Romagnoli S.,Empoli,Udinese,0,6.5,0,0,0.0,6.5
2021_22,25,Parisi,Empoli,Udinese,0,6.0,0,0,0.0,6.0
2021_22,25,Stojanovic,Empoli,Udinese,0,6.0,0,0,0.5,5.5
2021_22,25,Viti,Empoli,Udinese,0,6.0,0,0,0.0,6.0
2021_22,25,Benassi,Empoli,Udinese,0,6.0,0,0,0.0,6.0
2021_22,25,Bandinelli,Empoli,Udinese,0,6.0,0,0,0.0,6.0
2021_22,25,Zurkowski,Empoli,Udinese,0,6.0,0,0,0.0,6.0
2021_22,25,Henderson L.,Empoli,Udinese,0,5.5,0,0,0.0,5.5
2021_22,25,Bajrami,Empoli,Udinese,0,6.5,0,1,0.0,7.5
2021_22,25,Asllani,Empoli,Udinese,0,6.0,0,0,0.0,6.0
2021_22,25,Pinamonti,Empoli,Udinese,0,7.0,1,0,0.0,10.0
2021_22,25,Cutrone,Empoli,Udinese,0,5.5,0,0,0.0,5.5
2021_22,25,Terracciano,Fiorentina,Como,0,6.0,-1,0,0.0,5.0
2021_22,25,Biraghi,Fiorentina,Como,0,6.0,0,0,0.0,6.0
2021_22,25,Milenkovic,Fiorentina,Como,0,6.0,0,0,0.0,6.0
2021_22,25,Odriozola,Fiorentina,Como,0,6.5,0,0,0.0,6.5
2021_22,25,Igor,Fiorentina,Como,0,6.0,0,0,0.0,6.0
2021_22,25,Saponara,Fiorentina,Como,0,6.0,0,0,0.0,6.0
2021_22,25,Duncan,Fiorentina,Como,0,5.5,0,0,0.0,5.5
