league,season,team,player,nationality,position,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles,dribbles_completed,dribbles_completed_pct,dribbles_tackled,dribbles_tackled_pct,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
ITA-Serie A,2324,Juventus,Timothy Weah,USA,"DF,FW",23,2000,14.0,714,22,141,304,273,27,714,13,5,38.5,5,38.5,423,2793,1208,35,19,8,15,10,487,84
ITA-Serie A,2324,Juventus,Weston McKennie,USA,"MF,DF",24,1998,28.8,1457,92,310,601,559,69,1457,53,18,34.0,29,54.7,732,3889,2061,64,39,8,38,19,884,176
ITA-Serie A,2324,Juventus,Wojciech Szczęsny,POL,GK,33,1990,35.0,1070,855,1062,8,0,0,1070,1,1,100.0,0,0.0,660,4408,2908,0,0,0,1,0,546,0
ITA-Serie A,2324,Lazio,Adam Marušić,MNE,DF,30,1992,34.4,2103,102,695,1028,391,22,2103,32,14,43.8,14,43.8,979,4378,2368,35,31,3,24,5,1334,108
ITA-Serie A,2324,Lazio,Alessio Romagnoli,ITA,DF,28,1995,26.8,1995,276,973,992,36,18,1995,1,0,0.0,1,100.0,981,4361,2024,7,2,0,9,0,1347,2
ITA-Serie A,2324,Lazio,Christos Mandas,GRE,GK,21,2001,8.0,286,237,282,4,0,0,286,2,2,100.0,0,0.0,174,939,498,0,0,0,0,0,163,0
ITA-Serie A,2324,Lazio,Ciro Immobile,ITA,FW,33,1990,18.4,655,14,44,267,350,115,651,27,8,29.6,19,70.4,328,1505,539,19,13,14,52,14,499,123
ITA-Serie A,2324,Lazio,Daichi Kamada,JPN,MF,26,1996,17.2,1109,19,171,629,316,57,1109,23,14,60.9,7,30.4,627,3349,1676,40,30,18,25,15,847,78
ITA-Serie A,2324,Lazio,Danilo Cataldi,ITA,MF,28,1994,15.1,1040,42,219,691,139,0,1040,8,6,75.0,2,25.0,491,2369,1020,9,9,0,9,6,719,7
ITA-Serie A,2324,Lazio,Elseid Hysaj,ALB,DF,29,1994,13.3,967,45,310,496,166,8,967,8,2,25.0,6,75.0,483,2815,1444,27,23,1,12,8,619,41
ITA-Serie A,2324,Lazio,Felipe Anderson,BRA,"FW,MF",30,1993,30.8,1756,43,252,792,742,93,1756,107,43,40.2,54,50.5,897,5493,2896,108,62,26,65,32,1304,226
ITA-Serie A,2324,Lazio,Gustav Isaksen,DEN,FW,22,2001,11.9,465,6,53,170,253,51,465,43,15,34.9,23,53.5,293,2056,969,36,21,14,38,19,348,95
ITA-Serie A,2324,Lazio,Ivan Provedel,ITA,GK,29,1994,30.0,1092,925,1075,17,0,0,1092,2,1,50.0,1,50.0,614,3186,1775,0,0,0,1,0,603,0
ITA-Serie A,2324,Lazio,Luca Pellegrini,ITA,DF,24,1999,8.7,613,20,197,275,150,7,613,28,14,50.0,12,42.9,292,1638,983,18,8,2,10,6,351,30
ITA-Serie A,2324,Lazio,Luis Alberto,ESP,MF,30,1992,25.7,1904,23,231,1004,690,61,1904,45,25,55.6,16,35.6,1018,5303,3192,83,62,10,33,24,1383,124
ITA-Serie A,2324,Lazio,Manuel Lazzari,ITA,DF,29,1993,18.6,1138,30,325,541,283,18,1138,24,11,45.8,10,41.7,609,4072,2553,73,53,6,19,5,727,104
ITA-Serie A,2324,Lazio,Mario Gila,ESP,DF,22,2000,20.1,1486,149,602,797,103,10,1486,15,9,60.0,4,26.7,875,4688,2725,21,26,0,11,6,1035,12
ITA-Serie A,2324,Lazio,Mattia Zaccagni,ITA,"FW,MF",28,1995,21.7,1164,19,129,492,571,79,1164,114,54,47.4,37,32.5,781,5644,3016,88,64,30,48,38,910,209
ITA-Serie A,2324,Lazio,Mattéo Guendouzi,FRA,MF,24,1999,26.3,1323,39,246,754,337,44,1323,22,7,31.8,13,59.1,722,4140,1958,46,33,4,25,13,975,79
ITA-Serie A,2324,Lazio,Matías Vecino,URU,MF,31,1991,12.8,909,28,177,555,183,42,909,14,10,71.4,4,28.6,453,2292,1139,16,17,2,19,1,663,43
ITA-Serie A,2324,Lazio,Nicolò Casale,ITA,DF,25,1998,17.3,1155,144,515,615,32,8,1155,4,2,50.0,0,0.0,646,3798,2210,20,9,1,2,1,808,4
ITA-Serie A,2324,Lazio,Nicolò Rovella,ITA,MF,21,2001,14.6,1157,49,316,723,131,3,1157,18,10,55.6,7,38.9,575,3079,1311,21,11,1,18,11,787,11
ITA-Serie A,2324,Lazio,Patric,ESP,DF,30,1993,17.9,1295,109,593,651,55,7,1295,0,0,,0,,791,3786,2229,3,4,0,4,0,983,12
ITA-Serie A,2324,Lazio,Pedro,ESP,"FW,MF",36,1987,9.1,551,4,60,297,203,25,551,32,14,43.8,14,43.8,334,2084,917,31,30,4,29,17,442,81
ITA-Serie A,2324,Lazio,Valentín Castellanos,ARG,FW,24,1998,18.7,679,16,47,325,316,106,679,38,11,28.9,25,65.8,305,1337,466,15,13,7,54,22,490,132
ITA-Serie A,2324,Lecce,Ahmed Touba,ALG,DF,25,1998,3.1,176,35,106,67,5,1,176,0,0,,0,,81,409,217,0,2,0,1,0,84,1
ITA-Serie A,2324,Lecce,Alexis Blin,FRA,MF,26,1996,18.2,946,53,260,580,112,16,946,10,5,50.0,5,50.0,497,2042,968,7,8,0,5,11,547,11
ITA-Serie A,2324,Lecce,Antonino Gallo,ITA,DF,23,2000,27.7,1660,84,568,720,396,22,1660,42,19,45.2,20,47.6,803,4729,2861,69,53,12,27,13,848,101
ITA-Serie A,2324,Lecce,Federico Baschirotto,ITA,DF,26,1996,36.6,2093,322,1172,876,53,24,2093,0,0,,0,,1138,6160,3312,28,9,0,12,4,1291,3
ITA-Serie A,2324,Lecce,Federico Di Francesco,ITA,"FW,MF",29,1994,0.2,15,0,2,8,5,3,15,1,0,0.0,1,100.0,9,65,18,1,0,0,0,0,9,3
ITA-Serie A,2324,Lecce,Gabriel Strefezza,BRA,FW,26,1997,12.4,561,11,61,234,279,21,560,35,15,42.9,15,42.9,369,2365,1141,34,37,4,24,24,385,81
ITA-Serie A,2324,Lecce,Hamza Rafia,TUN,MF,24,1999,13.4,685,16,108,385,198,12,685,30,12,40.0,14,46.7,401,1623,610,15,12,3,29,22,452,37
ITA-Serie A,2324,Lecce,Jeppe Corfitzen,DEN,FW,18,2004,0.1,6,0,0,3,3,0,6,0,0,,0,,4,28,18,1,1,0,1,0,4,0
ITA-Serie A,2324,Lecce,Joan Gonzàlez,ESP,MF,21,2002,14.3,607,17,127,334,158,19,607,31,19,61.3,9,29.0,336,1835,889,25,22,4,26,11,378,41
ITA-Serie A,2324,Lecce,Lameck Banda,ZAM,FW,22,2001,15.0,604,2,76,231,316,62,604,99,42,42.4,50,50.5,415,3502,1778,71,34,35,57,29,404,136
ITA-Serie A,2324,Lecce,Lorenzo Venuti,ITA,DF,28,1995,4.0,248,18,81,132,38,2,248,3,2,66.7,0,0.0,123,630,344,7,6,1,1,0,144,15
ITA-Serie A,2324,Lecce,Marcin Listkowski,POL,FW,25,1998,0.1,5,0,1,3,1,0,5,0,0,,0,,4,15,4,0,0,0,1,0,4,0
ITA-Serie A,2324,Lecce,Marin Pongračić,CRO,DF,25,1997,35.8,2191,322,1143,1018,60,23,2191,23,15,65.2,4,17.4,1325,10043,5791,45,18,1,15,3,1325,7
ITA-Serie A,2324,Lecce,Medon Berisha,ALB,"FW,MF",19,2003,2.3,111,3,23,72,19,3,111,5,1,20.0,2,40.0,72,375,123,3,2,0,2,2,86,3
ITA-Serie A,2324,Lecce,Mohamed Kaba,FRA,MF,21,2001,15.3,609,18,114,345,162,22,609,26,14,53.8,8,30.8,327,1751,755,14,13,3,39,21,372,32
ITA-Serie A,2324,Lecce,Nicola Sansone,ITA,"FW,MF",31,1991,8.5,372,4,48,170,159,26,372,24,11,45.8,11,45.8,220,1440,689,15,10,6,7,18,261,75
ITA-Serie A,2324,Lecce,Nikola Krstović,MNE,FW,23,2000,26.4,865,30,59,429,388,129,862,61,29,47.5,26,42.6,484,2127,846,32,21,17,102,39,642,126
ITA-Serie A,2324,Lecce,Patrick Dorgu,DEN,"DF,MF",18,2004,17.4,949,57,263,431,265,32,949,38,15,39.5,16,42.1,534,2886,1457,37,34,4,41,20,567,86
ITA-Serie A,2324,Lecce,Pontus Almqvist,SWE,"FW,MF",24,1999,23.4,779,11,105,332,360,80,779,93,37,39.8,43,46.2,505,4048,1930,72,47,35,59,39,558,137
ITA-Serie A,2324,Lecce,Rareș-Cătălin Burnete,ROU,FW,19,2004,0.1,4,0,0,2,2,1,4,0,0,,0,,2,6,0,0,0,0,2,0,3,2
ITA-Serie A,2324,Lecce,Remi Oudin,FRA,"MF,FW",26,1996,20.2,984,31,148,470,377,28,984,11,4,36.4,7,63.6,467,2113,905,20,21,3,21,20,544,82
ITA-Serie A,2324,Lecce,Roberto Piccoli,ITA,FW,22,2001,15.3,478,15,58,206,223,77,477,34,13,38.2,19,55.9,264,1359,595,25,12,14,49,31,329,72
ITA-Serie A,2324,Lecce,Santiago Pierotti,ARG,"MF,FW",22,2001,2.2,110,0,7,56,50,13,110,11,7,63.6,4,36.4,65,325,93,4,3,4,10,5,74,20
ITA-Serie A,2324,Lecce,Valentin Gendrey,FRA,DF,23,2000,33.8,1727,123,585,808,353,45,1727,34,16,47.1,11,32.4,810,4846,2906,77,32,6,38,20,849,86
ITA-Serie A,2324,Lecce,Wladimiro Falcone,ITA,GK,28,1995,38.0,1251,1114,1247,4,0,0,1251,0,0,,0,,708,4036,2549,0,1,1,1,0,568,0
ITA-Serie A,2324,Lecce,Ylber Ramadani,ALB,MF,27,1996,33.0,1589,75,434,958,232,6,1589,40,23,57.5,14,35.0,846,4605,1919,36,32,0,35,25,890,14
ITA-Serie A,2324,Milan,Alessandro Florenzi,ITA,DF,32,1991,19.2,1449,62,403,699,354,19,1449,13,1,7.7,11,84.6,816,4084,2195,29,28,1,17,5,916,50
ITA-Serie A,2324,Milan,Antonio Mirante,ITA,GK,40,1983,2.0,59,48,57,2,0,0,59,0,0,,0,,33,128,84,0,0,0,0,0,31,0
ITA-Serie A,2324,Milan,Chaka Traorè,CIV,FW,18,2004,0.2,16,0,4,6,6,1,16,0,0,,0,,9,57,44,2,1,1,0,1,10,2
ITA-Serie A,2324,Milan,Christian Pulisic,USA,"FW,MF",24,1998,28.9,1389,15,113,588,709,128,1389,122,47,38.5,54,44.3,995,7489,3876,131,62,46,70,33,1112,293
ITA-Serie A,2324,Milan,Davide Bartesaghi,ITA,"DF,MF",17,2005,0.9,51,8,25,18,8,0,51,1,0,0.0,1,100.0,23,157,53,1,3,0,1,2,29,4
ITA-Serie A,2324,Milan,Davide Calabria,ITA,DF,26,1996,24.3,1784,74,512,953,325,26,1784,20,6,30.0,14,70.0,932,4458,2474,31,31,2,19,9,1135,66
ITA-Serie A,2324,Milan,Fikayo Tomori,ENG,DF,25,1997,23.6,1904,219,1015,845,49,17,1904,4,2,50.0,2,50.0,1168,5311,2898,16,13,1,5,0,1364,2
ITA-Serie A,2324,Milan,Filippo Terracciano,ITA,"DF,FW",20,2003,0.8,48,2,13,27,8,0,48,0,0,,0,,33,205,58,0,2,0,1,1,36,1
ITA-Serie A,2324,Milan,Francesco Camarda,ITA,FW,15,2008,0.2,2,0,1,0,1,0,2,1,0,0.0,1,100.0,2,9,0,0,0,0,1,0,1,1
ITA-Serie A,2324,Milan,Ismaël Bennacer,ALG,MF,25,1997,12.8,943,20,158,556,240,15,942,30,17,56.7,10,33.3,554,2959,1211,24,21,3,17,18,687,33
ITA-Serie A,2324,Milan,Jan-Carlo Simic,SRB,DF,18,2005,1.6,76,9,32,40,4,2,76,2,1,50.0,0,0.0,43,245,125,0,0,0,0,0,54,0
ITA-Serie A,2324,Milan,Kevin Zeroli,ITA,MF,18,2005,0.3,10,2,4,4,2,0,10,0,0,,0,,5,26,18,0,0,0,0,1,5,2
ITA-Serie A,2324,Milan,Lapo Nava,ITA,GK,19,2004,0.0,2,2,2,0,0,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0
ITA-Serie A,2324,Milan,Luka Jović,SRB,FW,25,1997,9.7,269,8,19,148,106,36,269,13,7,53.8,6,46.2,154,874,229,6,7,0,21,12,193,47
ITA-Serie A,2324,Milan,Luka Romero,ARG,"FW,MF",18,2004,1.0,48,1,8,23,19,2,48,3,1,33.3,2,66.7,37,261,103,4,2,0,3,2,35,7
ITA-Serie A,2324,Milan,Malick Thiaw,GER,DF,21,2001,18.0,1347,107,608,698,45,11,1347,11,8,72.7,2,18.2,900,4823,2501,15,6,0,7,5,983,1
ITA-Serie A,2324,Milan,Marco Pellegrino,ARG,DF,21,2002,0.8,55,9,33,20,2,1,55,1,0,0.0,1,100.0,41,228,153,1,0,0,0,0,39,0
ITA-Serie A,2324,Milan,Marco Sportiello,ITA,GK,31,1992,7.0,263,199,260,3,0,0,263,0,0,,0,,190,1070,685,0,0,0,0,0,157,0
ITA-Serie A,2324,Milan,Matteo Gabbia,ITA,DF,23,1999,14.2,1035,116,518,482,40,21,1035,2,2,100.0,0,0.0,611,3097,1627,11,4,0,5,2,719,2
ITA-Serie A,2324,Milan,Mattia Caldara,ITA,DF,29,1994,0.4,29,4,10,18,1,1,29,0,0,,0,,14,63,43,0,0,0,0,0,17,0
ITA-Serie A,2324,Milan,Mike Maignan,FRA,GK,28,1995,29.0,1285,960,1281,5,0,0,1285,1,1,100.0,0,0.0,873,4782,3225,0,0,0,1,0,732,0
ITA-Serie A,2324,Milan,Noah Okafor,SUI,"FW,MF",23,2000,9.9,298,7,34,117,154,45,298,32,14,43.8,17,53.1,191,1405,761,29,11,14,24,14,218,66
ITA-Serie A,2324,Milan,Olivier Giroud,FRA,FW,36,1986,26.3,732,30,69,346,319,129,727,11,3,27.3,6,54.5,323,946,340,9,7,4,59,14,506,95
ITA-Serie A,2324,Milan,Pierre Kalulu,FRA,DF,23,2000,4.2,293,18,104,154,35,5,293,2,0,0.0,2,100.0,213,1128,527,6,5,0,3,2,225,11
ITA-Serie A,2324,Milan,Rade Krunić,BIH,MF,29,1993,7.6,497,28,125,318,58,5,497,2,2,100.0,0,0.0,284,1278,556,5,7,0,8,3,334,3
ITA-Serie A,2324,Milan,Rafael Leão,POR,FW,24,1999,27.9,1351,20,75,575,725,179,1351,154,77,50.0,61,39.6,937,7403,4060,160,99,82,66,41,1127,293
ITA-Serie A,2324,Milan,Ruben Loftus-Cheek,ENG,MF,27,1996,23.0,953,27,122,494,356,64,953,56,30,53.6,20,35.7,581,4166,2373,73,63,9,35,22,717,113
ITA-Serie A,2324,Milan,Samuel Chukwueze,NGA,FW,24,1999,11.3,577,5,67,237,278,59,577,62,21,33.9,34,54.8,408,2604,1337,52,27,24,29,15,437,135
ITA-Serie A,2324,Milan,Simon Kjær,DEN,DF,34,1989,13.0,963,96,498,449,20,8,963,0,0,,0,,620,2470,1380,4,4,0,4,1,683,0
ITA-Serie A,2324,Milan,Theo Hernández,FRA,DF,25,1997,31.0,2269,90,581,1191,530,71,2267,81,37,45.7,32,39.5,1467,9362,6104,116,93,13,30,22,1602,124
ITA-Serie A,2324,Milan,Tijjani Reijnders,NED,MF,25,1998,31.3,2022,54,323,1181,533,62,2022,55,35,63.6,17,30.9,1367,9122,4195,88,81,18,40,38,1571,90
ITA-Serie A,2324,Milan,Tommaso Pobega,ITA,MF,24,1999,3.5,186,17,57,102,30,5,186,6,3,50.0,3,50.0,109,507,258,6,4,1,4,3,114,10
ITA-Serie A,2324,Milan,Yacine Adli,FRA,MF,23,2000,15.6,1439,38,262,913,281,8,1439,32,22,68.8,8,25.0,873,4728,2144,30,27,3,18,10,1053,26
ITA-Serie A,2324,Milan,Yunus Musah,USA,"MF,FW",20,2002,16.4,831,27,173,383,291,20,831,47,22,46.8,20,42.6,520,3554,2034,48,39,6,32,15,580,77
ITA-Serie A,2324,Milan,Álex Jiménez,ESP,DF,18,2005,0.8,54,3,17,29,8,1,54,1,0,0.0,0,0.0,30,185,105,2,1,0,0,2,35,3
ITA-Serie A,2324,Monza,Alessandro Sorrentino,ITA,GK,21,2002,6.1,205,174,203,2,0,0,205,1,1,100.0,0,0.0,99,484,301,0,0,0,0,0,102,0
ITA-Serie A,2324,Monza,Alessio Zerbin,ITA,"DF,FW",24,1999,7.6,376,13,88,150,143,18,376,31,13,41.9,16,51.6,206,1423,675,17,19,5,15,7,224,46
ITA-Serie A,2324,Monza,Andrea Carboni,ITA,DF,22,2001,16.5,1148,130,504,516,132,26,1148,6,3,50.0,3,50.0,698,3200,1856,13,13,2,14,2,811,22
ITA-Serie A,2324,Monza,Andrea Colpani,ITA,"MF,FW",24,1999,29.5,1255,23,133,501,641,83,1255,80,28,35.0,40,50.0,826,5437,2472,90,69,27,52,38,938,193
ITA-Serie A,2324,Monza,Andrea Ferraris,ITA,MF,20,2003,0.1,5,0,1,2,2,0,5,0,0,,0,,3,11,9,0,0,0,0,0,3,0
ITA-Serie A,2324,Monza,Armando Izzo,ITA,DF,31,1992,18.3,1389,161,684,641,73,17,1389,1,0,0.0,1,100.0,870,4500,2292,15,7,0,10,2,1035,7
ITA-Serie A,2324,Monza,Daniel Maldini,ITA,"MF,FW",21,2001,3.7,160,2,21,74,71,13,160,19,9,47.4,7,36.8,101,770,419,15,7,7,12,5,123,22
ITA-Serie A,2324,Monza,Danilo D'Ambrosio,ITA,DF,34,1988,17.1,1268,126,564,600,114,23,1268,13,7,53.8,5,38.5,787,3641,1763,12,8,1,12,5,904,25
ITA-Serie A,2324,Monza,Dany Mota,POR,"FW,MF",25,1998,22.8,1028,22,101,434,504,93,1028,49,16,32.7,28,57.1,696,5390,2771,112,82,32,43,30,785,152
ITA-Serie A,2324,Monza,Davide Bettella,ITA,MF,23,2000,0.0,5,0,2,2,1,0,5,0,0,,0,,3,7,0,0,0,0,0,1,4,0
ITA-Serie A,2324,Monza,Gianluca Caprari,ITA,"MF,FW",30,1993,3.2,154,1,18,65,73,11,154,8,3,37.5,5,62.5,112,686,370,11,9,5,9,9,122,16
ITA-Serie A,2324,Monza,Giorgio Cittadini,ITA,DF,21,2002,0.2,8,2,3,4,1,0,8,0,0,,0,,5,41,18,1,0,0,1,0,5,1
ITA-Serie A,2324,Monza,Giorgos Kyriakopoulos,GRE,DF,27,1996,19.0,1241,44,343,523,383,36,1241,32,18,56.3,11,34.4,765,4410,2611,64,37,13,16,10,845,94
ITA-Serie A,2324,Monza,Giulio Donati,ITA,DF,33,1990,0.4,51,0,11,25,15,1,51,0,0,,0,,30,120,58,0,2,0,3,0,39,5
ITA-Serie A,2324,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,30,1992,7.8,348,22,111,187,58,5,348,10,3,30.0,3,30.0,189,1226,591,11,9,1,13,7,215,12
ITA-Serie A,2324,Monza,Lorenzo Colombo,ITA,FW,21,2002,15.1,451,18,32,239,186,65,451,23,12,52.2,11,47.8,287,1275,464,16,9,13,64,29,348,75
ITA-Serie A,2324,Monza,Luca Caldirola,ITA,DF,32,1991,23.8,1546,203,809,678,61,16,1546,2,1,50.0,0,0.0,966,4882,2482,10,5,0,6,1,1146,9
ITA-Serie A,2324,Monza,Matteo Pessina,ITA,MF,26,1997,35.8,2459,89,502,1550,421,31,2454,34,14,41.2,15,44.1,1582,9264,4472,69,66,2,54,18,1773,53
ITA-Serie A,2324,Monza,Michele Di Gregorio,ITA,GK,26,1997,31.9,1439,1210,1426,14,0,0,1439,3,3,100.0,0,0.0,879,4769,2714,0,0,0,2,1,775,0
ITA-Serie A,2324,Monza,Milan Đurić,BIH,FW,33,1990,14.0,381,32,51,227,104,37,381,4,2,50.0,2,50.0,157,458,108,2,2,1,24,14,323,31
ITA-Serie A,2324,Monza,Mirko Marić,CRO,FW,28,1995,3.2,135,4,9,59,69,20,135,4,1,25.0,3,75.0,71,232,91,2,3,1,10,5,106,30
ITA-Serie A,2324,Monza,Pablo Marí,ESP,DF,29,1993,29.1,2007,307,1087,880,44,17,2007,8,5,62.5,2,25.0,1224,5474,2795,2,8,0,8,3,1420,1
ITA-Serie A,2324,Monza,Papu Gómez,ARG,"MF,FW",35,1988,0.5,21,0,1,5,15,1,21,0,0,,0,,13,121,77,2,2,1,0,0,11,1
ITA-Serie A,2324,Monza,Patrick Ciurria,ITA,"DF,MF",28,1995,17.8,1021,39,269,411,350,31,1021,24,9,37.5,11,45.8,597,2981,1581,41,41,9,19,6,711,94
ITA-Serie A,2324,Monza,Pedro Pereira,POR,DF,25,1998,9.3,600,22,164,261,179,15,600,11,5,45.5,4,36.4,361,1501,886,20,18,3,6,8,401,69
ITA-Serie A,2324,Monza,Pepín,EQG,"MF,FW",26,1996,2.7,177,7,28,87,62,2,177,4,1,25.0,1,25.0,109,423,162,1,3,0,6,1,123,12
ITA-Serie A,2324,Monza,Roberto Gagliardini,ITA,"MF,DF",29,1994,26.2,1761,94,439,1034,310,42,1761,17,8,47.1,7,41.2,1045,5931,2950,38,36,2,28,14,1222,36
ITA-Serie A,2324,Monza,Samuele Birindelli,ITA,DF,24,1999,22.4,1320,63,412,557,364,43,1320,30,12,40.0,15,50.0,766,4352,2314,63,40,11,35,9,885,122
ITA-Serie A,2324,Monza,Samuele Vignato,ITA,"MF,FW",19,2004,3.8,168,0,23,83,67,12,168,9,5,55.6,4,44.4,109,671,348,13,8,6,11,6,124,20
ITA-Serie A,2324,Monza,Valentin Carboni,ARG,"MF,FW",18,2005,13.0,676,5,83,329,281,41,676,49,24,49.0,18,36.7,465,3385,1577,52,33,18,30,15,500,75
ITA-Serie A,2324,Monza,Warren Bondo,FRA,MF,19,2003,16.4,750,28,174,458,125,13,750,18,13,72.2,4,22.2,492,2905,1435,31,20,5,16,19,541,13
ITA-Serie A,2324,Napoli,Alessandro Zanoli,ITA,"DF,FW",22,2000,0.6,47,2,10,21,16,0,47,2,0,0.0,2,100.0,26,153,94,2,1,0,2,0,29,3
ITA-Serie A,2324,Napoli,Alessio Zerbin,ITA,"FW,DF",24,1999,1.7,92,0,10,32,54,8,92,4,2,50.0,1,25.0,45,311,147,6,4,2,5,3,65,18
ITA-Serie A,2324,Napoli,Alex Meret,ITA,GK,26,1997,30.8,959,793,956,3,0,0,959,1,1,100.0,0,0.0,564,2467,1302,0,0,0,0,0,554,0
ITA-Serie A,2324,Napoli,Amir Rrahmani,KVX,DF,29,1994,28.9,2477,209,973,1399,116,40,2477,15,10,66.7,3,20.0,1557,7914,4596,19,15,1,7,6,1792,4
ITA-Serie A,2324,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,27,1995,31.0,2148,43,286,1263,627,59,2148,61,25,41.0,31,50.8,1227,6026,2376,43,65,10,56,31,1675,139
ITA-Serie A,2324,Napoli,Cyril Ngonge,BEL,FW,23,2000,3.5,198,4,14,74,113,16,198,16,8,50.0,7,43.8,129,931,482,18,9,6,11,3,161,43
ITA-Serie A,2324,Napoli,Diego Demme,GER,MF,31,1991,0.8,81,2,14,45,22,4,81,2,0,0.0,2,100.0,50,289,169,3,4,0,0,0,65,0
ITA-Serie A,2324,Napoli,Elif Elmas,MKD,"FW,MF",23,1999,3.8,240,7,27,107,111,12,240,13,6,46.2,7,53.8,140,1045,623,14,13,4,9,7,181,26
ITA-Serie A,2324,Napoli,Giacomo Raspadori,ITA,"FW,MF",23,2000,17.6,886,5,69,373,449,90,885,30,14,46.7,14,46.7,541,2860,899,29,18,12,33,18,689,139
ITA-Serie A,2324,Napoli,Gianluca Gaetano,ITA,MF,23,2000,1.8,118,4,12,68,41,5,118,5,1,20.0,4,80.0,58,295,155,6,1,1,5,3,76,5
ITA-Serie A,2324,Napoli,Giovanni Di Lorenzo,ITA,DF,29,1993,35.9,3054,90,711,1445,921,129,3054,59,18,30.5,35,59.3,1815,8286,4442,95,63,16,28,23,2213,250
ITA-Serie A,2324,Napoli,Giovanni Simeone,ARG,FW,28,1995,8.9,301,7,19,128,159,56,301,10,5,50.0,5,50.0,168,875,281,11,9,4,25,13,233,76
ITA-Serie A,2324,Napoli,Hamed Junior Traorè,CIV,MF,23,2000,4.2,243,7,33,131,85,12,243,10,5,50.0,5,50.0,147,889,448,12,8,2,7,7,193,19
ITA-Serie A,2324,Napoli,Jens Cajuste,SWE,MF,23,1999,11.3,577,22,83,323,180,23,577,28,17,60.7,10,35.7,282,1504,728,19,18,2,19,10,391,53
ITA-Serie A,2324,Napoli,Jesper Lindstrøm,DEN,"FW,MF",23,2000,4.8,306,2,27,129,154,20,306,25,11,44.0,14,56.0,184,1091,512,16,10,5,18,8,233,34
ITA-Serie A,2324,Napoli,Juan Jesus,BRA,DF,32,1991,23.5,1897,144,808,1059,39,15,1897,1,1,100.0,0,0.0,1151,5769,2890,6,5,0,6,2,1351,2
ITA-Serie A,2324,Napoli,Khvicha Kvaratskhelia,GEO,FW,22,2001,30.4,1642,10,108,641,926,196,1642,220,101,45.9,98,44.5,1122,9297,4787,184,109,81,58,48,1297,266
ITA-Serie A,2324,Napoli,Leander Dendoncker,BEL,MF,28,1995,0.3,31,0,7,22,2,0,31,0,0,,0,,15,39,20,0,0,0,2,1,25,0
ITA-Serie A,2324,Napoli,Leo Skiri Østigård,NOR,DF,23,1999,18.1,1487,171,668,769,57,18,1487,3,2,66.7,1,33.3,872,4462,2440,13,7,0,4,2,1050,3
ITA-Serie A,2324,Napoli,Mathías Olivera,URU,DF,25,1997,17.4,1375,51,371,685,326,41,1375,17,11,64.7,5,29.4,726,3375,1822,31,27,1,13,16,850,93
ITA-Serie A,2324,Napoli,Matteo Politano,ITA,FW,29,1993,26.2,1550,14,166,555,845,86,1547,83,31,37.3,39,47.0,944,7031,3397,113,80,22,45,24,1155,216
ITA-Serie A,2324,Napoli,Mário Rui,POR,DF,32,1991,13.4,1185,33,294,647,251,8,1185,9,3,33.3,4,44.4,623,2907,1775,33,21,1,10,9,812,59
ITA-Serie A,2324,Napoli,Natan,BRA,DF,22,2001,10.6,756,70,327,384,50,8,756,5,2,40.0,2,40.0,470,2769,1512,15,7,0,10,1,552,11
ITA-Serie A,2324,Napoli,Nikita Contini Baranovsky,ITA,GK,27,1996,0.2,5,3,4,1,0,0,5,0,0,,0,,2,5,3,0,0,0,0,0,0,0
ITA-Serie A,2324,Napoli,Pasquale Mazzocchi,ITA,DF,28,1995,4.8,328,12,92,155,82,6,328,18,6,33.3,9,50.0,189,1222,519,13,13,2,5,3,212,22
ITA-Serie A,2324,Napoli,Pierluigi Gollini,ITA,GK,28,1995,7.0,279,235,277,1,1,1,279,0,0,,0,,153,818,485,0,0,0,0,0,140,0
ITA-Serie A,2324,Napoli,Piotr Zieliński,POL,MF,29,1994,21.4,1396,26,217,687,503,35,1395,34,16,47.1,16,47.1,819,4256,1956,38,50,6,23,14,1072,88
ITA-Serie A,2324,Napoli,Stanislav Lobotka,SVK,MF,28,1994,36.5,2518,94,521,1658,361,5,2518,33,15,45.5,11,33.3,1449,6884,2731,29,47,2,25,13,1851,34
ITA-Serie A,2324,Napoli,Victor Osimhen,NGA,FW,24,1998,22.0,549,20,30,186,340,152,544,40,16,40.0,19,47.5,314,1769,761,34,24,15,64,28,411,142
ITA-Serie A,2324,Roma,Andrea Belotti,ITA,FW,29,1993,7.5,238,3,17,116,107,34,238,15,7,46.7,6,40.0,160,850,350,15,9,6,21,12,186,49
ITA-Serie A,2324,Roma,Angeliño,ESP,DF,26,1997,12.7,830,60,284,351,199,7,830,13,6,46.2,6,46.2,415,1905,864,12,13,0,9,6,502,55
ITA-Serie A,2324,Roma,Bryan Cristante,ITA,"MF,DF",28,1995,36.5,2494,88,577,1504,425,80,2494,26,17,65.4,8,30.8,1438,7211,3544,47,52,4,27,21,1860,80
