league,season,team,player,nationality,position,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense
ITA-Serie A,2223,Milan,Fodé Ballo-Touré,SEN,DF,25,1997,5.8,8,1.38,4,1,1,0,1,1,1,0.17,0,0,1,0,0,0
ITA-Serie A,2223,Milan,Ismaël Bennacer,ALG,MF,24,1997,22.3,87,3.9,59,18,1,3,4,2,4,0.18,1,1,0,1,0,1
ITA-Serie A,2223,Milan,Junior Messias,BRA,"FW,DF",31,1991,16.6,46,2.76,29,1,5,5,5,1,7,0.42,5,0,1,0,1,0
ITA-Serie A,2223,Milan,Malick Thiaw,GER,DF,20,2001,15.1,15,0.99,14,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Milan,Marko Lazetić,SRB,FW,18,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Milan,Matteo Gabbia,ITA,DF,22,1999,6.8,4,0.59,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Milan,Mike Maignan,FRA,GK,27,1995,22.0,3,0.14,3,0,0,0,0,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,2223,Milan,Olivier Giroud,FRA,FW,35,1986,23.8,50,2.1,39,0,0,8,3,0,6,0.25,3,0,0,3,0,0
ITA-Serie A,2223,Milan,Pierre Kalulu,FRA,DF,22,2000,28.3,33,1.17,28,2,0,2,0,1,3,0.11,2,1,0,0,0,0
ITA-Serie A,2223,Milan,Rade Krunić,BIH,MF,28,1993,18.4,41,2.23,35,1,0,2,2,1,6,0.33,6,0,0,0,0,0
ITA-Serie A,2223,Milan,Rafael Leão,POR,"FW,MF",23,1999,26.9,123,4.57,80,3,24,8,8,0,18,0.67,12,1,4,0,1,0
ITA-Serie A,2223,Milan,Sandro Tonali,ITA,MF,22,2000,30.1,101,3.35,62,26,2,6,2,3,13,0.43,9,1,1,1,0,1
ITA-Serie A,2223,Milan,Sergiño Dest,USA,DF,21,2000,3.7,11,3.0,8,2,1,0,0,0,1,0.27,1,0,0,0,0,0
ITA-Serie A,2223,Milan,Simon Kjær,DEN,DF,33,1989,11.2,5,0.45,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Milan,Theo Hernández,FRA,DF,24,1997,30.8,87,2.82,51,17,3,7,8,1,8,0.26,5,2,1,0,0,0
ITA-Serie A,2223,Milan,Tiemoué Bakayoko,FRA,MF,27,1994,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Milan,Tommaso Pobega,ITA,MF,23,1999,9.8,22,2.24,15,0,1,3,2,1,2,0.2,2,0,0,0,0,0
ITA-Serie A,2223,Milan,Yacine Adli,FRA,"MF,FW",22,2000,1.6,3,1.87,2,1,0,0,0,0,1,0.62,1,0,0,0,0,0
ITA-Serie A,2223,Milan,Zlatan Ibrahimović,SWE,FW,40,1981,1.6,3,1.85,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Alessio Cragno,ITA,GK,28,1994,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Andrea Barberis,ITA,MF,28,1993,3.8,10,2.67,9,1,0,0,0,0,2,0.53,1,1,0,0,0,0
ITA-Serie A,2223,Monza,Andrea Carboni,ITA,DF,21,2001,1.9,3,1.62,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Andrea Colpani,ITA,MF,23,1999,10.5,38,3.6,23,5,3,4,3,0,2,0.19,1,0,0,0,1,0
ITA-Serie A,2223,Monza,Andrea Petagna,ITA,FW,27,1995,18.5,41,2.22,32,0,4,4,1,0,7,0.38,3,0,2,1,1,0
ITA-Serie A,2223,Monza,Andrea Ranocchia,ITA,DF,34,1988,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Armando Izzo,ITA,DF,30,1992,27.4,26,0.95,22,0,0,1,1,2,1,0.04,0,0,0,0,1,0
ITA-Serie A,2223,Monza,Carlos Augusto,BRA,DF,23,1999,34.3,56,1.63,45,3,3,2,2,1,9,0.26,8,0,0,1,0,0
ITA-Serie A,2223,Monza,Christian Gytkjær,DEN,"FW,MF",32,1990,6.2,9,1.46,7,0,0,2,0,0,2,0.32,1,0,0,1,0,0
ITA-Serie A,2223,Monza,Dany Mota,POR,"FW,MF",24,1998,21.2,57,2.68,42,0,5,6,4,0,8,0.38,2,0,3,1,2,0
ITA-Serie A,2223,Monza,Filippo Ranocchia,ITA,MF,21,2001,5.9,19,3.23,8,4,1,5,1,0,1,0.17,1,0,0,0,0,0
ITA-Serie A,2223,Monza,Franco Carboni,ITA,"DF,FW",19,2003,0.7,1,1.36,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Gianluca Caprari,ITA,"MF,FW",29,1993,27.1,78,2.87,59,9,5,4,1,0,11,0.41,8,2,0,0,1,0
ITA-Serie A,2223,Monza,Giulio Donati,ITA,DF,32,1990,4.7,4,0.85,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Luca Caldirola,ITA,DF,31,1991,26.1,12,0.46,12,0,0,0,0,0,1,0.04,1,0,0,0,0,0
ITA-Serie A,2223,Monza,Luca Marrone,ITA,DF,32,1990,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Marco D'Alessandro,ITA,"DF,FW",31,1991,3.2,8,2.49,7,0,0,0,1,0,1,0.31,1,0,0,0,0,0
ITA-Serie A,2223,Monza,Marlon,BRA,DF,26,1995,17.7,7,0.4,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Matteo Pessina,ITA,MF,25,1997,32.6,69,2.12,57,1,2,0,7,2,11,0.34,9,0,1,0,1,0
ITA-Serie A,2223,Monza,Mattia Valoti,ITA,"MF,FW",28,1993,5.0,7,1.39,4,0,0,0,1,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Michele Di Gregorio,ITA,GK,25,1997,37.0,3,0.08,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2223,Monza,Nicolò Rovella,ITA,MF,20,2001,19.3,53,2.74,41,5,1,1,2,3,7,0.36,5,1,0,0,0,1
ITA-Serie A,2223,Monza,Pablo Marí,ESP,DF,28,1993,27.6,14,0.51,13,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Monza,Patrick Ciurria,ITA,"DF,MF",27,1995,30.6,67,2.19,42,12,4,6,2,1,4,0.13,3,1,0,0,0,0
ITA-Serie A,2223,Monza,Pepín,EQG,MF,25,1996,12.5,23,1.84,22,0,0,0,1,0,3,0.24,3,0,0,0,0,0
ITA-Serie A,2223,Monza,Salvatore Molina,ITA,DF,30,1992,2.5,5,1.97,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0
ITA-Serie A,2223,Monza,Samuele Birindelli,ITA,DF,23,1999,15.6,35,2.25,30,0,2,2,1,0,4,0.26,4,0,0,0,0,0
ITA-Serie A,2223,Monza,Samuele Vignato,ITA,"MF,FW",18,2004,0.7,1,1.5,1,0,0,0,0,0,1,1.5,1,0,0,0,0,0
ITA-Serie A,2223,Monza,Stefano Sensi,ITA,MF,26,1995,18.0,63,3.5,38,18,0,2,4,1,8,0.44,7,0,0,0,1,0
ITA-Serie A,2223,Monza,Valentin Antov,BUL,DF,21,2000,3.4,2,0.59,2,0,0,0,0,0,1,0.29,1,0,0,0,0,0
ITA-Serie A,2223,Monza,Warren Bondo,FRA,MF,18,2003,0.7,3,4.5,1,0,0,0,2,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Napoli,Adam Ounas,ALG,FW,25,1996,0.2,2,12.0,0,0,1,1,0,0,1,6.0,0,0,0,1,0,0
ITA-Serie A,2223,Napoli,Alessandro Zanoli,ITA,DF,21,2000,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Napoli,Alessio Zerbin,ITA,FW,23,1999,2.2,2,0.92,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Napoli,Alex Meret,ITA,GK,25,1997,34.0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Napoli,Amir Rrahmani,KVX,DF,28,1994,27.2,26,0.96,23,0,1,1,0,1,4,0.15,4,0,0,0,0,0
ITA-Serie A,2223,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,26,1995,33.9,79,2.33,67,0,0,5,3,4,9,0.27,9,0,0,0,0,0
ITA-Serie A,2223,Napoli,Bartosz Bereszyński,POL,DF,30,1992,1.8,2,1.09,2,0,0,0,0,0,1,0.55,1,0,0,0,0,0
ITA-Serie A,2223,Napoli,Diego Demme,GER,MF,30,1991,1.6,3,1.85,3,0,0,0,0,0,1,0.62,1,0,0,0,0,0
ITA-Serie A,2223,Napoli,Elif Elmas,MKD,"FW,MF",22,1999,18.1,57,3.15,41,6,6,2,2,0,10,0.55,7,1,1,1,0,0
ITA-Serie A,2223,Napoli,Giacomo Raspadori,ITA,"FW,MF",22,2000,10.1,43,4.26,27,8,1,5,2,0,3,0.3,2,1,0,0,0,0
ITA-Serie A,2223,Napoli,Gianluca Gaetano,ITA,MF,22,2000,0.8,5,6.62,4,0,0,1,0,0,1,1.32,1,0,0,0,0,0
ITA-Serie A,2223,Napoli,Giovanni Di Lorenzo,ITA,DF,28,1993,36.2,111,3.07,93,5,1,6,3,3,13,0.36,13,0,0,0,0,0
ITA-Serie A,2223,Napoli,Giovanni Simeone,ARG,FW,27,1995,4.5,11,2.43,10,0,0,1,0,0,3,0.66,3,0,0,0,0,0
ITA-Serie A,2223,Napoli,Hirving Lozano,MEX,FW,27,1995,17.8,68,3.82,52,0,7,4,2,3,8,0.45,7,0,0,1,0,0
ITA-Serie A,2223,Napoli,Juan Jesus,BRA,DF,31,1991,10.4,13,1.25,10,0,0,2,0,1,1,0.1,1,0,0,0,0,0
ITA-Serie A,2223,Napoli,Karim Zedadka,FRA,FW,22,2000,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Napoli,Khvicha Kvaratskhelia,GEO,FW,21,2001,28.0,136,4.86,90,3,20,13,8,2,24,0.86,10,1,3,6,4,0
ITA-Serie A,2223,Napoli,Kim Min-jae,KOR,DF,25,1996,33.9,37,1.09,34,0,0,1,0,2,3,0.09,2,0,0,1,0,0
ITA-Serie A,2223,Napoli,Leo Skiri Østigård,NOR,DF,22,1999,4.7,2,0.43,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Napoli,Mathías Olivera,URU,DF,24,1997,18.3,43,2.35,37,3,1,1,0,1,3,0.16,3,0,0,0,0,0
ITA-Serie A,2223,Napoli,Matteo Politano,ITA,FW,28,1993,13.0,71,5.48,45,8,8,6,4,0,4,0.31,3,0,0,1,0,0
ITA-Serie A,2223,Napoli,Mário Rui,POR,DF,31,1991,19.4,87,4.48,63,21,1,0,1,1,13,0.67,11,1,0,0,0,1
ITA-Serie A,2223,Napoli,Pierluigi Gollini,ITA,GK,27,1995,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Napoli,Piotr Zieliński,POL,MF,28,1994,25.4,135,5.31,85,37,4,3,6,0,12,0.47,8,3,0,1,0,0
ITA-Serie A,2223,Napoli,Stanislav Lobotka,SVK,MF,27,1994,34.5,70,2.03,58,1,1,2,5,3,8,0.23,6,1,0,1,0,0
ITA-Serie A,2223,Napoli,Tanguy Ndombele,FRA,MF,25,1996,9.0,20,2.24,15,0,1,1,3,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Napoli,Victor Osimhen,NGA,FW,23,1998,28.5,80,2.8,54,0,5,11,8,2,9,0.32,6,0,0,1,2,0
ITA-Serie A,2223,Roma,Andrea Belotti,ITA,FW,28,1993,12.7,27,2.12,22,0,0,3,2,0,3,0.24,3,0,0,0,0,0
ITA-Serie A,2223,Roma,Benjamin Tahirovic,BIH,MF,19,2003,3.9,6,1.53,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Bryan Cristante,ITA,"MF,DF",27,1995,32.6,42,1.29,37,0,0,5,0,0,7,0.21,5,0,0,2,0,0
ITA-Serie A,2223,Roma,Chris Smalling,ENG,DF,32,1989,31.2,16,0.51,14,1,0,1,0,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2223,Roma,Cristian Volpato,ITA,MF,18,2003,2.5,6,2.38,5,1,0,0,0,0,1,0.4,1,0,0,0,0,0
ITA-Serie A,2223,Roma,Diego Llorente,ESP,DF,28,1993,6.4,4,0.63,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Edoardo Bove,ITA,MF,20,2002,11.0,17,1.54,15,0,0,0,1,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Eldor Shomurodov,UZB,FW,27,1995,1.3,2,1.51,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Filippo Missori,ITA,DF,18,2004,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Georginio Wijnaldum,NED,MF,31,1990,8.5,20,2.35,15,0,2,1,2,0,4,0.47,2,0,1,0,1,0
ITA-Serie A,2223,Roma,Gianluca Mancini,ITA,DF,26,1996,31.8,37,1.17,30,1,0,4,1,1,3,0.09,2,0,0,0,1,0
ITA-Serie A,2223,Roma,Jordan Majchrzak,POL,FW,17,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Leonardo Spinazzola,ITA,DF,29,1993,18.4,46,2.5,36,2,4,1,3,0,7,0.38,6,0,1,0,0,0
ITA-Serie A,2223,Roma,Lorenzo Pellegrini,ITA,MF,26,1996,28.3,132,4.67,64,49,3,9,6,1,10,0.35,2,6,0,2,0,0
ITA-Serie A,2223,Roma,Marash Kumbulla,ALB,DF,22,2000,2.9,2,0.69,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Matías Viña,URU,DF,24,1997,0.6,4,6.55,3,0,1,0,0,0,1,1.64,1,0,0,0,0,0
ITA-Serie A,2223,Roma,Mile Svilar,SRB,GK,22,1999,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Mohamed Camara,GUI,MF,25,1997,7.7,12,1.55,6,0,0,1,1,4,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Nemanja Matić,SRB,MF,33,1988,20.6,52,2.53,46,1,3,2,0,0,7,0.34,5,0,1,1,0,0
ITA-Serie A,2223,Roma,Niccolò Pisilli,ITA,MF,17,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Nicola Zalewski,POL,DF,20,2002,24.4,62,2.54,35,7,6,5,7,2,7,0.29,4,2,0,1,0,0
ITA-Serie A,2223,Roma,Nicolò Zaniolo,ITA,"MF,FW",23,1999,9.9,27,2.73,19,0,1,4,3,0,1,0.1,1,0,0,0,0,0
ITA-Serie A,2223,Roma,Ola Solbakken,NOR,"MF,FW",23,1998,5.6,16,2.87,10,3,2,0,1,0,2,0.36,2,0,0,0,0,0
ITA-Serie A,2223,Roma,Paulo Dybala,ARG,"MF,FW",28,1993,19.3,104,5.38,48,29,4,10,13,0,8,0.41,4,2,0,1,1,0
ITA-Serie A,2223,Roma,Rick Karsdorp,NED,DF,27,1995,7.9,16,2.03,13,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Roger Ibanez,BRA,DF,23,1998,31.1,27,0.87,15,1,0,7,3,1,2,0.06,1,0,0,1,0,0
ITA-Serie A,2223,Roma,Rui Patrício,POR,GK,34,1988,35.0,2,0.06,0,1,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Roma,Stephan El Shaarawy,ITA,"DF,MF",29,1992,16.9,72,4.25,49,8,9,4,2,0,7,0.41,4,0,1,1,1,0
ITA-Serie A,2223,Roma,Tammy Abraham,ENG,FW,24,1997,24.3,70,2.88,46,0,7,10,7,0,9,0.37,4,0,1,3,1,0
ITA-Serie A,2223,Roma,Zeki Çelik,TUR,DF,25,1997,16.7,40,2.4,33,3,0,1,1,2,5,0.3,4,0,0,0,0,1
ITA-Serie A,2223,Salernitana,Antonio Candreva,ITA,"MF,DF",35,1987,30.3,99,3.27,67,22,2,5,3,0,11,0.36,9,1,0,1,0,0
ITA-Serie A,2223,Salernitana,Antonio Iervolino,ITA,MF,19,2003,0.1,2,30.0,2,0,0,0,0,0,1,15.0,1,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Boulaye Dia,SEN,"FW,MF",25,1996,28.0,64,2.29,53,0,3,5,3,0,9,0.32,8,0,1,0,0,0
ITA-Serie A,2223,Salernitana,Diego Valencia,CHI,"MF,FW",22,2000,2.6,1,0.39,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Domagoj Bradarić,CRO,DF,22,1999,25.0,42,1.68,34,2,1,3,1,1,5,0.2,5,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Domen Črnigoj,SVN,MF,26,1995,3.3,6,1.83,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Dylan Bronn,TUN,DF,27,1995,18.7,14,0.75,12,0,0,2,0,0,2,0.11,2,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Emil Bohinen,NOR,MF,23,1999,9.2,17,1.85,15,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Erik Botheim,NOR,"MF,FW",22,2000,9.6,17,1.77,12,0,0,2,1,2,4,0.42,4,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Federico Bonazzoli,ITA,"FW,MF",25,1997,12.4,26,2.09,20,0,1,3,2,0,3,0.24,3,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Federico Fazio,ARG,DF,35,1987,11.9,12,1.0,7,1,0,4,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Flavius Daniliuc,AUT,DF,21,2001,24.4,18,0.74,15,1,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Franck Ribéry,FRA,MF,39,1983,0.4,1,2.43,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Giulio Maggiore,ITA,MF,24,1998,9.9,14,1.41,11,0,0,2,1,0,1,0.1,1,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Grigoris Kastanos,CYP,"MF,DF",24,1998,14.3,36,2.52,25,7,1,1,2,0,5,0.35,1,2,0,1,1,0
ITA-Serie A,2223,Salernitana,Guillermo Ochoa,MEX,GK,37,1985,20.0,5,0.25,5,0,0,0,0,0,2,0.1,2,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Hans Nicolussi Caviglia,ITA,MF,22,2000,6.5,9,1.38,7,0,1,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Ivan Radovanović,SRB,"MF,DF",33,1988,7.5,2,0.27,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Julian Kristoffersen,NOR,FW,25,1997,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Junior Sambia,FRA,DF,25,1996,7.7,22,2.84,17,0,4,1,0,0,1,0.13,1,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Krzysztof Piątek,POL,FW,27,1995,23.8,53,2.23,36,0,5,6,5,1,10,0.42,6,0,1,3,0,0
ITA-Serie A,2223,Salernitana,Lassana Coulibaly,MLI,MF,26,1996,32.1,56,1.74,51,1,1,0,3,0,10,0.31,10,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Lorenzo Pirola,ITA,DF,20,2002,21.6,11,0.51,5,1,0,4,1,0,1,0.05,0,0,0,1,0,0
ITA-Serie A,2223,Salernitana,Luigi Sepe,ITA,GK,31,1991,17.0,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Matteo Lovato,ITA,DF,22,2000,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Norbert Gyömbér,SVK,DF,30,1992,19.3,11,0.57,8,1,0,1,0,1,3,0.15,2,0,0,1,0,0
ITA-Serie A,2223,Salernitana,Pasquale Mazzocchi,ITA,DF,27,1995,21.8,63,2.9,43,12,5,0,2,1,9,0.41,5,1,2,0,1,0
ITA-Serie A,2223,Salernitana,Tonny Vilhena,NED,MF,27,1995,25.2,53,2.11,37,9,3,1,3,0,3,0.12,3,0,0,0,0,0
ITA-Serie A,2223,Salernitana,Vincenzo Fiorillo,ITA,GK,32,1990,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Salernitana,William Troost-Ekong,NGA,DF,28,1993,4.9,1,0.2,1,0,0,0,0,0,1,0.2,1,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Abdelhamid Sabiri,MAR,"MF,FW",25,1996,11.9,41,3.45,22,7,3,4,5,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Alessandro Zanoli,ITA,DF,21,2000,17.1,35,2.05,25,2,7,1,0,0,3,0.18,2,0,1,0,0,0
ITA-Serie A,2223,Sampdoria,Alex Ferrari,ITA,DF,28,1994,9.6,4,0.41,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Andrea Conti,ITA,DF,28,1994,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Bartosz Bereszyński,POL,DF,30,1992,13.3,8,0.6,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Bram Nuytinck,NED,DF,32,1990,16.6,6,0.36,5,0,0,0,0,1,1,0.06,1,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Bruno Amione,ARG,DF,20,2002,23.2,12,0.52,6,1,0,4,1,0,2,0.09,1,0,0,1,0,0
ITA-Serie A,2223,Sampdoria,Daniele Montevago,ITA,FW,19,2003,2.6,7,2.75,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Emil Audero,IDN,GK,25,1997,25.0,5,0.2,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Emirhan İlkhan,TUR,MF,18,2004,1.3,3,2.45,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Fabio Depaoli,ITA,"DF,MF",25,1997,1.5,6,3.97,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Fabio Quagliarella,ITA,FW,39,1983,8.9,23,2.57,19,0,1,3,0,0,3,0.34,3,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Filip Đuričić,SRB,"MF,FW",30,1992,24.1,69,2.86,45,9,4,3,6,2,3,0.12,3,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Flavio Paoletti,ITA,MF,19,2003,3.2,4,1.25,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Francesco Caputo,ITA,FW,34,1987,12.2,23,1.89,17,0,1,3,1,1,1,0.08,1,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Gerard Yepes,ESP,MF,19,2002,2.2,3,1.36,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Gonzalo Villar,ESP,MF,24,1998,7.7,9,1.17,7,1,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Harry Winks,ENG,MF,26,1996,19.1,36,1.89,24,7,1,3,1,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Ignacio Pussetto,ARG,"MF,DF",26,1995,1.7,2,1.18,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Jeison Murillo,COL,DF,30,1992,11.7,9,0.77,6,1,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Jesé,ESP,FW,29,1993,2.3,7,3.0,5,0,0,1,1,0,2,0.86,2,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Koray Günter,GER,DF,27,1994,8.6,3,0.35,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Lorenzo Malagrida,ITA,"MF,DF",18,2003,1.2,2,1.64,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Manolo Gabbiadini,ITA,"FW,MF",30,1991,26.2,62,2.36,39,1,3,8,9,2,4,0.15,2,0,0,0,1,1
ITA-Serie A,2223,Sampdoria,Manuel De Luca,ITA,"FW,MF",24,1998,0.5,1,2.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Marios Oikonomou,GRE,DF,29,1992,2.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Martin Turk,SVN,GK,18,2003,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Mehdi Léris,ALG,"MF,DF",24,1998,27.3,50,1.83,40,0,1,4,3,2,4,0.15,1,0,0,3,0,0
ITA-Serie A,2223,Sampdoria,Mickaël Cuisance,FRA,MF,22,1999,6.9,12,1.75,8,1,2,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Mihailo Ivanović,SRB,FW,17,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Nicola Murru,ITA,DF,27,1994,8.7,5,0.57,3,2,0,0,0,0,1,0.11,0,1,0,0,0,0
ITA-Serie A,2223,Sampdoria,Nicola Ravaglia,ITA,GK,33,1988,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Omar Colley,GAM,DF,29,1992,15.4,5,0.33,2,0,0,1,1,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Ronaldo Vieira,ENG,MF,24,1998,9.1,10,1.1,8,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Sam Lammers,NED,FW,25,1997,12.2,28,2.3,23,0,2,2,0,1,1,0.08,1,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Samuel Ntanda,COD,MF,17,2005,0.0,1,45.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2223,Sampdoria,Telasco Segovia,VEN,MF,19,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
