league,season,team,player,nationality,position,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors
ITA-Serie A,2425,Lazio,Luca Pellegrini,ITA,DF,25,1999,11.9,23,11,11,10,2,17,32,53.1,15,10,3,7,19,32,0
ITA-Serie A,2425,Lazio,Manuel Lazzari,ITA,DF,30,1993,15.6,26,16,13,11,2,14,24,58.3,10,9,5,4,10,19,0
ITA-Serie A,2425,Lazio,Mario Gila,ESP,DF,23,2000,30.5,55,37,35,18,2,37,56,66.1,19,20,13,7,28,115,4
ITA-Serie A,2425,Lazio,Mattia Zaccagni,ITA,FW,29,1995,29.8,38,27,13,21,4,16,32,50.0,16,19,1,18,29,22,2
ITA-Serie A,2425,Lazio,Mattéo Guendouzi,FRA,MF,25,1999,36.3,37,21,13,19,5,20,47,42.6,27,34,9,25,32,50,2
ITA-Serie A,2425,Lazio,Matías Vecino,URU,MF,32,1991,9.7,13,7,3,9,1,4,18,22.2,14,9,3,6,5,15,0
ITA-Serie A,2425,Lazio,Nicolò Casale,ITA,DF,26,1998,1.5,5,3,4,1,0,0,0,,0,4,3,1,1,2,0
ITA-Serie A,2425,Lazio,Nicolò Rovella,ITA,MF,22,2001,30.2,84,50,39,38,7,41,79,51.9,38,19,4,15,47,46,3
ITA-Serie A,2425,Lazio,Nuno Tavares,POR,DF,24,2000,18.7,28,21,15,8,5,14,34,41.2,20,21,3,18,21,44,2
ITA-Serie A,2425,Lazio,Oliver Nielsen,DEN,DF,21,2003,0.4,0,0,0,0,0,0,0,,0,1,0,1,1,2,0
ITA-Serie A,2425,Lazio,Patric,ESP,DF,31,1993,6.7,9,6,6,3,0,6,10,60.0,4,3,2,1,3,22,1
ITA-Serie A,2425,Lazio,Pedro,ESP,"FW,MF",37,1987,12.2,19,14,5,9,5,10,21,47.6,11,11,0,11,3,3,1
ITA-Serie A,2425,Lazio,Reda Belahyane,MAR,MF,20,2004,2.2,8,6,8,0,0,6,6,100.0,0,3,2,1,1,5,0
ITA-Serie A,2425,Lazio,Samuel Gigot,FRA,DF,30,1993,7.6,4,3,1,3,0,0,1,0.0,1,8,6,2,13,36,0
ITA-Serie A,2425,Lazio,Tijjani Noslin,NED,"FW,MF",25,1999,9.6,6,5,2,1,3,1,8,12.5,7,15,1,14,1,7,0
ITA-Serie A,2425,Lazio,Valentín Castellanos,ARG,FW,25,1998,26.5,13,6,2,4,7,1,10,10.0,9,18,2,16,6,25,0
ITA-Serie A,2425,Lecce,Andy Pelmard,MAD,DF,24,2000,1.4,6,6,5,1,0,4,4,100.0,0,1,0,1,0,5,0
ITA-Serie A,2425,Lecce,Ante Rebić,CRO,"FW,MF",30,1993,8.8,12,9,5,5,2,3,9,33.3,6,7,1,6,2,4,1
ITA-Serie A,2425,Lecce,Antonino Gallo,ITA,DF,24,2000,29.0,65,42,46,15,4,34,62,54.8,28,33,6,27,20,133,0
ITA-Serie A,2425,Lecce,Balthazar Pierret,FRA,MF,24,2000,19.1,51,31,25,23,3,13,30,43.3,17,19,5,14,19,31,1
ITA-Serie A,2425,Lecce,Danilo Veiga,POR,DF,21,2002,4.2,8,6,4,4,0,6,13,46.2,7,5,0,5,4,14,0
ITA-Serie A,2425,Lecce,Federico Baschirotto,ITA,DF,27,1996,38.0,37,25,30,5,2,22,28,78.6,6,44,32,12,23,237,2
ITA-Serie A,2425,Lecce,Filip Marchwiński,POL,MF,22,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2425,Lecce,Frederic Guilbert,FRA,DF,29,1994,27.1,65,36,30,29,6,36,55,65.5,19,28,8,20,47,113,3
ITA-Serie A,2425,Lecce,Gaby Jean,FRA,DF,24,2000,15.4,14,7,8,5,1,6,11,54.5,5,13,10,3,9,71,1
ITA-Serie A,2425,Lecce,Hamza Rafia,TUN,MF,25,1999,11.8,44,27,14,25,5,15,32,46.9,17,7,2,5,4,18,1
ITA-Serie A,2425,Lecce,Jesper Karlsson,SWE,FW,26,1998,5.5,3,2,3,0,0,2,8,25.0,6,2,0,2,0,4,0
ITA-Serie A,2425,Lecce,Kevin Bonifazi,ITA,DF,28,1996,0.7,1,1,1,0,0,1,1,100.0,0,1,1,0,2,3,0
ITA-Serie A,2425,Lecce,Kialonda,ANG,DF,26,1997,23.8,34,12,24,10,0,12,17,70.6,5,44,28,16,32,132,1
ITA-Serie A,2425,Lecce,Konan N'dri,CIV,"FW,MF",23,2000,3.4,3,3,0,0,3,2,3,66.7,1,4,0,4,1,0,0
ITA-Serie A,2425,Lecce,Lameck Banda,ZAM,"FW,MF",23,2001,6.8,8,5,4,2,2,3,12,25.0,9,7,0,7,2,8,1
ITA-Serie A,2425,Lecce,Lassana Coulibaly,MLI,MF,28,1996,29.6,48,29,16,28,4,24,61,39.3,37,45,12,33,18,46,1
ITA-Serie A,2425,Lecce,Marco Sala,ITA,DF,25,1999,0.8,1,0,0,1,0,0,1,0.0,1,1,0,1,0,0,0
ITA-Serie A,2425,Lecce,Medon Berisha,ALB,MF,20,2003,8.0,12,8,7,3,2,4,8,50.0,4,6,0,6,11,5,2
ITA-Serie A,2425,Lecce,Mohamed Kaba,FRA,MF,22,2001,5.0,13,8,7,5,1,8,10,80.0,2,11,4,7,4,10,1
ITA-Serie A,2425,Lecce,Nicola Sansone,ITA,"MF,FW",32,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2425,Lecce,Nikola Krstović,MNE,FW,24,2000,34.0,18,9,4,7,7,7,16,43.8,9,12,7,5,7,24,0
ITA-Serie A,2425,Lecce,Patrick Dorgu,DEN,"DF,FW",19,2004,20.4,45,27,21,19,5,23,45,51.1,22,24,6,18,18,42,2
ITA-Serie A,2425,Lecce,Rareș-Cătălin Burnete,ROU,FW,20,2004,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
ITA-Serie A,2425,Lecce,Remi Oudin,FRA,"MF,FW",27,1996,3.3,3,1,1,1,1,2,4,50.0,2,6,2,4,2,1,0
ITA-Serie A,2425,Lecce,Santiago Pierotti,ARG,FW,23,2001,21.5,46,24,22,18,6,23,51,45.1,28,31,5,26,14,32,0
ITA-Serie A,2425,Lecce,Tete Morente,ESP,"FW,MF",27,1996,22.5,27,17,10,11,6,10,36,27.8,26,16,1,15,14,31,1
ITA-Serie A,2425,Lecce,Tiago Gabriel,POR,DF,19,2004,1.1,0,0,0,0,0,0,0,,0,4,2,2,0,11,0
ITA-Serie A,2425,Lecce,Valentin Gendrey,FRA,DF,24,2000,2.0,2,2,1,0,1,1,1,100.0,0,3,1,2,2,1,0
ITA-Serie A,2425,Lecce,Wladimiro Falcone,ITA,GK,29,1995,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,29,3
ITA-Serie A,2425,Lecce,Ylber Ramadani,ALB,MF,28,1996,20.1,51,28,24,27,0,33,52,63.5,19,26,9,17,24,26,3
ITA-Serie A,2425,Lecce,Þórir Jóhann Helgason,ISL,MF,23,2000,12.8,10,7,3,6,1,7,13,53.8,6,7,2,5,6,11,2
ITA-Serie A,2425,Milan,Alessandro Florenzi,ITA,FW,33,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2425,Milan,Alexis Saelemaekers,BEL,"DF,FW",25,1999,1.0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,0,0
ITA-Serie A,2425,Milan,Bob Murphy Omoregbe,ITA,MF,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2425,Milan,Christian Pulisic,USA,"FW,MF",25,1998,27.5,43,29,17,14,12,15,37,40.5,22,24,2,22,5,13,2
ITA-Serie A,2425,Milan,Davide Bartesaghi,ITA,DF,18,2005,1.3,4,2,1,1,2,4,4,100.0,0,1,1,0,3,1,0
ITA-Serie A,2425,Milan,Davide Calabria,ITA,DF,27,1996,3.5,10,7,10,0,0,4,7,57.1,3,1,0,1,8,8,0
ITA-Serie A,2425,Milan,Emerson,BRA,DF,25,1999,15.3,45,28,24,16,5,16,34,47.1,18,13,2,11,14,56,0
ITA-Serie A,2425,Milan,Fikayo Tomori,ENG,DF,26,1997,17.7,40,25,21,16,3,17,25,68.0,8,17,12,5,20,61,2
ITA-Serie A,2425,Milan,Filippo Terracciano,ITA,"DF,MF",21,2003,6.0,9,6,1,6,2,5,10,50.0,5,1,0,1,6,11,0
ITA-Serie A,2425,Milan,Francesco Camarda,ITA,"FW,MF",16,2008,2.3,5,2,0,2,3,2,6,33.3,4,2,1,1,0,3,0
ITA-Serie A,2425,Milan,Ismaël Bennacer,ALG,MF,26,1997,3.3,5,4,1,3,1,1,7,14.3,6,5,3,2,3,1,0
ITA-Serie A,2425,Milan,João Félix,POR,MF,24,1999,8.4,6,6,3,2,1,4,14,28.6,10,2,0,2,1,9,0
ITA-Serie A,2425,Milan,Kevin Zeroli,ITA,MF,19,2005,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2425,Milan,Kyle Walker,ENG,DF,34,1990,7.3,17,9,12,4,1,13,17,76.5,4,9,5,4,9,15,1
ITA-Serie A,2425,Milan,Luka Jović,SRB,"FW,MF",26,1997,6.2,0,0,0,0,0,0,0,,0,2,1,1,1,3,0
ITA-Serie A,2425,Milan,Malick Thiaw,GER,DF,22,2001,20.1,24,17,15,6,3,6,10,60.0,4,14,12,2,15,76,1
ITA-Serie A,2425,Milan,Marco Sportiello,ITA,GK,32,1992,1.4,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
ITA-Serie A,2425,Milan,Matteo Gabbia,ITA,DF,24,1999,23.9,21,15,13,7,1,8,10,80.0,2,25,19,6,15,103,1
ITA-Serie A,2425,Milan,Mattia Liberali,ITA,MF,17,2007,0.7,2,1,0,1,1,2,2,100.0,0,0,0,0,0,0,0
ITA-Serie A,2425,Milan,Mike Maignan,FRA,GK,29,1995,36.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,19,3
ITA-Serie A,2425,Milan,Noah Okafor,SUI,FW,24,2000,4.6,2,1,0,0,2,0,1,0.0,1,1,0,1,2,1,0
ITA-Serie A,2425,Milan,Rafael Leão,POR,FW,25,1999,25.8,16,10,4,8,4,11,29,37.9,18,15,1,14,6,4,0
ITA-Serie A,2425,Milan,Riccardo Sottil,ITA,"FW,MF",25,1999,1.4,1,1,1,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2425,Milan,Ruben Loftus-Cheek,ENG,MF,28,1996,11.5,19,8,6,9,4,6,12,50.0,6,3,0,3,3,20,0
ITA-Serie A,2425,Milan,Samuel Chukwueze,NGA,"FW,MF",25,1999,10.3,17,11,7,6,4,5,19,26.3,14,3,0,3,2,9,0
ITA-Serie A,2425,Milan,Santiago Giménez,MEX,FW,23,2001,7.4,5,3,0,4,1,3,4,75.0,1,3,1,2,1,13,0
ITA-Serie A,2425,Milan,Strahinja Pavlović,SRB,DF,23,2001,20.7,52,31,32,19,1,29,50,58.0,21,17,6,11,16,82,0
ITA-Serie A,2425,Milan,Tammy Abraham,ENG,FW,26,1997,13.1,17,11,2,10,5,6,8,75.0,2,13,0,13,2,16,0
ITA-Serie A,2425,Milan,Theo Hernández,FRA,DF,26,1997,30.0,36,28,23,10,3,21,39,53.8,18,25,10,15,17,75,3
ITA-Serie A,2425,Milan,Tijjani Reijnders,NED,MF,26,1998,34.8,26,13,6,14,6,10,26,38.5,16,22,4,18,38,28,2
ITA-Serie A,2425,Milan,Warren Bondo,FRA,MF,20,2003,1.8,5,3,4,1,0,3,3,100.0,0,1,0,1,0,2,0
ITA-Serie A,2425,Milan,Youssouf Fofana,FRA,MF,25,1999,27.8,56,34,20,31,5,26,52,50.0,26,32,9,23,19,24,3
ITA-Serie A,2425,Milan,Yunus Musah,USA,"MF,FW",21,2002,17.5,27,19,13,9,5,12,17,70.6,5,9,1,8,7,9,3
ITA-Serie A,2425,Milan,Álex Jiménez,ESP,"DF,FW",19,2005,14.1,24,13,8,14,2,11,27,40.7,16,24,3,21,15,23,0
ITA-Serie A,2425,Milan,Álvaro Morata,ESP,"FW,MF",31,1992,12.2,16,10,5,8,3,5,8,62.5,3,7,2,5,5,5,0
ITA-Serie A,2425,Monza,Alessandro Bianco,ITA,MF,21,2002,28.9,51,28,26,17,8,27,41,65.9,14,40,14,26,22,53,4
ITA-Serie A,2425,Monza,Andrea Carboni,ITA,DF,23,2001,24.3,60,35,39,17,4,35,53,66.0,18,31,16,15,27,106,4
ITA-Serie A,2425,Monza,Andrea Mazza,ITA,GK,20,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2425,Monza,Andrea Petagna,ITA,FW,29,1995,3.7,2,1,0,1,1,1,2,50.0,1,0,0,0,1,2,0
ITA-Serie A,2425,Monza,Armando Izzo,ITA,DF,32,1992,27.1,40,15,30,9,1,18,36,50.0,18,38,28,10,45,101,0
ITA-Serie A,2425,Monza,Arvid Brorsson,SWE,DF,25,1999,4.0,4,3,2,2,0,2,5,40.0,3,9,8,1,2,35,1
ITA-Serie A,2425,Monza,Daniel Maldini,ITA,"MF,FW",22,2001,14.5,14,6,5,9,0,6,13,46.2,7,8,2,6,4,12,2
ITA-Serie A,2425,Monza,Danilo D'Ambrosio,ITA,DF,35,1988,12.2,28,15,17,10,1,14,23,60.9,9,12,8,4,15,36,2
ITA-Serie A,2425,Monza,Dany Mota,POR,"FW,MF",26,1998,23.4,13,3,2,3,8,4,8,50.0,4,18,1,17,9,27,3
ITA-Serie A,2425,Monza,Gaetano Castrovilli,ITA,MF,27,1997,6.6,12,7,10,2,0,4,11,36.4,7,8,2,6,2,9,0
ITA-Serie A,2425,Monza,Gianluca Caprari,ITA,"MF,FW",31,1993,18.3,19,11,8,8,3,7,14,50.0,7,14,0,14,8,2,1
ITA-Serie A,2425,Monza,Giorgos Kyriakopoulos,GRE,DF,28,1996,31.6,43,26,20,18,5,30,61,49.2,31,28,10,18,23,79,0
ITA-Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,31,1992,10.7,30,18,15,14,1,9,21,42.9,12,19,6,13,13,16,1
ITA-Serie A,2425,Monza,Kacper Urbanski,POL,MF,19,2004,5.6,5,3,1,2,2,4,7,57.1,3,7,2,5,2,9,0
ITA-Serie A,2425,Monza,Keita Baldé,SEN,FW,29,1995,7.1,1,1,0,1,0,1,2,50.0,1,4,0,4,2,0,0
ITA-Serie A,2425,Monza,Kevin Martins,ITA,"MF,DF",19,2005,2.0,5,4,3,2,0,3,6,50.0,3,1,0,1,1,4,1
ITA-Serie A,2425,Monza,Kevin Zeroli,ITA,MF,19,2005,4.4,6,2,3,3,0,0,1,0.0,1,6,1,5,2,11,0
ITA-Serie A,2425,Monza,Luca Caldirola,ITA,DF,33,1991,9.7,11,7,8,3,0,4,7,57.1,3,9,6,3,11,43,1
ITA-Serie A,2425,Monza,Matteo Pessina,ITA,MF,27,1997,9.5,15,4,3,11,1,9,14,64.3,5,6,0,6,12,7,0
ITA-Serie A,2425,Monza,Mattia Valoti,ITA,MF,30,1993,0.4,3,3,3,0,0,0,2,0.0,2,2,0,2,0,2,0
ITA-Serie A,2425,Monza,Milan Đurić,BIH,FW,34,1990,14.1,1,1,0,1,0,0,3,0.0,3,6,0,6,2,17,0
ITA-Serie A,2425,Monza,Mirko Marić,CRO,"FW,MF",29,1995,1.2,1,0,1,0,0,1,2,50.0,1,1,1,0,1,1,0
ITA-Serie A,2425,Monza,Omari Forson,ENG,"MF,FW",20,2004,2.5,3,3,1,2,0,1,3,33.3,2,3,0,3,1,1,0
ITA-Serie A,2425,Monza,Pablo Marí,ESP,DF,30,1993,18.1,26,15,14,12,0,11,21,52.4,10,24,21,3,37,85,2
ITA-Serie A,2425,Monza,Patrick Ciurria,ITA,"MF,DF",29,1995,12.3,22,14,11,7,4,4,11,36.4,7,13,3,10,6,22,0
ITA-Serie A,2425,Monza,Pedro Pereira,POR,DF,26,1998,29.6,53,32,30,18,5,35,55,63.6,20,26,12,14,21,85,5
ITA-Serie A,2425,Monza,Roberto Gagliardini,ITA,"MF,DF",30,1994,2.0,3,2,1,2,0,1,4,25.0,3,1,0,1,2,4,0
ITA-Serie A,2425,Monza,Samuele Birindelli,ITA,"DF,MF",25,1999,16.3,22,15,13,4,5,6,14,42.9,8,15,2,13,10,34,2
ITA-Serie A,2425,Monza,Samuele Vignato,ITA,MF,20,2004,5.2,6,3,0,4,2,3,7,42.9,4,1,0,1,0,6,0
ITA-Serie A,2425,Monza,Semuel Pizzignacco,ITA,GK,22,2001,8.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,6,0
ITA-Serie A,2425,Monza,Silvère Ganvoula M'Boussy,CGO,FW,28,1996,3.6,0,0,0,0,0,0,1,0.0,1,1,0,1,1,5,0
ITA-Serie A,2425,Monza,Stefan Lekovic,SRB,DF,20,2004,4.1,9,4,6,2,1,5,13,38.5,8,4,4,0,7,5,0
ITA-Serie A,2425,Monza,Stefano Sensi,ITA,MF,28,1995,3.0,8,5,4,4,0,5,6,83.3,1,4,2,2,3,3,1
ITA-Serie A,2425,Monza,Stefano Turati,ITA,GK,22,2001,29.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,21,2
ITA-Serie A,2425,Monza,Tomás Palacios,ARG,DF,21,2003,5.0,11,5,9,2,0,9,13,69.2,4,7,2,5,8,17,2
ITA-Serie A,2425,Monza,Warren Bondo,FRA,MF,20,2003,18.0,35,24,19,12,4,13,19,68.4,6,16,6,10,5,8,4
ITA-Serie A,2425,Napoli,Alessandro Buongiorno,ITA,DF,25,1999,21.4,39,23,26,12,1,24,32,75.0,8,30,18,12,35,73,2
ITA-Serie A,2425,Napoli,Alessio Zerbin,ITA,"FW,DF",25,1999,0.0,2,1,2,0,0,1,1,100.0,0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,Alex Meret,ITA,GK,27,1997,33.4,0,0,0,0,0,0,0,,0,1,0,1,0,16,0
ITA-Serie A,2425,Napoli,Amir Rrahmani,KVX,DF,30,1994,37.8,39,31,19,19,1,16,25,64.0,9,43,26,17,27,179,2
ITA-Serie A,2425,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,28,1995,31.7,42,26,8,28,6,15,34,44.1,19,24,6,18,35,40,1
ITA-Serie A,2425,Napoli,Billy Gilmour,SCO,MF,23,2001,13.1,24,16,10,9,5,12,20,60.0,8,6,1,5,9,23,0
ITA-Serie A,2425,Napoli,Cyril Ngonge,BEL,FW,24,2000,2.4,8,5,4,4,0,4,7,57.1,3,3,0,3,2,4,0
ITA-Serie A,2425,Napoli,David Neres,BRA,FW,27,1997,14.3,21,11,10,4,7,10,15,66.7,5,7,0,7,7,4,0
ITA-Serie A,2425,Napoli,Elia Caprile,ITA,GK,22,2001,3.6,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
ITA-Serie A,2425,Napoli,Giacomo Raspadori,ITA,"FW,MF",24,2000,12.3,18,9,6,10,2,8,12,66.7,4,10,2,8,3,13,0
ITA-Serie A,2425,Napoli,Giovanni Di Lorenzo,ITA,DF,30,1993,37.0,66,44,35,25,6,42,65,64.6,23,19,6,13,31,85,1
ITA-Serie A,2425,Napoli,Giovanni Simeone,ARG,FW,29,1995,4.7,2,0,0,1,1,1,6,16.7,5,9,2,7,1,6,0
ITA-Serie A,2425,Napoli,Juan Jesus,BRA,DF,33,1991,11.9,25,14,16,9,0,12,20,60.0,8,15,3,12,9,42,0
ITA-Serie A,2425,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",23,2001,13.1,15,9,4,10,1,4,15,26.7,11,13,0,13,4,7,0
ITA-Serie A,2425,Napoli,Leonardo Spinazzola,ITA,"DF,FW",31,1993,16.9,17,10,6,9,2,10,23,43.5,13,12,1,11,9,31,1
ITA-Serie A,2425,Napoli,Mathías Olivera,URU,DF,26,1997,26.3,63,35,31,25,7,32,53,60.4,21,36,12,24,28,74,1
ITA-Serie A,2425,Napoli,Matteo Politano,ITA,"FW,MF",30,1993,31.2,29,15,17,11,1,15,43,34.9,28,21,1,20,13,50,1
ITA-Serie A,2425,Napoli,Michael Folorunsho,ITA,"FW,MF",26,1998,0.4,3,2,0,3,0,2,4,50.0,2,0,0,0,1,1,1
ITA-Serie A,2425,Napoli,Noah Okafor,SUI,"FW,MF",24,2000,0.4,3,2,3,0,0,2,2,100.0,0,0,0,0,0,1,0
ITA-Serie A,2425,Napoli,Pasquale Mazzocchi,ITA,"DF,FW",29,1995,7.8,15,7,7,5,3,8,15,53.3,7,5,2,3,5,25,0
ITA-Serie A,2425,Napoli,Philip Billing,DEN,MF,28,1996,2.2,9,6,4,4,1,1,4,25.0,3,4,1,3,4,6,0
ITA-Serie A,2425,Napoli,Rafa Marín,ESP,DF,22,2002,1.6,1,0,1,0,0,1,2,50.0,1,1,1,0,1,4,0
ITA-Serie A,2425,Napoli,Romelu Lukaku,BEL,FW,31,1993,31.6,4,2,0,2,2,1,4,25.0,3,7,2,5,1,17,0
ITA-Serie A,2425,Napoli,Scott McTominay,SCO,MF,27,1996,32.6,43,25,12,27,4,18,36,50.0,18,22,5,17,24,51,0
ITA-Serie A,2425,Napoli,Simone Scuffet,ITA,GK,28,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
ITA-Serie A,2425,Napoli,Stanislav Lobotka,SVK,MF,29,1994,29.3,47,30,16,21,10,19,31,61.3,12,29,11,18,21,57,1
ITA-Serie A,2425,Napoli,Walid Cheddira,MAR,FW,26,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Adrian Benedyczak,POL,"FW,MF",23,2000,2.4,0,0,0,0,0,0,1,0.0,1,3,1,2,0,8,0
ITA-Serie A,2425,Parma,Adrian Bernabe,ESP,MF,23,2001,16.1,29,18,16,9,4,14,32,43.8,18,22,9,13,7,26,1
ITA-Serie A,2425,Parma,Alessandro Circati,AUS,DF,20,2003,6.0,7,5,6,1,0,1,2,50.0,1,5,4,1,3,42,1
ITA-Serie A,2425,Parma,Alessandro Vogliacco,ITA,DF,25,1998,8.6,5,2,5,0,0,3,5,60.0,2,15,10,5,3,37,0
ITA-Serie A,2425,Parma,Ange-Yoan Bonny,FRA,FW,20,2003,28.1,34,16,4,23,7,8,14,57.1,6,17,2,15,3,17,0
ITA-Serie A,2425,Parma,Antoine Hainaut,FRA,"DF,FW",22,2002,13.4,26,14,15,8,3,9,13,69.2,4,17,4,13,15,59,1
ITA-Serie A,2425,Parma,Botond Balogh,HUN,DF,22,2002,22.8,36,16,22,13,1,20,28,71.4,8,34,26,8,25,141,2
ITA-Serie A,2425,Parma,Dennis Man,ROU,"FW,MF",25,1998,22.2,13,6,7,3,3,6,24,25.0,18,15,3,12,8,11,0
ITA-Serie A,2425,Parma,Drissa Camara,CIV,"MF,FW",22,2002,5.0,9,7,2,6,1,1,10,10.0,9,8,0,8,3,1,0
ITA-Serie A,2425,Parma,Emanuele Valeri,ITA,DF,25,1998,31.9,51,31,33,15,3,30,61,49.2,31,31,10,21,29,103,4
ITA-Serie A,2425,Parma,Enrico Del Prato,ITA,DF,24,1999,32.7,33,17,24,8,1,19,26,73.1,7,69,35,34,19,132,2
ITA-Serie A,2425,Parma,Gabriel Charpentier,CGO,FW,25,1999,3.0,4,3,2,1,1,3,4,75.0,1,3,0,3,0,9,0
ITA-Serie A,2425,Parma,Giovanni Leoni,ITA,DF,17,2006,13.3,14,6,10,4,0,5,10,50.0,5,20,11,9,15,63,1
ITA-Serie A,2425,Parma,Hernani,BRA,MF,30,1994,14.7,47,26,25,18,4,27,50,54.0,23,26,6,20,19,12,1
ITA-Serie A,2425,Parma,Jacob Ondrejka,SWE,"MF,FW",21,2002,4.7,12,6,5,7,0,10,12,83.3,2,2,0,2,7,2,0
ITA-Serie A,2425,Parma,Lautaro Valenti,ARG,DF,25,1999,17.3,17,12,13,3,1,7,9,77.8,2,26,13,13,13,94,1
ITA-Serie A,2425,Parma,Leandro Chichizola,ARG,GK,34,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
ITA-Serie A,2425,Parma,Mandela Keita,BEL,MF,22,2002,20.3,44,25,13,25,6,18,35,51.4,17,18,7,11,21,29,2
ITA-Serie A,2425,Parma,Mateo Pellegrino,ARG,FW,23,2001,8.2,3,2,1,2,0,1,4,25.0,3,6,1,5,1,6,0
ITA-Serie A,2425,Parma,Mateusz Kowalski,POL,MF,19,2005,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,1,0
ITA-Serie A,2425,Parma,Mathias Løvik,NOR,"DF,FW",20,2003,1.0,1,0,0,1,0,1,3,33.3,2,1,1,0,2,3,0
ITA-Serie A,2425,Parma,Matteo Cancellieri,ITA,"FW,MF",22,2002,15.8,26,16,15,9,2,11,32,34.4,21,15,1,14,13,30,0
ITA-Serie A,2425,Parma,Milan Đurić,BIH,FW,34,1990,3.0,0,0,0,0,0,0,2,0.0,2,3,0,3,0,2,0
ITA-Serie A,2425,Parma,Mohamed Haj,TUN,MF,19,2005,5.0,3,1,2,1,0,1,2,50.0,1,3,1,2,4,5,0
ITA-Serie A,2425,Parma,Nahuel Estévez,ARG,MF,28,1995,7.3,16,6,7,8,1,6,15,40.0,9,9,2,7,3,26,0
ITA-Serie A,2425,Parma,Pontus Almqvist,SWE,"FW,MF",25,1999,12.4,17,13,7,7,3,8,17,47.1,9,13,0,13,19,8,0
ITA-Serie A,2425,Parma,Simon Sohm,SUI,MF,23,2001,33.2,28,17,11,13,4,16,35,45.7,19,11,3,8,26,36,0
ITA-Serie A,2425,Parma,Valentin Mihaila,ROU,"FW,MF",24,2000,14.3,29,15,8,13,8,9,22,40.9,13,18,0,18,8,6,0
ITA-Serie A,2425,Parma,Woyo Coulibaly,MLI,DF,25,1999,12.0,13,10,9,2,2,5,11,45.5,6,19,2,17,8,25,0
ITA-Serie A,2425,Parma,Wylan Cyprien,FRA,MF,29,1995,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,0,0
ITA-Serie A,2425,Parma,Yordan Osorio,VEN,DF,30,1994,1.9,5,3,4,1,0,2,2,100.0,0,3,1,2,4,6,1
ITA-Serie A,2425,Parma,Zion Suzuki,JPN,GK,21,2002,36.8,1,0,1,0,0,1,2,50.0,1,0,0,0,0,35,4
ITA-Serie A,2425,Roma,Alexis Saelemaekers,BEL,"DF,FW",25,1999,15.4,33,20,22,7,4,18,35,51.4,17,12,1,11,9,8,1
ITA-Serie A,2425,Roma,Anass Salah-Eddine,NED,DF,22,2002,1.7,1,1,1,0,0,0,0,,0,0,0,0,1,2,2
ITA-Serie A,2425,Roma,Angeliño,ESP,DF,27,1997,35.3,46,24,20,24,2,17,34,50.0,17,33,9,24,28,98,0
ITA-Serie A,2425,Roma,Artem Dovbyk,UKR,FW,27,1997,26.9,4,2,0,1,3,0,4,0.0,4,10,3,7,2,12,0
ITA-Serie A,2425,Roma,Bryan Cristante,ITA,MF,29,1995,22.7,48,29,18,24,6,15,26,57.7,11,20,10,10,19,36,1
ITA-Serie A,2425,Roma,Devyne Rensch,NED,DF,21,2003,5.2,17,13,8,8,1,9,10,90.0,1,5,3,2,7,12,1
ITA-Serie A,2425,Roma,Eldor Shomurodov,UZB,"FW,MF",29,1995,12.2,14,6,2,7,5,3,6,50.0,3,10,1,9,3,5,0
ITA-Serie A,2425,Roma,Enzo Le Fée,FRA,MF,24,2000,3.5,7,4,5,2,0,2,6,33.3,4,9,3,6,5,2,0
