league,season,team,player,nationality,position,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
ITA-Serie A,2425,Torino,Alberto Paleari,ITA,GK,31,1992,1.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
ITA-Serie A,2425,Torino,Alessio Cacciamani,ITA,"MF,DF",17,2007,0.3,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,50.0
ITA-Serie A,2425,Torino,Ali Dembélé,FRA,DF,20,2004,4.3,4,1,1,9,7,0,7,1,5,0,1,0,15,5,11,31.3
ITA-Serie A,2425,Torino,Alieu Njie,SWE,"FW,MF",19,2005,4.4,1,0,0,12,12,2,6,0,1,0,0,0,12,12,17,41.4
ITA-Serie A,2425,Torino,Antonio Sanabria,PAR,FW,28,1996,14.6,2,0,0,16,13,1,0,1,3,1,0,0,24,26,58,31.0
ITA-Serie A,2425,Torino,Borna Sosa,CRO,DF,26,1998,13.1,0,0,0,12,7,1,51,14,19,0,1,0,53,16,19,45.7
ITA-Serie A,2425,Torino,Cesare Casadei,ITA,MF,21,2003,11.3,1,0,0,16,10,0,2,5,5,0,1,0,41,64,25,71.9
ITA-Serie A,2425,Torino,Che Adams,SCO,FW,28,1996,29.5,2,0,0,29,40,23,10,2,6,0,0,0,50,36,62,36.7
ITA-Serie A,2425,Torino,Cristiano Biraghi,ITA,DF,31,1992,12.9,0,0,0,9,12,2,107,8,10,0,0,1,39,8,11,42.1
ITA-Serie A,2425,Torino,Duván Zapata,COL,FW,33,1991,6.5,1,0,0,10,8,2,3,2,5,0,0,0,15,20,28,41.7
ITA-Serie A,2425,Torino,Elif Elmas,MKD,"FW,MF",24,1999,11.3,0,0,0,13,14,2,23,6,7,0,0,0,33,2,3,40.0
ITA-Serie A,2425,Torino,Guillermo Maripán,CHI,DF,30,1994,26.0,4,1,0,29,8,1,2,41,23,0,0,0,90,72,47,60.5
ITA-Serie A,2425,Torino,Gvidas Gineitis,LTU,MF,20,2004,15.9,5,0,0,23,23,2,51,18,15,0,0,0,57,14,18,43.8
ITA-Serie A,2425,Torino,Ivan Ilić,SRB,MF,23,2001,10.2,4,0,0,11,23,1,27,5,2,0,0,0,28,4,14,22.2
ITA-Serie A,2425,Torino,Karol Linetty,POL,MF,29,1995,17.1,6,0,0,39,13,0,4,12,23,0,0,0,63,8,14,36.4
ITA-Serie A,2425,Torino,Marcus Pedersen,NOR,DF,24,2000,15.1,3,0,0,16,5,4,56,13,8,0,1,0,43,6,19,24.0
ITA-Serie A,2425,Torino,Mërgim Vojvoda,KVX,DF,29,1995,12.3,4,0,0,13,4,1,40,7,10,0,0,0,53,8,10,44.4
ITA-Serie A,2425,Torino,Nikola Vlašić,CRO,"MF,FW",26,1997,23.5,0,0,0,28,26,6,26,9,19,0,0,0,93,27,29,48.2
ITA-Serie A,2425,Torino,Raoul Bellanova,ITA,DF,24,2000,1.0,0,0,0,1,1,0,5,0,0,0,0,0,4,1,0,100.0
ITA-Serie A,2425,Torino,Saba Sazonov,GEO,DF,22,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Torino,Samuele Ricci,ITA,MF,22,2001,31.4,8,1,0,38,70,0,30,25,21,0,0,0,130,14,15,48.3
ITA-Serie A,2425,Torino,Saúl Coco,EQG,DF,25,1999,31.6,10,0,0,53,19,0,2,38,26,0,0,1,87,62,58,51.7
ITA-Serie A,2425,Torino,Sebastian Walukiewicz,POL,DF,24,2000,18.5,6,0,0,29,7,1,24,18,20,0,0,0,52,23,36,39.0
ITA-Serie A,2425,Torino,Sergiu Perciun,MDA,"FW,MF",18,2006,1.7,0,0,0,3,4,0,5,1,2,0,0,0,10,0,2,0.0
ITA-Serie A,2425,Torino,Tommaso Gabellini,ITA,FW,17,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2425,Torino,Valentino Lazaro,AUT,"DF,FW",28,1996,25.6,6,0,0,30,13,2,145,11,12,0,1,0,94,16,25,39.0
ITA-Serie A,2425,Torino,Vanja Milinković-Savić,SRB,GK,27,1997,37.0,3,0,0,1,10,0,0,0,0,0,1,0,51,11,2,84.6
ITA-Serie A,2425,Torino,Yann Karamoh,FRA,"MF,FW",26,1998,11.6,2,0,0,12,14,4,23,3,2,0,0,0,42,5,9,35.7
ITA-Serie A,2425,Udinese,Alexis Sánchez,CHI,FW,35,1988,4.9,0,0,0,4,11,4,8,4,1,0,0,0,17,2,12,14.3
ITA-Serie A,2425,Udinese,Arthur Atta,FRA,"MF,FW",21,2003,13.9,5,0,0,16,14,1,24,7,12,0,0,0,57,14,20,41.2
ITA-Serie A,2425,Udinese,Brenner,BRA,"MF,FW",24,2000,4.3,0,0,0,0,5,0,11,1,4,0,0,0,16,2,3,40.0
ITA-Serie A,2425,Udinese,Christian Kabasele,BEL,DF,33,1991,12.9,0,0,0,20,16,0,2,14,9,0,2,0,33,35,20,63.6
ITA-Serie A,2425,Udinese,Damián Pizarro,CHI,"FW,MF",19,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
ITA-Serie A,2425,Udinese,Daniele Padelli,ITA,GK,38,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Udinese,Enzo Ebosse,CMR,DF,25,1999,1.0,1,0,0,1,0,0,0,1,0,0,0,0,5,1,0,100.0
ITA-Serie A,2425,Udinese,Florian Thauvin,FRA,"FW,MF",31,1993,21.7,0,0,0,10,27,3,168,7,14,0,0,0,68,5,10,33.3
ITA-Serie A,2425,Udinese,Hassane Kamara,CIV,DF,30,1994,22.2,8,1,1,25,22,1,106,26,25,0,0,0,92,21,11,65.6
ITA-Serie A,2425,Udinese,Iker Bravo,ESP,"FW,MF",19,2005,7.6,3,0,0,12,10,2,8,1,6,0,0,0,30,12,28,30.0
ITA-Serie A,2425,Udinese,Jaka Bijol,SVN,DF,25,1999,32.9,13,1,1,49,8,2,3,38,25,0,1,1,101,109,52,67.7
ITA-Serie A,2425,Udinese,James Abankwah,IRL,"DF,MF",20,2004,1.0,1,0,0,4,3,0,0,1,2,0,0,0,7,2,2,50.0
ITA-Serie A,2425,Udinese,Jesper Karlström,SWE,MF,29,1995,35.4,9,0,0,42,25,1,15,35,34,0,0,0,146,31,31,50.0
ITA-Serie A,2425,Udinese,Jordan Zemura,ZIM,DF,24,1999,15.7,2,0,0,22,7,2,39,16,14,0,0,0,60,6,14,30.0
ITA-Serie A,2425,Udinese,Jurgen Ekkelenkamp,NED,MF,24,2000,21.0,2,0,0,29,14,2,12,12,25,0,0,0,82,18,13,58.1
ITA-Serie A,2425,Udinese,Keinan Davis,ENG,FW,26,1998,11.8,2,0,0,24,12,8,3,1,4,0,0,0,34,37,40,48.1
ITA-Serie A,2425,Udinese,Kingsley Ehizibue,NED,DF,29,1995,27.8,5,0,0,33,33,5,61,23,35,0,0,0,110,29,33,46.8
ITA-Serie A,2425,Udinese,Lautaro Gianetti,ARG,DF,30,1993,9.8,4,0,0,7,0,0,0,15,10,0,1,2,28,30,12,71.4
ITA-Serie A,2425,Udinese,Lorenzo Lucca,ITA,FW,23,2000,26.1,10,0,0,65,55,16,5,7,6,0,0,0,44,59,68,46.5
ITA-Serie A,2425,Udinese,Maduka Okoye,NGA,GK,24,1999,25.0,1,0,0,0,1,0,0,0,0,0,0,1,51,7,0,100.0
ITA-Serie A,2425,Udinese,Martín Payero,ARG,MF,25,1998,15.3,5,0,0,35,39,0,39,13,16,1,2,0,75,21,20,51.2
ITA-Serie A,2425,Udinese,Matteo Palma,GER,DF,16,2008,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0
ITA-Serie A,2425,Udinese,Nehuén Pérez,ARG,DF,24,2000,2.0,0,0,0,3,2,0,0,1,1,0,0,0,6,3,1,75.0
ITA-Serie A,2425,Udinese,Oier Zarraga,ESP,MF,25,1999,10.0,0,0,0,12,6,0,20,2,13,0,0,0,25,6,11,35.3
ITA-Serie A,2425,Udinese,Oumar Solet,FRA,DF,24,2000,18.6,3,1,1,17,14,0,9,17,19,0,0,0,92,20,20,50.0
ITA-Serie A,2425,Udinese,Razvan Sava,ROU,GK,22,2002,12.0,1,0,0,1,1,0,0,0,0,0,1,0,13,0,1,0.0
ITA-Serie A,2425,Udinese,Rui Modesto,ANG,"DF,MF",24,1999,6.8,1,0,0,10,5,1,26,8,12,0,0,0,26,10,14,41.7
ITA-Serie A,2425,Udinese,Sandi Lovrić,SVN,MF,26,1998,25.6,5,0,0,54,34,0,90,22,29,1,0,0,118,1,17,5.6
ITA-Serie A,2425,Udinese,Simone Pafundi,ITA,"MF,DF",18,2006,1.3,0,0,0,1,6,0,14,0,3,0,0,0,3,0,2,0.0
ITA-Serie A,2425,Udinese,Souleymane Touré,FRA,DF,21,2003,8.1,2,2,0,15,6,1,6,9,6,0,0,1,23,7,5,58.3
ITA-Serie A,2425,Udinese,Thomas Kristensen,DEN,DF,22,2002,19.5,5,0,0,31,3,1,10,21,21,0,1,0,63,61,32,65.6
ITA-Serie A,2425,Venezia,Alessandro Marcandalli,ITA,DF,21,2002,3.9,2,0,0,9,0,0,0,2,6,0,1,0,16,12,12,50.0
ITA-Serie A,2425,Venezia,Alessio Zerbin,ITA,DF,25,1999,16.9,4,0,0,36,34,3,74,15,28,0,0,0,69,10,12,45.5
ITA-Serie A,2425,Venezia,Alfred Duncan,GHA,MF,31,1993,10.6,2,0,0,22,11,0,17,8,8,0,0,0,52,10,8,55.6
ITA-Serie A,2425,Venezia,Antonio Candela,ITA,DF,24,2000,11.2,2,0,0,14,4,0,22,8,21,0,2,1,38,14,13,51.9
ITA-Serie A,2425,Venezia,Antonio Raimondo,ITA,"FW,DF",20,2004,1.0,0,0,0,2,1,1,1,0,1,0,0,0,4,1,6,14.3
ITA-Serie A,2425,Venezia,Bjarki Bjarkason,ISL,"DF,MF",24,2000,1.8,2,0,0,2,8,0,7,2,2,0,0,0,9,0,0,
ITA-Serie A,2425,Venezia,Cheick Oumar Conde,GUI,MF,24,2000,1.7,2,0,0,5,4,0,0,4,5,0,0,0,13,7,3,70.0
ITA-Serie A,2425,Venezia,Christian Gytkjær,DEN,FW,34,1990,8.4,0,0,0,11,5,7,1,0,4,0,0,0,15,23,57,28.8
ITA-Serie A,2425,Venezia,Daniel Fila,CZE,FW,21,2002,5.5,3,1,1,13,7,3,0,0,0,0,0,0,9,7,20,25.9
ITA-Serie A,2425,Venezia,Domen Črnigoj,SVN,MF,28,1995,1.5,0,0,0,2,4,0,2,4,2,0,0,0,8,2,5,28.6
ITA-Serie A,2425,Venezia,Fali Candé,GNB,DF,26,1998,17.0,4,0,0,24,21,0,7,15,19,0,0,0,79,37,41,47.4
ITA-Serie A,2425,Venezia,Filip Stankovic,SRB,GK,22,2002,15.2,1,0,0,0,1,0,0,0,0,0,0,0,15,5,0,100.0
ITA-Serie A,2425,Venezia,Francesco Zampano,ITA,DF,30,1993,18.2,5,0,0,24,19,5,49,6,20,0,0,0,77,10,18,35.7
ITA-Serie A,2425,Venezia,Franco Carboni,ITA,DF,21,2003,2.5,2,0,0,3,2,0,8,0,3,1,0,0,13,2,3,40.0
ITA-Serie A,2425,Venezia,Gaetano Oristanio,ITA,"FW,MF",21,2002,25.7,3,0,0,50,71,11,59,6,13,0,0,0,84,14,38,26.9
ITA-Serie A,2425,Venezia,Gianluca Busio,USA,MF,22,2002,28.0,4,0,0,26,44,4,29,19,31,1,0,0,107,32,34,48.5
ITA-Serie A,2425,Venezia,Giorgio Altare,ITA,DF,25,1998,8.4,2,0,0,10,2,0,7,17,12,0,0,1,27,19,17,52.8
ITA-Serie A,2425,Venezia,Hans Nicolussi Caviglia,ITA,MF,24,2000,31.8,7,1,1,50,39,0,72,28,28,0,1,0,147,27,23,54.0
ITA-Serie A,2425,Venezia,Ionuț Radu,ROU,GK,27,1997,15.0,1,0,0,0,1,0,0,0,0,0,0,0,20,1,0,100.0
ITA-Serie A,2425,Venezia,Issa Doumbia,ITA,MF,20,2003,10.4,0,0,0,18,12,0,10,9,8,0,0,0,45,18,21,46.2
ITA-Serie A,2425,Venezia,Jay Idzes,IDN,DF,24,2000,34.7,5,0,0,50,12,3,6,32,29,0,3,0,113,57,81,41.3
ITA-Serie A,2425,Venezia,Jesse Joronen,FIN,GK,31,1993,7.8,0,0,0,1,0,0,0,0,0,0,1,1,11,3,0,100.0
ITA-Serie A,2425,Venezia,Joel Pohjanpalo,FIN,FW,29,1994,17.8,1,0,0,12,15,10,3,4,3,1,0,0,20,46,59,43.8
ITA-Serie A,2425,Venezia,John Yeboah,ECU,"FW,MF",24,2000,13.6,6,0,0,14,21,4,26,4,3,1,0,0,45,6,10,37.5
ITA-Serie A,2425,Venezia,Joël Schingtienne,BEL,DF,21,2002,12.5,2,0,0,7,1,0,0,14,16,0,1,0,49,4,14,22.2
ITA-Serie A,2425,Venezia,Kike Pérez,ESP,MF,27,1997,12.4,4,0,0,31,16,1,49,10,25,0,0,0,71,14,16,46.7
ITA-Serie A,2425,Venezia,Magnus Kofod Andersen,DEN,MF,25,1999,7.7,1,0,0,7,5,0,16,6,4,0,0,0,31,8,7,53.3
ITA-Serie A,2425,Venezia,Marin Šverko,CRO,DF,26,1998,12.4,3,0,0,9,10,0,2,16,9,0,1,0,44,20,20,50.0
ITA-Serie A,2425,Venezia,Michael Svoboda,AUT,DF,25,1998,14.6,1,0,0,7,11,0,2,22,14,0,0,0,71,35,28,55.6
ITA-Serie A,2425,Venezia,Mikael Ellertsson,ISL,"DF,MF",22,2002,27.4,2,0,0,22,44,2,28,17,26,0,0,0,74,16,16,50.0
ITA-Serie A,2425,Venezia,Mirko Marić,CRO,FW,29,1995,4.0,0,0,0,3,4,3,3,1,3,0,0,0,11,13,22,37.1
ITA-Serie A,2425,Venezia,Nicholas Pierini,ITA,MF,25,1998,0.9,0,0,0,1,2,0,3,0,0,0,0,0,2,1,3,25.0
ITA-Serie A,2425,Venezia,Nunzio Lella,ITA,MF,24,2000,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Venezia,Richie Sagrado,BEL,DF,20,2004,1.6,1,0,0,2,2,0,0,3,2,0,0,0,6,2,0,100.0
ITA-Serie A,2425,Venezia,Ridgeciano Haps,SUR,DF,31,1993,15.2,3,0,0,14,16,1,26,7,16,0,1,0,54,14,18,43.8
ITA-Serie A,2425,Venezia,Saad El Haddad,MAR,MF,19,2005,0.3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0
ITA-Serie A,2526,Atalanta,Berat Djimsiti,ALB,DF,32-212,1993,2.0,0,0,0,1,0,0,0,1,2,0,0,0,8,10,13,43.5
ITA-Serie A,2526,Atalanta,Charles De Ketelaere,BEL,MF,24-193,2001,2.7,0,0,0,2,4,1,8,0,3,0,0,0,18,3,3,50.0
ITA-Serie A,2526,Atalanta,Daniel Maldini,ITA,MF,23-343,2001,1.7,1,0,0,2,3,0,2,0,1,0,0,0,8,1,1,50.0
ITA-Serie A,2526,Atalanta,Davide Zappacosta,ITA,DF,33-100,1992,0.3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
ITA-Serie A,2526,Atalanta,Gianluca Scamacca,ITA,FW,26-261,1999,1.5,0,0,0,1,2,2,0,1,0,0,0,0,5,4,3,57.1
ITA-Serie A,2526,Atalanta,Giorgio Scalvini,ITA,DF,21-282,2003,2.9,0,0,0,8,1,0,0,6,3,0,0,0,8,6,4,60.0
ITA-Serie A,2526,Atalanta,Isak Hien,SWE,DF,26-249,1999,3.0,1,0,0,6,4,0,0,6,4,0,0,1,12,11,12,47.8
ITA-Serie A,2526,Atalanta,Kamaldeen Sulemana,GHA,MF,23-216,2002,1.3,1,0,0,2,1,0,2,0,2,0,0,0,9,1,2,33.3
ITA-Serie A,2526,Atalanta,Lazar Samardzic,SRB,MF,23-207,2002,0.3,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0.0
ITA-Serie A,2526,Atalanta,Lorenzo Bernasconi,ITA,DF,21-307,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2526,Atalanta,Marco Brescianini,ITA,MF,25-242,2000,0.4,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,
ITA-Serie A,2526,Atalanta,Marco Carnesecchi,ITA,GK,25-080,2000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
ITA-Serie A,2526,Atalanta,Mario Pašalić,CRO,MF,30-222,1995,2.4,0,0,0,2,1,1,0,0,2,0,0,0,10,4,4,50.0
ITA-Serie A,2526,Atalanta,Marten de Roon,NED,MF,34-174,1991,2.8,1,0,0,3,1,0,2,1,6,0,0,0,7,2,4,33.3
ITA-Serie A,2526,Atalanta,Nicola Zalewski,POL,DF,23-239,2002,2.6,0,0,0,1,3,0,22,1,3,0,0,0,17,3,4,42.9
ITA-Serie A,2526,Atalanta,Nikola Krstović,MNE,FW,25-167,2000,1.5,0,0,0,1,1,2,0,0,1,0,0,0,7,3,4,42.9
ITA-Serie A,2526,Atalanta,Odilon Kossounou,CIV,DF,24-258,2001,1.0,0,0,0,2,0,0,1,1,2,0,0,0,5,0,0,
ITA-Serie A,2526,Atalanta,Raoul Bellanova,ITA,DF,25-125,2000,3.0,0,0,0,1,2,0,25,0,2,0,0,0,10,3,1,75.0
ITA-Serie A,2526,Atalanta,Yunus Musah,USA,MF,22-294,2002,0.2,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,
ITA-Serie A,2526,Atalanta,Éderson,BRA,MF,26-074,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2526,Bologna,Charalampos Lykogiannis,GRE,DF,31-332,1993,2.6,0,0,0,2,0,0,17,0,3,0,0,0,12,3,0,100.0
ITA-Serie A,2526,Bologna,Ciro Immobile,ITA,FW,35-211,1990,0.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,33.3
ITA-Serie A,2526,Bologna,Federico Bernardeschi,ITA,MF,31-215,1994,0.4,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,
ITA-Serie A,2526,Bologna,Giovanni Fabbian,ITA,MF,22-248,2003,1.6,0,0,0,3,6,0,0,1,0,0,0,0,6,4,1,80.0
ITA-Serie A,2526,Bologna,Jens Odgaard,DEN,MF,26-172,1999,1.3,0,0,0,1,3,1,1,1,1,0,0,0,8,2,4,33.3
ITA-Serie A,2526,Bologna,Jhon Lucumí,COL,DF,27-085,1998,2.5,1,0,0,5,1,0,0,3,4,0,0,0,18,2,2,50.0
ITA-Serie A,2526,Bologna,Jonathan Rowe,ENG,MF,22-142,2003,0.2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,
ITA-Serie A,2526,Bologna,Juan Miranda,ESP,DF,25-243,2000,0.4,1,0,0,2,0,0,2,0,0,0,0,0,3,0,0,
ITA-Serie A,2526,Bologna,Lewis Ferguson,SCO,MF,26-026,1999,1.0,0,0,0,3,0,0,1,0,0,0,0,0,7,3,1,75.0
ITA-Serie A,2526,Bologna,Lorenzo De Silvestri,ITA,DF,37-119,1988,0.8,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
ITA-Serie A,2526,Bologna,Martin Vitík,CZE,DF,22-241,2003,1.0,1,0,0,3,0,0,0,1,0,0,0,0,3,3,3,50.0
ITA-Serie A,2526,Bologna,Nadir Zortea,ITA,DF,26-092,1999,2.2,0,0,0,2,2,0,3,3,2,0,0,0,6,1,2,33.3
ITA-Serie A,2526,Bologna,Nicolò Cambiaghi,ITA,FW,24-265,2000,2.8,1,0,0,4,18,1,8,1,3,0,0,0,8,1,1,50.0
ITA-Serie A,2526,Bologna,Nicolò Casale,ITA,DF,27-217,1998,0.5,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,100.0
ITA-Serie A,2526,Bologna,Nikola Moro,CRO,MF,27-191,1998,0.7,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,
ITA-Serie A,2526,Bologna,Remo Freuler,SUI,MF,33-157,1992,2.9,1,0,0,2,5,0,4,1,5,0,0,0,10,1,5,16.7
ITA-Serie A,2526,Bologna,Riccardo Orsolini,ITA,FW,28-238,1997,2.8,0,0,0,2,5,1,4,1,5,0,0,0,7,4,1,80.0
ITA-Serie A,2526,Bologna,Santiago Castro,ARG,FW,20-355,2004,2.4,0,0,0,3,5,1,1,0,0,0,0,0,4,3,7,30.0
ITA-Serie A,2526,Bologna,Thijs Dallinga,NED,FW,25-047,2000,0.3,0,0,0,3,0,0,0,0,0,0,0,0,1,2,1,66.7
ITA-Serie A,2526,Bologna,Tommaso Pobega,ITA,MF,26-066,1999,1.3,1,0,0,1,1,0,0,2,0,0,0,0,4,2,2,50.0
ITA-Serie A,2526,Bologna,Torbjørn Heggem,NOR,DF,26-250,1999,2.0,0,0,0,5,0,0,0,3,3,0,0,0,3,4,2,66.7
ITA-Serie A,2526,Bologna,Łukasz Skorupski,POL,GK,34-137,1991,3.0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,
ITA-Serie A,2526,Cagliari,Adam Obert,SVK,DF,23-027,2002,2.8,1,0,0,8,0,0,4,5,2,0,0,0,6,4,1,80.0
ITA-Serie A,2526,Cagliari,Alessandro Deiola,ITA,MF,30-049,1995,2.2,1,0,0,4,1,0,1,2,4,0,0,0,13,0,2,0.0
ITA-Serie A,2526,Cagliari,Alessandro Di Pardo,ITA,DF,26-063,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2526,Cagliari,Andrea Belotti,ITA,FW,31-273,1993,0.8,0,0,0,1,2,1,1,1,0,0,0,0,0,1,6,14.3
ITA-Serie A,2526,Cagliari,Elia Caprile,ITA,GK,24-025,2001,3.0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,75.0
ITA-Serie A,2526,Cagliari,Gabriele Zappa,ITA,DF,25-271,1999,2.2,2,0,0,4,1,0,2,0,2,0,0,0,5,3,2,60.0
ITA-Serie A,2526,Cagliari,Gennaro Borrelli,ITA,FW,25-193,2000,1.4,1,0,0,7,8,1,0,0,1,0,0,0,1,6,6,50.0
ITA-Serie A,2526,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25-137,2000,1.1,0,0,0,2,3,0,5,0,0,0,0,0,4,2,1,66.7
ITA-Serie A,2526,Cagliari,Luca Mazzitelli,ITA,MF,29-308,1995,0.3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
ITA-Serie A,2526,Cagliari,Marco Palestra,ITA,DF,20-200,2005,1.3,0,0,0,0,3,0,1,0,0,0,0,0,4,1,0,100.0
ITA-Serie A,2526,Cagliari,Matteo Prati,ITA,MF,21-265,2003,2.4,0,0,0,3,2,0,0,2,2,0,0,0,7,0,0,
ITA-Serie A,2526,Cagliari,Mattia Felici,ITA,"MF,FW",24-155,2001,0.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
ITA-Serie A,2526,Cagliari,Michael Folorunsho,ITA,"FW,MF",27-224,1998,2.9,0,0,0,2,5,2,4,0,2,0,0,0,8,2,5,28.6
ITA-Serie A,2526,Cagliari,Michel Ndary Adopo,FRA,MF,25-062,2000,3.0,0,0,0,3,0,0,2,1,2,0,0,0,13,2,2,50.0
ITA-Serie A,2526,Cagliari,Riyad Idrissi,ITA,DF,20-098,2005,0.3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
ITA-Serie A,2526,Cagliari,Sebastiano Esposito,ITA,"MF,FW",23-079,2002,2.2,1,0,0,5,7,1,8,2,4,0,0,0,12,3,4,42.9
ITA-Serie A,2526,Cagliari,Sebastiano Luperto,ITA,DF,29-013,1996,3.0,0,0,0,1,4,0,0,1,2,0,0,0,5,1,1,50.0
ITA-Serie A,2526,Cagliari,Semih Kılıçsoy,TUR,FW,20-035,2005,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0
ITA-Serie A,2526,Cagliari,Yerry Mina,COL,DF,30-361,1994,3.0,0,0,0,3,4,0,0,2,2,0,0,0,7,9,3,75.0
ITA-Serie A,2526,Cagliari,Zito Luvumbo,ANG,"MF,DF",23-194,2002,0.7,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,
ITA-Serie A,2526,Cagliari,Zé Pedro Figueiredo,POR,DF,28-105,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
ITA-Serie A,2526,Como,Anastasios Douvikas,GRE,FW,26-048,1999,1.7,0,0,0,3,3,0,0,1,0,0,0,0,6,1,2,33.3
ITA-Serie A,2526,Como,Ignace Van Der Brempt,BEL,DF,23-171,2002,1.1,1,0,0,5,2,0,0,2,1,0,0,0,1,1,0,100.0
ITA-Serie A,2526,Como,Ivan Smolčić,CRO,DF,25-033,2000,0.9,1,0,0,1,1,0,2,4,5,0,0,0,0,0,2,0.0
ITA-Serie A,2526,Como,Jacobo Ramón,ESP,DF,20-256,2005,3.0,1,1,0,4,1,0,0,4,4,0,0,0,10,16,5,76.2
ITA-Serie A,2526,Como,Jayden Addai,NED,FW,20-024,2005,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
ITA-Serie A,2526,Como,Jean Butez,FRA,GK,30-103,1995,3.0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50.0
ITA-Serie A,2526,Como,Jesus Rodríguez,ESP,FW,19-302,2005,2.9,0,0,0,0,5,0,3,1,1,0,0,0,12,2,1,66.7
ITA-Serie A,2526,Como,Lucas Da Cunha,FRA,MF,24-102,2001,2.6,0,0,0,0,1,0,11,1,1,0,0,0,11,1,2,33.3
ITA-Serie A,2526,Como,Marc-Oliver Kempf,GER,DF,30-234,1995,3.0,0,0,0,3,4,0,0,0,1,0,0,0,13,7,6,53.8
ITA-Serie A,2526,Como,Martin Baturina,CRO,MF,22-215,2003,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
ITA-Serie A,2526,Como,Maxence Caqueret,FRA,MF,25-216,2000,0.9,0,0,0,0,2,0,0,1,3,0,0,0,6,0,0,
ITA-Serie A,2526,Como,Máximo Perrone,ARG,MF,22-255,2003,1.6,1,0,0,4,0,0,0,2,3,0,0,0,5,0,1,0.0
ITA-Serie A,2526,Como,Mërgim Vojvoda,KVX,"FW,DF",30-230,1995,2.6,0,0,0,3,1,0,9,1,1,0,0,0,8,1,3,25.0
ITA-Serie A,2526,Como,Nicolas-Gerrit Kühn,GER,FW,25-261,2000,1.2,0,0,0,0,1,0,2,0,1,0,0,0,4,0,0,
ITA-Serie A,2526,Como,Nicolás Paz,ARG,MF,21-011,2004,2.9,1,0,0,8,7,0,0,2,2,0,0,0,6,1,1,50.0
ITA-Serie A,2526,Como,Sergi Roberto,ESP,MF,33-224,1992,0.8,1,0,0,3,2,0,1,1,0,0,0,0,3,2,0,100.0
ITA-Serie A,2526,Como,Álex Valle,ESP,DF,21-147,2004,3.0,1,0,0,12,2,0,2,3,8,0,0,0,9,1,1,50.0
ITA-Serie A,2526,Como,Álvaro Morata,ESP,FW,32-331,1992,1.3,0,0,0,1,9,0,2,0,2,0,0,0,1,2,3,40.0
ITA-Serie A,2526,Cremonese,Alberto Grassi,ITA,MF,30-196,1995,1.2,2,0,0,2,2,0,0,0,2,0,1,0,8,2,1,66.7
ITA-Serie A,2526,Cremonese,Alessio Zerbin,ITA,DF,26-200,1999,2.8,0,0,0,4,5,0,3,0,5,0,0,0,11,2,5,28.6
