league,season,team,player,nationality,position,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xa,Progression_PrgR,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90
ITA-Serie A,2122,Sassuolo,Filip Đuričić,SRB,"MF,FW",29,1992,12,9,671,2,1,0,0,1,0,2.0,2.0,1.6,40,0.27,0.13,0.4,0.27,0.4,0.27,0.21,0.48,0.27,0.48
ITA-Serie A,2122,Sassuolo,Francesco Caputo,ITA,FW,33,1987,2,2,156,0,1,0,0,1,0,0.9,0.9,0.4,10,0.0,0.58,0.58,0.0,0.58,0.52,0.21,0.73,0.52,0.73
ITA-Serie A,2122,Sassuolo,Francesco Magnanelli,ITA,MF,36,1984,12,2,271,0,0,0,0,1,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2122,Sassuolo,Giacomo Raspadori,ITA,"MF,FW",21,2000,36,32,2740,10,4,0,0,9,1,7.2,7.2,3.7,178,0.33,0.13,0.46,0.33,0.46,0.24,0.12,0.36,0.24,0.36
ITA-Serie A,2122,Sassuolo,Giacomo Satalino,ITA,GK,22,1999,1,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Sassuolo,Gian Marco Ferrari,ITA,DF,29,1992,36,35,3124,1,0,0,0,6,1,1.8,1.8,0.5,7,0.03,0.0,0.03,0.03,0.03,0.05,0.01,0.07,0.05,0.07
ITA-Serie A,2122,Sassuolo,Gianluca Pegolo,ITA,GK,40,1981,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Sassuolo,Gianluca Scamacca,ITA,FW,22,1999,36,25,2146,16,0,1,1,7,0,11.0,10.2,1.9,149,0.67,0.0,0.67,0.63,0.63,0.46,0.08,0.54,0.43,0.51
ITA-Serie A,2122,Sassuolo,Giorgos Kyriakopoulos,GRE,"DF,FW",25,1996,29,22,1975,0,5,0,0,6,1,1.1,1.1,4.5,114,0.0,0.23,0.23,0.0,0.23,0.05,0.21,0.26,0.05,0.26
ITA-Serie A,2122,Sassuolo,Grégoire Defrel,MTQ,FW,30,1991,38,11,1362,2,2,0,0,3,0,4.0,4.0,1.6,94,0.13,0.13,0.26,0.13,0.26,0.26,0.11,0.37,0.26,0.37
ITA-Serie A,2122,Sassuolo,Hamed Junior Traorè,CIV,"FW,MF",21,2000,31,21,1775,7,2,0,0,3,0,5.7,5.7,3.5,134,0.35,0.1,0.46,0.35,0.46,0.29,0.18,0.47,0.29,0.47
ITA-Serie A,2122,Sassuolo,Jeremie Boga,CIV,"FW,MF",24,1997,12,8,670,0,2,0,0,0,0,1.0,1.0,0.8,58,0.0,0.27,0.27,0.0,0.27,0.13,0.1,0.24,0.13,0.24
ITA-Serie A,2122,Sassuolo,Jeremy Toljan,GER,DF,26,1994,20,15,1399,0,1,0,0,2,0,0.1,0.1,1.3,78,0.0,0.06,0.06,0.0,0.06,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2122,Sassuolo,Kaan Ayhan,TUR,DF,26,1994,23,14,1354,1,0,0,0,2,1,0.3,0.3,0.0,2,0.07,0.0,0.07,0.07,0.07,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2122,Sassuolo,Luigi Samele,ITA,FW,19,2002,2,0,5,0,1,0,0,0,0,0.0,0.0,0.5,1,0.0,18.0,18.0,0.0,18.0,0.0,8.64,8.64,0.0,8.64
ITA-Serie A,2122,Sassuolo,Matheus Henrique,BRA,MF,23,1997,25,10,1078,0,1,0,0,3,0,0.3,0.3,0.8,21,0.0,0.08,0.08,0.0,0.08,0.03,0.07,0.1,0.03,0.1
ITA-Serie A,2122,Sassuolo,Maxime Lopez,FRA,MF,23,1997,35,33,2938,2,1,0,0,14,0,1.5,1.5,2.4,41,0.06,0.03,0.09,0.06,0.09,0.05,0.07,0.12,0.05,0.12
ITA-Serie A,2122,Sassuolo,Mert Müldür,TUR,DF,22,1999,31,24,2046,0,0,0,0,5,0,0.5,0.5,1.1,90,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
ITA-Serie A,2122,Sassuolo,Rogério,BRA,DF,23,1998,23,19,1729,0,1,0,0,5,0,0.4,0.4,1.9,80,0.0,0.05,0.05,0.0,0.05,0.02,0.1,0.12,0.02,0.12
ITA-Serie A,2122,Sassuolo,Ruan,BRA,DF,22,1999,10,0,214,0,0,0,0,1,0,0.0,0.0,0.1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2122,Sassuolo,Vlad Chiricheș,ROU,DF,31,1989,29,27,2300,0,0,0,0,4,0,0.4,0.4,0.0,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2122,Spezia,Aimar Sher,IRQ,MF,18,2002,1,0,45,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Spezia,Arkadiusz Reca,POL,DF,26,1995,25,22,1772,0,2,0,0,3,0,0.3,0.3,2.1,41,0.0,0.1,0.1,0.0,0.1,0.02,0.11,0.13,0.02,0.13
ITA-Serie A,2122,Spezia,Aurélien Nguiamba,FRA,MF,22,1999,3,0,51,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Spezia,Daniele Verde,ITA,"FW,MF",25,1996,33,21,1957,8,6,1,2,2,0,5.4,3.9,4.9,98,0.37,0.28,0.64,0.32,0.6,0.25,0.23,0.48,0.18,0.4
ITA-Serie A,2122,Spezia,Dimitris Nikolaou,GRE,DF,22,1998,36,36,3240,0,0,0,0,7,0,0.1,0.1,0.2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2122,Spezia,Dávid Strelec,SVK,"FW,MF",20,2001,10,7,502,1,0,0,0,0,0,0.5,0.5,0.9,21,0.18,0.0,0.18,0.18,0.18,0.08,0.15,0.24,0.08,0.24
ITA-Serie A,2122,Spezia,Ebrima Colley,GAM,"FW,MF",21,2000,11,3,394,0,0,0,0,1,0,0.9,0.9,1.5,27,0.0,0.0,0.0,0.0,0.0,0.2,0.34,0.54,0.2,0.54
ITA-Serie A,2122,Spezia,Eddie Salcedo,ITA,"MF,FW",19,2001,12,5,429,0,0,0,0,1,0,1.5,1.5,0.2,29,0.0,0.0,0.0,0.0,0.0,0.31,0.05,0.35,0.31,0.35
ITA-Serie A,2122,Spezia,Emmanuel Gyasi,GHA,"FW,MF",27,1994,36,35,3035,6,0,0,0,10,0,5.6,5.6,1.4,145,0.18,0.0,0.18,0.18,0.18,0.17,0.04,0.21,0.17,0.21
ITA-Serie A,2122,Spezia,Giulio Maggiore,ITA,MF,23,1998,35,33,2819,2,3,0,0,9,0,4.0,4.0,2.4,68,0.06,0.1,0.16,0.06,0.16,0.13,0.08,0.21,0.13,0.2
ITA-Serie A,2122,Spezia,Ivan Provedel,ITA,GK,27,1994,31,31,2761,0,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Spezia,Jacopo Sala,ITA,MF,29,1991,18,13,880,1,0,0,0,3,0,0.1,0.1,0.4,9,0.1,0.0,0.1,0.1,0.1,0.01,0.04,0.05,0.01,0.05
ITA-Serie A,2122,Spezia,Jakub Kiwior,POL,MF,21,2000,22,21,1964,0,0,0,0,6,0,0.4,0.4,0.9,13,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
ITA-Serie A,2122,Spezia,Janis Antiste,FRA,FW,18,2002,18,9,796,1,0,0,0,0,0,1.4,1.4,0.2,60,0.11,0.0,0.11,0.11,0.11,0.16,0.02,0.18,0.16,0.18
ITA-Serie A,2122,Spezia,Jeroen Zoet,NED,GK,30,1991,7,7,630,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Spezia,Kelvin Amian,FRA,DF,23,1998,32,31,2646,1,1,0,0,9,2,2.6,2.6,1.3,50,0.03,0.03,0.07,0.03,0.07,0.09,0.04,0.13,0.09,0.13
ITA-Serie A,2122,Spezia,Kevin Agudelo,COL,"MF,FW",22,1998,23,12,1237,3,1,0,0,2,1,2.6,2.6,0.9,56,0.22,0.07,0.29,0.22,0.29,0.19,0.06,0.25,0.19,0.25
ITA-Serie A,2122,Spezia,Luca Vignali,ITA,"DF,MF",25,1996,2,1,85,0,0,0,0,0,0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Spezia,M'Bala Nzola,ANG,FW,24,1996,21,10,1068,2,1,0,0,2,0,2.4,2.4,1.4,63,0.17,0.08,0.25,0.17,0.25,0.2,0.12,0.32,0.2,0.32
ITA-Serie A,2122,Spezia,Martin Erlic,CRO,DF,23,1998,30,30,2576,2,0,0,0,5,0,3.0,3.0,0.4,3,0.07,0.0,0.07,0.07,0.07,0.1,0.01,0.12,0.1,0.12
ITA-Serie A,2122,Spezia,Mehdi Bourabia,MAR,MF,29,1991,8,2,282,1,0,0,0,0,0,0.0,0.0,0.0,1,0.32,0.0,0.32,0.32,0.32,0.01,0.01,0.02,0.01,0.02
ITA-Serie A,2122,Spezia,Nicolò Bertola,ITA,"MF,DF",18,2003,2,0,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2122,Spezia,Petar Zovko,BIH,GK,19,2002,1,0,29,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Spezia,Petko Hristov,BUL,DF,22,1999,17,13,1248,1,1,0,0,3,0,0.2,0.2,0.5,2,0.07,0.07,0.14,0.07,0.14,0.01,0.04,0.05,0.01,0.05
ITA-Serie A,2122,Spezia,Rey Manaj,ALB,FW,24,1997,30,19,1768,5,0,2,3,9,0,7.5,5.1,1.2,93,0.25,0.0,0.25,0.15,0.15,0.38,0.06,0.44,0.26,0.32
ITA-Serie A,2122,Spezia,Salvador Ferrer,ESP,"DF,MF",23,1998,27,14,1495,0,3,0,0,3,0,0.2,0.2,1.3,52,0.0,0.18,0.18,0.0,0.18,0.01,0.08,0.09,0.01,0.09
ITA-Serie A,2122,Spezia,Samuel Mráz,SVK,FW,24,1997,2,0,54,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2122,Spezia,Simone Bastoni,ITA,"MF,DF",24,1996,31,26,2288,3,3,0,0,5,1,1.5,1.5,4.4,89,0.12,0.12,0.24,0.12,0.24,0.06,0.17,0.23,0.06,0.23
ITA-Serie A,2122,Spezia,Suf Podgoreanu,ISR,FW,19,2002,5,1,113,0,1,0,0,0,0,0.0,0.0,0.0,13,0.0,0.8,0.8,0.0,0.8,0.02,0.02,0.04,0.02,0.04
ITA-Serie A,2122,Spezia,Viktor Kovalenko,UKR,MF,25,1996,26,16,1325,1,3,0,0,4,0,0.3,0.3,1.4,35,0.07,0.2,0.27,0.07,0.27,0.02,0.1,0.12,0.02,0.12
ITA-Serie A,2122,Torino,Alessandro Buongiorno,ITA,DF,22,1999,23,12,1181,0,1,0,0,5,0,0.9,0.9,0.7,3,0.0,0.08,0.08,0.0,0.08,0.07,0.06,0.12,0.07,0.12
ITA-Serie A,2122,Torino,Andrea Belotti,ITA,FW,27,1993,22,16,1371,8,1,3,3,1,0,7.9,5.6,0.7,117,0.53,0.07,0.59,0.33,0.39,0.52,0.04,0.56,0.36,0.41
ITA-Serie A,2122,Torino,Antonio Sanabria,PAR,FW,25,1996,29,22,1803,6,1,0,0,3,0,8.3,8.3,1.8,123,0.3,0.05,0.35,0.3,0.35,0.41,0.09,0.5,0.41,0.5
ITA-Serie A,2122,Torino,Armando Izzo,ITA,DF,29,1992,11,6,526,0,0,0,0,4,0,0.6,0.6,0.0,8,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
ITA-Serie A,2122,Torino,Ben Lhassine Kone,CIV,MF,21,2000,1,0,81,0,0,0,0,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1
ITA-Serie A,2122,Torino,Cristian Ansaldi,ARG,DF,34,1986,19,5,691,0,3,0,0,2,0,0.3,0.3,2.1,40,0.0,0.39,0.39,0.0,0.39,0.04,0.28,0.32,0.04,0.32
ITA-Serie A,2122,Torino,Daniele Baselli,ITA,"MF,FW",29,1992,6,0,150,0,0,0,0,0,0,0.7,0.7,0.0,11,0.0,0.0,0.0,0.0,0.0,0.46,0.01,0.47,0.46,0.47
ITA-Serie A,2122,Torino,David Zima,CZE,DF,20,2000,20,13,1314,0,0,0,0,3,0,0.7,0.7,0.6,8,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
ITA-Serie A,2122,Torino,Demba Seck,SEN,"MF,FW",20,2001,6,1,146,0,0,0,0,0,0,0.6,0.6,0.0,8,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39
ITA-Serie A,2122,Torino,Dennis Praet,BEL,MF,27,1994,23,17,1539,2,2,0,0,3,0,2.3,2.3,4.4,101,0.12,0.12,0.23,0.12,0.23,0.14,0.26,0.39,0.14,0.39
ITA-Serie A,2122,Torino,Etrit Berisha,ALB,GK,32,1989,10,10,900,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Torino,Gleison Bremer,BRA,DF,24,1997,33,33,2890,3,1,0,0,7,0,4.4,4.4,0.4,6,0.09,0.03,0.12,0.09,0.12,0.14,0.01,0.15,0.14,0.15
ITA-Serie A,2122,Torino,Josip Brekalo,CRO,MF,23,1998,32,26,2286,7,2,0,0,1,0,4.3,4.3,5.5,186,0.28,0.08,0.35,0.28,0.35,0.17,0.22,0.39,0.17,0.39
ITA-Serie A,2122,Torino,Karol Linetty,POL,"MF,FW",26,1995,16,11,896,0,0,0,0,2,0,0.7,0.7,1.5,37,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.23,0.07,0.23
ITA-Serie A,2122,Torino,Koffi Djidji,CIV,DF,28,1992,25,21,1735,0,0,0,0,6,1,0.6,0.6,0.0,11,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2122,Torino,Luca Gemello,ITA,GK,21,2000,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Torino,Magnus Warming,DEN,"MF,FW",21,2000,4,0,58,0,0,0,0,0,0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Torino,Marko Pjaca,CRO,MF,26,1995,24,13,1149,3,0,0,0,0,0,2.0,2.0,1.2,102,0.23,0.0,0.23,0.23,0.23,0.16,0.1,0.25,0.16,0.25
ITA-Serie A,2122,Torino,Mërgim Vojvoda,KVX,DF,26,1995,29,22,1976,0,3,0,0,3,0,1.2,1.2,2.3,87,0.0,0.14,0.14,0.0,0.14,0.05,0.1,0.16,0.05,0.16
ITA-Serie A,2122,Torino,Ola Aina,NGA,DF,24,1996,21,17,1437,0,0,0,0,4,0,0.2,0.2,1.8,78,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12
ITA-Serie A,2122,Torino,Pietro Pellegri,ITA,FW,20,2001,9,1,216,1,0,0,0,1,0,0.4,0.4,0.0,17,0.42,0.0,0.42,0.42,0.42,0.16,0.02,0.18,0.16,0.18
ITA-Serie A,2122,Torino,Ricardo Rodríguez,SUI,DF,28,1992,34,28,2473,0,1,0,0,3,0,0.3,0.3,1.6,27,0.0,0.04,0.04,0.0,0.04,0.01,0.06,0.07,0.01,0.07
ITA-Serie A,2122,Torino,Rolando Mandragora,ITA,MF,24,1997,21,16,1319,0,2,0,0,7,1,1.2,1.2,2.9,29,0.0,0.14,0.14,0.0,0.14,0.08,0.2,0.28,0.08,0.28
ITA-Serie A,2122,Torino,Samuele Ricci,ITA,MF,19,2001,12,9,722,0,0,0,0,1,0,0.4,0.4,0.2,8,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
ITA-Serie A,2122,Torino,Saša Lukić,SRB,MF,24,1996,35,34,2982,5,4,3,3,10,0,4.7,2.3,4.0,57,0.15,0.12,0.27,0.06,0.18,0.14,0.12,0.26,0.07,0.19
ITA-Serie A,2122,Torino,Simone Verdi,ITA,"MF,FW",29,1992,3,0,46,1,0,0,0,0,0,0.2,0.2,0.0,5,1.96,0.0,1.96,1.96,1.96,0.44,0.06,0.5,0.44,0.5
ITA-Serie A,2122,Torino,Simone Zaza,ITA,"FW,DF",30,1991,10,0,129,0,0,0,0,1,0,1.0,1.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.71,0.71,0.71
ITA-Serie A,2122,Torino,Tommaso Pobega,ITA,MF,22,1999,33,24,2240,4,2,0,0,11,0,3.2,3.2,2.0,62,0.16,0.08,0.24,0.16,0.24,0.13,0.08,0.21,0.13,0.21
ITA-Serie A,2122,Torino,Tomás Rincón,VEN,MF,33,1988,7,1,163,0,0,0,0,2,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ITA-Serie A,2122,Torino,Vanja Milinković-Savić,SRB,GK,24,1997,27,27,2430,0,0,0,0,3,0,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Torino,Wilfried Singo,CIV,DF,20,2000,35,32,2607,3,4,0,0,5,1,2.6,2.6,2.5,157,0.1,0.14,0.24,0.1,0.24,0.09,0.09,0.18,0.09,0.18
ITA-Serie A,2122,Udinese,Beto,GNB,FW,23,1998,28,24,2173,11,0,0,0,1,0,12.7,12.7,1.8,119,0.46,0.0,0.46,0.46,0.46,0.53,0.07,0.6,0.53,0.6
ITA-Serie A,2122,Udinese,Bram Nuytinck,NED,DF,31,1990,27,23,2033,1,0,0,0,2,0,1.2,1.2,0.3,6,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.07,0.05,0.07
ITA-Serie A,2122,Udinese,Brandon Soppy,FRA,"DF,MF",19,2002,28,7,777,0,0,0,0,4,0,0.4,0.4,0.2,50,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
ITA-Serie A,2122,Udinese,Daniele Padelli,ITA,GK,35,1985,3,3,270,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Udinese,Destiny Udogie,ITA,DF,18,2002,35,29,2477,5,3,0,0,4,0,4.4,4.4,2.3,113,0.18,0.11,0.29,0.18,0.29,0.16,0.08,0.24,0.16,0.24
ITA-Serie A,2122,Udinese,Fernando Forestieri,ITA,"FW,MF",31,1990,4,0,58,2,1,0,0,1,0,1.1,1.1,0.0,8,3.1,1.55,4.66,3.1,4.66,1.75,0.08,1.82,1.75,1.82
ITA-Serie A,2122,Udinese,Filip Benković,CRO,"DF,FW",24,1997,2,0,8,0,0,0,0,0,0,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.73,0.73
ITA-Serie A,2122,Udinese,Gerard Deulofeu,ESP,"FW,MF",27,1994,34,31,2616,13,5,1,1,9,0,6.9,6.1,7.2,259,0.45,0.17,0.62,0.41,0.58,0.24,0.25,0.49,0.21,0.46
ITA-Serie A,2122,Udinese,Ignacio Pussetto,ARG,"FW,MF",25,1995,28,11,1204,4,4,1,1,4,0,3.8,3.0,2.0,68,0.3,0.3,0.6,0.22,0.52,0.29,0.15,0.44,0.23,0.38
ITA-Serie A,2122,Udinese,Ilija Nestorovski,MKD,FW,31,1990,7,1,188,1,0,0,0,1,0,0.8,0.8,0.9,18,0.48,0.0,0.48,0.48,0.48,0.38,0.42,0.8,0.38,0.8
ITA-Serie A,2122,Udinese,Isaac Success,NGA,"FW,MF",25,1996,22,11,911,2,6,0,0,1,1,2.1,2.1,3.3,84,0.2,0.59,0.79,0.2,0.79,0.21,0.32,0.53,0.21,0.53
ITA-Serie A,2122,Udinese,Jean-Victor Makengo,FRA,MF,23,1998,33,26,2351,1,3,0,0,7,1,3.0,3.0,2.2,61,0.04,0.11,0.15,0.04,0.15,0.11,0.08,0.2,0.11,0.2
ITA-Serie A,2122,Udinese,Jens Stryger Larsen,DEN,DF,30,1991,11,8,684,0,1,0,0,0,0,0.5,0.5,0.8,20,0.0,0.13,0.13,0.0,0.13,0.07,0.11,0.18,0.07,0.18
ITA-Serie A,2122,Udinese,Lazar Samardzic,SRB,"MF,FW",19,2002,22,1,490,2,2,0,0,0,0,1.0,1.0,1.3,29,0.37,0.37,0.73,0.37,0.73,0.19,0.23,0.42,0.19,0.42
ITA-Serie A,2122,Udinese,Marco Silvestri,ITA,GK,30,1991,35,35,3150,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Udinese,Marvin Zeegelaar,NED,DF,30,1990,14,6,643,0,0,0,0,2,0,0.1,0.1,0.0,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2122,Udinese,Mato Jajalo,BIH,MF,33,1988,22,6,629,0,1,0,0,2,0,0.4,0.4,0.8,7,0.0,0.14,0.14,0.0,0.14,0.05,0.12,0.17,0.05,0.17
ITA-Serie A,2122,Udinese,Nahuel Molina,ARG,DF,23,1998,35,31,2638,7,2,0,0,7,1,3.8,3.8,3.7,164,0.24,0.07,0.31,0.24,0.31,0.13,0.13,0.26,0.13,0.26
ITA-Serie A,2122,Udinese,Nehuén Pérez,ARG,DF,21,2000,20,19,1692,0,1,0,0,6,0,1.1,1.1,0.6,8,0.0,0.05,0.05,0.0,0.05,0.06,0.03,0.09,0.06,0.09
ITA-Serie A,2122,Udinese,Pablo Marí,ESP,DF,27,1993,15,15,1341,2,0,0,0,2,1,0.7,0.7,0.7,6,0.13,0.0,0.13,0.13,0.13,0.04,0.05,0.09,0.04,0.09
ITA-Serie A,2122,Udinese,Riccardo Pinzi,ITA,FW,17,2003,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Udinese,Roberto Pereyra,ARG,"MF,FW",30,1991,24,22,1794,3,5,1,2,10,1,4.7,3.1,4.4,90,0.15,0.25,0.4,0.1,0.35,0.24,0.22,0.46,0.16,0.38
ITA-Serie A,2122,Udinese,Rodrigo Becão,BRA,DF,25,1996,35,35,3130,2,1,0,0,10,0,1.0,1.0,0.6,34,0.06,0.03,0.09,0.06,0.09,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2122,Udinese,Samir Santos,BRA,DF,26,1994,17,17,1421,0,0,0,0,5,0,0.8,0.8,0.1,11,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
ITA-Serie A,2122,Udinese,Sebastien De Maio,FRA,DF,34,1987,2,2,180,0,0,0,0,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12
ITA-Serie A,2122,Udinese,Simone Pafundi,ITA,FW,15,2006,1,0,23,0,0,0,0,0,0,0.1,0.1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
ITA-Serie A,2122,Udinese,Stefano Okaka,ITA,FW,31,1989,2,0,22,0,1,0,0,1,0,0.0,0.0,0.1,2,0.0,4.09,4.09,0.0,4.09,0.14,0.33,0.47,0.14,0.47
ITA-Serie A,2122,Udinese,Tolgay Arslan,GER,MF,30,1990,30,22,1658,1,0,0,0,9,0,1.2,1.2,1.5,35,0.05,0.0,0.05,0.05,0.05,0.06,0.08,0.15,0.06,0.15
ITA-Serie A,2122,Udinese,Walace,BRA,MF,26,1995,36,33,2970,1,0,0,0,6,1,1.5,1.5,1.8,20,0.03,0.0,0.03,0.03,0.03,0.04,0.05,0.1,0.04,0.1
ITA-Serie A,2122,Venezia,Aleš Matějů,CZE,DF,25,1996,9,9,727,0,1,0,0,3,0,0.3,0.3,1.1,37,0.0,0.12,0.12,0.0,0.12,0.03,0.14,0.17,0.03,0.17
ITA-Serie A,2122,Venezia,Antonio Vacca,ITA,MF,31,1990,21,15,1064,0,0,0,0,5,0,0.0,0.0,0.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2122,Venezia,Arnór Sigurðsson,ISL,"FW,MF",22,1999,9,0,183,0,0,0,0,0,0,0.1,0.1,0.0,16,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
ITA-Serie A,2122,Venezia,Bjarki Bjarkason,ISL,MF,21,2000,1,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Venezia,Cristian Molinaro,ITA,DF,38,1983,8,6,548,0,1,0,0,0,0,0.0,0.0,0.5,16,0.0,0.16,0.16,0.0,0.16,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2122,Venezia,Daan Heymans,BEL,"MF,FW",22,1999,7,2,256,0,1,0,0,4,0,0.1,0.1,0.2,13,0.0,0.35,0.35,0.0,0.35,0.04,0.08,0.12,0.04,0.12
ITA-Serie A,2122,Venezia,David Okereke,NGA,"FW,MF",23,1997,32,24,2053,7,0,0,0,5,1,5.0,5.0,1.0,137,0.31,0.0,0.31,0.31,0.31,0.22,0.05,0.26,0.22,0.26
ITA-Serie A,2122,Venezia,David Schnegg,AUT,DF,22,1998,4,2,142,0,0,0,0,1,0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2122,Venezia,Dennis Johnsen,NOR,"FW,MF",23,1998,26,17,1445,1,2,0,0,2,0,2.3,2.3,2.8,140,0.06,0.12,0.19,0.06,0.19,0.14,0.17,0.31,0.14,0.31
ITA-Serie A,2122,Venezia,Domen Črnigoj,SVN,MF,25,1995,34,22,1881,3,1,0,0,3,0,2.2,2.2,0.8,66,0.14,0.05,0.19,0.14,0.19,0.11,0.04,0.15,0.11,0.15
ITA-Serie A,2122,Venezia,Dor Peretz,ISR,MF,26,1995,18,4,585,0,1,0,0,2,0,0.8,0.8,0.1,7,0.0,0.15,0.15,0.0,0.15,0.13,0.02,0.15,0.13,0.15
ITA-Serie A,2122,Venezia,Ethan Ampadu,WAL,"MF,DF",20,2000,29,26,2282,0,3,0,0,13,2,0.3,0.3,1.6,23,0.0,0.12,0.12,0.0,0.12,0.01,0.06,0.08,0.01,0.08
