league,season,team,player,nationality,position,age,birth_year,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
ITA-Serie A,2223,Inter,Milan Škriniar,SVK,DF,27,1995,19.7,0,9,2,22.2,0.46,0.1,0.0,0.0,0,0,0.8,0.8,0.09,-0.8,-0.8
ITA-Serie A,2223,Inter,Nicolò Barella,ITA,MF,25,1997,29.0,6,33,13,39.4,1.14,0.45,0.18,0.46,0,0,3.2,3.2,0.1,2.8,2.8
ITA-Serie A,2223,Inter,Raoul Bellanova,ITA,DF,22,2000,5.5,0,4,1,25.0,0.73,0.18,0.0,0.0,0,0,0.6,0.6,0.16,-0.6,-0.6
ITA-Serie A,2223,Inter,Roberto Gagliardini,ITA,MF,28,1994,8.7,0,16,2,12.5,1.84,0.23,0.0,0.0,0,0,0.9,0.9,0.05,-0.9,-0.9
ITA-Serie A,2223,Inter,Robin Gosens,GER,DF,28,1994,13.2,3,26,5,19.2,1.98,0.38,0.12,0.6,0,0,3.0,3.0,0.11,0.0,0.0
ITA-Serie A,2223,Inter,Romelu Lukaku,BEL,FW,29,1993,18.4,10,49,20,40.8,2.66,1.08,0.16,0.4,2,2,9.0,7.4,0.15,1.0,0.6
ITA-Serie A,2223,Inter,Samir Handanović,SVN,GK,38,1984,13.7,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Inter,Stefan de Vrij,NED,DF,30,1992,21.6,1,20,6,30.0,0.93,0.28,0.05,0.17,0,0,2.2,2.2,0.11,-1.2,-1.2
ITA-Serie A,2223,Inter,Valentin Carboni,ARG,"MF,DF",17,2005,0.3,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Juventus,Adrien Rabiot,FRA,MF,27,1995,30.5,8,48,22,45.8,1.57,0.72,0.17,0.36,0,0,6.2,5.8,0.13,1.8,2.2
ITA-Serie A,2223,Juventus,Alex Sandro,BRA,DF,31,1991,19.9,0,5,0,0.0,0.25,0.0,0.0,,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2223,Juventus,Arkadiusz Milik,POL,FW,28,1994,17.6,7,43,22,51.2,2.44,1.25,0.16,0.32,0,1,6.5,5.7,0.13,0.5,1.3
ITA-Serie A,2223,Juventus,Daniele Rugani,ITA,DF,28,1994,6.3,0,4,1,25.0,0.64,0.16,0.0,0.0,0,0,0.5,0.5,0.12,-0.5,-0.5
ITA-Serie A,2223,Juventus,Danilo,BRA,DF,31,1991,35.4,3,32,5,15.6,0.9,0.14,0.09,0.6,0,0,2.8,2.8,0.09,0.2,0.2
ITA-Serie A,2223,Juventus,Denis Zakaria,SUI,MF,25,1996,1.4,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Juventus,Dušan Vlahović,SRB,FW,22,2000,21.4,10,65,20,30.8,3.04,0.94,0.12,0.4,2,3,9.7,7.3,0.11,0.3,0.7
ITA-Serie A,2223,Juventus,Enzo Barrenechea,ARG,MF,21,2001,1.8,0,2,0,0.0,1.14,0.0,0.0,,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2223,Juventus,Fabio Miretti,ITA,"MF,FW",18,2003,13.7,0,20,5,25.0,1.46,0.36,0.0,0.0,0,0,2.4,2.4,0.12,-2.4,-2.4
ITA-Serie A,2223,Juventus,Federico Chiesa,ITA,"DF,MF",24,1997,9.5,2,26,3,11.5,2.75,0.32,0.08,0.67,0,0,1.5,1.5,0.06,0.5,0.5
ITA-Serie A,2223,Juventus,Federico Gatti,ITA,DF,24,1998,16.1,0,13,4,30.8,0.81,0.25,0.0,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6
ITA-Serie A,2223,Juventus,Filip Kostić,SRB,"DF,FW",29,1992,28.5,3,37,11,29.7,1.3,0.39,0.08,0.27,0,0,2.4,2.4,0.06,0.6,0.6
ITA-Serie A,2223,Juventus,Gleison Bremer,BRA,DF,25,1997,29.3,4,32,7,21.9,1.09,0.24,0.13,0.57,0,0,4.9,4.9,0.15,-0.9,-0.9
ITA-Serie A,2223,Juventus,Juan Cuadrado,COL,"DF,FW",34,1988,23.1,1,32,10,31.3,1.39,0.43,0.03,0.1,0,0,1.4,1.4,0.04,-0.4,-0.4
ITA-Serie A,2223,Juventus,Leandro Paredes,ARG,MF,28,1994,10.9,1,16,2,12.5,1.47,0.18,0.06,0.5,0,0,0.6,0.6,0.04,0.4,0.4
ITA-Serie A,2223,Juventus,Leonardo Bonucci,ITA,DF,35,1987,9.8,1,4,1,25.0,0.41,0.1,0.25,1.0,0,1,1.1,0.3,0.07,-0.1,0.7
ITA-Serie A,2223,Juventus,Manuel Locatelli,ITA,MF,24,1998,27.2,0,29,12,41.4,1.07,0.44,0.0,0.0,0,0,1.5,1.5,0.05,-1.5,-1.5
ITA-Serie A,2223,Juventus,Mattia De Sciglio,ITA,DF,29,1992,11.6,0,4,0,0.0,0.35,0.0,0.0,,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,2223,Juventus,Mattia Perin,ITA,GK,29,1992,10.5,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Juventus,Matìas Soulé,ARG,"MF,FW",19,2003,4.7,1,10,5,50.0,2.14,1.07,0.1,0.2,0,0,1.5,1.5,0.15,-0.5,-0.5
ITA-Serie A,2223,Juventus,Moise Kean,ITA,FW,22,2000,11.1,6,38,14,36.8,3.44,1.27,0.16,0.43,0,0,6.3,6.3,0.16,-0.3,-0.3
ITA-Serie A,2223,Juventus,Nicolò Fagioli,ITA,MF,21,2001,16.9,3,13,8,61.5,0.77,0.47,0.23,0.38,0,0,1.5,1.5,0.12,1.5,1.5
ITA-Serie A,2223,Juventus,Nicolò Rovella,ITA,MF,20,2001,0.3,0,2,0,0.0,6.67,0.0,0.0,,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2223,Juventus,Paul Pogba,FRA,"MF,FW",29,1993,1.2,0,5,2,40.0,4.05,1.62,0.0,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3
ITA-Serie A,2223,Juventus,Samuel Iling-Junior,ENG,"DF,FW",18,2003,3.5,1,4,1,25.0,1.13,0.28,0.25,1.0,0,0,0.7,0.7,0.19,0.3,0.3
ITA-Serie A,2223,Juventus,Tommaso Barbieri,ITA,DF,19,2002,1.2,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Juventus,Weston McKennie,USA,"MF,DF",23,1998,11.7,1,8,4,50.0,0.68,0.34,0.13,0.25,0,0,0.9,0.9,0.11,0.1,0.1
ITA-Serie A,2223,Juventus,Wojciech Szczęsny,POL,GK,32,1990,27.5,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Juventus,Ángel Di María,ARG,"FW,MF",34,1988,15.1,4,37,12,32.4,2.44,0.79,0.08,0.25,1,1,3.1,2.3,0.06,0.9,0.7
ITA-Serie A,2223,Lazio,Adam Marušić,MNE,DF,29,1992,30.7,0,16,7,43.8,0.52,0.23,0.0,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7
ITA-Serie A,2223,Lazio,Alessio Romagnoli,ITA,DF,27,1995,32.5,2,13,5,38.5,0.4,0.15,0.15,0.4,0,0,1.4,1.4,0.11,0.6,0.6
ITA-Serie A,2223,Lazio,Ciro Immobile,ITA,FW,32,1990,24.7,12,72,30,41.7,2.92,1.22,0.11,0.27,4,5,14.2,10.3,0.14,-2.2,-2.3
ITA-Serie A,2223,Lazio,Danilo Cataldi,ITA,MF,27,1994,21.3,0,7,1,14.3,0.33,0.05,0.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
ITA-Serie A,2223,Lazio,Elseid Hysaj,ALB,DF,28,1994,22.2,1,4,2,50.0,0.18,0.09,0.25,0.5,0,0,0.2,0.2,0.04,0.8,0.8
ITA-Serie A,2223,Lazio,Felipe Anderson,BRA,FW,29,1993,32.9,9,41,23,56.1,1.25,0.7,0.22,0.39,0,0,6.0,6.0,0.15,3.0,3.0
ITA-Serie A,2223,Lazio,Ivan Provedel,ITA,GK,28,1994,37.9,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lazio,Luca Pellegrini,ITA,DF,23,1999,2.0,0,3,0,0.0,1.5,0.0,0.0,,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2223,Lazio,Luis Alberto,ESP,MF,29,1992,27.1,6,45,17,37.8,1.66,0.63,0.11,0.29,1,2,4.4,2.7,0.06,1.6,2.3
ITA-Serie A,2223,Lazio,Luka Romero,ARG,FW,17,2004,1.7,1,5,1,20.0,2.98,0.6,0.2,1.0,0,0,0.9,0.9,0.17,0.1,0.1
ITA-Serie A,2223,Lazio,Luís Maximiano,POR,GK,23,1999,0.1,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lazio,Manuel Lazzari,ITA,DF,28,1993,20.9,0,6,2,33.3,0.29,0.1,0.0,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2223,Lazio,Marco Bertini,ITA,MF,19,2002,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lazio,Marcos Antônio,BRA,MF,22,2000,6.6,1,3,1,33.3,0.45,0.15,0.33,1.0,0,0,1.2,1.2,0.41,-0.2,-0.2
ITA-Serie A,2223,Lazio,Mario Gila,ESP,DF,21,2000,1.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lazio,Matteo Cancellieri,ITA,FW,20,2002,2.8,0,6,1,16.7,2.11,0.35,0.0,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
ITA-Serie A,2223,Lazio,Mattia Zaccagni,ITA,FW,27,1995,30.8,10,56,23,41.1,1.82,0.75,0.16,0.39,1,1,6.7,5.9,0.11,3.3,3.1
ITA-Serie A,2223,Lazio,Matías Vecino,URU,MF,30,1991,18.8,2,26,5,19.2,1.38,0.27,0.08,0.4,0,0,2.5,2.5,0.1,-0.5,-0.5
ITA-Serie A,2223,Lazio,Nicolò Casale,ITA,DF,24,1998,27.1,1,8,2,25.0,0.3,0.07,0.13,0.5,0,0,0.6,0.6,0.08,0.4,0.4
ITA-Serie A,2223,Lazio,Patric,ESP,DF,29,1993,15.7,0,2,1,50.0,0.13,0.06,0.0,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,2223,Lazio,Pedro,ESP,FW,35,1987,21.1,4,42,16,38.1,1.99,0.76,0.1,0.25,0,0,3.4,3.4,0.08,0.6,0.6
ITA-Serie A,2223,Lazio,Sergej Milinković-Savić,SRB,MF,27,1995,33.6,9,64,19,29.7,1.91,0.57,0.14,0.47,0,0,6.8,6.8,0.11,2.2,2.2
ITA-Serie A,2223,Lazio,Toma Bašić,CRO,MF,25,1996,5.7,1,11,5,45.5,1.93,0.88,0.09,0.2,0,0,1.8,1.8,0.17,-0.8,-0.8
ITA-Serie A,2223,Lazio,Ștefan Radu,ROU,FW,35,1986,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lecce,Alessandro Tuia,ITA,DF,32,1990,5.7,0,2,1,50.0,0.35,0.18,0.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2223,Lecce,Alexis Blin,FRA,MF,25,1996,26.4,1,22,4,18.2,0.83,0.15,0.05,0.25,0,0,2.8,2.8,0.13,-1.8,-1.8
ITA-Serie A,2223,Lecce,Antonino Gallo,ITA,DF,22,2000,27.6,0,10,2,20.0,0.36,0.07,0.0,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6
ITA-Serie A,2223,Lecce,Assan Ceesay,GAM,FW,28,1994,20.1,6,41,10,24.4,2.04,0.5,0.12,0.5,1,1,5.1,4.3,0.11,0.9,0.7
ITA-Serie A,2223,Lecce,Federico Baschirotto,ITA,DF,25,1996,37.0,3,21,6,28.6,0.57,0.16,0.14,0.5,0,0,1.9,1.9,0.09,1.1,1.1
ITA-Serie A,2223,Lecce,Federico Di Francesco,ITA,"FW,MF",28,1994,22.6,2,39,16,41.0,1.73,0.71,0.05,0.13,0,0,3.2,3.2,0.08,-1.2,-1.2
ITA-Serie A,2223,Lecce,Gabriel Strefezza,BRA,"FW,MF",25,1997,27.1,8,68,18,26.5,2.51,0.66,0.09,0.33,2,3,6.2,3.9,0.06,1.8,2.1
ITA-Serie A,2223,Lecce,Giuseppe Pezzella,ITA,DF,24,1997,10.2,0,4,0,0.0,0.39,0.0,0.0,,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2223,Lecce,Joan Gonzàlez,ESP,MF,20,2002,24.4,1,17,4,23.5,0.7,0.16,0.06,0.25,0,0,1.5,1.5,0.09,-0.5,-0.5
ITA-Serie A,2223,Lecce,Joel Voelkerling Persson,SWE,"FW,MF",19,2003,1.1,0,1,0,0.0,0.91,0.0,0.0,,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2223,Lecce,Kastriot Dermaku,ALB,DF,30,1992,0.4,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lecce,Kristijan Bistrović,CRO,MF,24,1998,5.1,0,8,1,12.5,1.56,0.2,0.0,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2223,Lecce,Kristoffer Askildsen,NOR,MF,21,2001,8.1,0,10,3,30.0,1.24,0.37,0.0,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5
ITA-Serie A,2223,Lecce,Lameck Banda,ZAM,"FW,MF",21,2001,18.2,2,36,12,33.3,1.98,0.66,0.06,0.17,0,0,3.3,3.3,0.09,-1.3,-1.3
ITA-Serie A,2223,Lecce,Lorenzo Colombo,ITA,FW,20,2002,16.8,5,43,11,25.6,2.55,0.65,0.09,0.36,1,2,6.2,4.6,0.11,-1.2,-0.6
ITA-Serie A,2223,Lecce,Marcin Listkowski,POL,"MF,FW",24,1998,0.9,0,1,0,0.0,1.17,0.0,0.0,,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2223,Lecce,Marin Pongračić,CRO,DF,24,1997,8.8,0,1,0,0.0,0.11,0.0,0.0,,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2223,Lecce,Morten Hjulmand,DEN,MF,23,1999,32.9,0,17,4,23.5,0.52,0.12,0.0,0.0,0,0,0.6,0.6,0.03,-0.6,-0.6
ITA-Serie A,2223,Lecce,Pablo Rodríguez,ESP,"FW,MF",20,2001,0.6,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lecce,Pietro Ceccaroni,ITA,DF,26,1995,0.5,0,2,0,0.0,4.19,0.0,0.0,,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,2223,Lecce,Remi Oudin,FRA,"FW,MF",25,1996,14.7,3,38,13,34.2,2.59,0.89,0.08,0.23,0,0,2.0,2.0,0.05,1.0,1.0
ITA-Serie A,2223,Lecce,Samuel Umtiti,FRA,DF,28,1993,23.5,0,12,0,0.0,0.51,0.0,0.0,,0,0,0.8,0.8,0.07,-0.8,-0.8
ITA-Serie A,2223,Lecce,Simone Romagnoli,ITA,DF,32,1990,1.9,0,1,0,0.0,0.54,0.0,0.0,,0,0,0.0,0.0,0.01,0.0,0.0
ITA-Serie A,2223,Lecce,Tommaso Cassandro,ITA,DF,22,2000,0.1,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lecce,Valentin Gendrey,FRA,DF,22,2000,34.5,0,10,0,0.0,0.29,0.0,0.0,,0,0,0.6,0.6,0.06,-0.6,-0.6
ITA-Serie A,2223,Lecce,Wladimiro Falcone,ITA,GK,27,1995,38.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lecce,Youssef Maleh,MAR,MF,23,1998,7.5,0,6,1,16.7,0.8,0.13,0.0,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2223,Lecce,Yıldırım Mert Çetin,TUR,DF,25,1997,0.2,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lecce,Þórir Jóhann Helgason,ISL,MF,21,2000,2.5,0,2,0,0.0,0.81,0.0,0.0,,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2223,Milan,Alessandro Florenzi,ITA,DF,31,1991,2.3,0,5,1,20.0,2.22,0.44,0.0,0.0,0,0,0.8,0.8,0.15,-0.8,-0.8
ITA-Serie A,2223,Milan,Alexis Saelemaekers,BEL,"FW,DF",23,1999,15.6,2,35,10,28.6,2.25,0.64,0.06,0.2,0,0,2.5,2.5,0.07,-0.5,-0.5
ITA-Serie A,2223,Milan,Ante Rebić,CRO,"FW,MF",28,1993,10.9,3,27,13,48.1,2.48,1.19,0.11,0.23,0,0,3.5,3.5,0.13,-0.5,-0.5
ITA-Serie A,2223,Milan,Antonio Mirante,ITA,GK,39,1983,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Milan,Aster Vranckx,BEL,MF,19,2002,2.7,0,2,0,0.0,0.75,0.0,0.0,,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2223,Milan,Brahim Díaz,MAR,"MF,FW",22,1999,21.4,6,35,16,45.7,1.64,0.75,0.17,0.38,0,0,6.0,6.0,0.17,0.0,0.0
ITA-Serie A,2223,Milan,Charles De Ketelaere,BEL,"MF,FW",21,2001,12.4,0,19,3,15.8,1.53,0.24,0.0,0.0,0,0,2.0,2.0,0.11,-2.0,-2.0
ITA-Serie A,2223,Milan,Ciprian Tătărușanu,ROU,GK,36,1986,16.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Milan,Davide Calabria,ITA,DF,25,1996,18.8,1,16,2,12.5,0.85,0.11,0.06,0.5,0,0,1.2,1.2,0.07,-0.2,-0.2
ITA-Serie A,2223,Milan,Divock Origi,BEL,FW,27,1995,11.4,2,29,12,41.4,2.54,1.05,0.07,0.17,0,0,2.1,2.1,0.07,-0.1,-0.1
ITA-Serie A,2223,Milan,Fikayo Tomori,ENG,DF,24,1997,30.7,1,9,4,44.4,0.29,0.13,0.11,0.25,0,0,1.3,1.3,0.15,-0.3,-0.3
ITA-Serie A,2223,Milan,Fodé Ballo-Touré,SEN,DF,25,1997,5.8,1,5,3,60.0,0.86,0.52,0.2,0.33,0,0,0.6,0.6,0.12,0.4,0.4
ITA-Serie A,2223,Milan,Ismaël Bennacer,ALG,MF,24,1997,22.3,2,16,3,18.8,0.72,0.13,0.13,0.67,0,0,1.0,1.0,0.06,1.0,1.0
ITA-Serie A,2223,Milan,Junior Messias,BRA,"FW,DF",31,1991,16.6,5,32,11,34.4,1.92,0.66,0.16,0.45,0,0,2.3,2.3,0.07,2.7,2.7
ITA-Serie A,2223,Milan,Malick Thiaw,GER,DF,20,2001,15.1,0,8,3,37.5,0.53,0.2,0.0,0.0,0,0,0.8,0.8,0.11,-0.8,-0.8
ITA-Serie A,2223,Milan,Marko Lazetić,SRB,FW,18,2004,0.1,0,1,0,0.0,10.0,0.0,0.0,,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,2223,Milan,Matteo Gabbia,ITA,DF,22,1999,6.8,0,1,0,0.0,0.15,0.0,0.0,,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2223,Milan,Mike Maignan,FRA,GK,27,1995,22.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Milan,Olivier Giroud,FRA,FW,35,1986,23.8,13,77,29,37.7,3.24,1.22,0.13,0.34,3,3,12.7,10.4,0.14,0.3,-0.4
ITA-Serie A,2223,Milan,Pierre Kalulu,FRA,DF,22,2000,28.3,1,11,2,18.2,0.39,0.07,0.09,0.5,0,0,1.5,1.5,0.14,-0.5,-0.5
ITA-Serie A,2223,Milan,Rade Krunić,BIH,MF,28,1993,18.4,0,14,2,14.3,0.76,0.11,0.0,0.0,0,0,1.1,1.1,0.08,-1.1,-1.1
ITA-Serie A,2223,Milan,Rafael Leão,POR,"FW,MF",23,1999,26.9,15,92,29,31.5,3.42,1.08,0.16,0.52,0,0,10.8,10.8,0.12,4.2,4.2
ITA-Serie A,2223,Milan,Sandro Tonali,ITA,MF,22,2000,30.1,2,32,14,43.8,1.06,0.46,0.06,0.14,0,0,2.4,2.4,0.07,-0.4,-0.4
ITA-Serie A,2223,Milan,Sergiño Dest,USA,DF,21,2000,3.7,0,2,1,50.0,0.55,0.27,0.0,0.0,0,0,0.3,0.3,0.15,-0.3,-0.3
ITA-Serie A,2223,Milan,Simon Kjær,DEN,DF,33,1989,11.2,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Milan,Theo Hernández,FRA,DF,24,1997,30.8,4,51,11,21.6,1.66,0.36,0.06,0.27,1,1,4.1,3.3,0.06,-0.1,-0.3
ITA-Serie A,2223,Milan,Tiemoué Bakayoko,FRA,MF,27,1994,0.5,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Milan,Tommaso Pobega,ITA,MF,23,1999,9.8,2,20,5,25.0,2.04,0.51,0.1,0.4,0,0,1.4,1.4,0.07,0.6,0.6
ITA-Serie A,2223,Milan,Yacine Adli,FRA,"MF,FW",22,2000,1.6,0,2,2,100.0,1.25,1.25,0.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2223,Milan,Zlatan Ibrahimović,SWE,FW,40,1981,1.6,1,5,2,40.0,3.08,1.23,0.0,0.0,1,1,1.2,0.4,0.08,-0.2,-0.4
ITA-Serie A,2223,Monza,Alessio Cragno,ITA,GK,28,1994,1.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Monza,Andrea Barberis,ITA,MF,28,1993,3.8,0,2,0,0.0,0.53,0.0,0.0,,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2223,Monza,Andrea Carboni,ITA,DF,21,2001,1.9,0,1,1,100.0,0.54,0.54,0.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2223,Monza,Andrea Colpani,ITA,MF,23,1999,10.5,4,25,10,40.0,2.37,0.95,0.16,0.4,0,0,2.1,2.1,0.09,1.9,1.9
ITA-Serie A,2223,Monza,Andrea Petagna,ITA,FW,27,1995,18.5,4,35,12,34.3,1.89,0.65,0.09,0.25,1,1,5.7,4.9,0.14,-1.7,-1.9
ITA-Serie A,2223,Monza,Andrea Ranocchia,ITA,DF,34,1988,0.5,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Monza,Armando Izzo,ITA,DF,30,1992,27.4,1,16,4,25.0,0.58,0.15,0.06,0.25,0,0,2.1,2.1,0.13,-1.1,-1.1
ITA-Serie A,2223,Monza,Carlos Augusto,BRA,DF,23,1999,34.3,6,42,16,38.1,1.23,0.47,0.14,0.38,0,0,4.4,4.4,0.11,1.6,1.6
ITA-Serie A,2223,Monza,Christian Gytkjær,DEN,"FW,MF",32,1990,6.2,1,12,5,41.7,1.93,0.81,0.08,0.2,0,1,3.9,3.1,0.26,-2.9,-2.1
ITA-Serie A,2223,Monza,Dany Mota,POR,"FW,MF",24,1998,21.2,5,28,11,39.3,1.32,0.52,0.18,0.45,0,0,5.1,5.1,0.18,-0.1,-0.1
ITA-Serie A,2223,Monza,Filippo Ranocchia,ITA,MF,21,2001,5.9,1,19,8,42.1,3.23,1.36,0.05,0.13,0,0,1.2,1.2,0.07,-0.2,-0.2
ITA-Serie A,2223,Monza,Franco Carboni,ITA,"DF,FW",19,2003,0.7,0,1,0,0.0,1.36,0.0,0.0,,0,0,0.1,0.1,0.08,-0.1,-0.1
ITA-Serie A,2223,Monza,Gianluca Caprari,ITA,"MF,FW",29,1993,27.1,5,50,13,26.0,1.84,0.48,0.08,0.31,1,1,5.0,4.2,0.08,0.0,-0.2
ITA-Serie A,2223,Monza,Giulio Donati,ITA,DF,32,1990,4.7,1,2,1,50.0,0.43,0.21,0.5,1.0,0,0,0.4,0.4,0.2,0.6,0.6
ITA-Serie A,2223,Monza,Luca Caldirola,ITA,DF,31,1991,26.1,2,10,4,40.0,0.38,0.15,0.2,0.5,0,0,1.1,1.1,0.11,0.9,0.9
ITA-Serie A,2223,Monza,Luca Marrone,ITA,DF,32,1990,1.5,0,1,0,0.0,0.67,0.0,0.0,,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2223,Monza,Marco D'Alessandro,ITA,"DF,FW",31,1991,3.2,0,4,1,25.0,1.24,0.31,0.0,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3
ITA-Serie A,2223,Monza,Marlon,BRA,DF,26,1995,17.7,0,5,1,20.0,0.28,0.06,0.0,0.0,0,0,0.3,0.2,0.05,-0.3,-0.2
ITA-Serie A,2223,Monza,Matteo Pessina,ITA,MF,25,1997,32.6,5,25,6,24.0,0.77,0.18,0.08,0.33,3,3,5.1,2.8,0.11,-0.1,-0.8
ITA-Serie A,2223,Monza,Mattia Valoti,ITA,"MF,FW",28,1993,5.0,0,2,1,50.0,0.4,0.2,0.0,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
ITA-Serie A,2223,Monza,Michele Di Gregorio,ITA,GK,25,1997,37.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Monza,Nicolò Rovella,ITA,MF,20,2001,19.3,1,21,6,28.6,1.09,0.31,0.05,0.17,0,0,1.2,1.2,0.06,-0.2,-0.2
ITA-Serie A,2223,Monza,Pablo Marí,ESP,DF,28,1993,27.6,1,10,2,20.0,0.36,0.07,0.1,0.5,0,0,0.6,0.6,0.06,0.4,0.4
ITA-Serie A,2223,Monza,Patrick Ciurria,ITA,"DF,MF",27,1995,30.6,6,50,23,46.0,1.63,0.75,0.12,0.26,0,0,4.8,4.8,0.1,1.2,1.2
ITA-Serie A,2223,Monza,Pepín,EQG,MF,25,1996,12.5,0,10,3,30.0,0.8,0.24,0.0,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5
ITA-Serie A,2223,Monza,Salvatore Molina,ITA,DF,30,1992,2.5,0,1,0,0.0,0.39,0.0,0.0,,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2223,Monza,Samuele Birindelli,ITA,DF,23,1999,15.6,0,14,4,28.6,0.9,0.26,0.0,0.0,0,0,1.1,1.1,0.08,-1.1,-1.1
ITA-Serie A,2223,Monza,Samuele Vignato,ITA,"MF,FW",18,2004,0.7,0,1,0,0.0,1.45,0.0,0.0,,0,0,0.1,0.1,0.07,-0.1,-0.1
ITA-Serie A,2223,Monza,Stefano Sensi,ITA,MF,26,1995,18.0,3,18,7,38.9,1.0,0.39,0.17,0.43,0,0,1.4,1.4,0.08,1.6,1.6
ITA-Serie A,2223,Monza,Valentin Antov,BUL,DF,21,2000,3.4,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
