league,season,team,player,nationality,position,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked
ITA-Serie A,2425,Lecce,Ante Rebić,CRO,"FW,MF",30,1993,8.8,298,275,22,0,2,0,32,2,8,5,3,0,182,1,24
ITA-Serie A,2425,Lecce,Antonino Gallo,ITA,DF,24,2000,29.0,1241,946,290,22,1,4,116,247,21,10,8,0,822,5,32
ITA-Serie A,2425,Lecce,Balthazar Pierret,FRA,MF,24,2000,19.1,833,810,21,17,0,7,9,0,4,3,1,0,696,2,6
ITA-Serie A,2425,Lecce,Danilo Veiga,POR,DF,21,2002,4.2,161,132,28,2,0,0,17,26,0,0,0,0,104,1,5
ITA-Serie A,2425,Lecce,Federico Baschirotto,ITA,DF,27,1996,38.0,1635,1462,170,78,0,15,5,9,0,0,0,0,1409,3,5
ITA-Serie A,2425,Lecce,Filip Marchwiński,POL,MF,22,2002,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
ITA-Serie A,2425,Lecce,Frederic Guilbert,FRA,DF,29,1994,27.1,1278,952,321,40,4,2,54,279,1,0,0,0,981,5,27
ITA-Serie A,2425,Lecce,Gaby Jean,FRA,DF,24,2000,15.4,862,773,87,29,0,4,1,12,0,0,0,0,727,2,10
ITA-Serie A,2425,Lecce,Hamza Rafia,TUN,MF,25,1999,11.8,527,455,70,28,2,1,45,1,25,9,10,0,409,2,11
ITA-Serie A,2425,Lecce,Jesper Karlsson,SWE,FW,26,1998,5.5,158,137,20,4,0,2,28,1,15,7,4,0,109,1,7
ITA-Serie A,2425,Lecce,Kevin Bonifazi,ITA,DF,28,1996,0.7,42,38,4,3,0,1,0,0,0,0,0,0,37,0,0
ITA-Serie A,2425,Lecce,Kialonda,ANG,DF,26,1997,23.8,926,883,41,35,0,5,3,4,0,0,0,0,801,2,5
ITA-Serie A,2425,Lecce,Konan N'dri,CIV,"FW,MF",23,2000,3.4,67,65,2,0,0,1,13,0,2,1,0,0,45,0,1
ITA-Serie A,2425,Lecce,Lameck Banda,ZAM,"FW,MF",23,2001,6.8,162,155,7,2,2,1,26,3,2,1,1,0,125,0,3
ITA-Serie A,2425,Lecce,Lassana Coulibaly,MLI,MF,28,1996,29.6,955,933,20,20,5,4,13,0,0,0,0,0,775,2,23
ITA-Serie A,2425,Lecce,Marco Sala,ITA,DF,25,1999,0.8,50,40,10,0,0,0,8,9,1,1,0,0,36,0,0
ITA-Serie A,2425,Lecce,Medon Berisha,ALB,MF,20,2003,8.0,400,346,52,29,2,6,29,5,15,5,10,0,312,2,4
ITA-Serie A,2425,Lecce,Mohamed Kaba,FRA,MF,22,2001,5.0,172,169,3,3,1,1,1,0,0,0,0,0,139,0,4
ITA-Serie A,2425,Lecce,Nicola Sansone,ITA,"MF,FW",32,1991,0.7,22,18,4,1,0,0,4,0,3,2,1,0,18,0,0
ITA-Serie A,2425,Lecce,Nikola Krstović,MNE,FW,24,2000,34.0,654,585,67,3,4,4,8,8,0,0,0,0,434,2,28
ITA-Serie A,2425,Lecce,Patrick Dorgu,DEN,"DF,FW",19,2004,20.4,748,643,104,13,3,7,40,90,1,0,0,0,580,1,24
ITA-Serie A,2425,Lecce,Rareș-Cătălin Burnete,ROU,FW,20,2004,0.3,11,9,2,0,0,0,0,0,0,0,0,0,7,0,0
ITA-Serie A,2425,Lecce,Remi Oudin,FRA,"MF,FW",27,1996,3.3,143,118,23,9,2,4,23,4,10,6,3,0,96,2,5
ITA-Serie A,2425,Lecce,Santiago Pierotti,ARG,FW,23,2001,21.5,436,421,12,3,2,2,17,8,0,0,0,0,311,3,24
ITA-Serie A,2425,Lecce,Tete Morente,ESP,"FW,MF",27,1996,22.5,729,697,27,2,3,5,56,21,4,0,3,0,545,5,29
ITA-Serie A,2425,Lecce,Tiago Gabriel,POR,DF,19,2004,1.1,40,39,1,1,1,0,0,0,0,0,0,0,35,0,2
ITA-Serie A,2425,Lecce,Valentin Gendrey,FRA,DF,24,2000,2.0,55,41,14,0,0,0,3,14,0,0,0,0,42,0,0
ITA-Serie A,2425,Lecce,Wladimiro Falcone,ITA,GK,29,1995,38.0,1200,892,303,125,0,1,0,0,0,0,0,0,731,5,0
ITA-Serie A,2425,Lecce,Ylber Ramadani,ALB,MF,28,1996,20.1,848,822,21,18,2,4,6,1,1,1,0,0,696,5,10
ITA-Serie A,2425,Lecce,Þórir Jóhann Helgason,ISL,MF,23,2000,12.8,395,315,79,19,0,3,71,2,52,13,34,0,255,1,10
ITA-Serie A,2425,Milan,Alessandro Florenzi,ITA,FW,33,1991,0.1,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
ITA-Serie A,2425,Milan,Alexis Saelemaekers,BEL,"DF,FW",25,1999,1.0,78,64,13,2,0,0,10,7,4,2,1,0,66,1,0
ITA-Serie A,2425,Milan,Bob Murphy Omoregbe,ITA,MF,20,2003,0.0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Milan,Christian Pulisic,USA,"FW,MF",25,1998,27.5,1078,960,111,23,15,2,119,16,72,49,6,0,825,7,25
ITA-Serie A,2425,Milan,Davide Bartesaghi,ITA,DF,18,2005,1.3,76,69,7,1,0,0,10,5,1,0,0,0,65,0,3
ITA-Serie A,2425,Milan,Davide Calabria,ITA,DF,27,1996,3.5,223,204,19,5,1,1,16,14,0,0,0,0,193,0,5
ITA-Serie A,2425,Milan,Emerson,BRA,DF,25,1999,15.3,909,796,110,26,0,3,45,84,0,0,0,0,784,3,23
ITA-Serie A,2425,Milan,Fikayo Tomori,ENG,DF,26,1997,17.7,1103,1025,76,39,2,4,6,26,0,0,0,0,1019,2,5
ITA-Serie A,2425,Milan,Filippo Terracciano,ITA,"DF,MF",21,2003,6.0,257,219,38,7,1,1,3,31,0,0,0,0,226,0,2
ITA-Serie A,2425,Milan,Francesco Camarda,ITA,"FW,MF",16,2008,2.3,44,41,3,0,0,0,1,0,0,0,0,0,37,0,0
ITA-Serie A,2425,Milan,Ismaël Bennacer,ALG,MF,26,1997,3.3,221,210,11,7,0,5,6,1,3,2,0,0,197,0,1
ITA-Serie A,2425,Milan,João Félix,POR,MF,24,1999,8.4,301,282,16,4,3,2,5,6,1,0,0,0,246,3,9
ITA-Serie A,2425,Milan,Kevin Zeroli,ITA,MF,19,2005,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
ITA-Serie A,2425,Milan,Kyle Walker,ENG,DF,34,1990,7.3,422,372,50,11,0,2,11,39,0,0,0,0,370,0,3
ITA-Serie A,2425,Milan,Luka Jović,SRB,"FW,MF",26,1997,6.2,141,128,12,0,3,1,2,1,0,0,0,0,115,1,1
ITA-Serie A,2425,Milan,Malick Thiaw,GER,DF,22,2001,20.1,1269,1213,51,34,2,6,3,2,0,0,0,0,1181,5,2
ITA-Serie A,2425,Milan,Marco Sportiello,ITA,GK,32,1992,1.4,61,44,16,2,0,0,0,0,0,0,0,0,51,1,0
ITA-Serie A,2425,Milan,Matteo Gabbia,ITA,DF,24,1999,23.9,1443,1397,42,35,0,11,2,4,0,0,0,0,1316,4,6
ITA-Serie A,2425,Milan,Mattia Liberali,ITA,MF,17,2007,0.7,31,31,0,0,0,0,2,0,0,0,0,0,24,0,2
ITA-Serie A,2425,Milan,Mike Maignan,FRA,GK,29,1995,36.6,1553,1281,268,73,2,2,0,1,0,0,0,0,1338,4,1
ITA-Serie A,2425,Milan,Noah Okafor,SUI,FW,24,2000,4.6,105,96,9,1,0,0,13,1,1,1,0,0,77,0,2
ITA-Serie A,2425,Milan,Rafael Leão,POR,FW,25,1999,25.8,849,814,31,4,10,4,55,19,8,0,0,0,630,4,27
ITA-Serie A,2425,Milan,Riccardo Sottil,ITA,"FW,MF",25,1999,1.4,55,50,4,1,0,1,9,1,2,1,0,0,41,1,0
ITA-Serie A,2425,Milan,Ruben Loftus-Cheek,ENG,MF,28,1996,11.5,485,478,7,7,1,2,7,0,0,0,0,0,435,0,4
ITA-Serie A,2425,Milan,Samuel Chukwueze,NGA,"FW,MF",25,1999,10.3,422,384,34,4,4,6,50,13,17,11,1,0,320,4,9
ITA-Serie A,2425,Milan,Santiago Giménez,MEX,FW,23,2001,7.4,98,82,16,0,1,0,2,2,1,0,0,0,79,0,2
ITA-Serie A,2425,Milan,Strahinja Pavlović,SRB,DF,23,2001,20.7,1369,1285,80,35,0,2,10,7,0,0,0,0,1208,4,13
ITA-Serie A,2425,Milan,Tammy Abraham,ENG,FW,26,1997,13.1,221,203,17,0,5,0,3,0,0,0,0,0,152,1,6
ITA-Serie A,2425,Milan,Theo Hernández,FRA,DF,26,1997,30.0,1639,1314,320,70,4,10,111,175,75,52,4,0,1373,5,37
ITA-Serie A,2425,Milan,Tijjani Reijnders,NED,MF,26,1998,34.8,1549,1432,112,65,14,3,46,7,31,16,6,0,1355,5,16
ITA-Serie A,2425,Milan,Warren Bondo,FRA,MF,20,2003,1.8,84,82,2,2,0,0,1,0,0,0,0,0,77,0,1
ITA-Serie A,2425,Milan,Youssouf Fofana,FRA,MF,25,1999,27.8,1444,1390,50,47,13,7,10,3,0,0,0,0,1237,4,7
ITA-Serie A,2425,Milan,Yunus Musah,USA,"MF,FW",21,2002,17.5,724,694,29,7,3,2,24,21,1,0,0,0,631,1,11
ITA-Serie A,2425,Milan,Álex Jiménez,ESP,"DF,FW",19,2005,14.1,564,496,68,10,3,3,37,58,0,0,0,0,452,0,21
ITA-Serie A,2425,Milan,Álvaro Morata,ESP,"FW,MF",31,1992,12.2,268,249,19,2,3,5,13,0,0,0,0,0,202,0,4
ITA-Serie A,2425,Monza,Alessandro Bianco,ITA,MF,21,2002,28.9,1525,1438,80,69,4,13,23,4,0,0,0,0,1314,7,23
ITA-Serie A,2425,Monza,Andrea Carboni,ITA,DF,23,2001,24.3,1157,1080,70,27,0,8,15,14,0,0,0,0,989,7,16
ITA-Serie A,2425,Monza,Andrea Mazza,ITA,GK,20,2004,0.1,7,5,2,0,0,0,0,0,0,0,0,0,6,0,0
ITA-Serie A,2425,Monza,Andrea Petagna,ITA,FW,29,1995,3.7,70,63,7,0,0,1,1,0,0,0,0,0,45,0,2
ITA-Serie A,2425,Monza,Armando Izzo,ITA,DF,32,1992,27.1,1485,1361,123,75,2,7,8,26,0,0,0,0,1305,1,12
ITA-Serie A,2425,Monza,Arvid Brorsson,SWE,DF,25,1999,4.0,247,236,10,7,0,0,0,1,0,0,0,0,224,1,0
ITA-Serie A,2425,Monza,Daniel Maldini,ITA,"MF,FW",22,2001,14.5,382,344,37,9,1,4,38,2,11,4,7,0,261,1,14
ITA-Serie A,2425,Monza,Danilo D'Ambrosio,ITA,DF,35,1988,12.2,652,552,96,37,1,2,9,34,0,0,0,0,566,4,4
ITA-Serie A,2425,Monza,Dany Mota,POR,"FW,MF",26,1998,23.4,569,533,35,2,4,6,38,6,0,0,0,0,412,1,24
ITA-Serie A,2425,Monza,Gaetano Castrovilli,ITA,MF,27,1997,6.6,238,218,20,10,1,1,14,4,6,2,2,0,188,0,8
ITA-Serie A,2425,Monza,Gianluca Caprari,ITA,"MF,FW",31,1993,18.3,732,644,84,20,8,4,80,4,42,15,24,0,579,4,18
ITA-Serie A,2425,Monza,Giorgos Kyriakopoulos,GRE,DF,28,1996,31.6,1411,1074,333,35,3,2,170,253,45,14,25,0,1055,4,39
ITA-Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,31,1992,10.7,346,327,17,4,0,1,6,13,0,0,0,0,275,2,13
ITA-Serie A,2425,Monza,Kacper Urbanski,POL,MF,19,2004,5.6,249,242,7,5,1,2,4,1,1,0,1,0,215,0,6
ITA-Serie A,2425,Monza,Keita Baldé,SEN,FW,29,1995,7.1,223,215,8,2,0,0,6,1,1,0,0,0,199,0,4
ITA-Serie A,2425,Monza,Kevin Martins,ITA,"MF,DF",19,2005,2.0,56,51,5,0,0,0,6,5,0,0,0,0,38,0,3
ITA-Serie A,2425,Monza,Kevin Zeroli,ITA,MF,19,2005,4.4,96,96,0,0,0,1,2,0,0,0,0,0,71,0,4
ITA-Serie A,2425,Monza,Luca Caldirola,ITA,DF,33,1991,9.7,615,567,48,29,0,0,1,2,0,0,0,0,556,0,2
ITA-Serie A,2425,Monza,Matteo Pessina,ITA,MF,27,1997,9.5,490,462,26,14,0,1,6,0,0,0,0,0,424,2,3
ITA-Serie A,2425,Monza,Mattia Valoti,ITA,MF,30,1993,0.4,19,18,1,1,0,0,0,0,0,0,0,0,12,0,0
ITA-Serie A,2425,Monza,Milan Đurić,BIH,FW,34,1990,14.1,266,261,5,0,0,2,0,0,0,0,0,0,131,0,1
ITA-Serie A,2425,Monza,Mirko Marić,CRO,"FW,MF",29,1995,1.2,41,40,1,0,0,0,2,1,0,0,0,0,26,0,2
ITA-Serie A,2425,Monza,Omari Forson,ENG,"MF,FW",20,2004,2.5,113,109,3,1,0,0,9,2,0,0,0,0,92,1,6
ITA-Serie A,2425,Monza,Pablo Marí,ESP,DF,30,1993,18.1,1112,1020,89,41,0,5,1,2,0,0,0,0,997,3,2
ITA-Serie A,2425,Monza,Patrick Ciurria,ITA,"MF,DF",29,1995,12.3,433,352,78,19,1,2,61,33,25,6,12,0,313,3,13
ITA-Serie A,2425,Monza,Pedro Pereira,POR,DF,26,1998,29.6,1146,1003,140,15,2,2,57,125,0,0,0,0,925,3,30
ITA-Serie A,2425,Monza,Roberto Gagliardini,ITA,"MF,DF",30,1994,2.0,124,118,6,6,0,1,1,0,0,0,0,0,107,0,2
ITA-Serie A,2425,Monza,Samuele Birindelli,ITA,"DF,MF",25,1999,16.3,621,534,85,5,0,1,64,80,0,0,0,0,470,2,17
ITA-Serie A,2425,Monza,Samuele Vignato,ITA,MF,20,2004,5.2,167,166,1,0,1,1,14,1,0,0,0,0,126,0,5
ITA-Serie A,2425,Monza,Semuel Pizzignacco,ITA,GK,22,2001,8.2,322,254,68,18,0,1,0,1,0,0,0,0,239,0,0
ITA-Serie A,2425,Monza,Silvère Ganvoula M'Boussy,CGO,FW,28,1996,3.6,60,51,9,0,0,0,0,0,0,0,0,0,37,0,4
ITA-Serie A,2425,Monza,Stefan Lekovic,SRB,DF,20,2004,4.1,188,185,3,1,0,0,0,2,0,0,0,0,162,0,2
ITA-Serie A,2425,Monza,Stefano Sensi,ITA,MF,28,1995,3.0,299,285,12,6,0,3,12,1,5,0,4,0,257,2,1
ITA-Serie A,2425,Monza,Stefano Turati,ITA,GK,22,2001,29.7,1077,851,222,91,0,1,0,0,0,0,0,0,764,4,1
ITA-Serie A,2425,Monza,Tomás Palacios,ARG,DF,21,2003,5.0,362,338,23,12,1,2,1,2,0,0,0,0,321,1,6
ITA-Serie A,2425,Monza,Warren Bondo,FRA,MF,20,2003,18.0,615,595,19,14,0,4,7,3,0,0,0,0,547,1,9
ITA-Serie A,2425,Napoli,Alessandro Buongiorno,ITA,DF,25,1999,21.4,1279,1223,53,39,0,2,1,3,0,0,0,0,1161,3,8
ITA-Serie A,2425,Napoli,Alessio Zerbin,ITA,"FW,DF",25,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,Alex Meret,ITA,GK,27,1997,33.4,1223,983,239,58,0,2,0,0,0,0,0,0,1050,1,0
ITA-Serie A,2425,Napoli,Amir Rrahmani,KVX,DF,30,1994,37.8,2781,2636,144,101,2,15,1,10,0,0,0,0,2531,1,11
ITA-Serie A,2425,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,28,1995,31.7,1509,1480,29,18,1,6,23,11,0,0,0,0,1275,0,25
ITA-Serie A,2425,Napoli,Billy Gilmour,SCO,MF,23,2001,13.1,908,878,30,18,3,3,18,2,10,7,3,0,804,0,5
ITA-Serie A,2425,Napoli,Cyril Ngonge,BEL,FW,24,2000,2.4,87,80,7,2,0,1,11,0,5,4,0,0,68,0,1
ITA-Serie A,2425,Napoli,David Neres,BRA,FW,27,1997,14.3,555,504,49,4,3,0,92,9,35,10,19,1,420,2,20
ITA-Serie A,2425,Napoli,Elia Caprile,ITA,GK,22,2001,3.6,98,77,20,5,0,0,0,0,0,0,0,0,81,1,0
ITA-Serie A,2425,Napoli,Giacomo Raspadori,ITA,"FW,MF",24,2000,12.3,410,341,68,15,2,2,67,1,39,25,10,0,280,1,18
ITA-Serie A,2425,Napoli,Giovanni Di Lorenzo,ITA,DF,30,1993,37.0,2236,1865,357,56,2,7,63,299,0,0,0,0,1870,14,48
ITA-Serie A,2425,Napoli,Giovanni Simeone,ARG,FW,29,1995,4.7,113,110,3,0,1,1,3,0,0,0,0,0,79,0,6
ITA-Serie A,2425,Napoli,Juan Jesus,BRA,DF,33,1991,11.9,853,800,51,40,1,0,0,3,0,0,0,0,764,2,10
ITA-Serie A,2425,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",23,2001,13.1,461,401,56,14,7,5,51,11,30,20,5,0,352,4,14
ITA-Serie A,2425,Napoli,Leonardo Spinazzola,ITA,"DF,FW",31,1993,16.9,895,743,149,15,3,5,65,122,12,5,3,0,710,3,26
ITA-Serie A,2425,Napoli,Mathías Olivera,URU,DF,26,1997,26.3,1580,1377,196,29,1,6,22,167,0,0,0,0,1350,7,32
ITA-Serie A,2425,Napoli,Matteo Politano,ITA,"FW,MF",30,1993,31.2,1261,1131,123,18,1,10,229,26,78,66,3,1,873,7,57
ITA-Serie A,2425,Napoli,Michael Folorunsho,ITA,"FW,MF",26,1998,0.4,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0
ITA-Serie A,2425,Napoli,Noah Okafor,SUI,"FW,MF",24,2000,0.4,17,16,1,1,0,0,3,0,0,0,0,0,11,0,0
ITA-Serie A,2425,Napoli,Pasquale Mazzocchi,ITA,"DF,FW",29,1995,7.8,304,248,55,2,2,0,13,53,0,0,0,0,244,1,6
ITA-Serie A,2425,Napoli,Philip Billing,DEN,MF,28,1996,2.2,101,100,0,0,1,0,2,0,0,0,0,0,79,1,2
ITA-Serie A,2425,Napoli,Rafa Marín,ESP,DF,22,2002,1.6,118,113,5,4,0,3,0,0,0,0,0,0,115,0,0
ITA-Serie A,2425,Napoli,Romelu Lukaku,BEL,FW,31,1993,31.6,497,452,45,1,6,2,4,0,0,0,0,0,353,0,21
ITA-Serie A,2425,Napoli,Scott McTominay,SCO,MF,27,1996,32.6,924,909,13,7,9,8,11,4,0,0,0,0,777,2,20
ITA-Serie A,2425,Napoli,Simone Scuffet,ITA,GK,28,1996,1.0,44,33,11,2,0,0,0,0,0,0,0,0,35,0,0
ITA-Serie A,2425,Napoli,Stanislav Lobotka,SVK,MF,29,1994,29.3,1762,1719,38,38,3,10,2,0,0,0,0,0,1600,5,10
ITA-Serie A,2425,Napoli,Walid Cheddira,MAR,FW,26,1998,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
ITA-Serie A,2425,Parma,Adrian Benedyczak,POL,"FW,MF",23,2000,2.4,52,50,2,1,0,1,1,0,0,0,0,0,35,0,1
ITA-Serie A,2425,Parma,Adrian Bernabe,ESP,MF,23,2001,16.1,984,880,102,63,5,14,29,2,22,11,5,0,823,2,18
ITA-Serie A,2425,Parma,Alessandro Circati,AUS,DF,20,2003,6.0,229,202,27,17,0,0,0,0,0,0,0,0,197,0,1
ITA-Serie A,2425,Parma,Alessandro Vogliacco,ITA,DF,25,1998,8.6,477,455,22,17,0,4,2,0,0,0,0,0,437,0,0
ITA-Serie A,2425,Parma,Ange-Yoan Bonny,FRA,FW,20,2003,28.1,573,520,52,2,3,3,14,1,3,0,0,0,431,1,19
ITA-Serie A,2425,Parma,Antoine Hainaut,FRA,"DF,FW",22,2002,13.4,496,422,73,6,0,3,26,66,1,0,0,0,372,1,7
ITA-Serie A,2425,Parma,Botond Balogh,HUN,DF,22,2002,22.8,964,891,72,43,0,1,1,5,0,0,0,0,861,1,8
ITA-Serie A,2425,Parma,Dennis Man,ROU,"FW,MF",25,1998,22.2,793,736,56,8,4,3,33,12,30,7,1,0,631,1,28
ITA-Serie A,2425,Parma,Drissa Camara,CIV,"MF,FW",22,2002,5.0,182,164,15,4,2,1,5,0,9,2,1,0,133,3,5
ITA-Serie A,2425,Parma,Emanuele Valeri,ITA,DF,25,1998,31.9,1193,912,280,37,1,11,129,234,9,3,4,0,783,1,26
ITA-Serie A,2425,Parma,Enrico Del Prato,ITA,DF,24,1999,32.7,1534,1319,212,50,0,3,16,150,0,0,0,0,1288,3,15
ITA-Serie A,2425,Parma,Gabriel Charpentier,CGO,FW,25,1999,3.0,55,51,4,0,1,0,2,2,0,0,0,0,33,0,4
ITA-Serie A,2425,Parma,Giovanni Leoni,ITA,DF,17,2006,13.3,641,592,48,27,0,3,3,18,0,0,0,0,562,1,4
ITA-Serie A,2425,Parma,Hernani,BRA,MF,30,1994,14.7,615,553,58,30,2,8,33,6,18,9,6,0,463,4,20
ITA-Serie A,2425,Parma,Jacob Ondrejka,SWE,"MF,FW",21,2002,4.7,127,107,20,5,2,0,16,1,13,5,7,0,95,0,3
ITA-Serie A,2425,Parma,Lautaro Valenti,ARG,DF,25,1999,17.3,830,752,76,36,0,1,2,4,0,0,0,0,701,2,6
ITA-Serie A,2425,Parma,Leandro Chichizola,ARG,GK,34,1990,1.0,50,39,10,2,0,0,0,0,0,0,0,0,36,1,0
ITA-Serie A,2425,Parma,Mandela Keita,BEL,MF,22,2002,20.3,729,710,19,18,2,2,0,1,0,0,0,0,660,0,6
ITA-Serie A,2425,Parma,Mateo Pellegrino,ARG,FW,23,2001,8.2,164,160,4,0,1,2,4,0,0,0,0,0,89,0,6
ITA-Serie A,2425,Parma,Mateusz Kowalski,POL,MF,19,2005,0.6,12,12,0,0,0,0,0,0,0,0,0,0,8,0,1
ITA-Serie A,2425,Parma,Mathias Løvik,NOR,"DF,FW",20,2003,1.0,54,45,8,0,0,0,3,8,0,0,0,0,40,1,2
ITA-Serie A,2425,Parma,Matteo Cancellieri,ITA,"FW,MF",22,2002,15.8,313,298,15,2,4,4,21,3,2,1,0,0,211,0,10
ITA-Serie A,2425,Parma,Milan Đurić,BIH,FW,34,1990,3.0,84,82,2,0,0,0,0,0,0,0,0,0,35,0,2
ITA-Serie A,2425,Parma,Mohamed Haj,TUN,MF,19,2005,5.0,151,145,6,3,0,0,7,0,2,0,0,0,118,0,4
ITA-Serie A,2425,Parma,Nahuel Estévez,ARG,MF,28,1995,7.3,313,282,30,17,1,1,16,1,12,4,3,0,237,1,8
ITA-Serie A,2425,Parma,Pontus Almqvist,SWE,"FW,MF",25,1999,12.4,297,290,6,1,0,0,11,5,0,0,0,0,215,1,11
ITA-Serie A,2425,Parma,Simon Sohm,SUI,MF,23,2001,33.2,1233,1202,29,15,9,2,15,4,6,1,0,0,1050,2,14
ITA-Serie A,2425,Parma,Valentin Mihaila,ROU,"FW,MF",24,2000,14.3,431,368,61,14,3,4,33,6,40,12,6,1,325,2,8
ITA-Serie A,2425,Parma,Woyo Coulibaly,MLI,DF,25,1999,12.0,593,506,87,14,2,2,5,72,1,0,0,0,514,0,7
ITA-Serie A,2425,Parma,Wylan Cyprien,FRA,MF,29,1995,0.3,21,20,0,0,1,0,0,0,0,0,0,0,14,1,1
ITA-Serie A,2425,Parma,Yordan Osorio,VEN,DF,30,1994,1.9,119,114,4,2,0,0,0,1,0,0,0,0,104,1,1
ITA-Serie A,2425,Parma,Zion Suzuki,JPN,GK,21,2002,36.8,1496,1138,357,134,0,2,0,0,0,0,0,0,1008,1,1
ITA-Serie A,2425,Roma,Alexis Saelemaekers,BEL,"DF,FW",25,1999,15.4,773,700,68,10,3,5,53,49,6,3,1,0,630,5,20
ITA-Serie A,2425,Roma,Anass Salah-Eddine,NED,DF,22,2002,1.7,103,86,16,1,0,0,6,15,0,0,0,0,86,1,4
ITA-Serie A,2425,Roma,Angeliño,ESP,DF,27,1997,35.3,1969,1669,294,49,3,18,116,233,11,3,8,0,1544,6,25
ITA-Serie A,2425,Roma,Artem Dovbyk,UKR,FW,27,1997,26.9,433,394,35,0,2,0,1,1,0,0,0,0,321,4,11
ITA-Serie A,2425,Roma,Bryan Cristante,ITA,MF,29,1995,22.7,1296,1263,27,26,5,9,15,1,0,0,0,0,1067,6,19
ITA-Serie A,2425,Roma,Devyne Rensch,NED,DF,21,2003,5.2,260,231,29,4,0,1,11,25,0,0,0,0,213,0,4
ITA-Serie A,2425,Roma,Eldor Shomurodov,UZB,"FW,MF",29,1995,12.2,286,280,6,0,1,2,6,0,0,0,0,0,215,0,14
ITA-Serie A,2425,Roma,Enzo Le Fée,FRA,MF,24,2000,3.5,263,247,15,9,1,2,7,2,3,2,1,0,226,1,1
ITA-Serie A,2425,Roma,Gianluca Mancini,ITA,DF,28,1996,34.9,1965,1856,107,84,1,4,33,22,0,0,0,0,1689,2,19
ITA-Serie A,2425,Roma,Leandro Paredes,ARG,MF,30,1994,15.3,1256,1144,107,66,6,11,57,4,37,12,21,0,1105,5,10
ITA-Serie A,2425,Roma,Lorenzo Pellegrini,ITA,MF,28,1996,18.1,653,575,73,26,5,0,49,8,36,20,10,0,519,5,13
ITA-Serie A,2425,Roma,Lucas Gourna-Douath,FRA,MF,20,2003,2.5,114,114,0,0,0,0,2,0,0,0,0,0,104,0,2
ITA-Serie A,2425,Roma,Manu Koné,FRA,MF,23,2001,28.6,1273,1241,30,29,4,5,2,1,0,0,0,0,1160,2,14
ITA-Serie A,2425,Roma,Mario Hermoso,ESP,DF,29,1995,2.8,202,187,15,4,0,2,3,6,0,0,0,0,182,0,4
ITA-Serie A,2425,Roma,Mats Hummels,GER,DF,35,1988,10.2,437,421,16,13,1,0,2,1,0,0,0,0,389,0,7
ITA-Serie A,2425,Roma,Matìas Soulé,ARG,"MF,DF",21,2003,19.8,955,853,100,21,5,2,88,35,38,23,8,0,785,2,15
ITA-Serie A,2425,Roma,Mile Svilar,SRB,GK,24,1999,38.0,1459,1187,271,71,0,2,0,0,0,0,0,0,1151,1,0
ITA-Serie A,2425,Roma,Niccolò Pisilli,ITA,MF,19,2004,13.6,564,555,5,3,3,3,10,1,1,0,0,0,471,4,7
ITA-Serie A,2425,Roma,Nicola Zalewski,POL,"DF,FW",22,2002,5.9,265,236,28,2,0,1,29,26,0,0,0,0,194,1,12
ITA-Serie A,2425,Roma,Obite N'Dicka,CIV,DF,24,1999,38.0,2492,2374,115,56,0,4,0,5,0,0,0,0,2295,3,9
ITA-Serie A,2425,Roma,Paulo Dybala,ARG,"FW,MF",30,1993,15.7,729,645,81,26,2,16,62,5,36,11,14,2,596,3,16
ITA-Serie A,2425,Roma,Samuel Dahl,SWE,"DF,MF",24,2000,0.5,28,27,1,0,0,0,1,1,0,0,0,0,24,0,0
ITA-Serie A,2425,Roma,Saud Abdulhamid,KSA,DF,25,1999,2.3,136,103,33,1,0,0,7,32,0,0,0,0,118,0,3
ITA-Serie A,2425,Roma,Stephan El Shaarawy,ITA,"DF,MF",31,1992,12.2,504,449,51,2,4,0,27,47,2,0,2,0,399,4,12
ITA-Serie A,2425,Roma,Tammy Abraham,ENG,FW,26,1997,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Roma,Tommaso Baldanzi,ITA,"MF,FW",21,2003,9.2,363,344,17,2,4,1,7,10,0,0,0,0,305,2,14
ITA-Serie A,2425,Roma,Victor Nelsson,DEN,DF,25,1998,2.1,120,114,6,2,0,0,0,4,0,0,0,0,106,0,0
ITA-Serie A,2425,Roma,Zeki Çelik,TUR,DF,27,1997,25.1,1364,1191,171,18,0,5,42,153,0,0,0,0,1121,2,32
