league,season,team,player,nationality,position,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked
ITA-Serie A,2122,Spezia,Petar Zovko,BIH,GK,19,2002,0.3,10,7,3,1,0,0,0,0,0,0,0,0,7,0,0
ITA-Serie A,2122,Spezia,Petko Hristov,BUL,DF,22,1999,13.9,627,586,38,29,0,5,1,5,0,0,0,0,504,3,3
ITA-Serie A,2122,Spezia,Rey Manaj,ALB,FW,24,1997,19.6,448,387,59,4,1,1,6,0,1,0,1,0,329,2,12
ITA-Serie A,2122,Spezia,Salvador Ferrer,ESP,"DF,MF",23,1998,16.6,763,640,121,9,0,4,44,109,3,1,2,0,573,2,15
ITA-Serie A,2122,Spezia,Samuel Mráz,SVK,FW,24,1997,0.6,12,10,2,0,0,0,0,0,0,0,0,0,8,0,0
ITA-Serie A,2122,Spezia,Simone Bastoni,ITA,"MF,DF",24,1996,25.4,1224,1015,201,55,8,13,113,108,38,14,20,0,876,8,37
ITA-Serie A,2122,Spezia,Suf Podgoreanu,ISR,FW,19,2002,1.3,53,51,2,0,0,0,7,1,1,0,0,0,39,0,1
ITA-Serie A,2122,Spezia,Viktor Kovalenko,UKR,MF,25,1996,14.7,597,559,36,16,0,2,24,4,16,11,3,1,455,2,19
ITA-Serie A,2122,Torino,Alessandro Buongiorno,ITA,DF,22,1999,13.1,559,539,18,15,1,3,6,3,0,0,0,0,451,2,7
ITA-Serie A,2122,Torino,Andrea Belotti,ITA,FW,27,1993,15.2,369,341,25,2,2,4,13,1,0,0,0,0,252,3,17
ITA-Serie A,2122,Torino,Antonio Sanabria,PAR,FW,25,1996,20.0,482,461,20,1,1,6,3,1,0,0,0,0,348,1,14
ITA-Serie A,2122,Torino,Armando Izzo,ITA,DF,29,1992,5.8,307,280,26,20,0,0,3,6,0,0,0,0,240,1,0
ITA-Serie A,2122,Torino,Ben Lhassine Kone,CIV,MF,21,2000,0.9,37,37,0,0,0,2,0,0,0,0,0,0,29,0,1
ITA-Serie A,2122,Torino,Cristian Ansaldi,ARG,DF,34,1986,7.7,407,318,86,8,2,4,57,68,10,4,2,0,285,3,4
ITA-Serie A,2122,Torino,Daniele Baselli,ITA,"MF,FW",29,1992,1.7,89,82,7,3,0,0,5,0,2,0,2,0,64,0,1
ITA-Serie A,2122,Torino,David Zima,CZE,DF,20,2000,14.6,611,599,12,11,1,1,3,1,0,0,0,0,516,0,6
ITA-Serie A,2122,Torino,Demba Seck,SEN,"MF,FW",20,2001,1.6,43,42,1,0,0,0,2,1,0,0,0,0,34,0,0
ITA-Serie A,2122,Torino,Dennis Praet,BEL,MF,27,1994,17.1,588,562,21,4,4,5,45,13,3,0,0,0,430,5,19
ITA-Serie A,2122,Torino,Etrit Berisha,ALB,GK,32,1989,10.0,319,211,107,29,0,0,0,0,0,0,0,0,176,1,0
ITA-Serie A,2122,Torino,Gleison Bremer,BRA,DF,24,1997,32.1,1434,1400,30,26,0,2,1,1,0,0,0,0,1166,4,10
ITA-Serie A,2122,Torino,Josip Brekalo,CRO,MF,23,1998,25.4,1166,1043,112,40,7,8,135,13,52,19,21,0,835,11,34
ITA-Serie A,2122,Torino,Karol Linetty,POL,"MF,FW",26,1995,10.0,279,264,14,3,0,1,8,1,8,0,4,0,218,1,11
ITA-Serie A,2122,Torino,Koffi Djidji,CIV,DF,28,1992,19.3,836,783,51,36,0,4,17,15,0,0,0,0,690,2,6
ITA-Serie A,2122,Torino,Luca Gemello,ITA,GK,21,2000,1.0,35,30,4,1,0,0,0,0,0,0,0,0,14,1,0
ITA-Serie A,2122,Torino,Magnus Warming,DEN,"MF,FW",21,2000,0.6,22,22,0,0,0,0,5,0,0,0,0,0,11,0,2
ITA-Serie A,2122,Torino,Marko Pjaca,CRO,MF,26,1995,12.8,420,410,9,1,0,3,17,3,2,2,0,0,322,1,9
ITA-Serie A,2122,Torino,Mërgim Vojvoda,KVX,DF,26,1995,22.0,1164,979,175,8,0,14,71,165,2,1,0,0,904,10,20
ITA-Serie A,2122,Torino,Ola Aina,NGA,DF,24,1996,16.0,755,600,151,9,1,0,34,142,0,0,0,0,535,4,30
ITA-Serie A,2122,Torino,Pietro Pellegri,ITA,FW,20,2001,2.4,42,38,4,0,0,0,0,0,0,0,0,0,26,0,5
ITA-Serie A,2122,Torino,Ricardo Rodríguez,SUI,DF,28,1992,27.5,1469,1374,86,31,1,22,65,8,46,28,17,0,1247,9,22
ITA-Serie A,2122,Torino,Rolando Mandragora,ITA,MF,24,1997,14.7,769,654,113,58,0,2,47,2,38,24,8,0,647,2,7
ITA-Serie A,2122,Torino,Samuele Ricci,ITA,MF,19,2001,8.0,395,374,21,17,1,0,0,1,0,0,0,0,367,0,5
ITA-Serie A,2122,Torino,Saša Lukić,SRB,MF,24,1996,33.1,1741,1666,71,62,6,10,25,4,5,2,1,0,1512,4,29
ITA-Serie A,2122,Torino,Simone Verdi,ITA,"MF,FW",29,1992,0.5,16,15,1,1,0,0,3,0,0,0,0,0,9,0,1
ITA-Serie A,2122,Torino,Simone Zaza,ITA,"FW,DF",30,1991,1.4,42,41,1,0,0,0,1,1,0,0,0,0,31,0,0
ITA-Serie A,2122,Torino,Tommaso Pobega,ITA,MF,22,1999,24.9,1174,1157,14,12,0,9,16,1,0,0,0,0,918,3,26
ITA-Serie A,2122,Torino,Tomás Rincón,VEN,MF,33,1988,1.8,89,84,4,3,0,3,1,1,0,0,0,0,73,1,0
ITA-Serie A,2122,Torino,Vanja Milinković-Savić,SRB,GK,24,1997,27.0,1026,747,271,102,0,8,0,0,0,0,0,0,528,8,1
ITA-Serie A,2122,Torino,Wilfried Singo,CIV,DF,20,2000,29.0,1397,1127,263,16,1,7,80,247,0,0,0,0,1065,7,44
ITA-Serie A,2122,Udinese,Beto,GNB,FW,23,1998,24.1,362,331,29,0,1,5,2,3,0,0,0,0,247,2,5
ITA-Serie A,2122,Udinese,Bram Nuytinck,NED,DF,31,1990,22.6,937,863,69,42,1,1,6,18,0,0,0,0,781,5,3
ITA-Serie A,2122,Udinese,Brandon Soppy,FRA,"DF,MF",19,2002,8.6,236,205,30,5,0,1,13,24,1,0,0,0,167,1,18
ITA-Serie A,2122,Udinese,Daniele Padelli,ITA,GK,35,1985,3.0,111,87,24,2,0,0,0,0,0,0,0,0,78,0,0
ITA-Serie A,2122,Udinese,Destiny Udogie,ITA,DF,18,2002,27.5,888,768,118,14,0,0,17,102,2,0,0,0,701,2,33
ITA-Serie A,2122,Udinese,Fernando Forestieri,ITA,"FW,MF",31,1990,0.6,24,20,4,1,0,0,4,2,1,1,0,0,18,0,1
ITA-Serie A,2122,Udinese,Filip Benković,CRO,"DF,FW",24,1997,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
ITA-Serie A,2122,Udinese,Gerard Deulofeu,ESP,"FW,MF",27,1994,29.1,1089,870,212,62,7,2,166,11,123,36,55,1,756,7,47
ITA-Serie A,2122,Udinese,Ignacio Pussetto,ARG,"FW,MF",25,1995,13.4,292,264,25,3,0,2,21,6,0,0,0,0,195,3,13
ITA-Serie A,2122,Udinese,Ilija Nestorovski,MKD,FW,31,1990,2.1,62,59,3,0,0,0,2,3,0,0,0,0,44,0,1
ITA-Serie A,2122,Udinese,Isaac Success,NGA,"FW,MF",25,1996,10.1,277,270,1,0,8,2,6,1,0,0,0,0,173,6,12
ITA-Serie A,2122,Udinese,Jean-Victor Makengo,FRA,MF,23,1998,26.1,843,829,8,1,2,3,8,4,1,0,0,0,702,6,22
ITA-Serie A,2122,Udinese,Jens Stryger Larsen,DEN,DF,30,1991,7.6,277,205,69,4,1,0,20,57,8,7,1,0,206,3,2
ITA-Serie A,2122,Udinese,Lazar Samardzic,SRB,"MF,FW",19,2002,5.4,258,214,43,16,4,6,32,5,21,11,5,0,200,1,2
ITA-Serie A,2122,Udinese,Marco Silvestri,ITA,GK,30,1991,35.0,942,587,342,90,0,0,0,0,0,0,0,0,642,13,0
ITA-Serie A,2122,Udinese,Marvin Zeegelaar,NED,DF,30,1990,7.1,319,286,32,4,0,0,2,27,0,0,0,0,246,1,4
ITA-Serie A,2122,Udinese,Mato Jajalo,BIH,MF,33,1988,7.0,318,302,14,8,2,0,4,1,0,0,0,0,252,2,7
ITA-Serie A,2122,Udinese,Nahuel Molina,ARG,DF,23,1998,29.3,1228,1089,133,12,3,5,117,104,17,6,8,0,860,6,33
ITA-Serie A,2122,Udinese,Nehuén Pérez,ARG,DF,21,2000,18.8,774,630,141,31,0,12,2,106,0,0,0,0,593,3,10
ITA-Serie A,2122,Udinese,Pablo Marí,ESP,DF,27,1993,14.9,621,515,99,44,1,8,3,54,0,0,0,0,441,7,6
ITA-Serie A,2122,Udinese,Riccardo Pinzi,ITA,FW,17,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2122,Udinese,Roberto Pereyra,ARG,"MF,FW",30,1991,19.9,842,794,45,26,1,2,23,7,6,1,1,0,718,3,11
ITA-Serie A,2122,Udinese,Rodrigo Becão,BRA,DF,25,1996,34.8,1428,1270,157,49,1,3,17,105,0,0,0,0,1117,1,16
ITA-Serie A,2122,Udinese,Samir Santos,BRA,DF,26,1994,15.8,688,621,66,26,0,4,12,37,0,0,0,0,535,1,11
ITA-Serie A,2122,Udinese,Sebastien De Maio,FRA,DF,34,1987,2.0,74,72,2,2,0,0,0,0,0,0,0,0,55,0,0
ITA-Serie A,2122,Udinese,Simone Pafundi,ITA,FW,15,2006,0.3,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0
ITA-Serie A,2122,Udinese,Stefano Okaka,ITA,FW,31,1989,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
ITA-Serie A,2122,Udinese,Tolgay Arslan,GER,MF,30,1990,18.4,677,649,28,19,2,2,33,1,7,2,5,0,532,0,13
ITA-Serie A,2122,Udinese,Walace,BRA,MF,26,1995,33.0,1661,1561,95,62,3,22,9,10,0,0,0,0,1373,5,27
ITA-Serie A,2122,Venezia,Aleš Matějů,CZE,DF,25,1996,8.1,294,253,40,2,0,0,21,38,0,0,0,0,217,1,7
ITA-Serie A,2122,Venezia,Antonio Vacca,ITA,MF,31,1990,11.8,703,641,59,50,0,10,0,5,0,0,0,0,600,3,11
ITA-Serie A,2122,Venezia,Arnór Sigurðsson,ISL,"FW,MF",22,1999,2.0,53,49,3,0,0,0,3,0,1,0,1,0,39,1,0
ITA-Serie A,2122,Venezia,Bjarki Bjarkason,ISL,MF,21,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2122,Venezia,Cristian Molinaro,ITA,DF,38,1983,6.1,325,263,62,6,0,2,16,56,0,0,0,0,243,0,4
ITA-Serie A,2122,Venezia,Daan Heymans,BEL,"MF,FW",22,1999,2.8,96,92,4,2,0,0,3,0,0,0,0,0,79,0,2
ITA-Serie A,2122,Venezia,David Okereke,NGA,"FW,MF",23,1997,22.8,463,449,9,0,1,2,27,4,0,0,0,0,319,5,13
ITA-Serie A,2122,Venezia,David Schnegg,AUT,DF,22,1998,1.6,87,70,17,0,1,1,3,17,0,0,0,0,57,0,0
ITA-Serie A,2122,Venezia,Dennis Johnsen,NOR,"FW,MF",23,1998,16.1,321,319,2,0,0,7,42,1,1,1,0,0,188,0,21
ITA-Serie A,2122,Venezia,Domen Črnigoj,SVN,MF,25,1995,20.9,677,650,25,4,0,3,30,21,0,0,0,0,494,2,31
ITA-Serie A,2122,Venezia,Dor Peretz,ISR,MF,26,1995,6.5,234,222,10,7,0,1,2,3,0,0,0,0,175,2,11
ITA-Serie A,2122,Venezia,Ethan Ampadu,WAL,"MF,DF",20,2000,25.4,1165,1037,123,41,4,10,20,80,0,0,0,0,867,5,26
ITA-Serie A,2122,Venezia,Francesco Di Mariano,ITA,FW,25,1996,0.7,14,14,0,0,0,0,1,0,0,0,0,0,11,0,0
ITA-Serie A,2122,Venezia,Francesco Forte,ITA,FW,28,1993,4.7,75,71,4,0,0,0,2,0,0,0,0,0,52,0,1
ITA-Serie A,2122,Venezia,Gianluca Busio,USA,MF,19,2002,21.7,896,841,50,25,2,11,38,4,19,7,11,0,733,5,21
ITA-Serie A,2122,Venezia,Hilmir Mikaelsson,ISL,FW,17,2004,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
ITA-Serie A,2122,Venezia,Issa Bah,LUX,FW,19,2002,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
ITA-Serie A,2122,Venezia,Jacopo Dezi,ITA,MF,29,1992,0.2,26,23,2,0,0,1,3,0,2,1,1,0,22,1,0
ITA-Serie A,2122,Venezia,Jean-Pierre Nsame,CMR,FW,28,1993,2.7,67,64,1,0,1,0,1,0,0,0,0,0,40,2,0
ITA-Serie A,2122,Venezia,Luca Fiordilino,ITA,MF,25,1996,7.3,307,298,8,5,0,3,9,0,1,0,0,0,260,1,10
ITA-Serie A,2122,Venezia,Luca Lezzerini,ITA,GK,26,1995,5.5,199,132,67,23,0,0,0,0,0,0,0,0,155,0,0
ITA-Serie A,2122,Venezia,Marco Modolo,ITA,DF,32,1989,4.4,161,155,5,5,0,0,0,0,0,0,0,0,130,1,1
ITA-Serie A,2122,Venezia,Mattia Aramu,ITA,"MF,FW",26,1995,23.3,795,603,184,43,6,6,144,21,66,33,28,0,524,8,24
ITA-Serie A,2122,Venezia,Mattia Caldara,ITA,DF,27,1994,30.0,1167,1110,53,42,0,8,2,8,0,0,0,0,951,4,6
ITA-Serie A,2122,Venezia,Maximilian Ullmann,AUT,DF,25,1996,2.7,68,60,8,0,0,1,4,8,0,0,0,0,44,0,1
ITA-Serie A,2122,Venezia,Michael Svoboda,AUT,DF,22,1998,13.7,623,597,26,25,0,10,1,1,0,0,0,0,508,0,12
ITA-Serie A,2122,Venezia,Mickaël Cuisance,FRA,MF,21,1999,10.2,370,340,30,11,3,4,18,4,11,5,5,0,285,0,4
ITA-Serie A,2122,Venezia,Nani,POR,"MF,FW",34,1986,3.2,132,117,14,3,1,0,14,6,4,1,2,0,91,1,3
ITA-Serie A,2122,Venezia,Nicolas Galazzi,ITA,MF,20,2000,0.2,8,6,2,0,0,0,3,2,0,0,0,0,5,0,0
ITA-Serie A,2122,Venezia,Niki Mäenpää,FIN,GK,36,1985,16.5,523,327,195,52,1,0,0,0,0,0,0,0,353,1,1
ITA-Serie A,2122,Venezia,Pasquale Mazzocchi,ITA,DF,26,1995,13.8,596,473,121,7,2,4,46,114,0,0,0,0,446,2,16
ITA-Serie A,2122,Venezia,Patrick Leal,USA,FW,18,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2122,Venezia,Pietro Ceccaroni,ITA,DF,25,1995,34.7,1720,1614,105,59,0,1,12,44,0,0,0,0,1414,1,29
ITA-Serie A,2122,Venezia,Ridgeciano Haps,SUR,DF,28,1993,22.8,858,683,172,3,0,3,34,169,0,0,0,0,638,3,24
ITA-Serie A,2122,Venezia,Sergio Romero,ARG,GK,34,1987,16.0,586,397,188,46,0,0,0,0,0,0,0,0,415,1,0
ITA-Serie A,2122,Venezia,Sofian Kiyine,MAR,"MF,FW",23,1997,13.8,532,471,58,22,2,15,49,11,18,9,6,0,392,3,10
ITA-Serie A,2122,Venezia,Tanner Tessmann,USA,MF,19,2001,7.6,227,219,6,5,0,6,4,0,0,0,0,0,164,2,7
ITA-Serie A,2122,Venezia,Thomas Henry,FRA,FW,26,1994,23.5,434,408,20,0,3,4,5,3,0,0,0,0,263,6,18
ITA-Serie A,2122,Venezia,Tyronne Ebuehi,NGA,DF,25,1995,12.6,506,407,99,5,0,0,28,94,0,0,0,0,392,0,20
ITA-Serie A,2223,Atalanta,Ademola Lookman,NGA,"FW,MF",24,1997,19.2,649,601,46,7,6,3,38,11,16,2,7,0,492,2,25
ITA-Serie A,2223,Atalanta,Berat Djimsiti,ALB,DF,29,1993,20.0,1093,1047,45,29,0,3,0,15,0,0,0,0,953,1,8
ITA-Serie A,2223,Atalanta,Brandon Soppy,FRA,DF,20,2002,7.1,322,254,67,0,1,0,19,67,0,0,0,0,243,1,12
ITA-Serie A,2223,Atalanta,Caleb Okoli,ITA,DF,21,2001,10.7,458,419,37,18,0,3,2,17,0,0,0,0,345,2,8
ITA-Serie A,2223,Atalanta,Davide Zappacosta,ITA,DF,30,1992,16.3,925,719,204,11,0,0,59,188,5,5,0,0,771,2,22
ITA-Serie A,2223,Atalanta,Duván Zapata,COL,FW,31,1991,15.4,412,377,31,1,0,6,29,7,1,0,0,0,281,4,14
ITA-Serie A,2223,Atalanta,Francesco Rossi,ITA,GK,31,1991,0.0,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0
ITA-Serie A,2223,Atalanta,Giorgio Scalvini,ITA,DF,18,2003,25.9,1486,1443,40,29,1,21,8,11,0,0,0,0,1205,3,20
ITA-Serie A,2223,Atalanta,Hans Hateboer,NED,DF,28,1994,15.5,702,571,129,3,2,1,23,126,0,0,0,0,560,2,13
ITA-Serie A,2223,Atalanta,Jeremie Boga,CIV,"MF,FW",25,1997,8.7,475,431,43,8,3,3,55,6,29,14,10,0,381,1,8
ITA-Serie A,2223,Atalanta,Joakim Mæhle,DEN,"DF,MF",25,1997,24.5,1455,1211,239,7,1,2,38,231,1,0,1,0,1188,5,42
ITA-Serie A,2223,Atalanta,José Luis Palomino,ARG,DF,32,1990,8.4,518,485,33,21,0,0,5,12,0,0,0,0,428,0,8
ITA-Serie A,2223,Atalanta,Juan Musso,ARG,GK,28,1994,23.1,705,497,207,50,0,3,0,0,0,0,0,0,513,1,1
ITA-Serie A,2223,Atalanta,Luis Muriel,COL,"FW,MF",31,1991,11.9,539,454,83,9,8,14,82,12,47,25,17,0,354,2,17
ITA-Serie A,2223,Atalanta,Lukáš Vorlický,CZE,"MF,FW",20,2002,0.3,31,30,1,0,0,0,1,1,0,0,0,0,19,0,0
ITA-Serie A,2223,Atalanta,Marco Sportiello,ITA,GK,30,1992,14.9,462,325,137,21,0,0,0,0,0,0,0,0,362,0,0
ITA-Serie A,2223,Atalanta,Mario Pašalić,CRO,"MF,FW",27,1995,19.7,705,676,26,11,0,3,5,5,0,0,0,0,567,3,18
ITA-Serie A,2223,Atalanta,Marten de Roon,NED,MF,31,1991,32.9,1912,1833,75,54,0,24,13,17,0,0,0,0,1587,4,21
ITA-Serie A,2223,Atalanta,Matteo Ruggeri,ITA,"DF,MF",20,2002,9.2,631,527,102,5,0,2,38,96,1,1,0,0,515,2,10
ITA-Serie A,2223,Atalanta,Merih Demiral,TUR,DF,24,1998,17.1,653,587,66,41,0,3,2,2,0,0,0,0,560,0,1
ITA-Serie A,2223,Atalanta,Nadir Zortea,ITA,"DF,MF",23,1999,2.5,98,83,15,0,1,0,10,15,0,0,0,0,60,0,6
ITA-Serie A,2223,Atalanta,Rafael Tolói,ITA,DF,31,1990,30.9,1682,1628,48,24,2,10,22,23,0,0,0,0,1351,6,21
ITA-Serie A,2223,Atalanta,Rasmus Højlund,DEN,FW,19,2003,20.4,435,408,24,1,2,2,7,1,0,0,0,0,318,3,17
ITA-Serie A,2223,Atalanta,Ruslan Malinovskyi,UKR,"MF,FW",29,1993,6.1,332,304,23,8,2,11,23,2,13,6,6,0,248,5,6
ITA-Serie A,2223,Atalanta,Teun Koopmeiners,NED,MF,24,1998,31.8,1727,1558,162,55,5,19,158,26,77,42,26,0,1271,7,33
ITA-Serie A,2223,Atalanta,Tommaso De Nipoti,ITA,MF,19,2003,0.0,5,5,0,0,0,1,0,0,0,0,0,0,3,0,0
ITA-Serie A,2223,Atalanta,Éderson,BRA,MF,23,1999,24.6,1091,1061,28,19,1,20,15,2,4,2,0,0,884,2,28
ITA-Serie A,2223,Bologna,Adama Soumaoro,FRA,DF,30,1992,20.7,1075,1021,48,47,0,1,0,1,0,0,0,0,996,6,5
ITA-Serie A,2223,Bologna,Andrea Cambiaso,ITA,DF,22,2000,24.1,1521,1281,238,24,0,9,56,211,3,1,1,0,1277,2,37
ITA-Serie A,2223,Bologna,Antonio Raimondo,ITA,FW,18,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
ITA-Serie A,2223,Bologna,Charalampos Lykogiannis,GRE,DF,28,1993,12.3,731,601,127,12,1,10,69,104,11,6,3,0,518,3,28
ITA-Serie A,2223,Bologna,Denso Kasius,NED,DF,19,2002,3.8,192,156,35,1,0,3,12,34,0,0,0,0,143,1,3
ITA-Serie A,2223,Bologna,Emanuel Vignato,ITA,"MF,FW",21,2000,2.7,99,97,2,0,0,2,2,1,1,1,0,0,79,0,2
ITA-Serie A,2223,Bologna,Francesco Bardi,ITA,GK,30,1992,1.0,23,12,10,1,0,0,0,0,0,0,0,0,18,1,0
ITA-Serie A,2223,Bologna,Gary Medel,CHI,"MF,DF",34,1987,16.4,1102,1057,45,42,1,8,4,2,0,0,0,0,986,0,7
ITA-Serie A,2223,Bologna,Giorgos Kyriakopoulos,GRE,"DF,FW",26,1996,7.8,413,352,59,12,0,0,38,37,10,9,1,0,318,2,10
ITA-Serie A,2223,Bologna,Jerdy Schouten,NED,MF,25,1997,27.9,1498,1487,8,8,4,13,3,0,0,0,0,0,1299,3,16
ITA-Serie A,2223,Bologna,Jhon Lucumí,COL,DF,24,1998,32.2,1951,1870,78,59,3,24,1,2,0,0,0,0,1731,3,15
ITA-Serie A,2223,Bologna,Joaquin Sosa,URU,DF,20,2002,7.6,379,363,16,16,0,5,1,0,0,0,0,0,308,0,4
ITA-Serie A,2223,Bologna,Joshua Zirkzee,NED,FW,21,2001,9.1,257,238,17,0,2,0,1,1,0,0,0,0,198,2,9
ITA-Serie A,2223,Bologna,Kevin Bonifazi,ITA,DF,26,1996,10.0,722,702,19,17,2,5,2,1,0,0,0,0,643,1,1
ITA-Serie A,2223,Bologna,Lewis Ferguson,SCO,"MF,FW",22,1999,25.7,1218,1190,25,11,4,0,13,12,0,0,0,0,1039,3,20
ITA-Serie A,2223,Bologna,Lorenzo De Silvestri,ITA,DF,34,1988,7.5,430,352,78,6,1,1,7,72,0,0,0,0,330,0,6
ITA-Serie A,2223,Bologna,Marko Arnautović,AUT,FW,33,1989,17.0,467,420,40,0,3,0,9,4,0,0,0,0,328,7,15
ITA-Serie A,2223,Bologna,Michel Aebischer,SUI,"FW,MF",25,1997,17.1,674,641,30,10,0,3,21,13,4,1,3,0,557,3,16
ITA-Serie A,2223,Bologna,Musa Barrow,GAM,"FW,MF",23,1998,21.8,806,701,94,17,5,17,103,13,50,30,18,0,583,11,22
ITA-Serie A,2223,Bologna,Nicola Sansone,ITA,FW,30,1991,8.2,218,194,22,1,0,2,20,1,10,7,2,0,161,2,7
ITA-Serie A,2223,Bologna,Nicolás Domínguez,ARG,MF,24,1998,25.6,1420,1335,73,43,19,14,19,26,0,0,0,0,1169,12,25
ITA-Serie A,2223,Bologna,Niklas Pyyhtiä,FIN,MF,18,2003,1.2,53,51,2,1,0,0,0,1,0,0,0,0,41,0,1
ITA-Serie A,2223,Bologna,Nikola Moro,CRO,MF,24,1998,13.6,806,783,19,12,4,10,18,7,0,0,0,0,643,4,18
ITA-Serie A,2223,Bologna,Riccardo Orsolini,ITA,FW,25,1997,23.6,867,777,89,26,0,30,99,5,56,35,13,0,553,1,41
ITA-Serie A,2223,Bologna,Roberto Soriano,ITA,"FW,MF",31,1991,14.7,605,595,10,4,5,3,11,6,0,0,0,0,486,0,15
ITA-Serie A,2223,Bologna,Stefan Posch,AUT,DF,25,1997,28.1,1805,1489,311,35,4,16,49,276,0,0,0,0,1399,5,45
ITA-Serie A,2223,Bologna,Łukasz Skorupski,POL,GK,31,1991,37.0,1216,854,357,79,0,3,0,0,0,0,0,0,957,5,0
ITA-Serie A,2223,Cremonese,Alberto Basso,ITA,MF,18,2004,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ITA-Serie A,2223,Cremonese,Alex Ferrari,ITA,DF,28,1994,11.2,458,415,43,18,0,4,6,25,0,0,0,0,339,0,8
ITA-Serie A,2223,Cremonese,Charles Pickel,COD,MF,25,1997,27.6,978,940,34,10,0,0,11,14,0,0,0,0,756,4,21
ITA-Serie A,2223,Cremonese,Christian Acella,ITA,MF,20,2002,0.2,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
ITA-Serie A,2223,Cremonese,Cristian Buonaiuto,ITA,"MF,FW",29,1992,10.9,465,383,80,17,1,5,70,15,39,23,12,0,304,2,11
ITA-Serie A,2223,Cremonese,Cyriel Dessers,NGA,FW,27,1994,17.6,280,250,29,0,1,1,8,3,0,0,0,0,180,1,9
ITA-Serie A,2223,Cremonese,Daniel Ciofani,ITA,FW,37,1985,11.8,195,185,9,0,2,1,2,0,0,0,0,0,120,1,7
ITA-Serie A,2223,Cremonese,David Okereke,NGA,"FW,MF",24,1997,25.2,504,485,14,1,3,5,22,7,0,0,0,0,353,5,25
ITA-Serie A,2223,Cremonese,Emanuel Aiwum,AUT,DF,21,2000,18.4,817,715,100,24,1,6,4,67,0,0,0,0,646,2,13
ITA-Serie A,2223,Cremonese,Emanuele Valeri,ITA,DF,23,1998,30.9,1258,940,309,24,4,20,147,272,13,0,12,0,753,9,44
ITA-Serie A,2223,Cremonese,Felix Afena-Gyan,GHA,"FW,MF",19,2003,9.1,193,185,8,2,0,1,4,5,0,0,0,0,146,0,4
ITA-Serie A,2223,Cremonese,Frank Tsadjout,ITA,FW,23,1999,11.7,271,266,4,0,0,0,4,1,0,0,0,0,184,1,2
ITA-Serie A,2223,Cremonese,Giacomo Quagliata,ITA,DF,22,2000,7.8,338,264,73,5,0,0,54,60,8,3,4,0,221,1,14
ITA-Serie A,2223,Cremonese,Gonzalo Escalante,ARG,MF,29,1993,6.2,290,279,8,4,0,1,1,0,0,0,0,0,222,3,8
ITA-Serie A,2223,Cremonese,Ionuț Radu,ROU,GK,25,1997,9.0,336,248,84,17,0,0,0,0,0,0,0,0,221,4,0
ITA-Serie A,2223,Cremonese,Jack Hendry,SCO,DF,27,1995,2.4,137,122,15,7,0,1,1,5,0,0,0,0,118,0,1
ITA-Serie A,2223,Cremonese,Jaime Báez,URU,DF,27,1995,1.1,48,44,4,2,0,0,9,0,2,0,1,0,32,0,2
ITA-Serie A,2223,Cremonese,Johan Vásquez,MEX,DF,23,1998,20.1,810,739,69,33,1,1,4,29,0,0,0,0,632,2,14
ITA-Serie A,2223,Cremonese,Leonardo Sernicola,ITA,DF,25,1997,25.7,945,737,203,12,2,6,118,179,12,0,11,0,615,5,25
ITA-Serie A,2223,Cremonese,Luca Zanimacchia,ITA,"MF,FW",24,1998,8.3,312,271,40,8,0,1,46,2,21,9,10,0,213,1,9
ITA-Serie A,2223,Cremonese,Luka Lochoshvili,GEO,DF,24,1998,20.4,791,756,33,27,0,2,6,5,0,0,0,0,627,2,7
ITA-Serie A,2223,Cremonese,Marco Benassi,ITA,MF,27,1994,11.1,344,301,41,6,1,2,24,5,13,3,8,0,248,2,14
ITA-Serie A,2223,Cremonese,Marco Carnesecchi,ITA,GK,22,2000,27.0,954,648,300,97,0,6,0,0,0,0,0,0,565,6,0
ITA-Serie A,2223,Cremonese,Matteo Bianchetti,ITA,DF,29,1993,23.7,935,870,61,44,0,2,3,1,0,0,0,0,729,4,8
ITA-Serie A,2223,Cremonese,Michele Castagnetti,ITA,MF,32,1989,15.7,807,729,73,41,4,10,38,8,18,11,6,0,624,5,12
ITA-Serie A,2223,Cremonese,Mouhamadou Sarr,SEN,GK,25,1997,2.0,84,61,22,10,0,1,0,0,0,0,0,0,62,1,0
