league,season,team,player,nationality,position,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
ITA-Serie A,2526,Bologna,Jhon Lucumí,COL,DF,27-085,1998,2.5,134,155,86.5,2736,814,43,50,86.0,68,72,94.4,21,28,75.0,0,0.0,0.0,0,5,0,0,9
ITA-Serie A,2526,Bologna,Jonathan Rowe,ENG,MF,22-142,2003,0.2,7,9,77.8,90,19,5,5,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2526,Bologna,Juan Miranda,ESP,DF,25-243,2000,0.4,22,31,71.0,543,194,7,8,87.5,7,10,70.0,7,12,58.3,0,0.0,0.0,1,2,0,0,3
ITA-Serie A,2526,Bologna,Lewis Ferguson,SCO,MF,26-026,1999,1.0,96,103,93.2,1859,385,28,29,96.6,57,59,96.6,8,11,72.7,0,0.0,0.0,0,9,1,0,7
ITA-Serie A,2526,Bologna,Lorenzo De Silvestri,ITA,DF,37-119,1988,0.8,23,30,76.7,485,272,6,7,85.7,13,17,76.5,3,3,100.0,0,0.1,-0.1,3,1,1,1,2
ITA-Serie A,2526,Bologna,Martin Vitík,CZE,DF,22-241,2003,1.0,27,36,75.0,463,110,12,14,85.7,14,14,100.0,0,6,0.0,0,0.0,0.0,0,3,0,0,3
ITA-Serie A,2526,Bologna,Nadir Zortea,ITA,DF,26-092,1999,2.2,75,101,74.3,1255,575,36,40,90.0,32,42,76.2,5,10,50.0,0,0.1,-0.1,1,5,1,1,6
ITA-Serie A,2526,Bologna,Nicolò Cambiaghi,ITA,FW,24-265,2000,2.8,34,46,73.9,585,102,17,20,85.0,15,20,75.0,2,3,66.7,0,0.5,-0.5,4,6,1,1,4
ITA-Serie A,2526,Bologna,Nicolò Casale,ITA,DF,27-217,1998,0.5,16,23,69.6,322,92,4,5,80.0,10,14,71.4,2,4,50.0,0,0.0,0.0,0,0,0,0,2
ITA-Serie A,2526,Bologna,Nikola Moro,CRO,MF,27-191,1998,0.7,26,34,76.5,610,132,7,7,100.0,11,14,78.6,8,13,61.5,0,0.1,-0.1,1,1,0,0,1
ITA-Serie A,2526,Bologna,Remo Freuler,SUI,MF,33-157,1992,2.9,99,125,79.2,1576,334,49,55,89.1,35,43,81.4,9,20,45.0,0,0.0,0.0,1,6,0,0,7
ITA-Serie A,2526,Bologna,Riccardo Orsolini,ITA,FW,28-238,1997,2.8,29,56,51.8,566,205,12,18,66.7,11,17,64.7,6,9,66.7,0,0.2,-0.2,2,3,5,0,7
ITA-Serie A,2526,Bologna,Santiago Castro,ARG,FW,20-355,2004,2.4,16,27,59.3,302,23,7,11,63.6,5,8,62.5,3,4,75.0,1,0.2,0.8,3,0,1,0,2
ITA-Serie A,2526,Bologna,Thijs Dallinga,NED,FW,25-047,2000,0.3,3,6,50.0,35,12,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2526,Bologna,Tommaso Pobega,ITA,MF,26-066,1999,1.3,25,30,83.3,454,49,11,11,100.0,12,13,92.3,2,4,50.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Torbjørn Heggem,NOR,DF,26-250,1999,2.0,82,90,91.1,1645,329,21,25,84.0,52,53,98.1,8,10,80.0,0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2526,Bologna,Łukasz Skorupski,POL,GK,34-137,1991,3.0,143,179,79.9,3920,2497,14,14,100.0,90,93,96.8,39,72,54.2,0,0.0,0.0,0,3,0,0,0
ITA-Serie A,2526,Cagliari,Adam Obert,SVK,DF,23-027,2002,2.8,95,115,82.6,1642,656,44,51,86.3,39,46,84.8,11,16,68.8,0,0.5,-0.5,2,10,1,1,11
ITA-Serie A,2526,Cagliari,Alessandro Deiola,ITA,MF,30-049,1995,2.2,57,75,76.0,925,322,30,35,85.7,17,23,73.9,6,9,66.7,0,0.0,0.0,1,3,0,0,4
ITA-Serie A,2526,Cagliari,Alessandro Di Pardo,ITA,DF,26-063,1999,0.1,1,1,100.0,16,12,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Andrea Belotti,ITA,FW,31-273,1993,0.8,9,13,69.2,113,12,5,6,83.3,4,5,80.0,0,1,0.0,0,0.0,0.0,0,0,1,0,1
ITA-Serie A,2526,Cagliari,Elia Caprile,ITA,GK,24-025,2001,3.0,70,109,64.2,2030,1520,18,18,100.0,23,23,100.0,29,67,43.3,0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2526,Cagliari,Gabriele Zappa,ITA,DF,25-271,1999,2.2,100,123,81.3,1485,579,58,62,93.5,35,43,81.4,6,14,42.9,0,0.0,0.0,0,6,1,1,7
ITA-Serie A,2526,Cagliari,Gennaro Borrelli,ITA,FW,25-193,2000,1.4,14,18,77.8,245,66,5,7,71.4,6,6,100.0,2,2,100.0,0,0.2,-0.2,3,1,1,0,3
ITA-Serie A,2526,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25-137,2000,1.1,38,54,70.4,681,211,18,25,72.0,12,16,75.0,5,9,55.6,1,0.2,0.8,3,2,1,0,7
ITA-Serie A,2526,Cagliari,Luca Mazzitelli,ITA,MF,29-308,1995,0.3,11,12,91.7,248,160,5,6,83.3,2,2,100.0,4,4,100.0,0,0.1,-0.1,1,3,0,0,4
ITA-Serie A,2526,Cagliari,Marco Palestra,ITA,DF,20-200,2005,1.3,23,32,71.9,276,132,15,16,93.8,6,10,60.0,0,3,0.0,0,0.1,-0.1,2,1,0,0,1
ITA-Serie A,2526,Cagliari,Matteo Prati,ITA,MF,21-265,2003,2.4,78,89,87.6,1418,235,31,32,96.9,40,47,85.1,6,8,75.0,0,0.0,0.0,0,5,0,0,3
ITA-Serie A,2526,Cagliari,Mattia Felici,ITA,"MF,FW",24-155,2001,0.2,2,6,33.3,31,0,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Michael Folorunsho,ITA,"FW,MF",27-224,1998,2.9,43,66,65.2,585,142,25,33,75.8,12,17,70.6,2,5,40.0,0,0.0,0.0,1,3,0,0,0
ITA-Serie A,2526,Cagliari,Michel Ndary Adopo,FRA,MF,25-062,2000,3.0,86,98,87.8,1299,368,48,52,92.3,33,37,89.2,3,4,75.0,0,0.3,-0.3,6,6,2,0,8
ITA-Serie A,2526,Cagliari,Riyad Idrissi,ITA,DF,20-098,2005,0.3,10,13,76.9,116,57,8,9,88.9,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Sebastiano Esposito,ITA,"MF,FW",23-079,2002,2.2,55,76,72.4,903,421,26,26,100.0,19,25,76.0,6,10,60.0,0,0.2,-0.2,5,7,1,0,12
ITA-Serie A,2526,Cagliari,Sebastiano Luperto,ITA,DF,29-013,1996,3.0,93,104,89.4,1438,413,39,40,97.5,50,51,98.0,2,11,18.2,0,0.0,0.0,0,2,0,0,2
ITA-Serie A,2526,Cagliari,Semih Kılıçsoy,TUR,FW,20-035,2005,0.1,1,2,50.0,9,0,1,1,100.0,0,0,,0,0,,0,0.1,-0.1,1,0,0,0,0
ITA-Serie A,2526,Cagliari,Yerry Mina,COL,DF,30-361,1994,3.0,128,139,92.1,2218,867,62,65,95.4,46,49,93.9,16,20,80.0,0,0.1,-0.1,1,3,0,0,7
ITA-Serie A,2526,Cagliari,Zito Luvumbo,ANG,"MF,DF",23-194,2002,0.7,9,12,75.0,157,55,5,5,100.0,2,3,66.7,2,4,50.0,0,0.2,-0.2,1,0,1,1,0
ITA-Serie A,2526,Cagliari,Zé Pedro Figueiredo,POR,DF,28-105,1997,0.0,2,2,100.0,24,16,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2526,Como,Anastasios Douvikas,GRE,FW,26-048,1999,1.7,26,32,81.3,417,124,12,13,92.3,8,10,80.0,4,5,80.0,0,0.1,-0.1,2,4,3,0,7
ITA-Serie A,2526,Como,Ignace Van Der Brempt,BEL,DF,23-171,2002,1.1,40,47,85.1,697,194,21,21,100.0,15,18,83.3,4,5,80.0,0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2526,Como,Ivan Smolčić,CRO,DF,25-033,2000,0.9,36,49,73.5,693,224,16,19,84.2,14,19,73.7,6,11,54.5,0,0.1,-0.1,2,1,1,1,2
ITA-Serie A,2526,Como,Jacobo Ramón,ESP,DF,20-256,2005,3.0,161,180,89.4,3072,938,63,67,94.0,84,90,93.3,13,20,65.0,0,0.1,-0.1,1,7,0,0,5
ITA-Serie A,2526,Como,Jayden Addai,NED,FW,20-024,2005,0.2,2,2,100.0,71,6,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2526,Como,Jean Butez,FRA,GK,30-103,1995,3.0,124,138,89.9,3110,1921,29,29,100.0,68,68,100.0,27,41,65.9,0,0.0,0.0,0,4,1,0,1
ITA-Serie A,2526,Como,Jesus Rodríguez,ESP,FW,19-302,2005,2.9,53,72,73.6,740,250,33,37,89.2,18,21,85.7,1,2,50.0,0,0.2,-0.2,5,3,3,0,9
ITA-Serie A,2526,Como,Lucas Da Cunha,FRA,MF,24-102,2001,2.6,143,166,86.1,2253,506,68,72,94.4,57,61,93.4,9,18,50.0,0,0.3,-0.3,3,9,1,0,5
ITA-Serie A,2526,Como,Marc-Oliver Kempf,GER,DF,30-234,1995,3.0,188,202,93.1,3362,732,71,73,97.3,106,109,97.2,11,18,61.1,0,0.0,0.0,0,1,0,0,4
ITA-Serie A,2526,Como,Martin Baturina,CRO,MF,22-215,2003,0.2,4,6,66.7,47,17,3,3,100.0,1,3,33.3,0,0,,0,0.2,-0.2,1,0,0,0,0
ITA-Serie A,2526,Como,Maxence Caqueret,FRA,MF,25-216,2000,0.9,38,41,92.7,571,224,20,20,100.0,12,15,80.0,4,4,100.0,0,0.0,0.0,1,2,0,0,1
ITA-Serie A,2526,Como,Máximo Perrone,ARG,MF,22-255,2003,1.6,93,98,94.9,1508,351,48,49,98.0,33,35,94.3,8,8,100.0,0,0.0,0.0,1,7,1,0,6
ITA-Serie A,2526,Como,Mërgim Vojvoda,KVX,"FW,DF",30-230,1995,2.6,93,120,77.5,1597,543,44,48,91.7,42,49,85.7,6,15,40.0,0,0.8,-0.8,6,7,3,0,11
ITA-Serie A,2526,Como,Nicolas-Gerrit Kühn,GER,FW,25-261,2000,1.2,17,29,58.6,226,69,12,15,80.0,4,11,36.4,0,2,0.0,0,0.3,-0.3,3,2,2,0,4
ITA-Serie A,2526,Como,Nicolás Paz,ARG,MF,21-011,2004,2.9,87,112,77.7,1228,402,48,56,85.7,30,35,85.7,4,10,40.0,1,0.6,0.4,7,9,6,0,19
ITA-Serie A,2526,Como,Sergi Roberto,ESP,MF,33-224,1992,0.8,52,60,86.7,805,177,29,31,93.5,19,24,79.2,3,3,100.0,0,0.0,0.0,2,0,1,1,4
ITA-Serie A,2526,Como,Álex Valle,ESP,DF,21-147,2004,3.0,151,181,83.4,2225,818,83,95,87.4,59,64,92.2,4,9,44.4,0,0.0,0.0,1,11,1,0,11
ITA-Serie A,2526,Como,Álvaro Morata,ESP,FW,32-331,1992,1.3,25,35,71.4,357,66,13,15,86.7,6,11,54.5,2,4,50.0,1,0.1,0.9,2,2,0,0,1
ITA-Serie A,2526,Cremonese,Alberto Grassi,ITA,MF,30-196,1995,1.2,61,71,85.9,897,343,31,33,93.9,23,29,79.3,3,5,60.0,0,0.0,0.0,0,1,0,0,4
ITA-Serie A,2526,Cremonese,Alessio Zerbin,ITA,DF,26-200,1999,2.8,86,114,75.4,1368,574,41,47,87.2,35,47,74.5,6,10,60.0,1,0.6,0.4,2,9,3,1,15
ITA-Serie A,2526,Cremonese,Antonio Sanabria,PAR,FW,29-199,1996,1.9,19,23,82.6,256,55,11,12,91.7,5,6,83.3,1,2,50.0,1,1.0,0.0,1,2,0,0,4
ITA-Serie A,2526,Cremonese,David Okereke,NGA,FW,28-021,1997,0.9,5,9,55.6,37,5,4,7,57.1,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Emil Audero,IDN,GK,28-244,1997,3.0,84,133,63.2,2101,1353,13,13,100.0,54,56,96.4,17,64,26.6,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Federico Baschirotto,ITA,DF,28-364,1996,3.0,126,144,87.5,2213,835,54,57,94.7,62,69,89.9,8,15,53.3,0,0.0,0.0,0,1,0,0,4
ITA-Serie A,2526,Cremonese,Federico Bonazzoli,ITA,FW,28-121,1997,1.6,32,42,76.2,594,76,10,12,83.3,11,14,78.6,6,6,100.0,0,0.0,0.0,0,3,0,0,3
ITA-Serie A,2526,Cremonese,Federico Ceccherini,ITA,DF,33-131,1992,0.1,2,3,66.7,52,13,1,1,100.0,0,0,,1,2,50.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Filippo Terracciano,ITA,DF,22-223,2003,3.0,165,198,83.3,2856,881,86,87,98.9,58,72,80.6,16,28,57.1,0,0.0,0.0,0,4,0,0,8
ITA-Serie A,2526,Cremonese,Franco Vázquez,ARG,FW,36-209,1989,1.1,36,47,76.6,568,82,16,20,80.0,14,18,77.8,3,3,100.0,0,0.4,-0.4,1,2,0,0,3
ITA-Serie A,2526,Cremonese,Giuseppe Pezzella,ITA,DF,27-294,1997,3.0,69,97,71.1,1018,385,38,48,79.2,23,33,69.7,5,12,41.7,1,0.1,0.9,1,3,3,3,7
ITA-Serie A,2526,Cremonese,Jamie Vardy,ENG,FW,38-251,1987,0.4,5,6,83.3,34,3,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Jari Vandeputte,BEL,MF,29-217,1996,2.1,48,68,70.6,819,211,21,25,84.0,20,24,83.3,5,12,41.7,1,0.3,0.7,5,2,2,2,5
ITA-Serie A,2526,Cremonese,Jeremy Sarmiento,ECU,MF,23-095,2002,0.4,19,21,90.5,261,48,9,10,90.0,7,7,100.0,1,2,50.0,0,0.1,-0.1,2,1,0,0,1
ITA-Serie A,2526,Cremonese,Manuel De Luca,ITA,FW,27-064,1998,0.2,1,5,20.0,12,0,1,4,25.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Martín Payero,ARG,MF,27-008,1998,0.6,8,12,66.7,98,34,6,7,85.7,2,4,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2526,Cremonese,Matteo Bianchetti,ITA,DF,32-186,1993,2.9,114,141,80.9,2012,769,52,56,92.9,46,53,86.8,13,27,48.1,0,0.0,0.0,0,4,0,0,3
ITA-Serie A,2526,Cremonese,Michele Collocolo,ITA,MF,25-315,1999,3.0,81,101,80.2,1118,215,56,61,91.8,19,24,79.2,4,11,36.4,0,0.1,-0.1,2,5,1,0,4
ITA-Serie A,2526,Cremonese,Romano Floriani,ITA,DF,22-235,2003,0.2,2,3,66.7,29,25,1,1,100.0,1,1,100.0,0,1,0.0,0,0.3,-0.3,1,1,0,0,1
ITA-Serie A,2526,Cremonese,Warren Bondo,FRA,MF,22-004,2003,1.8,66,76,86.8,1037,277,32,35,91.4,30,35,85.7,2,2,100.0,0,0.0,0.0,0,4,0,0,4
ITA-Serie A,2526,Fiorentina,Albert Guðmundsson,ISL,"MF,FW",28-096,1997,1.7,35,41,85.4,522,140,16,17,94.1,13,15,86.7,2,4,50.0,1,0.2,0.8,2,2,1,1,2
ITA-Serie A,2526,Fiorentina,Cher Ndour,ITA,MF,21-054,2004,0.8,28,37,75.7,435,44,13,18,72.2,14,16,87.5,1,3,33.3,0,0.0,0.0,0,3,0,0,3
ITA-Serie A,2526,Fiorentina,David de Gea,ESP,GK,34-316,1990,3.0,80,100,80.0,2070,1509,14,14,100.0,42,42,100.0,24,44,54.5,0,0.0,0.0,0,2,0,0,0
ITA-Serie A,2526,Fiorentina,Dodô,BRA,DF,26-306,1998,3.0,82,111,73.9,1398,376,39,47,83.0,33,45,73.3,8,15,53.3,0,0.4,-0.4,5,0,6,5,7
ITA-Serie A,2526,Fiorentina,Eddy Kouadio,CIV,DF,19-112,2006,0.5,10,14,71.4,153,23,5,5,100.0,5,6,83.3,0,1,0.0,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2526,Fiorentina,Edin Džeko,BIH,FW,39-186,1986,0.7,17,21,81.0,288,39,6,7,85.7,9,10,90.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2
ITA-Serie A,2526,Fiorentina,Fabiano Parisi,ITA,DF,24-314,2000,0.2,5,7,71.4,58,25,3,3,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2526,Fiorentina,Hans Nicolussi Caviglia,ITA,MF,25-093,2000,0.3,23,26,88.5,418,126,14,14,100.0,6,6,100.0,3,6,50.0,0,0.2,-0.2,2,1,1,0,4
ITA-Serie A,2526,Fiorentina,Jacopo Fazzini,ITA,"MF,FW",22-187,2003,0.6,19,24,79.2,321,142,10,11,90.9,7,7,100.0,2,4,50.0,0,0.3,-0.3,1,3,1,0,6
ITA-Serie A,2526,Fiorentina,Luca Ranieri,ITA,DF,26-149,1999,2.5,120,146,82.2,1860,775,73,79,92.4,35,46,76.1,8,16,50.0,0,0.0,0.0,1,6,2,1,11
ITA-Serie A,2526,Fiorentina,Marin Pongračić,CRO,DF,28-008,1997,3.0,160,181,88.4,3065,1209,45,49,91.8,91,96,94.8,20,32,62.5,0,0.0,0.0,0,7,0,0,7
ITA-Serie A,2526,Fiorentina,Mattia Viti,ITA,DF,23-238,2002,0.5,26,30,86.7,479,171,7,8,87.5,15,18,83.3,2,2,100.0,0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2526,Fiorentina,Moise Kean,ITA,FW,25-203,2000,3.0,14,21,66.7,211,34,9,12,75.0,3,6,50.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Nicolò Fagioli,ITA,MF,24-219,2001,2.2,122,140,87.1,2129,632,52,53,98.1,60,69,87.0,8,14,57.1,0,0.0,0.0,1,6,1,0,10
ITA-Serie A,2526,Fiorentina,Pablo Marí,ESP,DF,32-019,1993,0.3,6,10,60.0,121,39,1,1,100.0,4,5,80.0,0,3,0.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Pietro Comuzzo,ITA,DF,20-211,2005,2.1,75,87,86.2,1379,272,22,26,84.6,48,52,92.3,4,4,100.0,0,0.0,0.0,0,4,0,0,3
ITA-Serie A,2526,Fiorentina,Roberto Piccoli,ITA,FW,24-235,2001,1.3,11,20,55.0,136,22,6,7,85.7,4,10,40.0,0,0,,0,0.1,-0.1,1,1,0,0,2
ITA-Serie A,2526,Fiorentina,Robin Gosens,GER,DF,31-076,1994,2.8,90,126,71.4,1304,340,48,63,76.2,36,47,76.6,3,4,75.0,0,0.4,-0.4,4,7,2,1,9
ITA-Serie A,2526,Fiorentina,Rolando Mandragora,ITA,MF,28-082,1997,2.2,84,111,75.7,1600,460,33,37,89.2,40,48,83.3,10,23,43.5,0,0.1,-0.1,2,7,1,0,6
ITA-Serie A,2526,Fiorentina,Simon Sohm,SUI,MF,24-161,2001,2.2,91,105,86.7,1480,393,40,45,88.9,43,48,89.6,6,8,75.0,0,1.0,-1.0,4,7,1,0,10
ITA-Serie A,2526,Fiorentina,Tariq Lamptey,GHA,DF,24-354,2000,0.0,6,8,75.0,83,19,5,7,71.4,1,1,100.0,0,0,,0,0.1,-0.1,2,0,1,1,0
ITA-Serie A,2526,Genoa,Aarón Martín,ESP,DF,28-150,1997,3.0,118,166,71.1,2038,800,55,59,93.2,50,64,78.1,11,35,31.4,0,0.8,-0.8,6,8,1,0,10
ITA-Serie A,2526,Genoa,Albert Grønbaek,DEN,FW,24-119,2001,0.7,11,15,73.3,143,61,7,11,63.6,4,4,100.0,0,0,,0,0.3,-0.3,2,0,2,0,3
ITA-Serie A,2526,Genoa,Alessandro Marcandalli,ITA,DF,22-329,2002,1.0,38,43,88.4,657,175,16,19,84.2,20,21,95.2,2,3,66.7,0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2526,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",21-250,2004,3.0,121,149,81.2,1990,812,59,65,90.8,55,67,82.1,6,12,50.0,0,0.0,0.0,0,6,0,0,3
ITA-Serie A,2526,Genoa,Caleb Ekuban,GHA,FW,31-180,1994,0.4,8,10,80.0,95,9,6,7,85.7,2,2,100.0,0,1,0.0,0,0.1,-0.1,1,0,1,0,1
ITA-Serie A,2526,Genoa,Jeff Ekhator,ITA,"FW,DF",18-312,2006,0.5,6,12,50.0,101,29,4,6,66.7,1,2,50.0,1,1,100.0,0,0.1,-0.1,1,1,0,0,2
ITA-Serie A,2526,Genoa,Johan Vásquez,MEX,DF,26-332,1998,3.0,141,168,83.9,2502,884,60,63,95.2,69,79,87.3,11,22,50.0,0,0.0,0.0,1,9,0,0,9
ITA-Serie A,2526,Genoa,Junior Messias,BRA,"FW,MF",34-129,1991,0.7,17,21,81.0,311,64,8,10,80.0,7,7,100.0,2,2,100.0,0,0.0,0.0,0,1,1,0,2
ITA-Serie A,2526,Genoa,Leo Skiri Østigård,NOR,DF,25-295,1999,2.0,96,112,85.7,1828,612,27,30,90.0,62,69,89.9,6,12,50.0,0,0.0,0.0,0,6,0,0,8
ITA-Serie A,2526,Genoa,Lorenzo Colombo,ITA,FW,23-195,2002,2.5,24,42,57.1,256,42,14,22,63.6,6,12,50.0,0,2,0.0,0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2526,Genoa,Mikael Ellertsson,ISL,FW,23-192,2002,1.8,23,30,76.7,340,111,13,16,81.3,10,12,83.3,0,1,0.0,0,0.1,-0.1,1,1,0,0,5
ITA-Serie A,2526,Genoa,Morten Frendrup,DEN,MF,24-165,2001,2.8,76,99,76.8,1203,280,38,45,84.4,31,38,81.6,4,7,57.1,0,0.3,-0.3,2,4,0,0,5
ITA-Serie A,2526,Genoa,Morten Thorsby,NOR,MF,29-137,1996,0.3,5,8,62.5,82,26,1,3,33.3,4,5,80.0,0,0,,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2526,Genoa,Nicola Leali,ITA,GK,32-214,1993,3.0,51,85,60.0,1371,909,11,11,100.0,23,24,95.8,17,49,34.7,0,0.1,-0.1,1,2,0,0,0
ITA-Serie A,2526,Genoa,Nicolae Stanciu,ROU,"MF,FW",32-135,1993,1.7,47,69,68.1,668,213,30,34,88.2,9,16,56.3,4,11,36.4,0,0.1,-0.1,1,2,1,0,3
ITA-Serie A,2526,Genoa,Patrizio Masini,ITA,MF,24-235,2001,3.0,89,123,72.4,1414,383,45,56,80.4,39,50,78.0,4,7,57.1,0,0.0,0.0,1,4,1,0,9
ITA-Serie A,2526,Genoa,Ruslan Malinovskyi,UKR,MF,32-138,1993,1.1,42,51,82.4,858,145,12,16,75.0,22,25,88.0,7,8,87.5,0,0.0,0.0,0,1,2,0,7
ITA-Serie A,2526,Genoa,Stefano Sabelli,ITA,DF,32-249,1993,0.6,18,30,60.0,325,109,6,7,85.7,11,17,64.7,1,5,20.0,0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2526,Genoa,Valentin Carboni,ARG,"MF,FW",20-198,2005,1.7,43,57,75.4,644,191,26,31,83.9,15,17,88.2,1,3,33.3,0,0.1,-0.1,1,4,2,0,7
ITA-Serie A,2526,Genoa,Vitinha,POR,"MF,FW",25-188,2000,0.2,1,7,14.3,10,0,1,2,50.0,0,1,0.0,0,4,0.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Hellas Verona,Abdou Harroui,NED,MF,27-249,1998,0.8,21,26,80.8,361,28,10,11,90.9,8,8,100.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Hellas Verona,Almoatasem Al Musrati,LBY,MF,29-166,1996,0.6,23,27,85.2,469,111,9,10,90.0,10,11,90.9,4,6,66.7,0,0.2,-0.2,1,1,1,0,3
ITA-Serie A,2526,Hellas Verona,Amin Sarr,SWE,FW,24-192,2001,1.7,21,27,77.8,249,42,13,14,92.9,3,6,50.0,1,1,100.0,0,0.1,-0.1,1,4,0,0,3
ITA-Serie A,2526,Hellas Verona,Antoine Bernede,FRA,MF,26-116,1999,2.6,86,115,74.8,1460,494,40,44,90.9,34,46,73.9,9,15,60.0,0,0.1,-0.1,2,10,0,0,9
ITA-Serie A,2526,Hellas Verona,Armel Bella Kotchap,GER,DF,23-282,2001,0.7,33,35,94.3,528,198,18,19,94.7,11,11,100.0,3,4,75.0,0,0.1,-0.1,1,1,0,0,2
ITA-Serie A,2526,Hellas Verona,Cheikh Niasse,SEN,MF,25-243,2000,0.9,18,23,78.3,200,20,15,17,88.2,3,4,75.0,0,1,0.0,0,0.2,-0.2,1,1,0,0,1
ITA-Serie A,2526,Hellas Verona,Daniel Mosquera,COL,FW,25-334,1999,0.4,1,4,25.0,25,0,0,1,0.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Hellas Verona,Daniel Oyegoke,ENG,DF,22-259,2003,0.1,3,5,60.0,30,8,3,4,75.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2526,Hellas Verona,Domagoj Bradarić,CRO,"DF,FW",25-283,1999,2.8,82,115,71.3,1191,293,49,53,92.5,27,35,77.1,3,18,16.7,0,0.2,-0.2,3,7,1,0,5
ITA-Serie A,2526,Hellas Verona,Enzo Ebosse,CMR,DF,26-192,1999,0.6,26,30,86.7,506,229,7,8,87.5,10,11,90.9,5,6,83.3,0,0.0,0.0,0,3,1,0,4
ITA-Serie A,2526,Hellas Verona,Fallou Cham,,DF,,,1.4,25,37,67.6,400,147,12,15,80.0,10,14,71.4,2,5,40.0,0,0.1,-0.1,2,2,0,0,3
ITA-Serie A,2526,Hellas Verona,Gift Orban,NGA,FW,23-064,2002,0.9,15,23,65.2,226,98,10,13,76.9,3,5,60.0,2,4,50.0,0,0.0,0.0,1,2,0,0,3
ITA-Serie A,2526,Hellas Verona,Giovane,BRA,FW,21-299,2003,3.0,32,54,59.3,509,103,21,29,72.4,5,11,45.5,5,6,83.3,1,0.8,0.2,5,4,1,0,6
ITA-Serie A,2526,Hellas Verona,Jean-Daniel Akpa-Akpro,CIV,MF,32-343,1992,0.6,8,8,100.0,125,70,5,5,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2
ITA-Serie A,2526,Hellas Verona,Lorenzo Montipò,ITA,GK,29-211,1996,3.0,55,92,59.8,1861,1512,6,6,100.0,24,26,92.3,25,60,41.7,0,0.0,0.0,0,3,0,0,0
ITA-Serie A,2526,Hellas Verona,Martin Frese,DEN,DF,27-258,1998,2.3,88,104,84.6,1624,586,36,38,94.7,40,45,88.9,11,20,55.0,0,0.1,-0.1,4,6,0,0,4
ITA-Serie A,2526,Hellas Verona,Rafik Belghali,ALG,"FW,MF",23-104,2002,1.4,25,36,69.4,342,140,13,15,86.7,11,14,78.6,0,4,0.0,0,0.0,0.0,1,1,0,0,2
ITA-Serie A,2526,Hellas Verona,Roberto Gagliardini,ITA,MF,31-165,1994,0.3,16,19,84.2,235,61,10,12,83.3,5,6,83.3,1,1,100.0,0,0.0,0.0,0,0,0,0,0
