league,season,team,player,nationality,position,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
ITA-Serie A,2122,Torino,Alessandro Buongiorno,ITA,DF,22,1999,13.1,451,559,80.7,7307,2436,227,256,88.7,186,225,82.7,28,57,49.1,1,0.7,0.3,5,28,1,1,30
ITA-Serie A,2122,Torino,Andrea Belotti,ITA,FW,27,1993,15.2,252,369,68.3,3263,432,167,209,79.9,64,89,71.9,8,18,44.4,1,0.7,0.3,10,18,3,0,24
ITA-Serie A,2122,Torino,Antonio Sanabria,PAR,FW,25,1996,20.0,348,482,72.2,4786,453,218,281,77.6,79,108,73.1,23,28,82.1,1,1.8,-0.8,18,14,6,1,24
ITA-Serie A,2122,Torino,Armando Izzo,ITA,DF,29,1992,5.8,240,307,78.2,4507,1288,92,109,84.4,112,135,83.0,31,56,55.4,0,0.0,0.0,0,20,2,0,27
ITA-Serie A,2122,Torino,Ben Lhassine Kone,CIV,MF,21,2000,0.9,29,37,78.4,571,121,13,17,76.5,12,15,80.0,4,4,100.0,0,0.1,-0.1,2,2,0,0,3
ITA-Serie A,2122,Torino,Cristian Ansaldi,ARG,DF,34,1986,7.7,285,407,70.0,5390,2749,121,140,86.4,107,143,74.8,46,100,46.0,3,2.1,0.9,17,40,16,12,41
ITA-Serie A,2122,Torino,Daniele Baselli,ITA,"MF,FW",29,1992,1.7,64,89,71.9,1060,329,33,46,71.7,22,29,75.9,6,8,75.0,0,0.0,0.0,1,5,0,0,10
ITA-Serie A,2122,Torino,David Zima,CZE,DF,20,2000,14.6,516,611,84.5,8910,2319,207,241,85.9,269,297,90.6,34,53,64.2,0,0.6,-0.6,5,22,4,0,24
ITA-Serie A,2122,Torino,Demba Seck,SEN,"MF,FW",20,2001,1.6,34,43,79.1,457,57,18,23,78.3,10,11,90.9,2,2,100.0,0,0.0,0.0,0,3,1,0,3
ITA-Serie A,2122,Torino,Dennis Praet,BEL,MF,27,1994,17.1,430,588,73.1,6410,1650,247,292,84.6,144,196,73.5,22,45,48.9,2,4.4,-2.4,25,35,24,11,52
ITA-Serie A,2122,Torino,Etrit Berisha,ALB,GK,32,1989,10.0,176,319,55.2,5860,4579,23,24,95.8,79,79,100.0,74,215,34.4,0,0.0,0.0,0,6,0,0,0
ITA-Serie A,2122,Torino,Gleison Bremer,BRA,DF,24,1997,32.1,1166,1434,81.3,23627,7926,303,369,82.1,719,813,88.4,129,207,62.3,1,0.4,0.6,7,46,4,0,64
ITA-Serie A,2122,Torino,Josip Brekalo,CRO,MF,23,1998,25.4,835,1166,71.6,14202,3308,407,488,83.4,293,391,74.9,103,180,57.2,2,5.5,-3.5,62,65,35,12,105
ITA-Serie A,2122,Torino,Karol Linetty,POL,"MF,FW",26,1995,10.0,218,279,78.1,3045,760,125,151,82.8,76,92,82.6,7,13,53.8,0,1.5,-1.5,16,19,7,0,22
ITA-Serie A,2122,Torino,Koffi Djidji,CIV,DF,28,1992,19.3,690,836,82.5,12554,3859,287,324,88.6,337,366,92.1,59,117,50.4,0,0.0,0.0,3,57,8,4,57
ITA-Serie A,2122,Torino,Luca Gemello,ITA,GK,21,2000,1.0,14,35,40.0,495,422,1,1,100.0,6,6,100.0,7,27,25.9,0,0.0,0.0,0,3,0,0,0
ITA-Serie A,2122,Torino,Magnus Warming,DEN,"MF,FW",21,2000,0.6,11,22,50.0,144,4,8,12,66.7,3,6,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Torino,Marko Pjaca,CRO,MF,26,1995,12.8,322,420,76.7,4593,1135,194,239,81.2,97,121,80.2,17,30,56.7,0,1.2,-1.2,15,26,19,6,46
ITA-Serie A,2122,Torino,Mërgim Vojvoda,KVX,DF,26,1995,22.0,904,1164,77.7,14633,6048,484,541,89.5,326,410,79.5,70,143,49.0,3,2.3,0.7,22,90,31,17,114
ITA-Serie A,2122,Torino,Ola Aina,NGA,DF,24,1996,16.0,535,755,70.9,8693,3540,272,316,86.1,202,280,72.1,44,93,47.3,0,1.8,-1.8,16,43,20,4,68
ITA-Serie A,2122,Torino,Pietro Pellegri,ITA,FW,20,2001,2.4,26,42,61.9,342,38,19,24,79.2,6,9,66.7,1,2,50.0,0,0.0,0.0,1,1,0,0,1
ITA-Serie A,2122,Torino,Ricardo Rodríguez,SUI,DF,28,1992,27.5,1247,1469,84.9,21547,8073,602,644,93.5,515,562,91.6,108,198,54.5,1,1.6,-0.6,22,101,7,2,115
ITA-Serie A,2122,Torino,Rolando Mandragora,ITA,MF,24,1997,14.7,647,769,84.1,10725,3264,314,343,91.5,257,295,87.1,56,91,61.5,2,2.9,-0.9,31,83,11,6,82
ITA-Serie A,2122,Torino,Samuele Ricci,ITA,MF,19,2001,8.0,367,395,92.9,6506,1517,156,165,94.5,175,181,96.7,31,37,83.8,0,0.2,-0.2,4,37,1,0,31
ITA-Serie A,2122,Torino,Saša Lukić,SRB,MF,24,1996,33.1,1512,1741,86.8,26251,6157,649,714,90.9,691,760,90.9,129,164,78.7,4,4.0,0.0,32,146,18,3,148
ITA-Serie A,2122,Torino,Simone Verdi,ITA,"MF,FW",29,1992,0.5,9,16,56.3,139,40,5,7,71.4,4,6,66.7,0,2,0.0,0,0.0,0.0,1,0,0,0,1
ITA-Serie A,2122,Torino,Simone Zaza,ITA,"FW,DF",30,1991,1.4,31,42,73.8,448,77,17,20,85.0,11,15,73.3,1,4,25.0,0,0.0,0.0,0,0,2,0,3
ITA-Serie A,2122,Torino,Tommaso Pobega,ITA,MF,22,1999,24.9,918,1174,78.2,15319,4567,454,550,82.5,371,440,84.3,78,115,67.8,2,2.0,0.0,24,123,17,1,128
ITA-Serie A,2122,Torino,Tomás Rincón,VEN,MF,33,1988,1.8,73,89,82.0,1330,244,34,42,81.0,29,32,90.6,9,12,75.0,0,0.0,0.0,2,6,0,0,7
ITA-Serie A,2122,Torino,Vanja Milinković-Savić,SRB,GK,24,1997,27.0,528,1026,51.5,18715,14556,52,53,98.1,243,247,98.4,233,717,32.5,0,0.0,0.0,0,51,3,0,1
ITA-Serie A,2122,Torino,Wilfried Singo,CIV,DF,20,2000,29.0,1065,1397,76.2,17613,5734,506,579,87.4,459,574,80.0,74,147,50.3,4,2.5,1.5,23,63,31,15,89
ITA-Serie A,2122,Udinese,Beto,GNB,FW,23,1998,24.1,247,362,68.2,3463,584,151,204,74.0,71,109,65.1,12,17,70.6,0,1.8,-1.8,20,23,11,1,26
ITA-Serie A,2122,Udinese,Bram Nuytinck,NED,DF,31,1990,22.6,781,937,83.4,15612,5968,230,253,90.9,455,506,89.9,90,160,56.3,0,0.3,-0.3,3,23,2,1,23
ITA-Serie A,2122,Udinese,Brandon Soppy,FRA,"DF,MF",19,2002,8.6,167,236,70.8,2349,827,103,120,85.8,50,66,75.8,6,14,42.9,0,0.2,-0.2,6,9,7,1,17
ITA-Serie A,2122,Udinese,Daniele Padelli,ITA,GK,35,1985,3.0,78,111,70.3,1695,1200,31,31,100.0,29,29,100.0,15,48,31.3,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Udinese,Destiny Udogie,ITA,DF,18,2002,27.5,701,888,78.9,9566,3597,434,497,87.3,221,265,83.4,16,34,47.1,3,2.3,0.7,28,49,21,3,89
ITA-Serie A,2122,Udinese,Fernando Forestieri,ITA,"FW,MF",31,1990,0.6,18,24,75.0,224,91,12,12,100.0,3,6,50.0,1,3,33.3,1,0.0,1.0,1,2,2,1,3
ITA-Serie A,2122,Udinese,Filip Benković,CRO,"DF,FW",24,1997,0.1,4,5,80.0,63,15,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2122,Udinese,Gerard Deulofeu,ESP,"FW,MF",27,1994,29.1,756,1089,69.4,11726,4368,409,481,85.0,241,322,74.8,66,156,42.3,5,7.2,-2.2,83,63,73,1,154
ITA-Serie A,2122,Udinese,Ignacio Pussetto,ARG,"FW,MF",25,1995,13.4,195,292,66.8,2873,707,107,141,75.9,63,92,68.5,11,17,64.7,4,2.0,2.0,15,19,6,2,29
ITA-Serie A,2122,Udinese,Ilija Nestorovski,MKD,FW,31,1990,2.1,44,62,71.0,668,238,25,31,80.6,16,22,72.7,1,1,100.0,0,0.9,-0.9,4,6,4,1,10
ITA-Serie A,2122,Udinese,Isaac Success,NGA,"FW,MF",25,1996,10.1,173,277,62.5,2668,709,102,143,71.3,50,77,64.9,15,28,53.6,6,3.3,2.7,16,14,6,0,22
ITA-Serie A,2122,Udinese,Jean-Victor Makengo,FRA,MF,23,1998,26.1,702,843,83.3,10197,2658,404,449,90.0,232,266,87.2,32,49,65.3,3,2.2,0.8,26,70,15,3,95
ITA-Serie A,2122,Udinese,Jens Stryger Larsen,DEN,DF,30,1991,7.6,206,277,74.4,3033,1281,125,137,91.2,61,88,69.3,13,38,34.2,1,0.8,0.2,10,12,5,2,16
ITA-Serie A,2122,Udinese,Lazar Samardzic,SRB,"MF,FW",19,2002,5.4,200,258,77.5,3372,1147,102,121,84.3,66,81,81.5,25,44,56.8,2,1.3,0.7,19,18,6,1,22
ITA-Serie A,2122,Udinese,Marco Silvestri,ITA,GK,30,1991,35.0,642,942,68.2,18568,14841,153,153,100.0,267,270,98.9,216,500,43.2,0,0.0,0.0,2,13,0,0,0
ITA-Serie A,2122,Udinese,Marvin Zeegelaar,NED,DF,30,1990,7.1,246,319,77.1,4120,1846,114,138,82.6,103,131,78.6,20,32,62.5,0,0.0,0.0,1,17,1,0,23
ITA-Serie A,2122,Udinese,Mato Jajalo,BIH,MF,33,1988,7.0,252,318,79.2,4139,1374,117,138,84.8,101,122,82.8,22,33,66.7,1,0.8,0.2,8,27,7,0,31
ITA-Serie A,2122,Udinese,Nahuel Molina,ARG,DF,23,1998,29.3,860,1228,70.0,13692,5664,478,562,85.1,280,401,69.8,77,179,43.0,2,3.7,-1.7,39,78,51,27,100
ITA-Serie A,2122,Udinese,Nehuén Pérez,ARG,DF,21,2000,18.8,593,774,76.6,10904,4448,248,282,87.9,265,322,82.3,64,131,48.9,1,0.6,0.4,6,43,1,0,40
ITA-Serie A,2122,Udinese,Pablo Marí,ESP,DF,27,1993,14.9,441,621,71.0,9269,4255,139,166,83.7,218,271,80.4,77,161,47.8,0,0.7,-0.7,4,21,0,0,20
ITA-Serie A,2122,Udinese,Riccardo Pinzi,ITA,FW,17,2003,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Udinese,Roberto Pereyra,ARG,"MF,FW",30,1991,19.9,718,842,85.3,10354,2860,413,456,90.6,225,262,85.9,42,60,70.0,5,4.4,0.6,25,61,28,2,126
ITA-Serie A,2122,Udinese,Rodrigo Becão,BRA,DF,25,1996,34.8,1117,1428,78.2,18775,7448,515,580,88.8,493,593,83.1,77,189,40.7,1,0.6,0.4,10,52,5,1,74
ITA-Serie A,2122,Udinese,Samir Santos,BRA,DF,26,1994,15.8,535,688,77.8,9395,3682,235,269,87.4,243,287,84.7,47,106,44.3,0,0.1,-0.1,3,32,3,2,46
ITA-Serie A,2122,Udinese,Sebastien De Maio,FRA,DF,34,1987,2.0,55,74,74.3,1121,585,15,18,83.3,31,34,91.2,7,20,35.0,0,0.2,-0.2,1,4,0,0,3
ITA-Serie A,2122,Udinese,Simone Pafundi,ITA,FW,15,2006,0.3,10,12,83.3,135,44,6,6,100.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0,1,0,0,2
ITA-Serie A,2122,Udinese,Stefano Okaka,ITA,FW,31,1989,0.2,4,5,80.0,49,12,3,4,75.0,1,1,100.0,0,0,,1,0.1,0.9,1,0,0,0,1
ITA-Serie A,2122,Udinese,Tolgay Arslan,GER,MF,30,1990,18.4,532,677,78.6,8981,2491,221,267,82.8,242,290,83.4,43,69,62.3,0,1.5,-1.5,15,79,9,2,86
ITA-Serie A,2122,Udinese,Walace,BRA,MF,26,1995,33.0,1373,1661,82.7,24047,7652,617,695,88.8,586,651,90.0,132,231,57.1,0,1.8,-1.8,29,169,17,3,167
ITA-Serie A,2122,Venezia,Aleš Matějů,CZE,DF,25,1996,8.1,217,294,73.8,3561,1647,112,136,82.4,78,101,77.2,20,38,52.6,1,1.1,-0.1,7,11,8,5,20
ITA-Serie A,2122,Venezia,Antonio Vacca,ITA,MF,31,1990,11.8,600,703,85.3,11682,3825,202,225,89.8,304,329,92.4,77,111,69.4,0,0.3,-0.3,5,52,7,0,56
ITA-Serie A,2122,Venezia,Arnór Sigurðsson,ISL,"FW,MF",22,1999,2.0,39,53,73.6,495,126,24,29,82.8,9,13,69.2,2,4,50.0,0,0.0,0.0,2,4,0,0,4
ITA-Serie A,2122,Venezia,Bjarki Bjarkason,ISL,MF,21,2000,0.0,1,2,50.0,6,2,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Venezia,Cristian Molinaro,ITA,DF,38,1983,6.1,243,325,74.8,4271,2040,108,124,87.1,108,135,80.0,23,56,41.1,1,0.5,0.5,5,18,5,4,34
ITA-Serie A,2122,Venezia,Daan Heymans,BEL,"MF,FW",22,1999,2.8,79,96,82.3,1240,310,38,46,82.6,32,35,91.4,5,9,55.6,1,0.2,0.8,3,6,2,1,9
ITA-Serie A,2122,Venezia,David Okereke,NGA,"FW,MF",23,1997,22.8,319,463,68.9,4844,1016,180,231,77.9,96,136,70.6,27,43,62.8,0,1.0,-1.0,13,17,18,4,43
ITA-Serie A,2122,Venezia,David Schnegg,AUT,DF,22,1998,1.6,57,87,65.5,1058,511,24,26,92.3,28,40,70.0,5,19,26.3,0,0.0,0.0,1,2,1,1,1
ITA-Serie A,2122,Venezia,Dennis Johnsen,NOR,"FW,MF",23,1998,16.1,188,321,58.6,3161,1045,95,145,65.5,57,86,66.3,23,40,57.5,2,2.8,-0.8,24,15,20,8,31
ITA-Serie A,2122,Venezia,Domen Črnigoj,SVN,MF,25,1995,20.9,494,677,73.0,8105,2645,260,309,84.1,169,224,75.4,51,82,62.2,1,0.8,0.2,10,37,12,4,69
ITA-Serie A,2122,Venezia,Dor Peretz,ISR,MF,26,1995,6.5,175,234,74.8,2632,758,94,118,79.7,55,64,85.9,13,24,54.2,1,0.1,0.9,4,20,1,0,18
ITA-Serie A,2122,Venezia,Ethan Ampadu,WAL,"MF,DF",20,2000,25.4,867,1165,74.4,15853,6627,385,445,86.5,359,443,81.0,103,209,49.3,3,1.6,1.4,15,96,12,7,112
ITA-Serie A,2122,Venezia,Francesco Di Mariano,ITA,FW,25,1996,0.7,11,14,78.6,239,30,3,4,75.0,6,7,85.7,2,3,66.7,0,0.1,-0.1,1,0,1,1,0
ITA-Serie A,2122,Venezia,Francesco Forte,ITA,FW,28,1993,4.7,52,75,69.3,672,159,31,42,73.8,19,27,70.4,0,1,0.0,0,0.6,-0.6,4,2,3,0,7
ITA-Serie A,2122,Venezia,Gianluca Busio,USA,MF,19,2002,21.7,733,896,81.8,13150,3223,330,371,88.9,305,341,89.4,84,128,65.6,1,1.4,-0.4,16,69,10,2,79
ITA-Serie A,2122,Venezia,Hilmir Mikaelsson,ISL,FW,17,2004,0.2,2,3,66.7,18,6,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Venezia,Issa Bah,LUX,FW,19,2002,0.1,6,6,100.0,81,17,2,2,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2122,Venezia,Jacopo Dezi,ITA,MF,29,1992,0.2,22,26,84.6,498,172,8,8,100.0,9,10,90.0,5,7,71.4,0,0.0,0.0,1,4,3,1,5
ITA-Serie A,2122,Venezia,Jean-Pierre Nsame,CMR,FW,28,1993,2.7,40,67,59.7,501,169,25,38,65.8,9,16,56.3,2,4,50.0,1,0.7,0.3,5,3,2,0,8
ITA-Serie A,2122,Venezia,Luca Fiordilino,ITA,MF,25,1996,7.3,260,307,84.7,4177,1037,129,144,89.6,90,97,92.8,25,34,73.5,0,0.4,-0.4,6,19,4,4,23
ITA-Serie A,2122,Venezia,Luca Lezzerini,ITA,GK,26,1995,5.5,155,199,77.9,3899,2488,32,32,100.0,74,74,100.0,46,90,51.1,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Venezia,Marco Modolo,ITA,DF,32,1989,4.4,130,161,80.7,2823,957,26,32,81.3,83,92,90.2,19,32,59.4,0,0.0,0.0,0,3,0,0,4
ITA-Serie A,2122,Venezia,Mattia Aramu,ITA,"MF,FW",26,1995,23.3,524,795,65.9,8928,2978,255,303,84.2,190,267,71.2,57,151,37.7,5,4.5,0.5,35,39,28,13,79
ITA-Serie A,2122,Venezia,Mattia Caldara,ITA,DF,27,1994,30.0,951,1167,81.5,18979,7330,350,390,89.7,441,512,86.1,148,237,62.4,0,0.1,-0.1,3,52,1,0,63
ITA-Serie A,2122,Venezia,Maximilian Ullmann,AUT,DF,25,1996,2.7,44,68,64.7,762,381,23,28,82.1,15,19,78.9,5,16,31.3,0,0.0,0.0,0,4,2,1,6
ITA-Serie A,2122,Venezia,Michael Svoboda,AUT,DF,22,1998,13.7,508,623,81.5,10228,3799,184,202,91.1,240,268,89.6,77,127,60.6,0,0.0,0.0,0,26,1,0,42
ITA-Serie A,2122,Venezia,Mickaël Cuisance,FRA,MF,21,1999,10.2,285,370,77.0,5004,1465,113,136,83.1,124,150,82.7,30,53,56.6,0,1.3,-1.3,10,33,9,0,37
ITA-Serie A,2122,Venezia,Nani,POR,"MF,FW",34,1986,3.2,91,132,68.9,1386,404,45,55,81.8,30,44,68.2,9,17,52.9,1,0.7,0.3,6,10,3,1,12
ITA-Serie A,2122,Venezia,Nicolas Galazzi,ITA,MF,20,2000,0.2,5,8,62.5,68,14,2,3,66.7,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Venezia,Niki Mäenpää,FIN,GK,36,1985,16.5,353,523,67.5,9427,6883,95,96,99.0,152,156,97.4,102,265,38.5,1,0.3,0.7,1,4,1,0,0
ITA-Serie A,2122,Venezia,Pasquale Mazzocchi,ITA,DF,26,1995,13.8,446,596,74.8,7334,2607,241,272,88.6,154,211,73.0,43,80,53.8,0,0.4,-0.4,5,26,7,3,33
ITA-Serie A,2122,Venezia,Patrick Leal,USA,FW,18,2003,0.0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Venezia,Pietro Ceccaroni,ITA,DF,25,1995,34.7,1414,1720,82.2,25815,11157,563,622,90.5,712,802,88.8,125,241,51.9,1,0.8,0.2,6,82,4,2,87
ITA-Serie A,2122,Venezia,Ridgeciano Haps,SUR,DF,28,1993,22.8,638,858,74.4,10727,4400,310,354,87.6,249,326,76.4,59,112,52.7,1,0.6,0.4,13,37,10,6,59
ITA-Serie A,2122,Venezia,Sergio Romero,ARG,GK,34,1987,16.0,415,586,70.8,11661,8294,78,80,97.5,191,199,96.0,145,305,47.5,0,0.0,0.0,1,11,0,0,1
ITA-Serie A,2122,Venezia,Sofian Kiyine,MAR,"MF,FW",23,1997,13.8,392,532,73.7,7832,2436,162,194,83.5,140,186,75.3,79,117,67.5,0,2.0,-2.0,19,44,22,3,62
ITA-Serie A,2122,Venezia,Tanner Tessmann,USA,MF,19,2001,7.6,164,227,72.2,3178,1095,70,83,84.3,65,77,84.4,25,47,53.2,0,0.1,-0.1,4,19,1,0,23
ITA-Serie A,2122,Venezia,Thomas Henry,FRA,FW,26,1994,23.5,263,434,60.6,3781,651,152,230,66.1,69,109,63.3,21,28,75.0,2,3.8,-1.8,20,21,8,1,31
ITA-Serie A,2122,Venezia,Tyronne Ebuehi,NGA,DF,25,1995,12.6,392,506,77.5,6438,2173,193,225,85.8,158,197,80.2,30,48,62.5,0,0.4,-0.4,5,16,9,5,29
ITA-Serie A,2223,Atalanta,Ademola Lookman,NGA,"FW,MF",24,1997,19.2,492,649,75.8,6802,2025,284,333,85.3,144,189,76.2,25,44,56.8,6,6.6,-0.6,39,30,33,4,79
ITA-Serie A,2223,Atalanta,Berat Djimsiti,ALB,DF,29,1993,20.0,953,1093,87.2,16622,5292,419,457,91.7,451,495,91.1,68,109,62.4,1,0.2,0.8,4,48,2,0,45
ITA-Serie A,2223,Atalanta,Brandon Soppy,FRA,DF,20,2002,7.1,243,322,75.5,3511,1451,138,158,87.3,86,116,74.1,11,25,44.0,3,1.6,1.4,11,27,9,4,33
ITA-Serie A,2223,Atalanta,Caleb Okoli,ITA,DF,21,2001,10.7,345,458,75.3,5887,2267,156,190,82.1,151,189,79.9,28,49,57.1,0,0.0,0.0,0,11,2,0,19
ITA-Serie A,2223,Atalanta,Davide Zappacosta,ITA,DF,30,1992,16.3,771,925,83.4,10806,3422,462,494,93.5,258,319,80.9,26,48,54.2,2,1.6,0.4,15,38,14,9,55
ITA-Serie A,2223,Atalanta,Duván Zapata,COL,FW,31,1991,15.4,281,412,68.2,4370,805,156,208,75.0,91,128,71.1,24,36,66.7,2,1.1,0.9,17,19,14,4,40
ITA-Serie A,2223,Atalanta,Francesco Rossi,ITA,GK,31,1991,0.0,3,4,75.0,52,28,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Atalanta,Giorgio Scalvini,ITA,DF,18,2003,25.9,1205,1486,81.1,19877,8249,613,687,89.2,476,545,87.3,90,184,48.9,2,0.4,1.6,9,133,14,2,158
ITA-Serie A,2223,Atalanta,Hans Hateboer,NED,DF,28,1994,15.5,560,702,79.8,8088,2850,339,376,90.2,173,223,77.6,31,60,51.7,1,1.5,-0.5,13,28,16,7,55
ITA-Serie A,2223,Atalanta,Jeremie Boga,CIV,"MF,FW",25,1997,8.7,381,475,80.2,5908,1552,218,251,86.9,104,125,83.2,38,62,61.3,5,2.8,2.2,34,23,24,8,53
ITA-Serie A,2223,Atalanta,Joakim Mæhle,DEN,"DF,MF",25,1997,24.5,1188,1455,81.6,16528,5309,737,818,90.1,358,439,81.5,45,84,53.6,3,2.9,0.1,37,71,46,10,137
ITA-Serie A,2223,Atalanta,José Luis Palomino,ARG,DF,32,1990,8.4,428,518,82.6,7998,2928,169,191,88.5,214,242,88.4,44,70,62.9,0,0.3,-0.3,2,26,4,2,29
ITA-Serie A,2223,Atalanta,Juan Musso,ARG,GK,28,1994,23.1,513,705,72.8,14449,10079,93,93,100.0,243,246,98.8,174,360,48.3,0,0.1,-0.1,1,0,0,0,0
ITA-Serie A,2223,Atalanta,Luis Muriel,COL,"FW,MF",31,1991,11.9,354,539,65.7,6248,1973,171,224,76.3,117,163,71.8,49,105,46.7,3,3.5,-0.5,37,29,34,6,71
ITA-Serie A,2223,Atalanta,Lukáš Vorlický,CZE,"MF,FW",20,2002,0.3,19,31,61.3,271,44,13,16,81.3,3,9,33.3,2,3,66.7,0,0.0,0.0,0,1,1,0,3
ITA-Serie A,2223,Atalanta,Marco Sportiello,ITA,GK,30,1992,14.9,362,462,78.4,9718,6618,59,59,100.0,209,212,98.6,94,191,49.2,0,0.0,0.0,0,1,0,0,2
ITA-Serie A,2223,Atalanta,Mario Pašalić,CRO,"MF,FW",27,1995,19.7,567,705,80.4,9192,2177,286,335,85.4,216,246,87.8,46,69,66.7,2,2.2,-0.2,16,55,25,2,82
ITA-Serie A,2223,Atalanta,Marten de Roon,NED,MF,31,1991,32.9,1587,1912,83.0,29393,8619,635,714,88.9,736,842,87.4,177,273,64.8,1,1.8,-0.8,20,156,24,1,171
ITA-Serie A,2223,Atalanta,Matteo Ruggeri,ITA,"DF,MF",20,2002,9.2,515,631,81.6,8203,3341,278,311,89.4,187,227,82.4,36,57,63.2,1,0.9,0.1,10,38,12,6,55
ITA-Serie A,2223,Atalanta,Merih Demiral,TUR,DF,24,1998,17.1,560,653,85.8,10454,2949,204,225,90.7,293,330,88.8,54,85,63.5,0,0.5,-0.5,4,14,1,1,26
ITA-Serie A,2223,Atalanta,Nadir Zortea,ITA,"DF,MF",23,1999,2.5,60,98,61.2,937,602,31,38,81.6,22,35,62.9,5,13,38.5,0,0.6,-0.6,3,3,3,1,9
ITA-Serie A,2223,Atalanta,Rafael Tolói,ITA,DF,31,1990,30.9,1351,1682,80.3,24720,9204,570,627,90.9,619,707,87.6,145,290,50.0,1,1.2,-0.2,17,126,15,2,148
ITA-Serie A,2223,Atalanta,Rasmus Højlund,DEN,FW,19,2003,20.4,318,435,73.1,4078,574,200,257,77.8,75,97,77.3,16,18,88.9,2,2.4,-0.4,24,23,11,1,37
ITA-Serie A,2223,Atalanta,Ruslan Malinovskyi,UKR,"MF,FW",29,1993,6.1,248,332,74.7,4851,1645,106,123,86.2,97,121,80.2,39,64,60.9,2,2.0,0.0,13,36,15,0,50
ITA-Serie A,2223,Atalanta,Teun Koopmeiners,NED,MF,24,1998,31.8,1271,1727,73.6,23257,8953,532,612,86.9,530,665,79.7,160,344,46.5,4,6.4,-2.4,58,154,51,15,186
ITA-Serie A,2223,Atalanta,Tommaso De Nipoti,ITA,MF,19,2003,0.0,3,5,60.0,85,20,1,2,50.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2223,Atalanta,Éderson,BRA,MF,23,1999,24.6,884,1091,81.0,15666,4516,374,434,86.2,378,436,86.7,97,133,72.9,1,2.3,-1.3,21,93,15,4,93
ITA-Serie A,2223,Bologna,Adama Soumaoro,FRA,DF,30,1992,20.7,996,1075,92.7,18518,6098,358,376,95.2,550,580,94.8,78,95,82.1,0,0.0,0.0,1,28,1,0,50
ITA-Serie A,2223,Bologna,Andrea Cambiaso,ITA,DF,22,2000,24.1,1277,1521,84.0,19674,6031,686,753,91.1,472,541,87.2,83,144,57.6,3,2.4,0.6,28,48,24,7,83
ITA-Serie A,2223,Bologna,Antonio Raimondo,ITA,FW,18,2004,0.2,3,4,75.0,21,3,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2223,Bologna,Charalampos Lykogiannis,GRE,DF,28,1993,12.3,518,731,70.9,8881,3581,246,280,87.9,219,287,76.3,45,117,38.5,0,1.5,-1.5,18,51,17,12,60
ITA-Serie A,2223,Bologna,Denso Kasius,NED,DF,19,2002,3.8,143,192,74.5,2576,864,65,72,90.3,53,74,71.6,20,36,55.6,2,0.7,1.3,6,6,8,6,9
ITA-Serie A,2223,Bologna,Emanuel Vignato,ITA,"MF,FW",21,2000,2.7,79,99,79.8,1201,338,40,48,83.3,29,34,85.3,5,8,62.5,1,0.4,0.6,3,9,2,1,9
ITA-Serie A,2223,Bologna,Francesco Bardi,ITA,GK,30,1992,1.0,18,23,78.3,548,399,6,6,100.0,5,5,100.0,7,11,63.6,0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2223,Bologna,Gary Medel,CHI,"MF,DF",34,1987,16.4,986,1102,89.5,17960,6023,399,427,93.4,454,481,94.4,107,155,69.0,1,0.4,0.6,7,61,5,0,58
ITA-Serie A,2223,Bologna,Giorgos Kyriakopoulos,GRE,"DF,FW",26,1996,7.8,318,413,77.0,4904,2157,177,193,91.7,105,128,82.0,26,65,40.0,2,0.8,1.2,9,22,11,6,23
ITA-Serie A,2223,Bologna,Jerdy Schouten,NED,MF,25,1997,27.9,1299,1498,86.7,20836,5831,688,763,90.2,494,553,89.3,87,115,75.7,2,1.5,0.5,19,118,9,0,139
